activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
identity,kd_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
tanh,auto,14,mse,1,0,1,0,1,1,35,adaptive,7,log2,20,16,randomForestRegressor,2,1,sgd,uniform,0.5899918634795133
identity,kd_tree,29,mse,1,1,1,0,1,1,35,adaptive,7,log2,20,16,randomForestRegressor,2,1,sgd,uniform,0.5891213744111448
identity,kd_tree,19,mae,1,1,0,0,1,0,39,constant,10,sqrt,13,16,nnRegressor,10,8,lbfgs,distance,0.5792021172223847
logistic,brute,31,mse,1,1,0,0,1,1,35,adaptive,7,log2,20,40,randomForestRegressor,2,1,sgd,uniform,0.5745559226705912
identity,ball_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,sgd,distance,0.5968523515603742
identity,kd_tree,29,mse,1,1,1,0,1,1,20,constant,90,auto,6,34,randomForestRegressor,4,5,adam,uniform,0.5918002684830026
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
identity,ball_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,3,adam,uniform,0.59521291927854
identity,kd_tree,29,mse,1,1,1,0,1,1,20,constant,90,log2,6,34,randomForestRegressor,4,5,adam,uniform,0.59521291927854
logistic,ball_tree,29,mse,1,1,1,0,1,1,35,adaptive,7,log2,20,16,randomForestRegressor,2,1,adam,uniform,0.5891213744111448
tanh,auto,14,mse,1,0,1,0,1,1,35,adaptive,7,log2,20,16,randomForestRegressor,2,1,sgd,uniform,0.5899918634795133
identity,kd_tree,29,mse,1,1,1,0,1,0,39,constant,10,sqrt,13,16,nnRegressor,10,8,lbfgs,distance,0.5943258690892421
identity,kd_tree,19,mae,1,1,0,0,1,1,35,adaptive,7,auto,20,40,randomForestRegressor,2,1,sgd,uniform,0.5590011534987608
logistic,brute,31,mse,1,1,0,0,1,0,39,constant,10,sqrt,13,16,randomForestRegressor,10,8,lbfgs,distance,0.5735580015450762
