activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,21,mae,1,1,0,1,1,1,38,invscaling,80,log2,20,32,randomForestRegressor,7,6,sgd,distance,0.6024805089514393
identity,brute,9,mae,1,1,0,1,1,1,16,constant,43,log2,11,3,nnRegressor,3,8,adam,uniform,-13.895838009034215
logistic,auto,18,mae,1,0,0,1,1,0,6,constant,15,log2,15,29,nnRegressor,2,5,lbfgs,distance,-0.21063980398363658
logistic,ball_tree,21,mse,1,0,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6274678568780364
identity,auto,12,mse,0,1,1,1,1,1,19,constant,15,sqrt,20,27,randomForestRegressor,2,3,adam,uniform,0.48640915682972186
tanh,ball_tree,12,mse,1,1,0,0,1,1,35,constant,65,sqrt,7,3,kneighborsRegressor,10,9,lbfgs,distance,0.41648319927566
logistic,kd_tree,16,poisson,1,0,1,1,0,1,38,invscaling,52,auto,3,26,nnRegressor,5,1,lbfgs,uniform,-3.5919343168919955
identity,kd_tree,29,mae,0,0,0,1,1,0,2,invscaling,79,sqrt,13,33,nnRegressor,5,3,sgd,distance,0.38468656437039406
identity,auto,20,poisson,0,0,0,1,0,0,3,invscaling,78,auto,13,28,kneighborsRegressor,6,1,lbfgs,distance,-0.9305230543322811
identity,auto,32,mae,1,1,1,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6298162190356457
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
logistic,ball_tree,21,mse,1,0,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6274678568780364
logistic,kd_tree,21,mae,1,1,0,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.613731135644318
identity,brute,9,mae,1,1,0,0,1,1,38,invscaling,80,log2,20,32,randomForestRegressor,7,6,sgd,distance,0.6029984298306661
identity,kd_tree,21,mae,1,1,0,1,1,1,38,invscaling,80,log2,20,32,randomForestRegressor,7,6,sgd,distance,0.6024805089514393
logistic,auto,18,mae,1,0,0,1,1,1,28,constant,43,log2,11,3,nnRegressor,3,8,adam,uniform,0.5371554398952709
logistic,ball_tree,21,mse,1,0,1,1,1,0,6,adaptive,15,log2,15,29,nnRegressor,2,5,adam,distance,0.49566505486115775
identity,auto,12,mse,0,1,1,1,1,1,19,constant,15,sqrt,20,27,randomForestRegressor,2,3,adam,uniform,0.48640915682972186
identity,auto,12,mse,0,1,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.47702511947875736
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
identity,auto,22,mae,1,1,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6309408908776253
logistic,ball_tree,21,mse,1,0,0,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6001292776942073
logistic,kd_tree,21,mae,1,1,0,1,1,1,38,invscaling,80,sqrt,20,32,randomForestRegressor,7,6,sgd,distance,0.6024805089514393
identity,brute,23,mae,1,1,0,0,1,0,38,invscaling,80,log2,20,32,randomForestRegressor,7,6,sgd,distance,0.5928268864922633
identity,kd_tree,21,mae,1,1,0,1,1,1,28,constant,43,sqrt,11,3,nnRegressor,3,8,adam,uniform,0.40913950764884854
logistic,auto,8,mae,1,0,0,1,1,0,6,adaptive,44,log2,15,28,nnRegressor,2,5,adam,distance,0.5489549948812625
logistic,ball_tree,21,mse,0,1,1,0,1,1,19,constant,15,sqrt,20,27,randomForestRegressor,2,3,adam,uniform,0.4966702158151698
identity,ball_tree,12,mse,0,1,1,1,1,0,7,adaptive,28,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.47702511947875736
identity,auto,12,mse,0,1,1,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,2,lbfgs,distance,0.49429723430636197
identity,auto,22,mae,1,1,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6309408908776253
identity,auto,32,mae,1,1,1,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6298162190356457
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
logistic,ball_tree,21,mse,1,0,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6274678568780364
logistic,kd_tree,21,mae,1,1,0,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.613731135644318
identity,brute,9,mae,1,1,0,0,1,1,38,invscaling,80,log2,20,32,randomForestRegressor,7,6,sgd,distance,0.6029984298306661
identity,kd_tree,21,mae,1,1,0,1,1,1,38,invscaling,80,log2,20,32,randomForestRegressor,7,6,sgd,distance,0.6024805089514393
logistic,kd_tree,21,mae,1,1,0,1,1,1,38,invscaling,80,sqrt,20,32,randomForestRegressor,7,6,sgd,distance,0.6024805089514393
logistic,ball_tree,21,mse,1,0,0,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6001292776942073
identity,auto,29,mae,1,0,1,1,1,1,18,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6223191778084247
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
identity,auto,32,mae,1,1,1,1,1,0,7,adaptive,51,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.629857234217162
logistic,ball_tree,21,mse,1,0,1,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6295200786172663
logistic,kd_tree,21,mae,1,1,0,1,1,1,38,invscaling,80,log2,20,32,randomForestRegressor,7,6,sgd,distance,0.6024805089514393
identity,brute,9,mae,1,1,0,0,1,1,38,invscaling,80,log2,20,32,randomForestRegressor,7,6,sgd,distance,0.6029984298306661
identity,kd_tree,21,mae,1,1,0,1,1,1,38,invscaling,80,sqrt,20,32,randomForestRegressor,7,6,sgd,distance,0.6024805089514393
logistic,kd_tree,21,mae,1,1,0,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.613731135644318
logistic,ball_tree,21,mse,1,0,0,1,1,0,26,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.5963468666338488
identity,auto,22,mae,1,1,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6309408908776253
identity,auto,32,mae,1,1,1,1,1,0,7,adaptive,51,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.629857234217162
identity,auto,32,mae,1,1,1,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6298162190356457
logistic,ball_tree,21,mse,1,0,1,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6295200786172663
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
logistic,ball_tree,21,mse,1,0,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6274678568780364
identity,auto,29,mae,1,0,1,1,1,1,18,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6223191778084247
identity,auto,22,mse,1,1,1,1,1,0,7,adaptive,51,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6406747822559862
identity,auto,32,mae,1,1,1,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6298162190356457
identity,kd_tree,32,mae,1,1,1,1,1,1,3,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6298162190356457
logistic,ball_tree,21,mse,1,0,1,1,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,-3.346012305647423
identity,auto,32,mae,1,1,1,1,1,0,3,invscaling,55,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6276830049163955
identity,auto,32,mae,1,1,1,0,1,0,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6257692349703853
identity,auto,32,mae,1,1,1,1,1,1,3,invscaling,78,auto,13,28,nnRegressor,6,1,lbfgs,distance,0.6246588241558775
identity,auto,32,mae,1,1,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.6309408908776253
logistic,ball_tree,21,mse,1,0,1,1,1,1,18,constant,73,log2,4,32,randomForestRegressor,9,7,lbfgs,distance,0.6295200786172663
identity,auto,29,mae,1,0,1,1,1,0,7,adaptive,63,log2,6,24,randomForestRegressor,1,6,sgd,distance,0.627307445051869
