activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,30,mse,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,17,invscaling,21,auto,15,32,randomForestRegressor,3,1,adam,distance,-0.23996811955450337,464.6984789769631
logistic,auto,21,mse,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,30,constant,89,auto,7,18,randomForestRegressor,6,5,adam,distance,-0.07239329431416852,464.69854211597703
tanh,auto,26,mse,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,26,invscaling,24,log2,8,9,randomForestRegressor,4,1,adam,distance,0.004943351696188314,464.69860708597116
tanh,auto,15,mse,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,9,invscaling,16,log2,18,26,randomForestRegressor,5,2,adam,distance,0.026680267957901127,464.6986710350029
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,8,invscaling,28,log2,10,17,nnRegressor,5,1,adam,distance,-9.334682136175054e-05,464.6987441240344
relu,auto,23,mse,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,7,constant,74,sqrt,20,21,randomForestRegressor,9,3,adam,distance,-0.06901742065243699,464.69880842301063
identity,auto,30,mse,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,34,constant,23,log2,13,28,randomForestRegressor,6,7,adam,distance,0.025899358017953067,464.69887152314186
logistic,auto,20,mse,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,30,constant,24,sqrt,6,6,randomForestRegressor,5,1,adam,distance,-0.0010120381826399516,464.6989345920738
tanh,auto,24,mse,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,28,invscaling,17,sqrt,9,18,randomForestRegressor,4,3,adam,distance,-0.0011140752199081394,464.698998271022
tanh,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,36,invscaling,48,log2,8,21,randomForestRegressor,4,2,adam,distance,0.2733054264277106,464.6990611499641
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,68,auto,18,26,nnRegressor,6,4,adam,distance,0.4153203117386248,626.9866079259664
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,24,auto,16,18,nnRegressor,8,5,adam,distance,0.42344822266396576,626.9866911049467
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,75,auto,16,32,nnRegressor,5,1,adam,distance,0.4286198677918246,626.9867698440794
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,24,auto,16,11,nnRegressor,7,3,adam,distance,0.48535951543215483,626.9868343530688
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,86,auto,16,23,nnRegressor,6,3,adam,distance,0.485978694140092,626.9868985221256
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,10,auto,9,24,nnRegressor,6,3,adam,distance,0.3237986186334981,626.9869622320402
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,59,auto,16,32,nnRegressor,4,2,adam,distance,0.48334864948173706,626.9870253510308
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,25,auto,10,20,nnRegressor,4,5,adam,distance,0.41768940192597326,626.9870881401002
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,39,auto,9,32,nnRegressor,8,3,adam,distance,0.4708356227984194,626.9871509789955
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,42,auto,12,17,nnRegressor,5,5,adam,distance,0.5039976707092306,626.98721423815
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,25,auto,11,28,nnRegressor,7,3,adam,distance,0.4888082362352416,626.9872770570219
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,87,auto,9,19,nnRegressor,4,3,adam,distance,0.5057964777256223,626.9873397061601
relu,auto,28,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,28,auto,10,13,nnRegressor,6,4,adam,distance,0.42920734527245963,626.9874025350437
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,20,auto,14,22,nnRegressor,8,6,adam,distance,0.41320618387313635,626.9874649550766
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,32,auto,8,20,nnRegressor,9,3,adam,distance,0.3802297313498223,626.9875274139922
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,78,auto,16,21,nnRegressor,8,5,adam,distance,0.4395140264995726,626.9875906030647
relu,auto,26,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,27,auto,9,24,nnRegressor,6,3,adam,distance,0.4267919450012868,626.9876535020303
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,28,auto,9,10,nnRegressor,7,5,adam,distance,0.44687598425101194,626.9877255710308
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,21,auto,8,20,nnRegressor,6,3,adam,distance,0.4454145659995402,626.987788480008
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,52,auto,9,20,nnRegressor,6,6,adam,distance,0.42160969583054975,626.9878506090026
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,68,auto,14,28,nnRegressor,6,1,adam,distance,0.4182318360851931,762.6284709221218
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,28,auto,14,18,nnRegressor,4,3,adam,distance,0.4752250700404802,762.6285581300035
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,71,auto,14,31,nnRegressor,4,1,adam,distance,0.47027124477305926,762.628623160068
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,28,auto,15,15,nnRegressor,3,3,adam,distance,0.48435510986548724,762.6286957380362
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,82,auto,16,27,nnRegressor,5,5,adam,distance,0.4100200127124475,762.6287705770228
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,14,auto,13,28,nnRegressor,4,4,adam,distance,0.4100200127124475,762.6288351260591
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,61,auto,14,30,nnRegressor,3,2,adam,distance,0.5077303563245822,762.6288994560018
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,29,auto,14,24,nnRegressor,3,3,adam,distance,0.5020648070732034,762.6289636550937
relu,auto,14,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,43,auto,13,36,nnRegressor,4,3,adam,distance,0.44861950640016135,762.6290264939889
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,45,auto,16,21,nnRegressor,3,2,adam,distance,0.44519959999297587,762.6290902730543
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,29,auto,15,32,nnRegressor,3,1,adam,distance,0.47281597135861086,762.6291535920464
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,83,auto,13,23,nnRegressor,7,2,adam,distance,0.498781174127472,762.629217070993
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,32,auto,14,17,nnRegressor,5,2,adam,distance,0.41993016712797826,762.6292795401532
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,24,auto,12,23,nnRegressor,4,2,adam,distance,0.4165816681334501,762.6293420691509
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,36,auto,11,24,nnRegressor,6,3,adam,distance,0.4823278528285122,762.6294050379656
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,74,auto,14,24,nnRegressor,4,2,adam,distance,0.4752250700404802,762.6294677669648
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,31,auto,13,28,nnRegressor,4,1,adam,distance,0.4390517044638058,762.6295302270446
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,32,auto,13,14,nnRegressor,7,3,adam,distance,0.502284806067638,762.629592766054
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,25,auto,12,24,nnRegressor,2,1,adam,distance,0.4154860934603408,762.6296549751423
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,52,auto,13,24,nnRegressor,6,3,adam,distance,0.4154860934603408,762.6297259039711
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,64,auto,14,26,nnRegressor,2,4,adam,distance,0.4100200127124475,893.7193626840599
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,30,auto,13,20,nnRegressor,1,1,adam,distance,0.4893118046157413,893.7194450630341
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,67,auto,13,32,nnRegressor,2,1,adam,distance,0.4950574346651474,893.7195113420021
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,31,auto,14,19,nnRegressor,1,1,adam,distance,0.5023436802221308,893.7195764610078
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,78,auto,15,31,nnRegressor,1,5,adam,distance,0.46929951778535817,893.7196411001496
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,18,auto,17,32,nnRegressor,2,2,adam,distance,0.498781174127472,893.7197060389444
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,60,auto,16,32,nnRegressor,4,2,adam,distance,0.5031016663688588,893.7197800381109
relu,auto,19,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,31,auto,17,28,nnRegressor,3,1,adam,distance,0.5031016663688588,893.7198443571106
relu,auto,18,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,39,auto,17,32,nnRegressor,1,1,adam,distance,0.5064717896189435,893.7199083359446
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,42,auto,16,25,nnRegressor,6,1,adam,distance,0.4969211289056398,893.7199721760117
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,31,auto,17,34,nnRegressor,1,1,adam,distance,0.5129204094214639,893.7200359150302
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,79,auto,15,27,nnRegressor,4,2,adam,distance,0.46943088958453016,893.720099824015
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,31,auto,17,21,nnRegressor,1,1,adam,distance,0.48066811532961684,893.7201638631523
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,28,auto,14,27,nnRegressor,1,1,adam,distance,0.498781174127472,893.7202278019395
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,32,auto,14,27,nnRegressor,2,2,adam,distance,0.41855761502559674,893.7202919111587
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,70,auto,13,28,nnRegressor,1,1,adam,distance,0.5020648070732034,893.7203555400483
relu,auto,20,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,29,auto,17,32,nnRegressor,2,1,adam,distance,0.5077303563245822,893.7204190089833
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,30,auto,17,18,nnRegressor,6,1,adam,distance,0.502284806067638,893.7204831680283
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,29,auto,16,28,nnRegressor,1,1,adam,distance,0.5128931051583996,893.7205468181055
relu,auto,24,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,48,auto,15,28,nnRegressor,2,1,adam,distance,0.4003476687335922,893.7206104570068
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,60,auto,16,30,nnRegressor,1,5,adam,distance,0.5076498804210601,1045.4287366170902
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,28,auto,14,19,nnRegressor,5,1,adam,distance,0.47581831562977217,1045.4288206249475
relu,auto,25,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,63,auto,15,32,nnRegressor,5,1,adam,distance,0.4881313616740557,1045.4288870440796
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,27,auto,15,18,nnRegressor,5,1,adam,distance,0.48680965769997675,1045.4289519940503
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,74,auto,15,33,nnRegressor,1,2,adam,distance,0.49401057423103034,1045.429016383132
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,22,auto,17,28,nnRegressor,5,4,adam,distance,0.4881313616740557,1045.4290807819925
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,56,auto,16,33,nnRegressor,4,1,adam,distance,0.5077303563245822,1045.42914463114
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,29,auto,13,27,nnRegressor,3,2,adam,distance,0.4962257818246072,1045.4292092500255
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,35,auto,15,34,nnRegressor,1,1,adam,distance,0.4123108154783841,1045.4292731289752
relu,auto,17,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,38,auto,13,29,nnRegressor,3,1,adam,distance,0.41533603242789596,1045.4293371180538
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,27,auto,15,31,nnRegressor,3,1,adam,distance,0.47345613421425714,1045.4294118769467
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,75,auto,16,31,nnRegressor,2,1,adam,distance,0.5077303563245822,1045.4294763260987
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,28,auto,15,25,nnRegressor,1,1,adam,distance,0.48680965769997675,1045.4295415049419
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,29,auto,16,31,nnRegressor,1,1,adam,distance,0.49401057423103034,1045.4296056339517
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,28,auto,17,30,nnRegressor,2,1,adam,distance,0.5128931051583996,1045.4296700530685
relu,auto,21,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,66,auto,15,30,nnRegressor,1,1,adam,distance,0.48680965769997675,1045.4297449421138
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,32,auto,15,29,nnRegressor,5,1,adam,distance,0.4840370015685981,1045.4298096320126
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,26,auto,13,14,nnRegressor,5,1,adam,distance,0.40511602122234314,1045.429873561021
relu,auto,22,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,26,auto,13,32,nnRegressor,2,1,adam,distance,0.48680965769997675,1045.4299379901495
relu,auto,23,mse,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,44,auto,16,32,nnRegressor,1,1,adam,distance,0.5076498804210601,1045.4300017990172
