feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,0,1,1,0,1,0,1,0,1,1,0,nnRegressor,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.751540993596058,269.32784366607666
0,1,1,0,0,0,0,0,0,1,0,0,1,0,nnRegressor,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.697883098916711,277.97006344795227
0,0,0,0,1,0,1,0,1,1,1,0,1,0,nnRegressor,tanh,NA,28,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.7144182088571434,293.9171802997589
1,0,1,0,1,1,0,0,0,0,0,1,0,0,randomForestRegressor,NA,NA,nan,mae,nan,NA,73,sqrt,1,3,nan,nan,NA,NA,0.6367773655951541,310.99059414863586
1,0,1,0,0,1,1,0,1,0,0,1,1,0,nnRegressor,tanh,NA,10,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.7015435421706882,336.14943861961365
1,0,0,0,0,1,0,1,0,0,1,1,0,1,nnRegressor,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7006541727662983,344.05665278434753
0,1,0,0,0,0,0,0,1,1,0,1,1,0,nnRegressor,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.7343736485610723,350.90538907051086
1,1,0,0,0,0,1,0,0,0,1,1,1,1,nnRegressor,tanh,NA,8,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.767506255558089,359.98421597480774
1,0,0,1,1,0,0,0,0,1,1,1,0,1,nnRegressor,relu,NA,16,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7324520474279153,367.23059344291687
0,0,0,0,1,1,1,0,0,0,1,1,1,0,nnRegressor,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0008341607061985723,373.1850621700287
1,0,1,1,1,1,0,1,0,1,0,1,1,0,nnRegressor,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7553877301309675,380.11374258995056
1,0,1,1,1,0,0,0,0,0,1,0,0,1,nnRegressor,tanh,NA,19,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,-0.0008347429434718556,385.89214277267456
0,1,1,1,1,1,1,0,0,0,1,0,1,0,nnRegressor,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.64891576506938,391.5347487926483
0,0,1,0,0,1,1,1,0,0,0,0,1,1,nnRegressor,tanh,NA,23,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.6840987786335667,400.83709812164307
0,0,0,1,1,1,0,0,0,0,0,1,1,1,nnRegressor,tanh,NA,19,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7291669422611795,410.15302562713623
0,1,1,0,1,1,0,0,1,1,1,1,0,0,nnRegressor,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.702752156254093,425.49836349487305
1,1,0,1,0,0,1,1,1,1,1,1,0,1,nnRegressor,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7752267641968378,434.5619201660156
0,1,0,1,1,1,1,1,0,0,0,0,1,0,nnRegressor,tanh,NA,27,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.6891458187033255,445.8019576072693
0,1,0,1,0,1,1,0,0,1,1,1,1,1,nnRegressor,tanh,NA,19,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.7457941302373317,465.75134348869324
1,1,1,1,1,0,0,0,0,1,0,1,1,0,nnRegressor,tanh,NA,14,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.7700173956471166,491.56993556022644
1,1,0,1,0,0,0,0,1,1,0,0,1,1,nnRegressor,relu,NA,11,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.7925011472527247,522.2376990318298
1,0,0,1,1,0,0,0,0,0,0,1,1,1,nnRegressor,tanh,NA,23,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.7542570638964057,539.0127449035645
1,0,0,0,1,0,1,1,1,0,0,0,1,1,nnRegressor,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.733572897344561,546.9240520000458
1,1,1,0,0,1,0,1,1,0,1,1,1,1,nnRegressor,tanh,NA,21,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.7895394126346391,566.74533867836
1,1,0,1,0,1,0,0,1,0,1,0,1,0,nnRegressor,tanh,NA,14,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.750263052159471,592.5035519599915
1,1,1,1,1,0,0,1,0,0,0,1,0,0,nnRegressor,logistic,NA,19,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.6788339101783041,600.2705767154694
0,0,0,1,1,1,0,1,1,0,0,1,0,0,nnRegressor,tanh,NA,11,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.6101902919297495,626.2243256568909
1,0,1,0,1,1,1,0,0,1,1,1,0,1,nnRegressor,logistic,NA,13,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.7485433693683783,653.031830072403
0,0,0,1,1,1,0,1,0,1,1,1,0,0,nnRegressor,tanh,NA,14,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,0.7008380753232644,678.9443163871765
1,0,1,1,1,0,1,0,1,1,1,0,1,1,nnRegressor,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.7560444968438484,684.6970791816711
1,1,0,1,1,0,1,0,1,0,1,0,1,1,nnRegressor,tanh,NA,25,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.7720670654258371,699.4185729026794
1,0,0,1,1,0,1,1,0,0,0,0,1,1,nnRegressor,tanh,NA,9,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.7294003856328688,725.2182593345642
1,1,1,1,1,0,1,0,1,0,0,0,0,1,nnRegressor,tanh,NA,18,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.7033838542554025,746.5503442287445
1,0,0,1,0,1,0,0,1,1,1,0,1,0,nnRegressor,tanh,NA,11,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,0.7727227124099236,777.2509129047394
1,1,1,0,1,1,0,0,1,1,0,0,1,1,nnRegressor,relu,NA,29,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.7823589082134303,790.2664670944214
1,1,1,1,0,0,1,1,1,0,1,1,1,1,nnRegressor,tanh,NA,21,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.7796407319286839,809.138281583786
1,1,0,1,1,1,0,0,1,1,1,1,0,1,nnRegressor,relu,NA,9,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.7572517795441538,815.8065412044525
1,0,0,1,1,0,1,0,0,0,1,1,1,0,nnRegressor,tanh,NA,24,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,0.7390800686193171,833.7547922134399
1,0,1,0,1,0,1,0,1,0,1,0,0,1,nnRegressor,identity,NA,26,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.6295157388938721,838.6515734195709
1,0,1,1,1,1,0,1,0,0,1,0,1,0,nnRegressor,tanh,NA,22,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.7151304417006565,848.9151651859283
1,0,0,0,0,1,1,0,0,1,1,1,1,0,nnRegressor,relu,NA,17,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.7592400019917616,855.0438230037689
0,0,0,1,0,0,1,1,1,0,0,1,0,1,nnRegressor,tanh,NA,12,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,0.7001693578813679,863.6514248847961
1,1,1,0,0,0,1,0,1,0,0,0,1,1,nnRegressor,tanh,NA,15,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7614399167129865,871.6970069408417
1,1,0,0,1,0,1,1,1,1,0,1,1,1,nnRegressor,relu,NA,18,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7947859855846517,877.9150173664093
1,1,0,0,1,1,0,0,0,1,1,1,1,1,nnRegressor,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.7481612001626496,889.233392238617
1,1,1,1,0,1,0,1,0,1,1,0,1,1,nnRegressor,relu,NA,26,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.7662054404471867,903.1604194641113
1,1,0,1,1,1,1,0,0,0,0,0,1,1,nnRegressor,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.7589251204481355,909.9997479915619
1,1,0,1,0,0,0,0,0,1,1,1,1,1,nnRegressor,logistic,NA,8,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,-0.0001998348362404201,927.9759395122528
1,1,1,1,1,0,0,0,0,1,0,0,1,1,nnRegressor,tanh,NA,19,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.6914271281021405,945.5343489646912
0,0,0,0,1,0,1,1,1,1,1,1,0,0,nnRegressor,logistic,NA,10,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,0.6875240010310607,952.4229691028595
1,0,1,0,0,0,1,0,0,1,0,1,0,1,nnRegressor,identity,NA,11,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,0.6932204479592481,958.395112991333
0,1,0,1,0,0,1,0,1,0,0,0,1,1,nnRegressor,logistic,NA,14,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.6895447232821809,981.8233435153961
1,1,0,0,0,0,0,0,0,0,0,0,1,1,nnRegressor,logistic,NA,16,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.7438581094297118,1003.0891532897949
1,0,0,0,1,1,1,1,0,1,1,1,1,1,nnRegressor,tanh,NA,18,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.7807224152428008,1011.1749310493469
1,1,1,1,1,0,0,0,1,1,1,0,1,0,nnRegressor,relu,NA,27,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.7806679886274177,1017.0626907348633
1,1,1,1,0,0,0,0,1,0,0,1,1,1,nnRegressor,tanh,NA,24,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7830230805262157,1025.0013959407806
1,1,0,1,0,0,0,1,1,0,1,1,1,1,nnRegressor,tanh,NA,24,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.7871709431544697,1041.9580144882202
1,1,0,0,0,1,0,0,0,1,1,0,1,1,nnRegressor,relu,NA,11,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.770387790867719,1064.41694688797
1,1,0,1,0,0,0,0,0,0,0,1,1,1,nnRegressor,tanh,NA,20,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.7755993268843691,1083.481570482254
1,1,1,1,1,1,0,0,0,0,0,1,1,0,randomForestRegressor,NA,NA,nan,mse,nan,NA,11,auto,8,15,nan,nan,NA,NA,0.756819190354228,1088.9211404323578
1,0,1,0,0,1,0,1,1,1,1,1,1,0,nnRegressor,tanh,NA,24,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7657459971633964,1096.7292821407318
1,0,0,1,0,0,0,1,0,0,1,1,1,0,nnRegressor,tanh,NA,24,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.7278983925315757,1113.294272661209
1,0,0,0,1,0,0,1,0,1,1,0,1,1,nnRegressor,tanh,NA,10,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.7653495243402257,1144.6467587947845
1,1,1,0,0,1,0,1,1,1,0,1,1,1,nnRegressor,tanh,NA,15,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.7936605599066533,1167.6016302108765
1,1,1,0,1,0,1,0,0,1,1,0,0,1,nnRegressor,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.7413145829075876,1197.80899477005
1,0,0,1,1,0,0,0,0,0,0,1,1,1,nnRegressor,relu,NA,12,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0008340034786213923,1201.6640038490295
1,0,0,1,1,1,0,0,0,1,1,1,1,1,nnRegressor,tanh,NA,25,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.7829319658492968,1209.4839384555817
1,0,1,1,0,0,0,0,0,1,1,1,1,1,nnRegressor,tanh,NA,14,NA,nan,constant,nan,NA,nan,nan,6,nan,lbfgs,NA,0.7681372104289268,1217.3848476409912
1,1,0,0,1,1,0,1,1,0,0,1,1,1,nnRegressor,relu,NA,17,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,-0.0008340035636953402,1221.1698911190033
1,1,1,1,0,1,0,1,1,1,1,0,1,1,nnRegressor,relu,NA,12,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.7852769691638002,1244.5752532482147
1,0,0,0,1,0,1,0,1,1,1,1,1,1,nnRegressor,tanh,NA,20,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.786190943025816,1263.4998252391815
1,1,1,1,0,0,1,1,1,1,1,0,1,0,nnRegressor,identity,NA,15,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7419453043202828,1267.5279667377472
1,1,1,1,1,1,0,0,0,1,0,1,1,0,nnRegressor,tanh,NA,13,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.7731999004748212,1275.5623981952667
1,0,0,0,1,1,0,0,1,0,0,0,1,1,nnRegressor,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.7143480025395482,1279.3611216545105
1,1,1,0,1,0,0,0,1,0,0,0,1,0,nnRegressor,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,-0.0008439484782549744,1287.8015141487122
1,0,0,0,1,1,0,1,1,1,0,1,1,1,nnRegressor,identity,NA,19,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.7558275700547026,1299.2917070388794
