activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,22,gini,0,1,0,1,1,1,1,14,invscaling,47,auto,5,20,nnClassifier,7,7,sgd,distance,0.0,576.3350852369331
relu,auto,24,gini,0,0,0,1,1,1,1,21,invscaling,20,auto,8,38,nnClassifier,6,9,sgd,distance,0.0,576.3351205270737
relu,auto,22,entropy,1,0,1,1,1,1,1,27,constant,84,auto,3,32,kneighborsClassifier,7,8,adam,distance,0.6868884540117417,576.3351554570254
relu,auto,26,gini,1,1,1,1,1,1,1,17,constant,51,auto,10,11,nnClassifier,9,7,adam,distance,0.9041095890410958,1118.464353977004
relu,auto,17,gini,1,1,1,1,1,1,1,28,constant,80,auto,5,14,nnClassifier,6,8,adam,distance,0.87279843444227,1118.464409057051
relu,auto,26,gini,1,1,1,1,1,1,1,7,constant,83,auto,5,28,nnClassifier,9,9,adam,distance,0.05577299412915851,1118.464446295984
relu,auto,24,gini,1,1,1,1,1,1,1,16,constant,31,auto,10,27,nnClassifier,7,10,adam,distance,0.8816046966731899,1118.4644829758909
relu,auto,25,gini,1,1,1,1,1,1,1,15,constant,54,auto,9,25,nnClassifier,8,8,adam,distance,0.8943248532289628,1118.4645198748913
relu,auto,23,gini,1,1,1,1,1,1,1,15,constant,32,auto,5,27,nnClassifier,7,9,adam,distance,0.87573385518591,1118.4645560148638
relu,auto,17,gini,1,1,1,1,1,1,1,17,constant,15,auto,6,27,nnClassifier,7,10,adam,distance,0.03913894324853229,1118.464592084987
relu,auto,25,gini,1,1,1,1,1,1,1,11,constant,66,auto,7,14,nnClassifier,7,9,adam,distance,0.8943248532289628,1118.4646282838657
relu,auto,19,gini,1,1,1,1,1,1,1,16,constant,20,auto,9,17,nnClassifier,9,10,adam,distance,0.9001956947162426,1118.4646646040492
relu,auto,17,gini,1,1,1,1,1,1,1,10,constant,79,auto,10,19,nnClassifier,6,10,adam,distance,0.03913894324853229,1118.464700062992
relu,auto,16,gini,1,1,1,1,1,1,1,18,constant,50,auto,5,14,nnClassifier,6,10,adam,distance,0.8874755381604696,1118.4647357130889
relu,auto,27,gini,1,1,1,1,1,1,1,17,constant,33,auto,11,19,nnClassifier,8,10,adam,distance,0.898238747553816,1118.4647715520114
relu,auto,16,gini,1,1,1,1,1,1,1,20,constant,76,auto,11,28,nnClassifier,7,10,adam,distance,0.06262230919765166,1118.4648076118901
relu,auto,17,gini,1,1,1,1,1,1,1,16,constant,10,auto,10,10,nnClassifier,6,8,adam,distance,0.053816046966731895,1118.4648433020338
relu,auto,27,gini,1,1,1,1,1,1,1,21,constant,32,auto,7,6,nnClassifier,4,7,adam,distance,0.0,1118.464878750965
relu,auto,22,gini,1,1,1,1,1,1,1,15,constant,43,auto,9,16,nnClassifier,10,10,adam,distance,0.8884540117416829,1118.4649144809227
relu,auto,16,gini,1,1,1,1,1,1,1,16,constant,45,auto,9,28,nnClassifier,8,9,adam,distance,0.06164383561643835,1118.4649502600078
relu,auto,24,gini,1,1,1,1,1,1,1,18,constant,51,auto,6,20,nnClassifier,7,6,adam,distance,0.0,1118.4649861399084
relu,auto,25,gini,1,1,1,1,1,1,1,20,constant,24,auto,12,34,nnClassifier,4,6,adam,distance,0.0,1118.4650207890663
relu,auto,26,gini,1,1,1,1,1,1,1,23,constant,80,auto,7,28,nnClassifier,8,9,adam,distance,0.9031311154598826,1118.4650557290297
relu,auto,22,gini,1,1,1,1,1,1,1,21,constant,53,auto,13,9,nnClassifier,7,9,adam,distance,0.05968688845401174,2147.8681025009137
relu,auto,13,gini,1,1,1,1,1,1,1,29,constant,80,auto,8,18,nnClassifier,8,8,adam,distance,0.050880626223091974,2147.868165779859
relu,auto,28,gini,1,1,1,1,1,1,1,11,constant,79,auto,9,24,nnClassifier,7,9,adam,distance,0.05968688845401174,2147.868217149051
relu,auto,21,gini,1,1,1,1,1,1,1,16,constant,35,auto,11,23,nnClassifier,7,8,adam,distance,0.06653620352250489,2147.8682543090545
relu,auto,25,gini,1,1,1,1,1,1,1,12,constant,54,auto,12,21,nnClassifier,8,8,adam,distance,0.060665362035225046,2147.868291208055
relu,auto,24,gini,1,1,1,1,1,1,1,19,constant,36,auto,9,23,nnClassifier,7,8,adam,distance,0.06457925636007827,2147.868327697972
relu,auto,21,gini,1,1,1,1,1,1,1,20,constant,19,auto,10,23,nnClassifier,8,10,adam,distance,0.06360078277886497,2147.8683644179255
relu,auto,22,gini,1,1,1,1,1,1,1,14,constant,62,auto,7,10,nnClassifier,8,8,adam,distance,0.06947162426614481,2147.8684010070283
relu,auto,23,gini,1,1,1,1,1,1,1,14,constant,24,auto,13,17,nnClassifier,5,6,adam,distance,0.06262230919765166,2147.868436957011
relu,auto,21,gini,1,1,1,1,1,1,1,14,constant,75,auto,11,15,nnClassifier,6,9,adam,distance,0.050880626223091974,2147.8684727658983
relu,auto,20,gini,1,1,1,1,1,1,1,19,constant,54,auto,5,10,nnClassifier,6,7,adam,distance,0.06653620352250489,2147.8685093559325
relu,auto,23,gini,1,1,1,1,1,1,1,17,constant,37,auto,15,15,nnClassifier,7,6,adam,distance,0.05968688845401174,2147.868545195088
relu,auto,20,gini,1,1,1,1,1,1,1,17,constant,72,auto,12,24,nnClassifier,7,9,adam,distance,0.0684931506849315,2147.868581054965
relu,auto,21,gini,1,1,1,1,1,1,1,16,constant,14,auto,14,9,nnClassifier,7,10,adam,distance,0.050880626223091974,2147.8686169940047
relu,auto,25,gini,1,1,1,1,1,1,1,17,constant,36,auto,11,5,nnClassifier,5,6,adam,distance,0.05185909980430528,2147.8686529840343
relu,auto,24,gini,1,1,1,1,1,1,1,16,constant,47,auto,12,12,nnClassifier,7,6,adam,distance,0.07338551859099804,2147.868689374067
relu,auto,20,gini,1,1,1,1,1,1,1,20,constant,49,auto,13,24,nnClassifier,6,8,adam,distance,0.06360078277886497,2147.868725483073
relu,auto,25,gini,1,1,1,1,1,1,1,22,constant,53,auto,10,16,nnClassifier,7,9,adam,distance,0.06653620352250489,2147.868761453079
relu,auto,25,gini,1,1,1,1,1,1,1,19,constant,28,auto,14,30,nnClassifier,8,8,adam,distance,0.05283757338551859,2147.8687976319343
relu,auto,27,gini,1,1,1,1,1,1,1,21,constant,76,auto,11,24,nnClassifier,7,7,adam,distance,0.05968688845401174,2147.868833502056
relu,auto,23,gini,1,1,1,1,1,1,1,22,constant,54,auto,13,8,nnClassifier,6,8,adam,distance,0.0684931506849315,3139.0717846930493
relu,auto,17,gini,1,1,1,1,1,1,1,25,constant,76,auto,12,14,nnClassifier,7,8,adam,distance,0.06164383561643835,3139.071836922085
relu,auto,24,gini,1,1,1,1,1,1,1,15,constant,75,auto,13,20,nnClassifier,6,8,adam,distance,0.06457925636007827,3139.0718885019887
relu,auto,24,gini,1,1,1,1,1,1,1,12,constant,38,auto,12,27,nnClassifier,9,7,adam,distance,0.06555772994129158,3139.0719250310212
relu,auto,22,gini,1,1,1,1,1,1,1,11,constant,53,auto,8,17,nnClassifier,4,5,adam,distance,0.060665362035225046,3139.0719605910126
relu,auto,23,gini,1,1,1,1,1,1,1,15,constant,40,auto,6,19,nnClassifier,8,8,adam,distance,0.06653620352250489,3139.0719966508914
relu,auto,25,gini,1,1,1,1,1,1,1,20,constant,23,auto,14,19,nnClassifier,8,7,adam,distance,0.06457925636007827,3139.0720322499983
relu,auto,23,gini,1,1,1,1,1,1,1,10,constant,60,auto,4,14,nnClassifier,8,8,adam,distance,0.0684931506849315,3139.0720686200075
relu,auto,26,gini,1,1,1,1,1,1,1,17,constant,28,auto,12,13,nnClassifier,6,9,adam,distance,0.04794520547945205,3139.0721046188846
relu,auto,25,gini,1,1,1,1,1,1,1,18,constant,71,auto,13,11,nnClassifier,8,8,adam,distance,0.06164383561643835,3139.072140719043
relu,auto,16,gini,1,1,1,1,1,1,1,15,constant,54,auto,9,13,nnClassifier,9,9,adam,distance,0.06653620352250489,3139.072176577989
relu,auto,27,gini,1,1,1,1,1,1,1,15,constant,41,auto,13,11,nnClassifier,7,8,adam,distance,0.06457925636007827,3139.0722238179296
relu,auto,24,gini,1,1,1,1,1,1,1,21,constant,68,auto,11,20,nnClassifier,7,6,adam,distance,0.057729941291585124,3139.072259696899
relu,auto,25,gini,1,1,1,1,1,1,1,20,constant,18,auto,12,9,nnClassifier,7,8,adam,distance,0.06555772994129158,3139.0722950669006
relu,auto,26,gini,1,1,1,1,1,1,1,19,constant,40,auto,13,6,nnClassifier,7,9,adam,distance,0.04598825831702544,3139.072331137024
relu,auto,25,gini,1,1,1,1,1,1,1,15,constant,46,auto,8,13,nnClassifier,7,4,adam,distance,0.06653620352250489,3139.072366915876
relu,auto,24,gini,1,1,1,1,1,1,1,20,constant,53,auto,13,20,nnClassifier,7,8,adam,distance,0.06653620352250489,3139.0724025059026
relu,auto,25,gini,1,1,1,1,1,1,1,22,constant,54,auto,13,12,nnClassifier,7,9,adam,distance,0.06947162426614481,3139.072437874973
relu,auto,24,gini,1,1,1,1,1,1,1,18,constant,32,auto,13,26,nnClassifier,9,9,adam,distance,0.060665362035225046,3139.0724735748954
relu,auto,23,gini,1,1,1,1,1,1,1,23,constant,72,auto,7,20,nnClassifier,7,8,adam,distance,0.07240704500978473,3139.0725090350024
relu,auto,26,gini,1,1,1,1,1,1,1,20,constant,52,auto,11,9,nnClassifier,7,8,adam,distance,0.057729941291585124,4086.4633395890705
relu,auto,21,gini,1,1,1,1,1,1,1,29,constant,72,auto,10,12,nnClassifier,7,8,adam,distance,0.06360078277886497,4086.463392468868
relu,auto,27,gini,1,1,1,1,1,1,1,19,constant,71,auto,12,23,nnClassifier,7,8,adam,distance,0.06262230919765166,4086.4634297578596
relu,auto,25,gini,1,1,1,1,1,1,1,16,constant,42,auto,12,23,nnClassifier,5,8,adam,distance,0.06360078277886497,4086.4634661679156
relu,auto,24,gini,1,1,1,1,1,1,1,15,constant,56,auto,8,21,nnClassifier,7,8,adam,distance,0.05185909980430528,4086.46350207692
relu,auto,24,gini,1,1,1,1,1,1,1,13,constant,44,auto,8,19,nnClassifier,7,10,adam,distance,0.06262230919765166,4086.4635376669466
relu,auto,21,gini,1,1,1,1,1,1,1,20,constant,27,auto,13,18,nnClassifier,8,10,adam,distance,0.060665362035225046,4086.463573325891
relu,auto,24,gini,1,1,1,1,1,1,1,6,constant,63,auto,2,16,nnClassifier,8,6,adam,distance,0.06262230919765166,4086.46360904607
relu,auto,22,gini,1,1,1,1,1,1,1,13,constant,32,auto,11,14,nnClassifier,8,8,adam,distance,0.06360078277886497,4086.463644986041
relu,auto,21,gini,1,1,1,1,1,1,1,19,constant,67,auto,11,13,nnClassifier,6,9,adam,distance,0.060665362035225046,4086.46368055488
relu,auto,19,gini,1,1,1,1,1,1,1,15,constant,50,auto,9,10,nnClassifier,10,10,adam,distance,0.06947162426614481,4086.4637160550337
relu,auto,31,gini,1,1,1,1,1,1,1,14,constant,45,auto,11,15,nnClassifier,7,6,adam,distance,0.07240704500978473,4086.4637515840586
relu,auto,23,gini,1,1,1,1,1,1,1,19,constant,64,auto,12,19,nnClassifier,7,10,adam,distance,0.06653620352250489,4086.463787473971
relu,auto,27,gini,1,1,1,1,1,1,1,22,constant,22,auto,11,9,nnClassifier,7,7,adam,distance,0.06947162426614481,4086.4638229729608
relu,auto,23,gini,1,1,1,1,1,1,1,20,constant,44,auto,14,10,nnClassifier,8,10,adam,distance,0.06360078277886497,4086.4638591329567
relu,auto,25,gini,1,1,1,1,1,1,1,18,constant,44,auto,12,17,nnClassifier,10,8,adam,distance,0.06947162426614481,4086.463894472923
relu,auto,22,gini,1,1,1,1,1,1,1,20,constant,49,auto,11,16,nnClassifier,6,8,adam,distance,0.06653620352250489,4086.4639301619027
relu,auto,24,gini,1,1,1,1,1,1,1,19,constant,52,auto,15,11,nnClassifier,7,9,adam,distance,0.06947162426614481,4086.4639657118823
relu,auto,24,gini,1,1,1,1,1,1,1,18,constant,36,auto,11,22,nnClassifier,6,9,adam,distance,0.06360078277886497,4086.464001290966
relu,auto,21,gini,1,1,1,1,1,1,1,21,constant,76,auto,3,18,nnClassifier,7,9,adam,distance,0.06457925636007827,4086.464036820922
