activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,ball_tree,20,entropy,1,1,1,0,1,1,1,14,constant,94,auto,5,13,kneighborsClassifier,2,4,adam,distance,0.1643835616438356,175.10708590596914
relu,ball_tree,11,gini,1,1,1,1,1,1,1,31,constant,10,sqrt,10,15,kneighborsClassifier,2,3,adam,distance,0.39921722113502933,175.10712097608484
relu,auto,13,gini,1,1,1,1,1,1,1,29,constant,66,auto,3,15,nnClassifier,1,4,adam,distance,0.8894324853228963,471.15747043211013
relu,auto,17,gini,1,1,1,1,1,1,1,30,constant,65,auto,9,15,nnClassifier,3,5,adam,distance,0.8894324853228963,471.1575253610499
relu,auto,19,gini,1,1,1,1,1,1,1,15,constant,46,auto,8,25,nnClassifier,2,8,adam,distance,0.8962818003913894,471.15756208100356
relu,auto,17,gini,1,1,1,1,1,1,1,24,constant,49,auto,8,15,nnClassifier,2,5,adam,distance,0.8972602739726028,471.1575983799994
relu,auto,16,gini,1,1,1,1,1,1,1,28,constant,74,auto,14,12,nnClassifier,2,8,adam,distance,0.8972602739726028,471.1576343290508
relu,auto,26,gini,1,1,1,1,1,1,1,11,constant,91,auto,3,23,nnClassifier,2,5,adam,distance,0.8972602739726028,471.15767007903196
relu,auto,15,gini,1,1,1,1,1,1,1,29,constant,65,auto,4,20,nnClassifier,4,5,adam,distance,0.04403131115459882,471.15770527813584
relu,auto,18,gini,1,1,1,1,1,1,1,27,constant,88,auto,3,22,nnClassifier,1,8,adam,distance,0.004892367906066536,471.15774141810834
relu,auto,16,gini,1,1,1,1,1,1,1,29,constant,40,auto,3,18,nnClassifier,2,6,adam,distance,0.8894324853228963,471.15777759696357
relu,auto,16,gini,1,1,1,1,1,1,1,17,constant,86,auto,5,31,nnClassifier,2,5,adam,distance,0.8904109589041096,471.1578196361661
relu,auto,16,gini,1,1,1,1,1,1,1,11,constant,39,auto,3,16,nnClassifier,3,7,adam,distance,0.8913894324853229,471.15785506600514
relu,auto,12,gini,1,1,1,1,1,1,1,26,constant,41,auto,11,16,nnClassifier,1,7,adam,distance,0.00684931506849315,471.1578901349567
relu,auto,21,gini,1,1,1,1,1,1,1,14,constant,37,auto,10,18,nnClassifier,3,7,adam,distance,0.8874755381604696,471.15792550495826
relu,auto,21,gini,1,1,1,1,1,1,1,29,constant,87,auto,6,17,nnClassifier,2,6,adam,distance,0.8972602739726028,471.15796059416607
relu,auto,18,gini,1,1,1,1,1,1,1,25,constant,15,auto,3,20,nnClassifier,1,7,adam,distance,0.005870841487279843,471.1579955541529
relu,auto,15,gini,1,1,1,1,1,1,1,31,constant,70,auto,11,16,nnClassifier,2,7,adam,distance,0.03816046966731898,471.15803126315586
relu,auto,15,gini,1,1,1,1,1,1,1,26,constant,65,auto,3,19,nnClassifier,1,7,adam,distance,0.9031311154598826,471.1580664720386
relu,auto,18,gini,1,1,1,1,1,1,1,27,constant,35,auto,2,16,nnClassifier,1,7,adam,distance,0.9001956947162426,471.15810149209574
relu,auto,16,gini,1,1,1,1,1,1,1,18,constant,90,auto,2,17,nnClassifier,4,8,adam,distance,0.8923679060665362,471.15813627117313
relu,auto,14,gini,1,1,1,1,1,1,1,27,constant,14,auto,6,17,nnClassifier,4,7,adam,distance,0.8884540117416829,471.15817117108963
relu,auto,14,gini,1,1,1,1,1,1,1,28,constant,64,auto,7,15,nnClassifier,3,8,adam,distance,0.0019569471624266144,1740.093530782964
relu,auto,18,gini,1,1,1,1,1,1,1,26,constant,69,auto,5,18,nnClassifier,3,7,adam,distance,0.043052837573385516,1740.093599691987
relu,auto,15,gini,1,1,1,1,1,1,1,19,constant,50,auto,10,22,nnClassifier,2,9,adam,distance,0.043052837573385516,1740.0936380010098
relu,auto,13,gini,1,1,1,1,1,1,1,25,constant,53,auto,8,16,nnClassifier,3,9,adam,distance,0.04598825831702544,1740.0936763500795
relu,auto,15,gini,1,1,1,1,1,1,1,26,constant,70,auto,10,13,nnClassifier,3,9,adam,distance,0.043052837573385516,1740.0937121300958
relu,auto,22,gini,1,1,1,1,1,1,1,15,constant,87,auto,7,19,nnClassifier,4,9,adam,distance,0.04500978473581213,1740.0937487389892
relu,auto,19,gini,1,1,1,1,1,1,1,25,constant,66,auto,7,16,nnClassifier,2,9,adam,distance,0.036203522504892366,1740.0937844789587
relu,auto,14,gini,1,1,1,1,1,1,1,26,constant,84,auto,2,18,nnClassifier,4,9,adam,distance,0.007827788649706457,1740.0938332281075
relu,auto,14,gini,1,1,1,1,1,1,1,28,constant,44,auto,3,18,nnClassifier,4,8,adam,distance,0.043052837573385516,1740.0938690369949
relu,auto,12,gini,1,1,1,1,1,1,1,21,constant,82,auto,6,27,nnClassifier,6,1,adam,distance,0.043052837573385516,1740.0939045869745
relu,auto,12,gini,1,1,1,1,1,1,1,12,constant,43,auto,3,15,nnClassifier,3,3,adam,distance,0.04403131115459882,1740.093940056162
relu,auto,12,gini,1,1,1,1,1,1,1,22,constant,45,auto,7,19,nnClassifier,5,9,adam,distance,0.005870841487279843,1740.0939753551502
relu,auto,17,gini,1,1,1,1,1,1,1,18,constant,37,auto,8,22,nnClassifier,3,3,adam,distance,0.043052837573385516,1740.0940111549571
relu,auto,20,gini,1,1,1,1,1,1,1,28,constant,83,auto,2,19,nnClassifier,3,6,adam,distance,0.043052837573385516,1740.0940466541797
relu,auto,14,gini,1,1,1,1,1,1,1,29,constant,19,auto,3,16,nnClassifier,2,9,adam,distance,0.007827788649706457,1740.0940820940305
relu,auto,14,gini,1,1,1,1,1,1,1,27,constant,67,auto,7,18,nnClassifier,3,9,adam,distance,0.04598825831702544,1740.0941173331812
relu,auto,13,gini,1,1,1,1,1,1,1,30,constant,68,auto,3,16,nnClassifier,4,9,adam,distance,0.007827788649706457,1740.0941526831593
relu,auto,14,gini,1,1,1,1,1,1,1,31,constant,39,auto,3,15,nnClassifier,5,9,adam,distance,0.007827788649706457,1740.0941879921593
relu,auto,16,gini,1,1,1,1,1,1,1,22,constant,86,auto,2,18,nnClassifier,1,4,adam,distance,0.040117416829745595,1740.0942235211842
relu,auto,10,gini,1,1,1,1,1,1,1,31,constant,18,auto,3,15,nnClassifier,3,4,adam,distance,0.05185909980430528,1740.094258561032
relu,auto,16,gini,1,1,1,1,1,1,1,28,constant,64,auto,3,18,nnClassifier,4,9,adam,distance,0.06262230919765166,3171.9867334270384
relu,auto,14,gini,1,1,1,1,1,1,1,30,constant,68,auto,9,14,nnClassifier,1,8,adam,distance,0.049902152641878667,3171.9868080951273
relu,auto,12,gini,1,1,1,1,1,1,1,23,constant,52,auto,10,23,nnClassifier,6,5,adam,distance,0.04598825831702544,3171.98685211502
relu,auto,17,gini,1,1,1,1,1,1,1,29,constant,57,auto,8,12,nnClassifier,3,7,adam,distance,0.0410958904109589,3171.986889214022
relu,auto,15,gini,1,1,1,1,1,1,1,30,constant,74,auto,10,14,nnClassifier,1,5,adam,distance,0.04207436399217221,3171.9869258131366
relu,auto,18,gini,1,1,1,1,1,1,1,19,constant,83,auto,6,18,nnClassifier,3,5,adam,distance,0.03913894324853229,3171.9869620830286
relu,auto,16,gini,1,1,1,1,1,1,1,28,constant,69,auto,5,15,nnClassifier,2,9,adam,distance,0.043052837573385516,3171.986998832086
relu,auto,11,gini,1,1,1,1,1,1,1,28,constant,81,auto,2,14,nnClassifier,5,9,adam,distance,0.05185909980430528,3171.9870357119944
relu,auto,18,gini,1,1,1,1,1,1,1,28,constant,48,auto,3,14,nnClassifier,1,4,adam,distance,0.05185909980430528,3171.98707239097
relu,auto,14,gini,1,1,1,1,1,1,1,17,constant,80,auto,7,23,nnClassifier,6,5,adam,distance,0.05870841487279843,3171.987108889967
relu,auto,16,gini,1,1,1,1,1,1,1,16,constant,47,auto,3,12,nnClassifier,3,5,adam,distance,0.049902152641878667,3171.98714534007
relu,auto,13,gini,1,1,1,1,1,1,1,26,constant,49,auto,3,18,nnClassifier,6,8,adam,distance,0.07240704500978473,3171.987182069104
relu,auto,18,gini,1,1,1,1,1,1,1,14,constant,41,auto,7,21,nnClassifier,3,7,adam,distance,0.043052837573385516,3171.987218269147
relu,auto,16,gini,1,1,1,1,1,1,1,28,constant,79,auto,5,20,nnClassifier,3,8,adam,distance,0.05185909980430528,3171.987254748121
relu,auto,11,gini,1,1,1,1,1,1,1,30,constant,23,auto,3,16,nnClassifier,3,8,adam,distance,0.050880626223091974,3171.9872908070683
relu,auto,13,gini,1,1,1,1,1,1,1,26,constant,66,auto,3,19,nnClassifier,4,10,adam,distance,0.06262230919765166,3171.9873272869736
relu,auto,12,gini,1,1,1,1,1,1,1,27,constant,67,auto,3,17,nnClassifier,2,8,adam,distance,0.04794520547945205,3171.9873633161187
relu,auto,18,gini,1,1,1,1,1,1,1,33,constant,43,auto,3,14,nnClassifier,6,8,adam,distance,0.04598825831702544,3171.987399606034
relu,auto,15,gini,1,1,1,1,1,1,1,26,constant,86,auto,6,14,nnClassifier,2,5,adam,distance,0.00684931506849315,3171.9874354051426
relu,auto,14,gini,1,1,1,1,1,1,1,28,constant,22,auto,2,17,nnClassifier,1,8,adam,distance,0.040117416829745595,3171.987472014036
relu,auto,15,gini,1,1,1,1,1,1,1,29,constant,66,auto,3,14,nnClassifier,4,5,adam,distance,0.040117416829745595,4569.971323031001
relu,auto,13,gini,1,1,1,1,1,1,1,34,constant,65,auto,6,15,nnClassifier,1,6,adam,distance,0.005870841487279843,4569.971381660085
relu,auto,16,gini,1,1,1,1,1,1,1,21,constant,48,auto,10,27,nnClassifier,4,3,adam,distance,0.05870841487279843,4569.971418980043
relu,auto,21,gini,1,1,1,1,1,1,1,28,constant,57,auto,11,8,nnClassifier,2,6,adam,distance,0.043052837573385516,4569.971454989165
relu,auto,17,gini,1,1,1,1,1,1,1,33,constant,74,auto,10,14,nnClassifier,2,8,adam,distance,0.007827788649706457,4569.971490578027
relu,auto,22,gini,1,1,1,1,1,1,1,15,constant,79,auto,2,22,nnClassifier,1,3,adam,distance,0.049902152641878667,4569.971526268171
relu,auto,15,gini,1,1,1,1,1,1,1,25,constant,68,auto,3,17,nnClassifier,3,7,adam,distance,0.043052837573385516,4569.971561337123
relu,auto,13,gini,1,1,1,1,1,1,1,29,constant,77,auto,4,13,nnClassifier,5,8,adam,distance,0.07240704500978473,4569.97159656696
relu,auto,20,gini,1,1,1,1,1,1,1,28,constant,52,auto,3,14,nnClassifier,1,4,adam,distance,0.007827788649706457,4569.97163185617
relu,auto,16,gini,1,1,1,1,1,1,1,21,constant,76,auto,3,19,nnClassifier,6,8,adam,distance,0.07045009784735812,4569.971666814992
relu,auto,17,gini,1,1,1,1,1,1,1,20,constant,43,auto,3,14,nnClassifier,3,9,adam,distance,0.04403131115459882,4569.971701725153
relu,auto,12,gini,1,1,1,1,1,1,1,25,constant,53,auto,6,17,nnClassifier,3,9,adam,distance,0.06555772994129158,4569.971736754058
relu,auto,22,gini,1,1,1,1,1,1,1,18,constant,45,auto,11,18,nnClassifier,3,3,adam,distance,0.049902152641878667,4569.97177161416
relu,auto,18,gini,1,1,1,1,1,1,1,30,constant,83,auto,8,17,nnClassifier,1,9,adam,distance,0.04403131115459882,4569.9718068831135
relu,auto,15,gini,1,1,1,1,1,1,1,29,constant,27,auto,3,18,nnClassifier,3,8,adam,distance,0.049902152641878667,4569.971850401955
relu,auto,14,gini,1,1,1,1,1,1,1,27,constant,69,auto,7,18,nnClassifier,1,6,adam,distance,0.04794520547945205,4569.97188566206
relu,auto,14,gini,1,1,1,1,1,1,1,26,constant,66,auto,3,18,nnClassifier,3,8,adam,distance,0.04598825831702544,4569.971920710988
relu,auto,22,gini,1,1,1,1,1,1,1,29,constant,39,auto,2,17,nnClassifier,2,7,adam,distance,0.0675146771037182,4569.971957221162
relu,auto,19,gini,1,1,1,1,1,1,1,23,constant,82,auto,6,16,nnClassifier,3,8,adam,distance,0.04598825831702544,4569.971996380016
relu,auto,13,gini,1,1,1,1,1,1,1,31,constant,26,auto,6,16,nnClassifier,1,5,adam,distance,0.005870841487279843,4569.972031549085
