activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,29,gini,1,1,1,1,1,1,1,17,constant,68,auto,16,9,nnClassifier,1,5,adam,distance,0.0273972602739726,1835.2529281429015
relu,auto,20,gini,1,1,1,1,1,1,1,28,constant,18,auto,17,21,nnClassifier,2,7,adam,distance,0.004892367906066536,1835.2529633119702
relu,auto,21,gini,1,1,1,1,1,1,1,14,constant,24,auto,15,17,nnClassifier,1,6,adam,distance,0.03718199608610567,2830.766272719018
relu,auto,25,gini,1,1,1,1,1,1,1,15,constant,70,auto,14,24,nnClassifier,2,8,adam,distance,0.003913894324853229,2830.7663316379767
relu,auto,17,gini,1,1,1,1,1,1,1,18,constant,20,auto,15,22,nnClassifier,3,6,adam,distance,0.040117416829745595,2830.7663688180037
relu,auto,23,gini,1,1,1,1,1,1,1,22,constant,76,auto,12,17,nnClassifier,2,7,adam,distance,0.03816046966731898,2830.766404337017
relu,auto,22,gini,1,1,1,1,1,1,1,20,constant,68,auto,15,14,nnClassifier,3,7,adam,distance,0.03913894324853229,2830.766439866973
relu,auto,21,gini,1,1,1,1,1,1,1,28,constant,46,auto,13,14,nnClassifier,1,6,adam,distance,0.004892367906066536,2830.7664750760887
relu,auto,20,gini,1,1,1,1,1,1,1,8,constant,45,auto,13,25,nnClassifier,3,8,adam,distance,0.057729941291585124,2830.7665112758987
relu,auto,25,gini,1,1,1,1,1,1,1,22,constant,48,auto,11,15,nnClassifier,2,7,adam,distance,0.03913894324853229,2830.766547156032
relu,auto,16,gini,1,1,1,1,1,1,1,23,constant,66,auto,15,19,nnClassifier,4,5,adam,distance,0.04892367906066536,2830.766582315089
relu,auto,18,gini,1,1,1,1,1,1,1,14,constant,49,auto,14,21,nnClassifier,1,10,adam,distance,0.03131115459882583,2830.7666170450393
relu,auto,20,gini,1,1,1,1,1,1,1,15,constant,70,auto,13,18,nnClassifier,2,5,adam,distance,0.0410958904109589,2830.7666522338986
relu,auto,19,gini,1,1,1,1,1,1,1,29,constant,80,auto,19,23,nnClassifier,2,9,adam,distance,0.0410958904109589,2830.766687203897
relu,auto,19,gini,1,1,1,1,1,1,1,23,constant,60,auto,10,19,nnClassifier,2,3,adam,distance,0.053816046966731895,2830.7667221329175
relu,auto,26,gini,1,1,1,1,1,1,1,17,constant,62,auto,14,23,nnClassifier,2,5,adam,distance,0.03913894324853229,2830.766757062869
relu,auto,17,gini,1,1,1,1,1,1,1,13,constant,20,auto,16,19,nnClassifier,5,10,adam,distance,0.005870841487279843,2830.76679161191
relu,auto,21,gini,1,1,1,1,1,1,1,29,constant,74,auto,14,21,nnClassifier,3,8,adam,distance,0.0019569471624266144,2830.7668267220724
relu,auto,23,gini,1,1,1,1,1,1,1,14,constant,70,auto,20,24,nnClassifier,2,7,adam,distance,0.04207436399217221,2830.766870561056
relu,auto,16,gini,1,1,1,1,1,1,1,20,constant,18,auto,18,21,nnClassifier,4,10,adam,distance,0.004892367906066536,2830.766905180877
relu,auto,25,gini,1,1,1,1,1,1,1,14,constant,66,auto,14,13,nnClassifier,2,9,adam,distance,0.025440313111545987,2830.7669399899896
relu,auto,22,gini,1,1,1,1,1,1,1,24,constant,22,auto,14,21,nnClassifier,3,6,adam,distance,0.0410958904109589,2830.7669747199398
relu,auto,25,gini,1,1,1,1,1,1,1,12,constant,28,auto,11,20,nnClassifier,3,9,adam,distance,0.003913894324853229,3843.8210801079404
relu,auto,28,gini,1,1,1,1,1,1,1,16,constant,70,auto,13,27,nnClassifier,6,9,adam,distance,0.03718199608610567,3843.8211370878853
relu,auto,21,gini,1,1,1,1,1,1,1,19,constant,24,auto,12,26,nnClassifier,3,10,adam,distance,0.04500978473581213,3843.8211741370615
relu,auto,21,gini,1,1,1,1,1,1,1,26,constant,74,auto,14,13,nnClassifier,2,9,adam,distance,0.03913894324853229,3843.821210246999
relu,auto,26,gini,1,1,1,1,1,1,1,24,constant,68,auto,11,17,nnClassifier,2,8,adam,distance,0.03131115459882583,3843.8212460360955
relu,auto,20,gini,1,1,1,1,1,1,1,24,constant,50,auto,12,10,nnClassifier,3,7,adam,distance,0.003913894324853229,3843.8212830359116
relu,auto,24,gini,1,1,1,1,1,1,1,12,constant,43,auto,13,27,nnClassifier,6,10,adam,distance,0.04403131115459882,3843.821321865078
relu,auto,22,gini,1,1,1,1,1,1,1,26,constant,52,auto,15,14,nnClassifier,2,8,adam,distance,0.03718199608610567,3843.821357334964
relu,auto,20,gini,1,1,1,1,1,1,1,19,constant,66,auto,17,18,nnClassifier,2,6,adam,distance,0.049902152641878667,3843.821392423939
relu,auto,16,gini,1,1,1,1,1,1,1,10,constant,53,auto,14,25,nnClassifier,2,8,adam,distance,0.004892367906066536,3843.821427694056
relu,auto,24,gini,1,1,1,1,1,1,1,17,constant,68,auto,13,20,nnClassifier,2,9,adam,distance,0.0410958904109589,3843.821462973021
relu,auto,23,gini,1,1,1,1,1,1,1,25,constant,76,auto,18,24,nnClassifier,2,10,adam,distance,0.03718199608610567,3843.8214981530327
relu,auto,16,gini,1,1,1,1,1,1,1,25,constant,64,auto,14,20,nnClassifier,3,7,adam,distance,0.03718199608610567,3843.8215330019593
relu,auto,30,gini,1,1,1,1,1,1,1,19,constant,58,auto,18,21,nnClassifier,2,7,adam,distance,0.03913894324853229,3843.8215679519344
relu,auto,21,gini,1,1,1,1,1,1,1,17,constant,24,auto,16,21,nnClassifier,7,7,adam,distance,0.05577299412915851,3843.8216027710587
relu,auto,22,gini,1,1,1,1,1,1,1,33,constant,76,auto,15,25,nnClassifier,1,10,adam,distance,0.04207436399217221,3843.821637820918
relu,auto,23,gini,1,1,1,1,1,1,1,18,constant,69,auto,16,22,nnClassifier,3,8,adam,distance,0.03913894324853229,3843.8216732600704
relu,auto,17,gini,1,1,1,1,1,1,1,23,constant,14,auto,15,18,nnClassifier,2,8,adam,distance,0.049902152641878667,3843.8217084300704
relu,auto,22,gini,1,1,1,1,1,1,1,14,constant,67,auto,18,13,nnClassifier,1,7,adam,distance,0.03718199608610567,3843.8217439888977
relu,auto,22,gini,1,1,1,1,1,1,1,20,constant,26,auto,18,19,nnClassifier,2,7,adam,distance,0.03131115459882583,3843.821779398946
