activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,9,entropy,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,13,adaptive,53,log2,14,36,randomForestClassifier,5,7,lbfgs,uniform,0.8199095022624434
relu,brute,25,gini,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,8,adaptive,27,sqrt,5,11,nnClassifier,3,7,lbfgs,distance,0.5013574660633484
logistic,auto,22,gini,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,14,adaptive,86,auto,9,37,kneighborsClassifier,9,1,sgd,distance,0.7484162895927602
tanh,ball_tree,20,entropy,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,12,constant,91,log2,4,30,randomForestClassifier,1,8,sgd,uniform,0.8832579185520362
relu,brute,18,gini,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,35,invscaling,91,auto,19,24,kneighborsClassifier,6,1,adam,distance,0.8995475113122172
identity,brute,30,gini,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,20,adaptive,81,sqrt,3,30,randomForestClassifier,5,4,adam,uniform,0.9104072398190045
logistic,ball_tree,27,entropy,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,20,constant,47,sqrt,5,5,kneighborsClassifier,8,9,sgd,distance,0.9076923076923077
identity,auto,11,entropy,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,29,adaptive,29,log2,10,16,randomForestClassifier,1,6,lbfgs,distance,0.8760180995475113
logistic,ball_tree,29,entropy,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,30,adaptive,61,log2,7,27,kneighborsClassifier,7,5,adam,uniform,0.9266968325791856
relu,ball_tree,19,entropy,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,30,adaptive,43,log2,20,38,kneighborsClassifier,3,6,lbfgs,distance,0.8407239819004525
relu,kd_tree,22,entropy,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,16,invscaling,48,sqrt,17,18,nnClassifier,10,1,lbfgs,distance,0.4986425339366516
logistic,kd_tree,21,entropy,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,13,adaptive,13,sqrt,18,4,nnClassifier,4,2,sgd,uniform,0.49049773755656106
logistic,brute,9,gini,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,5,adaptive,23,sqrt,19,27,randomForestClassifier,8,8,adam,distance,0.9067873303167421
relu,kd_tree,22,gini,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,10,constant,21,log2,15,34,randomForestClassifier,6,6,lbfgs,uniform,0.9149321266968325
tanh,auto,23,entropy,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,40,adaptive,69,log2,13,8,kneighborsClassifier,4,10,adam,uniform,0.8705882352941177
identity,auto,21,gini,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,11,adaptive,32,sqrt,18,7,randomForestClassifier,8,8,sgd,distance,0.8968325791855204
tanh,kd_tree,31,entropy,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,28,adaptive,68,auto,15,27,kneighborsClassifier,9,1,adam,uniform,0.9149321266968325
identity,auto,23,entropy,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,16,invscaling,61,sqrt,2,9,nnClassifier,1,2,lbfgs,distance,0.49049773755656106
identity,auto,20,gini,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,10,adaptive,66,auto,20,37,randomForestClassifier,4,9,adam,distance,0.8850678733031674
logistic,kd_tree,9,gini,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,35,constant,25,auto,14,18,randomForestClassifier,5,7,lbfgs,distance,0.7457013574660634
identity,auto,29,gini,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,32,adaptive,28,auto,8,6,kneighborsClassifier,4,6,lbfgs,uniform,0.8389140271493213
identity,ball_tree,21,gini,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,19,constant,92,auto,6,30,nnClassifier,7,9,adam,distance,0.5040723981900452
identity,kd_tree,25,gini,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,27,adaptive,89,auto,20,40,kneighborsClassifier,1,9,sgd,distance,0.8660633484162896
relu,auto,18,gini,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,21,adaptive,63,sqrt,17,9,kneighborsClassifier,2,9,lbfgs,distance,0.8923076923076924
relu,kd_tree,29,gini,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,21,constant,31,auto,9,15,randomForestClassifier,9,10,sgd,distance,0.8841628959276018
identity,kd_tree,12,entropy,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,31,invscaling,39,sqrt,2,25,kneighborsClassifier,6,10,sgd,distance,0.92579185520362
relu,auto,25,gini,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,37,constant,6,auto,11,4,kneighborsClassifier,4,9,adam,distance,0.8371040723981901
tanh,brute,25,gini,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,3,adaptive,25,log2,14,27,randomForestClassifier,1,10,sgd,distance,0.820814479638009
relu,auto,24,entropy,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,4,adaptive,70,auto,14,17,randomForestClassifier,8,3,lbfgs,uniform,0.7547511312217194
relu,ball_tree,25,gini,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,36,adaptive,22,sqrt,9,13,randomForestClassifier,8,6,sgd,distance,0.9330316742081448
relu,ball_tree,20,entropy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,12,constant,33,auto,14,25,kneighborsClassifier,5,9,lbfgs,distance,0.709502262443439
identity,kd_tree,30,entropy,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,2,adaptive,37,auto,3,14,randomForestClassifier,1,8,lbfgs,uniform,0.8868778280542986
logistic,brute,23,entropy,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,40,constant,70,sqrt,16,6,randomForestClassifier,10,8,adam,uniform,0.9058823529411765
tanh,kd_tree,29,entropy,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,4,invscaling,83,sqrt,16,26,randomForestClassifier,3,10,lbfgs,uniform,0.8398190045248869
tanh,auto,12,gini,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,34,adaptive,29,sqrt,2,11,nnClassifier,3,8,adam,distance,0.4968325791855204
relu,brute,29,entropy,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,34,adaptive,65,auto,4,36,kneighborsClassifier,7,1,lbfgs,uniform,0.890497737556561
relu,brute,15,entropy,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,14,adaptive,5,auto,18,6,kneighborsClassifier,6,7,sgd,distance,0.8742081447963801
tanh,brute,31,gini,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,10,invscaling,22,sqrt,19,14,kneighborsClassifier,8,4,lbfgs,uniform,0.9312217194570136
identity,auto,28,entropy,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,31,invscaling,59,auto,12,16,nnClassifier,6,6,sgd,uniform,0.5004524886877828
identity,kd_tree,25,entropy,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,16,constant,42,sqrt,13,2,randomForestClassifier,9,10,adam,distance,0.9013574660633484
relu,ball_tree,18,gini,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,14,adaptive,15,log2,11,37,randomForestClassifier,5,2,lbfgs,distance,0.7900452488687782
identity,brute,8,gini,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,34,invscaling,84,auto,9,26,nnClassifier,5,3,adam,uniform,0.5013574660633484
identity,kd_tree,29,entropy,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,14,constant,7,auto,2,22,kneighborsClassifier,10,1,adam,distance,0.7348416289592761
tanh,ball_tree,23,gini,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,28,adaptive,72,sqrt,14,9,randomForestClassifier,3,7,lbfgs,uniform,0.9212669683257918
identity,ball_tree,24,gini,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,25,constant,8,auto,20,8,kneighborsClassifier,4,9,lbfgs,distance,0.9321266968325792
logistic,kd_tree,15,gini,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,19,constant,89,sqrt,14,38,kneighborsClassifier,1,5,lbfgs,distance,0.9085972850678733
logistic,kd_tree,12,entropy,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,12,constant,36,auto,7,16,nnClassifier,5,3,lbfgs,distance,0.5067873303167421
tanh,auto,15,gini,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,29,invscaling,68,log2,18,29,kneighborsClassifier,10,5,lbfgs,distance,0.9140271493212669
identity,auto,16,gini,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,17,invscaling,59,sqrt,14,4,kneighborsClassifier,10,4,sgd,uniform,0.8687782805429864
identity,kd_tree,8,entropy,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,35,adaptive,94,auto,7,36,kneighborsClassifier,1,8,lbfgs,uniform,0.9067873303167421
identity,brute,8,gini,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,35,invscaling,27,log2,17,31,nnClassifier,4,3,sgd,uniform,0.5049773755656108
identity,kd_tree,28,entropy,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,10,adaptive,32,auto,3,35,nnClassifier,9,5,lbfgs,uniform,0.5176470588235295
tanh,ball_tree,12,entropy,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,37,constant,13,sqrt,15,11,nnClassifier,2,2,lbfgs,distance,0.5067873303167421
relu,brute,27,gini,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,22,constant,48,log2,8,12,randomForestClassifier,6,5,sgd,uniform,0.8841628959276018
identity,kd_tree,12,entropy,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,39,adaptive,14,sqrt,4,12,nnClassifier,5,10,lbfgs,uniform,0.5013574660633484
identity,kd_tree,14,gini,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,invscaling,77,auto,8,32,nnClassifier,1,2,lbfgs,uniform,0.4986425339366516
tanh,kd_tree,28,entropy,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,18,adaptive,91,sqrt,16,13,nnClassifier,6,9,adam,uniform,0.5076923076923077
tanh,ball_tree,26,gini,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,40,invscaling,8,sqrt,12,5,nnClassifier,7,3,sgd,uniform,0.497737556561086
tanh,kd_tree,30,entropy,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,30,constant,17,sqrt,7,24,nnClassifier,4,5,adam,distance,0.49411764705882355
identity,brute,28,gini,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,20,adaptive,12,sqrt,16,2,kneighborsClassifier,10,10,sgd,uniform,0.7239819004524887
logistic,brute,22,entropy,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,29,constant,80,auto,6,13,nnClassifier,10,8,sgd,uniform,0.47692307692307695
logistic,kd_tree,18,gini,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,13,adaptive,99,sqrt,12,16,kneighborsClassifier,5,4,sgd,uniform,0.9076923076923077
tanh,ball_tree,10,entropy,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,39,adaptive,37,sqrt,8,23,kneighborsClassifier,2,9,adam,uniform,0.7710407239819005
identity,auto,18,entropy,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,32,constant,92,log2,5,28,kneighborsClassifier,10,4,adam,uniform,0.9013574660633484
logistic,kd_tree,24,entropy,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,15,adaptive,16,auto,2,10,nnClassifier,10,1,lbfgs,uniform,0.5013574660633484
identity,ball_tree,27,entropy,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,31,constant,61,auto,19,30,kneighborsClassifier,8,1,adam,uniform,0.8832579185520362
tanh,auto,26,entropy,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,40,constant,83,sqrt,18,2,randomForestClassifier,2,9,sgd,distance,0.8778280542986425
logistic,brute,20,entropy,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,10,invscaling,95,log2,20,18,randomForestClassifier,1,10,sgd,uniform,0.9040723981900453
relu,kd_tree,22,gini,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,19,constant,56,sqrt,2,18,randomForestClassifier,2,3,lbfgs,uniform,0.9104072398190045
logistic,brute,28,entropy,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,12,invscaling,54,sqrt,11,3,randomForestClassifier,10,4,sgd,uniform,0.9203619909502262
identity,kd_tree,10,gini,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,25,invscaling,23,auto,2,37,nnClassifier,8,6,adam,uniform,0.49502262443438916
relu,auto,11,gini,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,37,adaptive,24,log2,9,3,nnClassifier,9,3,sgd,uniform,0.5040723981900452
relu,kd_tree,10,gini,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,19,constant,78,sqrt,19,32,nnClassifier,1,3,sgd,uniform,0.5013574660633484
identity,brute,9,entropy,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,26,constant,11,auto,12,7,nnClassifier,5,1,sgd,uniform,0.5158371040723982
tanh,auto,13,gini,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,29,adaptive,38,sqrt,10,31,kneighborsClassifier,3,9,sgd,distance,0.8877828054298642
identity,auto,8,entropy,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,21,adaptive,93,log2,7,26,nnClassifier,1,6,adam,distance,0.5013574660633484
tanh,brute,16,entropy,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,38,constant,56,log2,5,15,nnClassifier,6,6,lbfgs,uniform,0.5040723981900452
relu,kd_tree,24,entropy,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,30,constant,71,sqrt,14,23,randomForestClassifier,8,10,sgd,uniform,0.7737556561085973
logistic,auto,22,gini,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,6,constant,37,sqrt,16,16,kneighborsClassifier,9,9,adam,uniform,0.681447963800905
logistic,auto,22,gini,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,30,adaptive,67,sqrt,10,6,nnClassifier,7,4,sgd,distance,0.5004524886877828
relu,auto,27,gini,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,25,invscaling,24,auto,2,36,kneighborsClassifier,5,8,adam,uniform,0.9203619909502262
tanh,ball_tree,29,gini,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,27,constant,51,auto,8,11,kneighborsClassifier,8,2,lbfgs,uniform,0.8542986425339366
relu,kd_tree,32,gini,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,4,constant,79,log2,20,28,nnClassifier,9,5,lbfgs,distance,0.4986425339366516
relu,kd_tree,25,entropy,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,14,adaptive,37,log2,17,37,randomForestClassifier,4,5,lbfgs,uniform,0.8986425339366516
logistic,ball_tree,12,gini,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,36,adaptive,26,auto,18,11,nnClassifier,5,8,sgd,distance,0.5203619909502263
relu,kd_tree,9,gini,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,10,invscaling,78,log2,4,11,nnClassifier,3,2,lbfgs,distance,0.5004524886877828
identity,ball_tree,27,gini,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,31,constant,18,log2,9,16,randomForestClassifier,3,8,sgd,uniform,0.8841628959276018
logistic,ball_tree,13,entropy,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,36,constant,63,sqrt,20,15,randomForestClassifier,9,8,lbfgs,uniform,0.8968325791855204
identity,ball_tree,13,gini,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,40,invscaling,86,auto,10,32,nnClassifier,5,8,lbfgs,distance,0.497737556561086
relu,brute,19,entropy,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,5,adaptive,82,log2,8,5,randomForestClassifier,7,5,adam,uniform,0.8986425339366516
