activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,14,entropy,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,11,constant,51,log2,13,24,randomForestClassifier,9,8,adam,distance,0.7819004524886878
tanh,auto,9,entropy,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,22,constant,19,auto,10,21,kneighborsClassifier,9,4,sgd,uniform,0.7447963800904978
identity,auto,12,entropy,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,18,invscaling,69,auto,19,32,randomForestClassifier,1,8,sgd,distance,0.820814479638009
tanh,auto,32,gini,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,28,invscaling,70,auto,9,8,nnClassifier,10,1,lbfgs,distance,0.48868778280542985
logistic,kd_tree,8,entropy,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,19,adaptive,32,sqrt,5,12,randomForestClassifier,4,4,sgd,uniform,0.9366515837104072
logistic,brute,14,entropy,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,3,constant,83,sqrt,9,24,nnClassifier,5,5,lbfgs,distance,0.5085972850678733
identity,brute,21,gini,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,10,invscaling,10,sqrt,19,28,kneighborsClassifier,7,6,adam,uniform,0.8687782805429864
tanh,ball_tree,11,entropy,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,11,adaptive,93,log2,6,37,kneighborsClassifier,10,4,adam,distance,0.8018099547511313
logistic,brute,24,entropy,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,40,constant,99,auto,14,4,nnClassifier,6,6,lbfgs,uniform,0.49592760180995477
identity,brute,11,entropy,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,18,adaptive,76,auto,13,20,nnClassifier,8,9,lbfgs,distance,0.5149321266968325
logistic,ball_tree,8,entropy,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,11,adaptive,77,sqrt,8,2,kneighborsClassifier,10,10,adam,uniform,0.7945701357466063
logistic,auto,20,entropy,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,11,adaptive,87,auto,17,12,randomForestClassifier,7,7,lbfgs,distance,0.8588235294117647
logistic,brute,28,entropy,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,7,constant,85,auto,12,28,kneighborsClassifier,7,8,lbfgs,uniform,0.9104072398190045
identity,brute,25,entropy,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,34,invscaling,77,auto,14,29,nnClassifier,10,4,sgd,distance,0.4832579185520362
relu,auto,19,gini,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,16,invscaling,46,auto,6,2,randomForestClassifier,10,2,sgd,uniform,0.9058823529411765
logistic,brute,18,gini,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,40,adaptive,24,log2,16,17,kneighborsClassifier,9,9,adam,uniform,0.8570135746606334
tanh,brute,20,entropy,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,17,invscaling,60,log2,13,18,kneighborsClassifier,8,6,sgd,uniform,0.7104072398190046
logistic,ball_tree,24,entropy,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,9,invscaling,88,log2,8,19,randomForestClassifier,4,2,sgd,uniform,0.7493212669683258
identity,kd_tree,12,entropy,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,36,adaptive,71,auto,13,21,kneighborsClassifier,7,6,sgd,uniform,0.8515837104072398
logistic,brute,17,entropy,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,27,adaptive,12,auto,8,5,nnClassifier,9,9,lbfgs,distance,0.48687782805429863
relu,brute,14,gini,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,7,adaptive,50,auto,3,24,kneighborsClassifier,4,2,adam,distance,0.7800904977375566
identity,ball_tree,13,entropy,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,33,constant,45,sqrt,16,40,kneighborsClassifier,10,8,sgd,uniform,0.8832579185520362
logistic,kd_tree,16,entropy,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,10,adaptive,83,auto,14,8,randomForestClassifier,5,1,sgd,distance,0.853393665158371
relu,ball_tree,15,gini,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,19,adaptive,42,auto,17,36,kneighborsClassifier,4,5,adam,distance,0.8343891402714932
identity,auto,28,entropy,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,19,adaptive,17,auto,5,3,nnClassifier,4,8,adam,distance,0.49321266968325794
tanh,ball_tree,11,gini,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,13,adaptive,85,log2,18,20,kneighborsClassifier,8,9,sgd,uniform,0.8886877828054298
logistic,kd_tree,25,entropy,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,31,adaptive,33,auto,16,8,kneighborsClassifier,9,8,sgd,uniform,0.9266968325791856
relu,auto,22,gini,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,40,invscaling,74,auto,18,33,kneighborsClassifier,6,1,sgd,uniform,0.8687782805429864
relu,auto,32,entropy,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,39,constant,92,log2,5,23,kneighborsClassifier,3,8,lbfgs,uniform,0.8796380090497737
relu,kd_tree,14,gini,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,37,adaptive,29,sqrt,9,24,randomForestClassifier,8,2,lbfgs,uniform,0.9285067873303168
logistic,ball_tree,13,gini,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,26,invscaling,18,auto,9,17,kneighborsClassifier,6,6,lbfgs,uniform,0.8895927601809954
identity,auto,22,gini,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,16,constant,52,auto,12,6,nnClassifier,6,8,adam,distance,0.49502262443438916
logistic,ball_tree,14,gini,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,21,adaptive,54,sqrt,19,10,kneighborsClassifier,6,8,sgd,uniform,0.7312217194570135
tanh,brute,12,gini,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,8,invscaling,9,auto,18,8,randomForestClassifier,7,7,lbfgs,uniform,0.9049773755656109
logistic,brute,28,entropy,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,2,adaptive,68,sqrt,17,13,kneighborsClassifier,4,5,adam,uniform,0.9076923076923077
logistic,ball_tree,21,entropy,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,32,constant,52,auto,4,35,randomForestClassifier,5,4,adam,uniform,0.8850678733031674
relu,ball_tree,32,entropy,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,3,constant,88,log2,9,28,kneighborsClassifier,9,4,lbfgs,uniform,0.8443438914027149
identity,auto,11,gini,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,36,invscaling,60,log2,15,22,randomForestClassifier,5,5,lbfgs,uniform,0.9429864253393665
identity,ball_tree,22,gini,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,17,invscaling,52,sqrt,12,15,nnClassifier,1,1,lbfgs,uniform,0.49230769230769234
relu,kd_tree,20,gini,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,38,adaptive,68,log2,12,40,randomForestClassifier,6,4,adam,uniform,0.9393665158371041
logistic,brute,10,entropy,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,16,adaptive,98,auto,7,2,nnClassifier,1,6,adam,uniform,0.5085972850678733
logistic,auto,11,gini,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,36,adaptive,63,sqrt,12,27,randomForestClassifier,4,9,lbfgs,distance,0.8841628959276018
relu,kd_tree,24,gini,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,24,constant,42,sqrt,10,5,nnClassifier,2,3,adam,distance,0.49592760180995477
identity,kd_tree,26,entropy,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,7,constant,33,log2,20,3,randomForestClassifier,9,5,sgd,distance,0.9076923076923077
relu,kd_tree,8,gini,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,17,invscaling,88,sqrt,15,10,nnClassifier,4,2,lbfgs,uniform,0.4823529411764706
relu,kd_tree,24,gini,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,25,constant,37,log2,18,30,randomForestClassifier,7,7,lbfgs,distance,0.9040723981900453
tanh,brute,13,entropy,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,22,invscaling,38,auto,19,16,nnClassifier,9,4,sgd,uniform,0.5104072398190045
logistic,ball_tree,12,entropy,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,23,constant,1,log2,4,14,kneighborsClassifier,9,3,adam,distance,0.8751131221719457
identity,kd_tree,25,gini,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,34,adaptive,61,sqrt,12,19,nnClassifier,4,8,adam,distance,0.49049773755656106
relu,ball_tree,32,gini,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,27,constant,59,auto,2,34,kneighborsClassifier,8,7,adam,distance,0.9131221719457013
relu,brute,27,entropy,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,6,constant,99,sqrt,16,39,randomForestClassifier,6,5,sgd,uniform,0.8687782805429864
logistic,brute,30,gini,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,14,adaptive,80,auto,12,34,kneighborsClassifier,5,4,lbfgs,uniform,0.7619909502262443
tanh,ball_tree,20,gini,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,34,constant,46,sqrt,9,6,randomForestClassifier,10,1,adam,distance,0.8072398190045249
tanh,auto,29,entropy,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,34,constant,94,log2,6,3,nnClassifier,1,5,sgd,uniform,0.49502262443438916
relu,brute,23,gini,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,8,constant,12,log2,16,15,randomForestClassifier,4,6,adam,uniform,0.869683257918552
relu,auto,16,gini,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,38,constant,90,auto,15,14,randomForestClassifier,5,4,adam,uniform,0.9158371040723982
tanh,kd_tree,31,entropy,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,18,invscaling,75,sqrt,18,6,kneighborsClassifier,10,9,adam,uniform,0.918552036199095
logistic,ball_tree,31,entropy,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,16,constant,59,auto,6,29,nnClassifier,6,7,sgd,distance,0.48687782805429863
tanh,brute,28,gini,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,3,invscaling,97,log2,19,24,nnClassifier,10,6,lbfgs,uniform,0.4805429864253394
tanh,kd_tree,10,entropy,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,7,adaptive,45,sqrt,4,25,randomForestClassifier,3,10,sgd,uniform,0.7285067873303167
tanh,kd_tree,29,entropy,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,24,constant,39,sqrt,12,20,nnClassifier,1,9,adam,distance,0.49321266968325794
