feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,1,NA,distance,0.7557997557997558,131.06017875671387
1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,log2,1,20,nan,nan,NA,NA,0.6959706959706959,137.44795179367065
0,1,1,1,1,1,0,1,nnClassifier,logistic,NA,22,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.5067155067155067,147.96583032608032
1,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,76,auto,1,22,nan,nan,NA,NA,0.8400488400488401,153.96284985542297
1,1,1,0,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,log2,1,20,nan,nan,NA,NA,0.8241758241758241,159.67630076408386
0,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,log2,3,28,nan,nan,NA,NA,0.8400488400488401,166.42392110824585
0,1,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,auto,5,11,nan,nan,NA,NA,0.8351648351648352,172.46297812461853
1,1,1,0,1,1,1,0,nnClassifier,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,0.5042735042735043,182.33937239646912
1,1,1,1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8144078144078144,186.49530863761902
0,1,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,69,auto,20,11,nan,nan,NA,NA,0.8327228327228328,192.7159070968628
1,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,19,sqrt,3,30,nan,nan,NA,NA,0.8351648351648352,198.61596059799194
1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,32,auto,5,38,nan,nan,NA,NA,0.833943833943834,204.4596767425537
0,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,log2,1,11,nan,nan,NA,NA,0.8400488400488401,211.0847771167755
1,0,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,62,log2,10,8,nan,nan,NA,NA,0.6593406593406593,218.04631304740906
1,1,1,1,1,1,0,0,nnClassifier,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.48473748473748474,249.6545763015747
1,0,1,1,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,log2,17,36,nan,nan,NA,NA,0.6715506715506715,255.70841932296753
1,1,1,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8192918192918193,260.1363561153412
1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,auto,1,33,nan,nan,NA,NA,0.8315018315018315,266.65754437446594
1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,1,8,nan,nan,NA,NA,0.8315018315018315,272.33883237838745
1,1,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8058608058608059,276.9963297843933
0,1,1,1,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.8278388278388278,281.6090278625488
0,1,1,0,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.7777777777777778,286.47988629341125
1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,log2,1,40,nan,nan,NA,NA,0.8351648351648352,292.89707589149475
1,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,auto,4,33,nan,nan,NA,NA,0.8290598290598291,299.47800946235657
0,1,1,1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8229548229548229,304.09696888923645
0,1,1,1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8083028083028083,308.96596789360046
0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,sqrt,4,37,nan,nan,NA,NA,0.8302808302808303,315.7174413204193
1,1,1,1,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,1,NA,distance,0.7545787545787546,320.32394576072693
0,1,1,1,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,9,NA,distance,0.7997557997557998,324.5439667701721
0,1,1,1,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8046398046398047,328.9375424385071
1,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,84,sqrt,12,39,nan,nan,NA,NA,0.8376068376068376,335.173620223999
1,1,1,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.818070818070818,339.6029706001282
1,1,1,1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8021978021978022,344.2180640697479
0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,log2,11,38,nan,nan,NA,NA,0.8192918192918193,349.79292464256287
1,1,1,0,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,14,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8046398046398047,354.0373435020447
1,1,1,1,1,0,0,0,nnClassifier,relu,NA,16,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.48473748473748474,379.4187660217285
0,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,auto,14,40,nan,nan,NA,NA,0.8192918192918193,385.0670175552368
0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,auto,10,38,nan,nan,NA,NA,0.8266178266178266,391.00873017311096
0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,77,auto,12,39,nan,nan,NA,NA,0.6703296703296703,396.92779874801636
1,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,10,26,nan,nan,NA,NA,0.8363858363858364,403.2700684070587
0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,log2,20,10,nan,nan,NA,NA,0.7094017094017094,410.2322347164154
1,1,1,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8095238095238095,414.71326875686646
1,1,1,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,8,NA,distance,0.811965811965812,419.38372349739075
0,1,1,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.7985347985347986,423.90066289901733
0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,13,log2,6,39,nan,nan,NA,NA,0.8376068376068376,429.9102039337158
1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,7,15,nan,nan,NA,NA,0.8241758241758241,435.77358865737915
0,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,auto,1,8,nan,nan,NA,NA,0.8278388278388278,441.5908148288727
0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,sqrt,2,24,nan,nan,NA,NA,0.833943833943834,448.02860474586487
1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,log2,17,23,nan,nan,NA,NA,0.8290598290598291,453.91002130508423
0,1,1,0,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,distance,0.800976800976801,458.4622814655304
1,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,log2,19,17,nan,nan,NA,NA,0.6715506715506715,464.69539856910706
1,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,60,log2,7,29,nan,nan,NA,NA,0.8290598290598291,471.43801188468933
1,1,1,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,2,NA,distance,0.7582417582417582,476.05951142311096
0,1,1,0,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.7912087912087912,480.6146857738495
1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,auto,13,3,nan,nan,NA,NA,0.78998778998779,485.8500061035156
0,1,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,4,33,nan,nan,NA,NA,0.8327228327228328,492.7528455257416
0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,log2,20,7,nan,nan,NA,NA,0.8278388278388278,499.12945914268494
0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,33,auto,2,3,nan,nan,NA,NA,0.8388278388278388,506.5003161430359
1,1,1,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,auto,19,4,nan,nan,NA,NA,0.8205128205128205,512.1124515533447
0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,23,sqrt,3,2,nan,nan,NA,NA,0.8388278388278388,517.9824924468994
0,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,auto,8,3,nan,nan,NA,NA,0.833943833943834,524.4509949684143
1,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,sqrt,12,2,nan,nan,NA,NA,0.8302808302808303,531.2208437919617
1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,auto,15,5,nan,nan,NA,NA,0.8327228327228328,536.9907758235931
1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,log2,5,4,nan,nan,NA,NA,0.8363858363858364,542.4699776172638
0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,log2,13,3,nan,nan,NA,NA,0.833943833943834,547.9363214969635
0,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,log2,9,3,nan,nan,NA,NA,0.8315018315018315,553.6887769699097
1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,11,16,nan,nan,NA,NA,0.7948717948717948,558.6548478603363
0,1,1,0,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,20,40,nan,nan,NA,NA,0.833943833943834,564.3524715900421
0,1,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,sqrt,6,8,nan,nan,NA,NA,0.8400488400488401,569.9192442893982
1,1,1,0,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,auto,13,16,nan,nan,NA,NA,0.8315018315018315,575.7629375457764
1,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,87,sqrt,13,4,nan,nan,NA,NA,0.8290598290598291,581.7911832332611
1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,log2,18,35,nan,nan,NA,NA,0.7997557997557998,586.7103872299194
0,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,6,30,nan,nan,NA,NA,0.8388278388278388,592.3115906715393
0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,auto,8,27,nan,nan,NA,NA,0.8363858363858364,597.6917712688446
1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,auto,4,13,nan,nan,NA,NA,0.796092796092796,602.3923296928406
0,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,71,sqrt,11,10,nan,nan,NA,NA,0.8363858363858364,608.2769103050232
1,1,1,1,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.8107448107448108,612.3914203643799
0,1,1,1,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8315018315018315,617.3651814460754
1,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,7,11,nan,nan,NA,NA,0.8046398046398047,621.8622097969055
