feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.5577299412915852,62.67195987701416
0,1,1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8708414872798435,67.01834917068481
1,0,0,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.4432485322896282,71.69304037094116
1,0,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.6956947162426614,76.27265620231628
1,0,0,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8669275929549902,80.95585370063782
1,1,1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,9,NA,distance,0.7945205479452054,85.45565032958984
1,1,0,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.6976516634050881,89.81274962425232
1,0,0,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.5557729941291585,95.01330351829529
0,1,0,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,distance,0.713307240704501,99.71365308761597
0,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,log2,2,22,nan,nan,NA,NA,0.26320939334637966,104.97414994239807
0,0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8708414872798435,109.50611567497253
0,0,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,9,NA,distance,0.7857142857142857,114.1059341430664
1,1,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,24,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8688845401174168,119.07177305221558
0,1,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8483365949119374,123.70600605010986
1,0,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8806262230919765,128.26991963386536
0,1,0,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.639921722113503,132.83827590942383
0,0,1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,28,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8786692759295499,137.60979318618774
0,0,0,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,9,NA,distance,0.6418786692759295,142.68566131591797
0,0,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.5176125244618396,147.54265785217285
0,1,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8864970645792564,152.45982789993286
0,0,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,25,NA,nan,NA,nan,nan,nan,3,NA,distance,0.7837573385518591,156.88607263565063
0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,42,log2,6,39,nan,nan,NA,NA,0.5322896281800391,162.75294661521912
1,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8953033268101761,167.39048433303833
0,1,1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8737769080234834,171.90912985801697
1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8874755381604696,176.36708807945251
1,0,0,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,5,NA,distance,0.5097847358121331,181.01459670066833
0,0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,30,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8679060665362035,185.37747502326965
0,1,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8855185909980431,189.85479068756104
1,0,0,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,4,NA,distance,0.7534246575342466,194.60201001167297
1,1,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8669275929549902,198.81107378005981
0,1,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,distance,0.863013698630137,203.65060782432556
0,1,1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8238747553816047,208.38679480552673
0,1,0,0,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,1,NA,distance,0.3131115459882583,213.39317321777344
0,1,0,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,9,NA,distance,0.2808219178082192,218.44086742401123
1,1,1,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8170254403131115,222.84918761253357
1,0,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8708414872798435,227.4836413860321
1,0,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,6,NA,distance,0.860078277886497,232.52255749702454
0,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8679060665362035,237.68938302993774
0,1,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8796477495107632,242.91319298744202
1,0,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8855185909980431,247.48994135856628
0,1,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8679060665362035,252.25344109535217
1,1,0,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8806262230919765,256.95923113822937
0,0,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.46477495107632094,261.4596092700958
1,0,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8835616438356164,265.99972653388977
1,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8972602739726028,270.55936312675476
1,1,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8923679060665362,274.86597514152527
0,0,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8688845401174168,279.71779227256775
0,1,0,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,distance,0.815068493150685,284.1744136810303
1,0,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8659491193737769,289.36408710479736
1,1,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8483365949119374,294.2991783618927
1,0,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8884540117416829,298.88027119636536
1,1,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8992172211350293,303.3498361110687
1,1,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8864970645792564,308.38314867019653
1,1,0,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,9,NA,nan,NA,nan,nan,nan,3,NA,distance,0.7025440313111546,312.8369915485382
1,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,6,NA,distance,0.898238747553816,317.3470706939697
1,1,0,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8140900195694716,322.1248679161072
1,0,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8688845401174168,327.04885244369507
1,0,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8679060665362035,331.88407921791077
1,1,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8835616438356164,336.52746772766113
1,0,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8708414872798435,341.11970353126526
0,0,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8776908023483366,345.6636710166931
0,0,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8776908023483366,350.19260430336
1,0,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8894324853228963,354.82618975639343
1,0,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8884540117416829,359.41530418395996
1,0,0,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8581213307240705,363.87616300582886
1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8904109589041096,368.3521263599396
0,1,0,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8522504892367906,372.9953923225403
0,1,1,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,9,NA,distance,0.3522504892367906,377.6823856830597
1,0,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8835616438356164,382.76296520233154
0,1,0,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.6037181996086106,387.4533507823944
1,1,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,9,NA,distance,0.7622309197651663,391.8408467769623
0,1,0,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8493150684931506,396.3421537876129
1,1,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8884540117416829,401.0810058116913
1,0,0,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.761252446183953,405.88285398483276
0,0,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8786692759295499,411.0171718597412
1,0,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8639921722113503,415.66084909439087
0,0,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8776908023483366,420.0782992839813
1,0,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8835616438356164,424.84366393089294
1,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8904109589041096,429.3530263900757
1,1,1,1,1,0,1,nnClassifier,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,0.0,437.6038374900818
1,0,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8659491193737769,441.9491560459137
1,0,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.898238747553816,446.47966146469116
1,1,1,1,1,0,1,nnClassifier,logistic,NA,18,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.0,451.828556060791
1,1,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8913894324853229,456.37766695022583
1,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8874755381604696,460.5628364086151
1,1,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8923679060665362,465.2691099643707
1,0,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8864970645792564,469.8792989253998
0,0,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8708414872798435,474.58936405181885
