feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,1,NA,distance,0.7876712328767124,70.94184184074402
1,1,1,0,1,0,1,nnClassifier,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.0,103.55534982681274
1,0,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9090019569471625,108.21622395515442
1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,12,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9187866927592955,112.46814203262329
1,0,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8395303326810176,116.93941760063171
1,1,1,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,7,NA,distance,0.6800391389432485,121.47919940948486
0,1,1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8405088062622309,126.4376072883606
1,1,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9129158512720157,131.43635630607605
1,1,0,0,0,0,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,6,NA,distance,0.7250489236790607,136.24389243125916
1,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9090019569471625,140.84155130386353
1,0,1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9070450097847358,145.43734049797058
1,1,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,1,NA,distance,0.910958904109589,150.20546579360962
1,0,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,7,NA,distance,0.910958904109589,155.16236472129822
1,0,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9021526418786693,159.63637447357178
1,1,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9031311154598826,164.09532284736633
1,1,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9090019569471625,168.77528929710388
1,1,1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9050880626223092,173.30384278297424
1,1,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8972602739726028,177.72292971611023
1,0,1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.6125244618395304,182.15251398086548
1,1,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8992172211350293,186.914128780365
1,1,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9080234833659491,191.74522590637207
1,1,0,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8767123287671232,196.395122051239
1,0,1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9099804305283757,200.85045528411865
1,1,1,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9021526418786693,205.72673273086548
1,1,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.6105675146771037,210.29755067825317
1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9168297455968689,215.1103653907776
1,0,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,5,NA,distance,0.901174168297456,219.68362879753113
1,1,0,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8747553816046967,224.36918091773987
1,1,1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8551859099804305,228.88479661941528
1,1,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,30,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9129158512720157,233.70297241210938
0,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,37,sqrt,18,23,nan,nan,NA,NA,0.538160469667319,239.26582789421082
1,1,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9119373776908023,243.52292585372925
0,0,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9050880626223092,247.8438766002655
1,1,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9050880626223092,252.72221875190735
1,1,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8581213307240705,257.19542503356934
1,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8992172211350293,261.72550225257874
0,0,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9050880626223092,266.03926634788513
1,1,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9187866927592955,270.8384463787079
1,0,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,23,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8884540117416829,275.60586309432983
1,0,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9129158512720157,280.4001557826996
0,0,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8894324853228963,284.90891671180725
0,0,0,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,2,NA,distance,0.7788649706457925,289.3377842903137
0,0,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8874755381604696,293.77773427963257
1,0,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9129158512720157,298.5329487323761
1,0,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,7,NA,distance,0.913894324853229,303.27946758270264
1,1,0,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8776908023483366,307.96498942375183
0,0,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8786692759295499,312.59788632392883
1,1,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8904109589041096,316.95341753959656
1,1,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9050880626223092,321.5071470737457
1,0,1,1,0,1,1,nnClassifier,logistic,NA,14,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.02054794520547945,361.1974530220032
0,1,0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8737769080234834,366.0043992996216
1,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9041095890410958,370.38859128952026
1,0,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8855185909980431,374.4690046310425
1,1,0,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8913894324853229,379.2044792175293
1,1,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9021526418786693,383.6672098636627
1,0,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9119373776908023,388.0500600337982
1,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8953033268101761,392.24303555488586
0,0,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,21,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8806262230919765,397.403799533844
1,0,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9021526418786693,401.73372745513916
1,0,1,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8052837573385518,406.40171360969543
1,0,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9197651663405088,411.3582224845886
1,0,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,6,NA,distance,0.910958904109589,415.9271638393402
1,0,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9178082191780822,420.3523836135864
0,0,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8874755381604696,425.1528813838959
1,1,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8786692759295499,429.54748463630676
1,0,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9129158512720157,434.16513991355896
1,0,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9080234833659491,438.8076467514038
1,1,0,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8874755381604696,443.52519059181213
0,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9001956947162426,448.2211105823517
0,0,0,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,6,NA,distance,0.6506849315068494,452.9221558570862
0,0,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8659491193737769,457.2864603996277
1,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8894324853228963,461.75794100761414
0,0,0,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,distance,0.837573385518591,466.42940878868103
0,0,0,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,5,NA,distance,0.7240704500978473,470.92826867103577
0,0,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8522504892367906,475.3053705692291
0,0,0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8894324853228963,479.7417502403259
1,1,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8953033268101761,484.386705160141
1,0,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9021526418786693,488.7895803451538
0,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8679060665362035,493.15728998184204
0,0,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8855185909980431,497.3917751312256
1,1,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8845401174168297,501.96047806739807
0,0,1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8649706457925636,506.47299361228943
1,1,0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9041095890410958,511.2067964076996
1,0,1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8424657534246576,515.6788005828857
1,0,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9197651663405088,519.7232978343964
0,0,0,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,5,NA,distance,0.7553816046966731,524.1690232753754
0,1,0,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,8,NA,distance,0.87279843444227,528.7820353507996
0,0,0,0,0,1,1,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,6,NA,distance,0.837573385518591,533.2242410182953
0,0,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9041095890410958,537.5669524669647
