feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,1,1,1,nnClassifier,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,1.0,129.9702217578888
0,1,0,0,0,0,nnClassifier,relu,NA,31,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,134.58876419067383
1,0,0,1,0,1,nnClassifier,identity,NA,17,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,1.0,142.85017943382263
1,1,1,0,0,1,nnClassifier,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,1.0,151.35897517204285
0,1,0,1,1,1,nnClassifier,identity,NA,17,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,1.0,159.50721406936646
1,1,0,1,0,1,nnClassifier,tanh,NA,30,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,165.00324702262878
1,1,1,0,1,1,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,1.0,180.6703896522522
1,1,0,0,0,0,nnClassifier,tanh,NA,20,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,1.0,192.27579283714294
1,1,0,1,0,1,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,197.54946851730347
0,1,0,0,0,0,nnClassifier,tanh,NA,30,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,1.0,207.73393154144287
1,1,1,1,1,0,nnClassifier,tanh,NA,10,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,1.0,220.07682609558105
0,0,0,0,0,1,nnClassifier,identity,NA,28,NA,nan,constant,nan,NA,nan,nan,8,nan,adam,NA,1.0,226.7864179611206
1,0,0,1,1,1,nnClassifier,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,7,nan,sgd,NA,1.0,234.93670845031738
1,1,0,1,1,0,nnClassifier,relu,NA,18,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,1.0,243.06670546531677
1,1,1,0,0,1,nnClassifier,tanh,NA,19,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,1.0,254.18148565292358
0,1,0,1,1,0,nnClassifier,identity,NA,31,NA,nan,constant,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,259.1442265510559
0,0,0,1,1,1,nnClassifier,relu,NA,23,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,1.0,266.0584740638733
0,0,1,0,1,0,nnClassifier,logistic,NA,17,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,1.0,276.54936051368713
1,0,1,1,0,1,nnClassifier,identity,NA,26,NA,nan,invscaling,nan,NA,nan,nan,10,nan,sgd,NA,1.0,282.9827163219452
0,0,0,0,1,1,nnClassifier,identity,NA,26,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,1.0,296.1756432056427
0,1,1,0,1,0,nnClassifier,relu,NA,31,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,301.88161635398865
0,0,1,0,1,1,nnClassifier,identity,NA,30,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,1.0,310.41691732406616
1,0,0,0,1,0,nnClassifier,tanh,NA,15,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,1.0,320.9225890636444
0,0,0,0,0,1,nnClassifier,tanh,NA,12,NA,nan,invscaling,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,325.88390040397644
1,0,1,0,0,1,nnClassifier,tanh,NA,20,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,1.0,345.7574746608734
1,0,0,1,1,0,nnClassifier,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,1.0,370.6393144130707
0,1,0,0,0,1,nnClassifier,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,1.0,382.6147906780243
1,1,1,0,1,1,nnClassifier,tanh,NA,17,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,1.0,395.38188076019287
0,0,1,1,1,0,nnClassifier,relu,NA,25,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,1.0,402.56509923934937
1,1,1,1,1,0,nnClassifier,relu,NA,18,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,408.03841066360474
0,0,0,0,0,0,nnClassifier,identity,NA,32,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,0.0,413.0108904838562
0,1,1,1,0,0,nnClassifier,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,1.0,420.4851191043854
0,1,1,1,1,0,nnClassifier,logistic,NA,25,NA,nan,adaptive,nan,NA,nan,nan,9,nan,adam,NA,1.0,431.7208163738251
1,1,0,0,0,0,nnClassifier,logistic,NA,20,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,1.0,441.32128715515137
1,1,1,1,1,1,nnClassifier,tanh,NA,32,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,1.0,457.4982771873474
0,1,0,0,0,0,nnClassifier,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,462.24982261657715
1,1,0,1,1,1,nnClassifier,relu,NA,32,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,1.0,471.1903603076935
1,0,1,0,1,1,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,1.0,482.14554500579834
1,0,0,0,1,0,nnClassifier,identity,NA,25,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,487.1663177013397
1,1,1,1,1,1,nnClassifier,logistic,NA,26,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,1.0,498.3820221424103
1,1,0,1,0,1,nnClassifier,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,1.0,505.4998519420624
0,0,1,0,1,0,nnClassifier,relu,NA,23,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,1.0,512.7206075191498
1,0,1,0,0,0,nnClassifier,identity,NA,12,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,1.0,521.1055171489716
1,0,0,1,0,0,nnClassifier,relu,NA,28,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,1.0,528.1832187175751
1,0,1,0,1,0,nnClassifier,tanh,NA,27,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,1.0,538.0335402488708
0,1,1,0,0,0,nnClassifier,identity,NA,31,NA,nan,constant,nan,NA,nan,nan,7,nan,adam,NA,1.0,544.0474972724915
1,0,1,0,1,0,nnClassifier,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,1.0,554.6410226821899
0,1,1,1,1,1,nnClassifier,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,1.0,567.335752248764
0,0,0,0,0,0,nnClassifier,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,4,nan,adam,NA,0.0,572.3431651592255
0,1,1,1,0,1,nnClassifier,identity,NA,27,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,1.0,579.5690894126892
0,1,1,1,1,0,nnClassifier,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,584.1636784076691
0,1,0,0,1,1,nnClassifier,logistic,NA,11,NA,nan,adaptive,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,589.0623939037323
1,1,1,0,1,0,nnClassifier,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,593.8098394870758
1,1,0,1,1,1,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,1.0,601.1401960849762
1,1,1,1,0,1,nnClassifier,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,5,nan,adam,NA,1.0,607.7395792007446
1,1,1,0,0,0,nnClassifier,identity,NA,14,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,612.2176511287689
0,0,1,1,0,0,nnClassifier,identity,NA,21,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,616.5686159133911
0,0,1,1,1,1,nnClassifier,identity,NA,13,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,1.0,624.2102835178375
0,1,1,0,1,0,nnClassifier,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,1.0,629.953292131424
0,1,0,1,1,0,nnClassifier,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,1.0,637.7669434547424
0,1,1,1,0,1,nnClassifier,identity,NA,24,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,1.0,645.5359358787537
1,1,1,1,0,0,nnClassifier,identity,NA,15,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,1.0,663.7168707847595
1,1,0,0,1,1,nnClassifier,tanh,NA,22,NA,nan,invscaling,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,669.8956437110901
0,1,0,1,1,0,nnClassifier,tanh,NA,26,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,674.5436947345734
1,0,1,0,1,1,nnClassifier,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,679.4068105220795
0,0,1,1,0,0,nnClassifier,relu,NA,22,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,1.0,683.6392018795013
1,0,0,0,0,1,nnClassifier,identity,NA,28,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,1.0,690.4613330364227
0,0,0,0,0,1,nnClassifier,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,1.0,699.5722949504852
0,1,0,0,0,1,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,1.0,708.4589605331421
1,0,0,1,0,1,nnClassifier,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,1.0,716.2612309455872
0,0,1,1,0,1,nnClassifier,tanh,NA,20,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,1.0,734.1426210403442
1,0,0,1,0,0,nnClassifier,logistic,NA,15,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,1.0,743.1769359111786
1,0,0,1,1,1,nnClassifier,identity,NA,14,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,1.0,750.1623754501343
0,1,0,1,1,0,nnClassifier,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,1.0,765.3868732452393
1,1,0,0,0,0,nnClassifier,identity,NA,23,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,1.0,771.4976835250854
0,1,0,0,0,0,nnClassifier,tanh,NA,8,NA,nan,invscaling,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,775.6798877716064
0,0,0,1,1,1,nnClassifier,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,1.0,787.5659530162811
1,0,1,0,0,1,nnClassifier,identity,NA,9,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,1.0,791.3035304546356
0,1,1,1,1,0,nnClassifier,relu,NA,25,NA,nan,invscaling,nan,NA,nan,nan,10,nan,adam,NA,1.0,797.3474633693695
1,1,0,0,1,1,nnClassifier,tanh,NA,24,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,1.0,804.6421439647675
0,0,0,0,1,0,nnClassifier,relu,NA,14,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,1.0,837.7415087223053
0,0,1,0,0,0,nnClassifier,logistic,NA,29,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,1.0,853.2879920005798
0,1,1,1,0,1,nnClassifier,identity,NA,14,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,1.0,860.4788210391998
0,0,0,0,0,1,nnClassifier,identity,NA,16,NA,nan,invscaling,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,864.3384900093079
1,0,0,0,1,1,nnClassifier,identity,NA,12,NA,nan,constant,nan,NA,nan,nan,9,nan,adam,NA,1.0,871.7503333091736
