feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,auto,1,27,nan,nan,NA,NA,0.983005366726297,214.26544952392578
0,1,1,1,1,0,nnClassifier,tanh,NA,23,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,1.0,233.64602041244507
0,0,0,1,0,1,nnClassifier,tanh,NA,12,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,1.0,244.68796133995056
1,1,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9794275491949911,249.76276111602783
1,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,34,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9856887298747764,255.07390213012695
1,1,0,1,1,1,nnClassifier,tanh,NA,24,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,1.0,266.38782811164856
0,0,1,1,0,0,nnClassifier,tanh,NA,15,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,272.0539376735687
0,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9794275491949911,276.87763690948486
0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9838998211091234,281.6714551448822
0,0,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9731663685152058,286.3215329647064
0,1,0,0,0,1,nnClassifier,tanh,NA,17,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,1.0,297.3938467502594
1,1,0,1,1,0,nnClassifier,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,302.9483118057251
0,0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9803220035778175,308.5496726036072
1,1,1,1,0,1,nnClassifier,identity,NA,15,NA,nan,constant,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,314.0026662349701
0,1,1,1,1,1,nnClassifier,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,1.0,347.87112259864807
1,0,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9785330948121646,352.3561749458313
1,0,1,1,1,1,nnClassifier,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,1.0,359.5884792804718
0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,log2,20,17,nan,nan,NA,NA,0.9821109123434705,364.7230718135834
1,0,1,1,0,1,nnClassifier,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,370.11772775650024
1,0,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9749552772808586,374.90652108192444
0,0,0,1,0,1,nnClassifier,tanh,NA,14,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,1.0,380.62279200553894
0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,89,auto,11,40,nan,nan,NA,NA,0.9740608228980322,386.2093856334686
0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,log2,18,27,nan,nan,NA,NA,0.9749552772808586,391.94032979011536
1,1,1,1,1,1,nnClassifier,relu,NA,17,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,1.0,400.0517854690552
1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,1,39,nan,nan,NA,NA,0.983005366726297,405.8514235019684
0,1,1,1,1,0,nnClassifier,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,410.8744728565216
0,0,0,0,0,1,nnClassifier,identity,NA,18,NA,nan,constant,nan,NA,nan,nan,10,nan,adam,NA,1.0,418.5534746646881
0,0,0,0,1,0,nnClassifier,tanh,NA,26,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,1.0,424.1083641052246
0,1,0,1,1,0,nnClassifier,tanh,NA,30,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,1.0,435.411700963974
0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9803220035778175,440.328928232193
0,0,0,1,0,0,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9740608228980322,444.81439685821533
0,0,1,1,1,0,nnClassifier,relu,NA,11,NA,nan,adaptive,nan,NA,nan,nan,6,nan,lbfgs,NA,1.0,449.0432574748993
1,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9821109123434705,454.0310926437378
0,1,0,0,0,1,nnClassifier,logistic,NA,13,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,458.9476056098938
0,0,1,0,0,1,nnClassifier,tanh,NA,24,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,1.0,476.85316133499146
0,0,1,1,0,1,nnClassifier,relu,NA,11,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,1.0,501.38879132270813
1,1,1,0,0,0,nnClassifier,logistic,NA,22,NA,nan,constant,nan,NA,nan,nan,5,nan,lbfgs,NA,1.0,506.213951587677
0,1,0,1,0,0,nnClassifier,relu,NA,29,NA,nan,invscaling,nan,NA,nan,nan,8,nan,sgd,NA,1.0,514.9214935302734
1,0,1,0,0,0,nnClassifier,relu,NA,15,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,519.7818946838379
0,1,0,1,1,1,nnClassifier,tanh,NA,17,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,1.0,530.4296865463257
0,1,0,0,0,1,nnClassifier,relu,NA,31,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,535.0686662197113
1,0,0,0,0,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9749552772808586,539.8862359523773
0,1,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9660107334525939,544.006763458252
0,1,0,0,1,1,nnClassifier,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,549.0078859329224
0,1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.981216457960644,553.5157024860382
0,0,0,0,1,1,nnClassifier,identity,NA,29,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,558.1198761463165
1,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9892665474060823,562.5321748256683
0,1,0,1,0,0,nnClassifier,identity,NA,8,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,1.0,566.7966687679291
1,1,1,0,1,0,nnClassifier,logistic,NA,8,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,1.0,580.4394114017487
1,1,1,0,0,0,nnClassifier,identity,NA,30,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,584.9376473426819
1,1,0,0,0,1,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,1.0,598.990082025528
1,1,1,1,0,0,nnClassifier,identity,NA,23,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,1.0,605.8007109165192
0,0,1,1,1,0,nnClassifier,tanh,NA,21,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,1.0,616.6529624462128
0,1,0,0,1,0,nnClassifier,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,1.0,621.0745635032654
1,0,1,1,0,1,nnClassifier,relu,NA,18,NA,nan,invscaling,nan,NA,nan,nan,8,nan,adam,NA,1.0,628.0380411148071
1,0,0,1,1,0,nnClassifier,identity,NA,24,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,1.0,634.2914309501648
1,0,1,0,0,1,nnClassifier,tanh,NA,23,NA,nan,adaptive,nan,NA,nan,nan,7,nan,adam,NA,1.0,642.7241537570953
0,0,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9776386404293381,646.6655356884003
1,1,1,1,0,0,nnClassifier,identity,NA,8,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,1.0,672.5733664035797
0,1,0,1,0,1,nnClassifier,tanh,NA,16,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,1.0,676.7457628250122
1,1,1,0,1,1,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,1.0,680.577399969101
0,0,1,1,0,1,nnClassifier,relu,NA,29,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,1.0,686.9581000804901
1,0,0,1,0,1,nnClassifier,tanh,NA,29,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,1.0,708.6173803806305
0,1,0,0,0,0,nnClassifier,identity,NA,28,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,1.0,720.2442493438721
1,0,1,1,0,1,nnClassifier,relu,NA,27,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,1.0,726.2280547618866
0,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,32,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9794275491949911,730.2422730922699
1,0,1,0,1,0,nnClassifier,tanh,NA,12,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,1.0,741.7928056716919
1,0,0,0,1,0,nnClassifier,relu,NA,9,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,1.0,750.3376886844635
0,0,0,0,0,1,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9731663685152058,754.1004812717438
0,1,0,0,0,0,nnClassifier,tanh,NA,9,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,1.0,783.4488756656647
1,1,0,1,0,1,kneighborsClassifier,NA,auto,nan,NA,3,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9794275491949911,787.222324848175
0,0,1,1,0,0,nnClassifier,logistic,NA,13,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,1.0,811.0942900180817
