activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
tanh,ball_tree,26,gini,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,32,constant,76,auto,12,10,nnClassifier,1,8,adam,uniform,0.36996336996337
relu,kd_tree,11,entropy,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,3,invscaling,42,sqrt,11,32,nnClassifier,6,6,sgd,distance,0.19413919413919414
relu,kd_tree,9,entropy,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,6,adaptive,22,log2,7,11,nnClassifier,8,9,adam,uniform,0.34065934065934067
relu,ball_tree,20,entropy,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,32,invscaling,87,auto,4,24,kneighborsClassifier,10,2,sgd,distance,0.9304029304029304
logistic,auto,9,gini,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,37,invscaling,68,auto,3,34,randomForestClassifier,4,1,sgd,uniform,0.9835164835164835
logistic,brute,10,gini,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,12,invscaling,87,sqrt,11,20,nnClassifier,2,2,sgd,uniform,0.0
identity,auto,31,gini,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,4,constant,71,log2,11,22,nnClassifier,3,2,lbfgs,uniform,0.2564102564102564
identity,brute,29,gini,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,24,invscaling,76,log2,14,9,kneighborsClassifier,9,2,sgd,distance,0.9139194139194139
logistic,brute,21,gini,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,15,adaptive,54,log2,19,24,kneighborsClassifier,1,9,lbfgs,uniform,0.7985347985347986
tanh,auto,28,gini,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,11,constant,53,auto,16,18,randomForestClassifier,5,9,adam,uniform,0.8992673992673993
identity,auto,12,gini,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,22,invscaling,58,log2,7,18,kneighborsClassifier,3,5,adam,distance,0.8772893772893773
relu,ball_tree,22,gini,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,invscaling,74,log2,13,27,randomForestClassifier,10,1,adam,distance,0.8974358974358975
logistic,kd_tree,14,gini,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,5,invscaling,64,auto,16,37,kneighborsClassifier,2,3,lbfgs,distance,0.8736263736263736
logistic,ball_tree,30,entropy,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,30,invscaling,72,log2,7,21,kneighborsClassifier,9,4,sgd,uniform,0.9102564102564102
logistic,kd_tree,15,gini,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,5,invscaling,43,auto,17,3,kneighborsClassifier,1,1,sgd,distance,0.8333333333333334
logistic,kd_tree,13,gini,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,21,adaptive,31,sqrt,11,19,nnClassifier,10,5,sgd,distance,0.2838827838827839
tanh,ball_tree,20,entropy,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,2,invscaling,33,log2,20,24,nnClassifier,2,2,sgd,uniform,0.17399267399267399
tanh,auto,31,gini,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,8,invscaling,85,log2,2,27,randomForestClassifier,9,2,lbfgs,uniform,0.9633699633699634
logistic,brute,13,entropy,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,20,adaptive,66,auto,18,34,randomForestClassifier,1,2,sgd,distance,0.9010989010989011
relu,kd_tree,22,gini,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,22,adaptive,30,log2,16,18,nnClassifier,7,4,sgd,distance,0.32051282051282054
relu,kd_tree,22,gini,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,31,constant,4,log2,19,15,randomForestClassifier,7,9,adam,distance,0.8663003663003663
tanh,auto,14,gini,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,25,constant,7,log2,19,23,randomForestClassifier,7,3,adam,distance,0.8736263736263736
tanh,brute,12,gini,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,4,adaptive,56,sqrt,8,40,kneighborsClassifier,1,5,lbfgs,uniform,0.8333333333333334
logistic,auto,27,entropy,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,10,constant,19,log2,18,16,nnClassifier,5,1,sgd,uniform,0.3076923076923077
relu,auto,25,gini,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,30,invscaling,64,log2,4,21,nnClassifier,10,8,sgd,distance,0.21978021978021978
logistic,brute,14,entropy,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,26,constant,3,auto,2,39,kneighborsClassifier,8,3,sgd,distance,0.8882783882783882
logistic,ball_tree,24,gini,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,22,invscaling,49,auto,14,10,kneighborsClassifier,2,7,lbfgs,distance,0.9194139194139194
identity,auto,11,gini,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,27,adaptive,86,sqrt,17,16,nnClassifier,7,8,lbfgs,uniform,0.21062271062271062
tanh,brute,23,entropy,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,17,invscaling,46,log2,18,5,randomForestClassifier,1,9,adam,distance,0.8956043956043956
tanh,brute,26,gini,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,40,adaptive,16,sqrt,8,2,nnClassifier,6,10,adam,uniform,0.32051282051282054
relu,brute,24,entropy,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,32,adaptive,100,log2,6,38,randomForestClassifier,9,2,lbfgs,distance,0.9560439560439561
identity,kd_tree,17,gini,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,37,invscaling,76,auto,5,27,kneighborsClassifier,2,10,lbfgs,distance,0.8461538461538461
relu,auto,18,entropy,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,20,adaptive,15,sqrt,6,15,randomForestClassifier,3,8,sgd,uniform,0.9358974358974359
logistic,kd_tree,28,entropy,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,12,invscaling,67,log2,10,19,randomForestClassifier,6,7,adam,distance,0.9029304029304029
relu,kd_tree,13,gini,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,29,constant,15,log2,2,9,nnClassifier,8,7,sgd,uniform,0.32051282051282054
identity,auto,31,gini,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,31,constant,19,log2,19,35,randomForestClassifier,8,9,adam,distance,0.989010989010989
relu,ball_tree,21,gini,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,11,invscaling,5,log2,4,26,kneighborsClassifier,8,7,adam,uniform,0.8937728937728938
relu,brute,32,entropy,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,35,invscaling,3,log2,3,37,randomForestClassifier,2,9,sgd,uniform,0.8681318681318682
logistic,kd_tree,24,gini,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,4,constant,85,auto,15,39,randomForestClassifier,8,7,adam,uniform,0.8626373626373627
logistic,brute,11,entropy,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,20,constant,38,sqrt,20,39,kneighborsClassifier,5,8,sgd,distance,0.9010989010989011
logistic,auto,9,gini,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,38,constant,80,log2,7,26,kneighborsClassifier,10,1,sgd,uniform,0.9029304029304029
tanh,kd_tree,11,entropy,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,23,invscaling,48,log2,9,16,kneighborsClassifier,10,7,lbfgs,uniform,0.8608058608058609
tanh,ball_tree,21,entropy,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,8,adaptive,82,log2,17,10,nnClassifier,1,2,lbfgs,distance,0.38095238095238093
tanh,auto,29,gini,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,36,invscaling,12,auto,10,4,randomForestClassifier,2,8,lbfgs,uniform,0.9871794871794872
logistic,brute,21,entropy,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,3,invscaling,73,sqrt,16,30,randomForestClassifier,9,7,sgd,uniform,0.9285714285714286
tanh,brute,31,entropy,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,35,adaptive,43,auto,2,39,kneighborsClassifier,3,2,sgd,uniform,0.8846153846153846
logistic,auto,14,entropy,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,32,constant,99,sqrt,11,4,kneighborsClassifier,2,5,sgd,uniform,0.8772893772893773
tanh,kd_tree,22,entropy,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,40,constant,40,auto,11,32,randomForestClassifier,5,4,adam,uniform,0.8809523809523809
identity,brute,31,entropy,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,16,invscaling,3,log2,17,14,randomForestClassifier,3,5,sgd,distance,0.7362637362637363
relu,auto,25,gini,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,6,adaptive,39,log2,10,6,nnClassifier,8,4,sgd,distance,0.30952380952380953
relu,ball_tree,26,gini,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,0,32,constant,67,sqrt,14,2,randomForestClassifier,4,7,lbfgs,uniform,0.978021978021978
relu,auto,20,entropy,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,17,constant,70,sqrt,13,33,nnClassifier,8,7,adam,uniform,0.3058608058608059
logistic,kd_tree,11,gini,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,4,adaptive,58,sqrt,11,34,kneighborsClassifier,7,8,adam,uniform,0.7728937728937729
logistic,auto,22,entropy,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,4,constant,35,sqrt,12,30,nnClassifier,4,6,sgd,uniform,0.315018315018315
logistic,ball_tree,29,gini,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,21,adaptive,37,auto,5,40,kneighborsClassifier,6,5,lbfgs,distance,0.8644688644688645
identity,brute,14,entropy,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,adaptive,66,log2,9,9,randomForestClassifier,10,1,lbfgs,distance,0.8681318681318682
tanh,brute,14,entropy,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,21,constant,13,sqrt,5,25,kneighborsClassifier,9,3,adam,uniform,0.8882783882783882
logistic,brute,21,gini,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,3,constant,82,log2,17,39,randomForestClassifier,5,10,sgd,distance,0.8864468864468864
identity,brute,21,gini,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,16,constant,67,sqrt,9,20,nnClassifier,8,5,sgd,uniform,0.2692307692307692
logistic,kd_tree,30,entropy,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,6,adaptive,48,auto,12,29,randomForestClassifier,2,7,sgd,uniform,0.9175824175824175
tanh,ball_tree,26,gini,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,33,adaptive,8,sqrt,9,9,randomForestClassifier,5,5,adam,uniform,0.9597069597069597
relu,auto,10,gini,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,36,adaptive,41,auto,10,15,randomForestClassifier,2,10,lbfgs,distance,0.9798534798534798
logistic,ball_tree,20,entropy,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,26,invscaling,10,sqrt,6,7,nnClassifier,9,3,adam,uniform,0.32051282051282054
identity,ball_tree,30,gini,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,10,invscaling,40,sqrt,9,39,kneighborsClassifier,6,10,sgd,distance,0.8388278388278388
relu,auto,20,gini,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,13,adaptive,61,auto,18,16,kneighborsClassifier,4,1,adam,uniform,0.86996336996337
relu,auto,27,entropy,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,26,adaptive,97,auto,20,6,randomForestClassifier,9,8,adam,distance,0.8937728937728938
logistic,auto,13,entropy,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,40,invscaling,22,log2,20,37,randomForestClassifier,7,5,adam,uniform,0.967032967032967
identity,auto,10,entropy,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,32,invscaling,78,sqrt,11,33,kneighborsClassifier,1,10,lbfgs,uniform,0.8021978021978022
identity,ball_tree,12,gini,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,32,invscaling,63,auto,9,35,kneighborsClassifier,6,8,lbfgs,distance,0.8333333333333334
