activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,kd_tree,31,entropy,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,12,constant,69,log2,11,18,randomForestClassifier,2,3,adam,uniform,0.9304029304029304
identity,auto,32,gini,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,9,constant,16,sqrt,12,24,nnClassifier,2,4,adam,distance,0.19597069597069597
relu,auto,22,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,38,invscaling,6,auto,10,16,kneighborsClassifier,10,7,adam,distance,0.86996336996337
logistic,auto,32,entropy,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,35,constant,23,sqrt,2,3,nnClassifier,2,10,sgd,distance,0.0
relu,kd_tree,14,entropy,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,26,adaptive,34,auto,18,30,randomForestClassifier,6,1,sgd,uniform,0.9047619047619048
logistic,kd_tree,26,entropy,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,11,invscaling,40,sqrt,16,14,nnClassifier,2,5,sgd,distance,0.0
tanh,ball_tree,16,gini,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,34,invscaling,76,sqrt,16,25,randomForestClassifier,7,4,adam,distance,0.9102564102564102
tanh,ball_tree,23,gini,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,17,constant,64,auto,13,2,randomForestClassifier,3,1,lbfgs,uniform,0.9230769230769231
relu,kd_tree,21,gini,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,16,invscaling,59,log2,14,8,nnClassifier,5,1,adam,distance,0.3553113553113553
relu,kd_tree,18,gini,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,14,adaptive,42,log2,15,33,kneighborsClassifier,7,3,adam,uniform,0.8827838827838828
tanh,brute,9,entropy,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,34,adaptive,30,sqrt,8,23,kneighborsClassifier,9,4,sgd,uniform,0.8333333333333334
tanh,kd_tree,18,entropy,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,29,adaptive,77,sqrt,18,26,kneighborsClassifier,7,8,sgd,distance,0.8644688644688645
logistic,brute,13,entropy,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,33,adaptive,3,log2,8,21,randomForestClassifier,4,10,lbfgs,distance,0.7490842490842491
relu,brute,21,entropy,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,10,adaptive,19,auto,19,40,kneighborsClassifier,9,2,lbfgs,distance,0.9267399267399268
tanh,auto,12,gini,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,40,constant,51,sqrt,8,3,kneighborsClassifier,1,1,lbfgs,distance,0.9047619047619048
identity,auto,12,entropy,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,36,adaptive,35,log2,3,29,randomForestClassifier,7,1,adam,uniform,0.9322344322344323
tanh,auto,28,entropy,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,4,constant,18,auto,20,16,kneighborsClassifier,6,7,adam,distance,0.9212454212454212
identity,kd_tree,25,entropy,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,5,invscaling,25,log2,9,37,kneighborsClassifier,8,6,adam,distance,0.8608058608058609
relu,ball_tree,11,entropy,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,17,invscaling,84,log2,4,4,nnClassifier,7,1,lbfgs,uniform,0.3333333333333333
identity,kd_tree,29,gini,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,constant,85,sqrt,16,28,nnClassifier,3,9,lbfgs,distance,0.2838827838827839
tanh,kd_tree,23,entropy,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,36,invscaling,96,sqrt,18,4,kneighborsClassifier,3,8,lbfgs,uniform,0.7802197802197802
relu,brute,17,gini,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,18,adaptive,63,auto,2,30,kneighborsClassifier,3,4,sgd,distance,0.8846153846153846
relu,brute,11,entropy,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,20,adaptive,59,sqrt,16,22,kneighborsClassifier,9,2,adam,distance,0.8626373626373627
tanh,brute,18,entropy,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,3,adaptive,1,sqrt,2,22,nnClassifier,2,2,lbfgs,uniform,0.38095238095238093
logistic,ball_tree,22,entropy,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,20,constant,97,log2,6,9,randomForestClassifier,3,5,sgd,distance,0.9615384615384616
identity,auto,11,entropy,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,24,adaptive,35,sqrt,15,37,nnClassifier,3,10,adam,uniform,0.27289377289377287
relu,brute,20,entropy,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,27,invscaling,39,auto,13,28,kneighborsClassifier,9,3,sgd,uniform,0.836996336996337
identity,auto,11,gini,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,40,adaptive,43,sqrt,19,18,randomForestClassifier,10,1,lbfgs,uniform,0.9377289377289377
relu,auto,16,entropy,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,6,constant,51,log2,19,39,randomForestClassifier,7,4,sgd,uniform,0.9652014652014652
tanh,brute,32,gini,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,20,adaptive,53,log2,11,20,nnClassifier,1,4,adam,uniform,0.4194139194139194
relu,auto,18,gini,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,6,adaptive,8,log2,17,21,nnClassifier,7,9,sgd,distance,0.3498168498168498
relu,kd_tree,20,gini,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,36,constant,26,log2,12,34,randomForestClassifier,8,2,adam,distance,0.9120879120879121
relu,auto,17,gini,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,30,adaptive,53,auto,17,20,nnClassifier,10,7,adam,uniform,0.3663003663003663
relu,kd_tree,26,gini,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,32,constant,40,sqrt,15,34,nnClassifier,9,4,adam,uniform,0.3553113553113553
logistic,ball_tree,9,entropy,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,40,constant,49,log2,16,18,randomForestClassifier,2,3,adam,distance,0.967032967032967
identity,kd_tree,19,gini,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,19,constant,71,sqrt,19,33,kneighborsClassifier,1,10,sgd,uniform,0.9029304029304029
identity,kd_tree,14,entropy,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,16,invscaling,86,auto,17,38,kneighborsClassifier,7,5,sgd,uniform,0.782051282051282
relu,brute,27,entropy,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,30,invscaling,40,auto,16,40,nnClassifier,9,2,sgd,uniform,0.07142857142857142
identity,ball_tree,8,entropy,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,8,adaptive,85,sqrt,8,16,nnClassifier,3,2,lbfgs,distance,0.2673992673992674
tanh,ball_tree,29,entropy,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,11,constant,94,sqrt,11,25,kneighborsClassifier,7,1,adam,distance,0.9157509157509157
tanh,brute,25,entropy,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,37,constant,37,log2,18,18,nnClassifier,6,3,adam,uniform,0.336996336996337
logistic,auto,29,gini,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,38,adaptive,79,log2,20,24,randomForestClassifier,10,1,adam,uniform,0.8992673992673993
tanh,kd_tree,20,entropy,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,14,invscaling,8,log2,3,37,randomForestClassifier,5,6,sgd,uniform,0.8809523809523809
relu,brute,26,gini,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,20,constant,20,auto,20,33,nnClassifier,6,1,lbfgs,uniform,0.36446886446886445
tanh,auto,11,entropy,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,7,adaptive,93,log2,11,17,nnClassifier,9,10,adam,distance,0.3608058608058608
identity,auto,12,entropy,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,33,constant,35,auto,9,2,nnClassifier,10,2,adam,uniform,0.20695970695970695
tanh,kd_tree,14,gini,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,30,adaptive,63,auto,2,16,nnClassifier,4,6,sgd,distance,0.304029304029304
relu,brute,32,gini,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,23,constant,55,sqrt,6,30,nnClassifier,9,5,sgd,distance,0.36446886446886445
identity,brute,28,gini,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,35,adaptive,76,log2,20,27,randomForestClassifier,1,5,sgd,distance,0.8809523809523809
tanh,brute,18,entropy,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,11,constant,70,auto,12,38,kneighborsClassifier,3,5,sgd,distance,0.8516483516483516
