activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,26,entropy,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,16,adaptive,94,sqrt,14,21,nnClassifier,4,1,sgd,distance,0.315018315018315
logistic,auto,30,gini,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,28,adaptive,51,log2,11,16,nnClassifier,2,5,adam,distance,0.3333333333333333
identity,brute,31,entropy,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,29,constant,23,log2,18,38,randomForestClassifier,7,7,adam,distance,0.9065934065934066
relu,brute,28,entropy,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,25,constant,3,sqrt,20,16,nnClassifier,7,2,sgd,uniform,0.32967032967032966
identity,auto,12,gini,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,26,invscaling,19,sqrt,13,17,kneighborsClassifier,2,8,sgd,distance,0.924908424908425
relu,ball_tree,18,gini,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,18,constant,15,sqrt,9,18,kneighborsClassifier,7,4,sgd,uniform,0.826007326007326
relu,ball_tree,11,gini,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,26,invscaling,16,log2,7,40,randomForestClassifier,2,7,adam,distance,0.9395604395604396
tanh,auto,8,entropy,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,40,adaptive,47,sqrt,17,8,randomForestClassifier,6,1,sgd,uniform,0.8864468864468864
tanh,auto,11,gini,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,5,adaptive,45,log2,11,8,kneighborsClassifier,6,4,sgd,distance,0.8681318681318682
logistic,ball_tree,15,entropy,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,22,constant,15,sqrt,5,30,kneighborsClassifier,3,4,adam,uniform,0.8003663003663004
identity,kd_tree,17,entropy,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,22,invscaling,57,log2,15,3,randomForestClassifier,3,3,sgd,distance,0.8882783882783882
identity,ball_tree,31,entropy,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,15,invscaling,62,sqrt,17,3,randomForestClassifier,7,10,lbfgs,uniform,0.9120879120879121
tanh,ball_tree,17,gini,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,31,adaptive,21,sqrt,5,34,nnClassifier,1,7,sgd,distance,0.3882783882783883
tanh,auto,24,gini,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,16,adaptive,99,log2,17,22,nnClassifier,6,3,lbfgs,uniform,0.31684981684981683
tanh,brute,26,gini,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,9,invscaling,18,auto,19,20,randomForestClassifier,5,3,sgd,distance,0.8937728937728938
identity,brute,30,entropy,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,19,adaptive,86,auto,18,16,kneighborsClassifier,2,1,lbfgs,distance,0.8498168498168498
logistic,ball_tree,15,entropy,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,39,adaptive,59,log2,11,35,randomForestClassifier,3,1,lbfgs,distance,0.8717948717948718
relu,brute,27,gini,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,38,invscaling,51,sqrt,9,35,randomForestClassifier,8,1,sgd,distance,0.9029304029304029
tanh,ball_tree,29,entropy,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,35,adaptive,33,sqrt,18,13,kneighborsClassifier,7,3,adam,uniform,0.7967032967032966
tanh,kd_tree,17,entropy,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,7,constant,51,auto,19,10,nnClassifier,1,4,adam,distance,0.38644688644688646
relu,ball_tree,27,entropy,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,36,constant,12,auto,13,31,randomForestClassifier,4,5,sgd,uniform,0.8864468864468864
tanh,kd_tree,9,entropy,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,40,invscaling,7,auto,15,2,nnClassifier,2,8,sgd,distance,0.22344322344322345
identity,ball_tree,19,entropy,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,28,adaptive,60,sqrt,18,38,randomForestClassifier,8,8,adam,distance,0.8937728937728938
identity,ball_tree,30,gini,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,4,constant,47,log2,6,12,nnClassifier,7,6,sgd,uniform,0.2326007326007326
relu,ball_tree,16,gini,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,33,invscaling,19,sqrt,10,23,kneighborsClassifier,7,1,adam,distance,0.9157509157509157
identity,auto,23,gini,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,32,invscaling,74,log2,17,38,nnClassifier,3,8,adam,uniform,0.23626373626373626
tanh,ball_tree,10,gini,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,35,constant,17,sqrt,14,16,kneighborsClassifier,8,6,lbfgs,uniform,0.8663003663003663
relu,brute,9,entropy,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,32,adaptive,87,sqrt,20,21,nnClassifier,9,9,adam,distance,0.3443223443223443
relu,kd_tree,30,gini,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,4,constant,43,auto,4,12,nnClassifier,10,9,lbfgs,uniform,0.34065934065934067
tanh,ball_tree,27,gini,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,36,invscaling,34,log2,9,37,randomForestClassifier,6,3,sgd,uniform,0.9835164835164835
tanh,kd_tree,20,entropy,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,invscaling,65,log2,3,30,kneighborsClassifier,7,10,sgd,uniform,0.8424908424908425
logistic,kd_tree,17,entropy,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,34,constant,86,auto,14,27,randomForestClassifier,3,8,adam,uniform,0.9743589743589743
identity,brute,13,entropy,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,40,invscaling,37,log2,8,34,nnClassifier,8,8,adam,distance,0.17765567765567766
identity,brute,18,gini,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,26,constant,81,sqrt,14,19,randomForestClassifier,9,6,lbfgs,distance,0.9194139194139194
logistic,kd_tree,16,gini,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,20,invscaling,29,sqrt,6,22,randomForestClassifier,6,9,sgd,distance,0.9706959706959707
relu,kd_tree,16,gini,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,19,adaptive,17,auto,9,5,kneighborsClassifier,10,2,adam,distance,0.826007326007326
identity,brute,21,entropy,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,19,constant,16,auto,6,37,kneighborsClassifier,4,6,sgd,distance,0.8736263736263736
identity,ball_tree,12,gini,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,30,constant,51,auto,19,22,nnClassifier,4,4,adam,distance,0.23809523809523808
identity,brute,16,entropy,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,34,adaptive,23,log2,20,24,kneighborsClassifier,8,10,sgd,distance,0.8461538461538461
logistic,ball_tree,10,entropy,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,20,invscaling,53,log2,16,15,kneighborsClassifier,1,4,adam,uniform,0.8498168498168498
logistic,brute,20,entropy,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,8,adaptive,62,sqrt,7,19,randomForestClassifier,10,1,sgd,uniform,0.9688644688644689
relu,auto,31,entropy,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,2,invscaling,83,log2,20,32,randomForestClassifier,10,9,lbfgs,uniform,0.8644688644688645
identity,ball_tree,29,entropy,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,11,invscaling,33,log2,13,35,randomForestClassifier,10,5,adam,uniform,0.9084249084249084
relu,ball_tree,24,entropy,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,39,invscaling,69,sqrt,4,13,kneighborsClassifier,1,8,sgd,distance,0.8809523809523809
tanh,auto,31,gini,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,29,adaptive,47,log2,18,26,randomForestClassifier,2,9,sgd,uniform,0.9084249084249084
relu,auto,15,gini,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,31,adaptive,15,sqrt,10,31,kneighborsClassifier,1,5,sgd,uniform,0.7912087912087912
identity,auto,19,gini,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,27,adaptive,66,log2,4,40,kneighborsClassifier,6,2,lbfgs,uniform,0.8241758241758241
relu,brute,20,gini,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,5,invscaling,24,auto,17,26,kneighborsClassifier,7,4,lbfgs,distance,0.9047619047619048
tanh,ball_tree,19,entropy,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,25,invscaling,78,log2,7,25,randomForestClassifier,2,8,lbfgs,uniform,0.8937728937728938
logistic,kd_tree,13,gini,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,11,adaptive,58,log2,2,11,kneighborsClassifier,4,4,sgd,distance,0.8809523809523809
tanh,ball_tree,9,gini,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,28,adaptive,97,sqrt,13,5,kneighborsClassifier,10,2,lbfgs,uniform,0.8076923076923077
relu,auto,26,gini,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,36,adaptive,13,log2,14,16,nnClassifier,9,7,lbfgs,uniform,0.326007326007326
tanh,ball_tree,18,gini,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,16,adaptive,83,sqrt,17,16,nnClassifier,9,4,sgd,uniform,0.3058608058608059
logistic,kd_tree,16,entropy,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,12,invscaling,21,log2,5,38,nnClassifier,7,8,lbfgs,distance,0.31135531135531136
identity,ball_tree,23,gini,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,27,constant,18,sqrt,11,33,kneighborsClassifier,10,10,lbfgs,distance,0.8663003663003663
tanh,brute,18,entropy,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,25,adaptive,91,auto,19,34,randomForestClassifier,5,6,sgd,distance,0.967032967032967
relu,brute,23,gini,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,37,constant,84,log2,18,21,randomForestClassifier,10,2,sgd,distance,0.8827838827838828
logistic,brute,14,gini,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,5,constant,26,auto,5,22,randomForestClassifier,9,3,lbfgs,uniform,0.967032967032967
relu,kd_tree,23,gini,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,7,adaptive,73,auto,7,33,kneighborsClassifier,10,8,adam,uniform,0.7802197802197802
tanh,brute,22,gini,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,33,constant,44,log2,14,30,nnClassifier,5,7,lbfgs,distance,0.32051282051282054
relu,kd_tree,14,entropy,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,10,adaptive,51,auto,11,3,nnClassifier,7,5,sgd,distance,0.3058608058608059
identity,auto,23,entropy,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,12,adaptive,75,log2,3,22,randomForestClassifier,10,2,adam,uniform,0.9908424908424909
logistic,auto,32,gini,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,21,adaptive,39,auto,7,5,nnClassifier,3,2,adam,distance,0.28205128205128205
logistic,kd_tree,17,entropy,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,25,constant,79,auto,19,40,randomForestClassifier,4,2,sgd,uniform,0.9175824175824175
relu,kd_tree,28,gini,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,17,adaptive,19,log2,13,22,nnClassifier,2,2,lbfgs,uniform,0.2454212454212454
identity,auto,31,entropy,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,30,invscaling,17,auto,18,31,kneighborsClassifier,8,4,sgd,distance,0.8663003663003663
tanh,auto,23,gini,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,21,invscaling,23,auto,15,2,kneighborsClassifier,4,2,lbfgs,distance,0.8644688644688645
logistic,ball_tree,10,entropy,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,40,adaptive,5,log2,9,34,nnClassifier,9,4,adam,distance,0.28205128205128205
tanh,auto,13,gini,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,35,invscaling,22,log2,20,17,nnClassifier,1,2,lbfgs,distance,0.16117216117216118
tanh,brute,27,gini,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,10,constant,93,sqrt,15,32,kneighborsClassifier,1,10,lbfgs,uniform,0.7857142857142857
logistic,kd_tree,13,entropy,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,30,invscaling,27,log2,13,16,randomForestClassifier,4,7,adam,uniform,0.9065934065934066
logistic,auto,16,entropy,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,5,constant,10,sqrt,9,6,kneighborsClassifier,5,5,adam,uniform,0.8827838827838828
