feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8666666666666667,118.40277743339539
1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8074074074074075,123.01002764701843
1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,19,auto,4,26,nan,nan,NA,NA,0.8629629629629629,128.59907722473145
1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8814814814814815,133.49884581565857
1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8148148148148148,138.389417886734
1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,log2,14,27,nan,nan,NA,NA,0.8444444444444444,143.84436631202698
1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8777777777777778,148.69205784797668
1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8833333333333333,153.6079728603363
1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8796296296296297,158.66494131088257
1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.8277777777777777,163.60861611366272
1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8444444444444444,170.02453684806824
0,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8222222222222222,175.54902720451355
0,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,5,NA,distance,0.7925925925925926,179.77754020690918
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,2,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8833333333333333,185.38004970550537
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8907407407407407,190.81006836891174
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8796296296296297,195.96538853645325
1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8462962962962963,201.2266502380371
1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8314814814814815,206.3669888973236
1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8796296296296297,212.01438069343567
1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8740740740740741,217.5625023841858
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8833333333333333,223.59060502052307
1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,sqrt,5,15,nan,nan,NA,NA,0.8444444444444444,228.70356726646423
0,1,1,1,1,nnClassifier,relu,NA,28,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.5981481481481481,244.1157968044281
0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,19,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8592592592592593,249.390686750412
1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8703703703703703,254.73932719230652
1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,17,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8277777777777777,260.28683042526245
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.8388888888888889,265.03129982948303
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8907407407407407,270.3410096168518
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8907407407407407,275.4745740890503
0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8648148148148148,280.8886008262634
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8907407407407407,285.7252621650696
0,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8296296296296296,290.02447867393494
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8888888888888888,294.8553056716919
0,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8277777777777777,299.6593337059021
1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8481481481481481,304.6683020591736
1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8814814814814815,309.6474800109863
0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8555555555555555,315.02291989326477
1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8666666666666667,319.74059081077576
1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8851851851851852,324.97368574142456
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8537037037037037,329.66237926483154
1,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8907407407407407,335.2457363605499
0,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,4,NA,distance,0.7944444444444444,339.4331512451172
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8388888888888889,344.28822135925293
1,1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8537037037037037,349.0217559337616
0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.8333333333333334,354.02372193336487
1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8666666666666667,359.0489661693573
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8833333333333333,363.6787178516388
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8777777777777778,368.0088322162628
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8611111111111112,372.6543462276459
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8907407407407407,377.7510437965393
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8462962962962963,382.7930850982666
1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,23,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8814814814814815,387.85962295532227
0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,5,NA,distance,0.7685185185185185,392.80398058891296
1,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8148148148148148,397.3434474468231
0,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8518518518518519,402.7196407318115
1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8759259259259259,407.8785698413849
0,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,9,NA,nan,NA,nan,nan,nan,9,NA,distance,0.8240740740740741,412.8279185295105
0,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8222222222222222,417.5070888996124
1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8962962962962963,422.53117656707764
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8740740740740741,427.0660619735718
1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8296296296296296,432.0506258010864
1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8574074074074074,436.3906695842743
0,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,1,NA,distance,0.7037037037037037,440.8087012767792
1,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,distance,0.7814814814814814,445.24040055274963
1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8722222222222222,449.5724194049835
1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8407407407407408,454.8972284793854
1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,2,NA,distance,0.8740740740740741,459.9079632759094
1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,2,NA,distance,0.825925925925926,464.4769196510315
1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,10,NA,distance,0.8351851851851851,469.39977526664734
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8962962962962963,474.5141351222992
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8962962962962963,480.09223103523254
0,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,9,NA,distance,0.7240740740740741,485.20478558540344
1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,23,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8814814814814815,489.42560052871704
1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8740740740740741,494.8660454750061
1,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,7,NA,distance,0.8407407407407408,499.6566352844238
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8740740740740741,504.4474928379059
1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,5,NA,distance,0.8444444444444444,508.8700518608093
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8925925925925926,513.297354221344
0,1,1,1,0,nnClassifier,relu,NA,30,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.6037037037037037,526.4296360015869
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8962962962962963,532.3953335285187
