,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
34,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,nnClassifier,relu,None,20.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.990234375,ok,142.20090541499667
35,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,nnClassifier,logistic,None,26.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.990234375,ok,150.98940390604548
36,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,nnClassifier,tanh,None,26.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.990234375,ok,156.41345844604075
37,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,nnClassifier,identity,None,18.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.990234375,ok,162.9979903739877
38,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,6.0,log2,11.0,3.0,None,None,None,None,0.390625,ok,167.5844085230492
39,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,nnClassifier,relu,None,24.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.990234375,ok,168.21640598983504
40,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,nnClassifier,logistic,None,29.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.990234375,ok,168.96819962584414
41,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,3.0,log2,16.0,39.0,None,None,None,None,0.126953125,ok,172.98369556083344
42,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,15,None,None,None,None,None,None,10,None,uniform,0.009765625,ok,173.05354032991454
43,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,nnClassifier,tanh,None,15.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.990234375,ok,187.98707087989897
44,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,59.0,auto,20.0,31.0,None,None,None,None,0.345703125,ok,194.28315188596025
45,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,3,None,None,None,None,None,None,3,None,uniform,0.009765625,ok,194.35647461004555
46,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,nnClassifier,logistic,None,27.0,None,None,invscaling,None,None,None,None,5.0,None,adam,None,0.990234375,ok,204.543545905035
47,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,nnClassifier,relu,None,11.0,None,None,invscaling,None,None,None,None,2.0,None,adam,None,0.990234375,ok,214.476288639009
48,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,kneighborsClassifier,None,kd_tree,None,None,40,None,None,None,None,None,None,4,None,uniform,0.005859375,ok,214.54138378193602
49,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,46.0,log2,8.0,4.0,None,None,None,None,0.37109375,ok,223.02110386895947
50,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,nnClassifier,logistic,None,31.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.990234375,ok,225.77126836404204
51,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,10,None,distance,0.01953125,ok,225.83659114385955
52,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,73.0,auto,2.0,33.0,None,None,None,None,0.58984375,ok,228.27563221589662
53,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,nnClassifier,logistic,None,24.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.990234375,ok,231.15140950097702
54,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,nnClassifier,identity,None,29.0,None,None,constant,None,None,None,None,9.0,None,adam,None,0.98828125,ok,234.08710745885037
55,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,2,None,distance,0.015625,ok,234.14978736499324
56,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,nnClassifier,tanh,None,23.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.990234375,ok,244.9366186929401
57,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,24.0,log2,15.0,9.0,None,None,None,None,0.01171875,ok,247.211043540854
58,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,nnClassifier,relu,None,8.0,None,None,invscaling,None,None,None,None,4.0,None,lbfgs,None,0.990234375,ok,250.52372029796243
59,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,nnClassifier,identity,None,18.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,0.98828125,ok,250.8253151688259
60,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,14,None,None,None,None,None,None,9,None,uniform,0.005859375,ok,250.89775686105713
61,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,nnClassifier,relu,None,16.0,None,None,constant,None,None,None,None,1.0,None,adam,None,0.990234375,ok,259.7496383660473
62,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,nnClassifier,relu,None,17.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.990234375,ok,260.31856875889935
63,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,53.0,auto,13.0,30.0,None,None,None,None,0.322265625,ok,267.2568447289523
64,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,nnClassifier,tanh,None,13.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.990234375,ok,274.7973052910529
65,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,nnClassifier,relu,None,10.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.990234375,ok,276.07056498201564
66,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,nnClassifier,tanh,None,11.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.98828125,ok,276.8632772869896
67,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,nnClassifier,relu,None,20.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.990234375,ok,281.6884693738539
68,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,nnClassifier,tanh,None,21.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.990234375,ok,293.0517332199961
69,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,nnClassifier,relu,None,32.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.990234375,ok,300.6430433918722
70,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,nnClassifier,relu,None,8.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.98828125,ok,301.24468660983257
71,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,nnClassifier,tanh,None,22.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.990234375,ok,306.6797336859163
72,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,nnClassifier,relu,None,10.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.990234375,ok,307.44998565805145
73,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,nnClassifier,logistic,None,14.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,0.990234375,ok,308.1275151439477
74,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,nnClassifier,tanh,None,12.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.990234375,ok,308.7767179228831
75,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,nnClassifier,identity,None,18.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.98828125,ok,313.04297919687815
76,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,20,None,None,None,None,None,None,5,None,uniform,0.009765625,ok,313.13992152083665
77,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,nnClassifier,relu,None,9.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.990234375,ok,320.4327319788281
78,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,nnClassifier,relu,None,11.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.990234375,ok,334.1414414260071
79,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,16.0,log2,18.0,24.0,None,None,None,None,0.49609375,ok,341.2567573559936
80,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,nnClassifier,logistic,None,24.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.990234375,ok,343.4407970549073
81,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,nnClassifier,logistic,None,20.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.990234375,ok,350.8746428049635
82,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,12,None,None,None,None,None,None,6,None,distance,0.01171875,ok,350.94455454987474
83,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,nnClassifier,tanh,None,19.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.990234375,ok,355.6739507059101
84,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,99.0,auto,9.0,35.0,None,None,None,None,0.5703125,ok,357.84113072697073
85,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,nnClassifier,tanh,None,26.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.98828125,ok,361.5308888759464
86,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,nnClassifier,identity,None,16.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.98828125,ok,370.39988722489215
87,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,3,None,None,None,None,None,None,8,None,uniform,0.00390625,ok,370.4808680349961
88,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,nnClassifier,logistic,None,28.0,None,None,adaptive,None,None,None,None,3.0,None,adam,None,0.98828125,ok,380.23163426690735
89,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,83.0,log2,14.0,7.0,None,None,None,None,0.341796875,ok,387.1324531198479
90,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,nnClassifier,logistic,None,31.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.990234375,ok,390.514027931029
91,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,nnClassifier,logistic,None,30.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.990234375,ok,399.74974267487414
92,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,nnClassifier,logistic,None,26.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.990234375,ok,410.04013641388156
93,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,kneighborsClassifier,None,auto,None,None,34,None,None,None,None,None,None,3,None,distance,0.009765625,ok,410.1028077688534
94,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,nnClassifier,logistic,None,27.0,None,None,invscaling,None,None,None,None,5.0,None,adam,None,0.986328125,ok,419.570957576856
95,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,42.0,auto,10.0,27.0,None,None,None,None,0.486328125,ok,422.30625159689225
96,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,nnClassifier,relu,None,14.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.990234375,ok,422.91853661090136
97,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,nnClassifier,relu,None,9.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.990234375,ok,423.5231989468448
98,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,nnClassifier,relu,None,9.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,0.98828125,ok,425.1285339470487
99,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,24,None,None,None,None,None,None,2,None,distance,0.017578125,ok,425.1937312190421
