,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
14,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,nnClassifier,logistic,None,10.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.990234375,ok,62.841843367088586
15,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,35,sqrt,13,25,None,None,None,None,0.490234375,ok,64.39112018700689
16,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,48,auto,15,19,None,None,None,None,0.0703125,ok,74.8717994519975
17,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,7,log2,6,16,None,None,None,None,0.44921875,ok,81.81308644916862
18,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,82,sqrt,2,24,None,None,None,None,0.365234375,ok,90.66187337902375
19,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,39.0,None,None,None,None,None,None,7.0,None,uniform,0.005859375,ok,90.74689641222358
20,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,nnClassifier,relu,None,8.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.990234375,ok,114.17097837012261
21,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,nnClassifier,relu,None,9.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.990234375,ok,136.65272689703852
22,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,nnClassifier,relu,None,18.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.990234375,ok,148.90150884608738
23,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,nnClassifier,identity,None,16.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.990234375,ok,152.49532103911042
24,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,nnClassifier,identity,None,15.0,None,None,invscaling,None,None,None,None,9.0,None,sgd,None,0.990234375,ok,158.23562128911726
25,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,nnClassifier,identity,None,18.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.990234375,ok,160.93492927821353
26,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,nnClassifier,identity,None,22.0,None,None,constant,None,None,None,None,10.0,None,lbfgs,None,0.990234375,ok,161.0879092020914
27,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,nnClassifier,identity,None,23.0,None,None,invscaling,None,None,None,None,10.0,None,lbfgs,None,0.990234375,ok,161.25265056011267
28,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,nnClassifier,identity,None,22.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,0.990234375,ok,161.4154520931188
29,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,nnClassifier,logistic,None,12.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.98828125,ok,175.78624433814548
30,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,nnClassifier,logistic,None,24.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.98828125,ok,176.97174420417286
31,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,8.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.990234375,ok,202.54072830616497
32,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,11.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.990234375,ok,221.99348811316304
33,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,12.0,None,None,invscaling,None,None,None,None,2.0,None,adam,None,0.986328125,ok,241.42887886520475
34,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,nnClassifier,relu,None,32.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.98828125,ok,249.2428857991472
35,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,nnClassifier,relu,None,20.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.986328125,ok,252.21479137521237
36,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,kneighborsClassifier,None,auto,None,None,4.0,None,None,None,None,None,None,10.0,None,distance,0.013671875,ok,252.28697696211748
37,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,nnClassifier,identity,None,15.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.98828125,ok,252.45319735305384
38,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,nnClassifier,relu,None,20.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.984375,ok,255.9234314961359
39,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,1.0,None,distance,0.013671875,ok,255.9961135541089
40,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,nnClassifier,identity,None,25.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.990234375,ok,258.60593061707914
41,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,10.0,None,distance,0.017578125,ok,258.70597023912705
42,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,nnClassifier,relu,None,31.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.984375,ok,259.8696035600733
43,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,99,auto,19,36,None,None,None,None,0.072265625,ok,261.8380643171258
44,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,nnClassifier,identity,None,30.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,0.98828125,ok,262.01567619713023
45,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,12.0,None,None,None,None,None,None,6.0,None,distance,0.01171875,ok,262.0808519641869
46,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,66,log2,2,40,None,None,None,None,0.068359375,ok,272.1360440989956
47,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,nnClassifier,identity,None,15.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,0.986328125,ok,276.1461352230981
48,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,nnClassifier,relu,None,17.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.986328125,ok,288.92910221312195
49,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,99,sqrt,18,33,None,None,None,None,0.412109375,ok,290.9453062491957
50,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,9.0,None,uniform,0.013671875,ok,291.01912792609073
51,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,nnClassifier,tanh,None,12.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.984375,ok,300.5278157382272
52,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,68,log2,5,10,None,None,None,None,0.611328125,ok,303.68711049319245
53,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,nnClassifier,identity,None,19.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.990234375,ok,303.9496094950009
54,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,kneighborsClassifier,None,ball_tree,None,None,17.0,None,None,None,None,None,None,2.0,None,uniform,0.01171875,ok,304.01488628122024
55,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,nnClassifier,relu,None,26.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,0.990234375,ok,304.21680176607333
56,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,nnClassifier,identity,None,23.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.986328125,ok,304.37526029907167
57,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,5,auto,14,31,None,None,None,None,0.029296875,ok,309.9494892791845
58,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,nnClassifier,identity,None,21.0,None,None,invscaling,None,None,None,None,7.0,None,adam,None,0.986328125,ok,313.0961923110299
59,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,nnClassifier,identity,None,17.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.990234375,ok,319.1462768120691
60,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,kneighborsClassifier,None,auto,None,None,7.0,None,None,None,None,None,None,5.0,None,distance,0.00390625,ok,319.2099485062063
61,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,10.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.990234375,ok,340.05185567215085
62,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,43,sqrt,10,30,None,None,None,None,0.484375,ok,342.1932222461328
63,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,8.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.984375,ok,363.94757431116886
64,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,28.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.990234375,ok,365.7165749631822
65,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,nnClassifier,tanh,None,10.0,None,None,adaptive,None,None,None,None,2.0,None,sgd,None,0.984375,ok,386.5634536182042
66,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,13.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.990234375,ok,403.12738057016395
67,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,nnClassifier,logistic,None,22.0,None,None,invscaling,None,None,None,None,10.0,None,lbfgs,None,0.986328125,ok,404.14275138801895
68,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,nnClassifier,relu,None,25.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.986328125,ok,412.55353764700703
69,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,nnClassifier,relu,None,9.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.98828125,ok,435.7649882941041
70,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,nnClassifier,relu,None,14.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.98828125,ok,447.9367982391268
71,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,nnClassifier,identity,None,27.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.990234375,ok,450.35729240207
72,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,nnClassifier,identity,None,27.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.990234375,ok,453.28374784020707
73,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,nnClassifier,logistic,None,17.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,0.986328125,ok,468.73272958607413
74,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,nnClassifier,identity,None,26.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,0.986328125,ok,468.9731992292218
75,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,30.0,None,None,None,None,None,None,6.0,None,distance,0.013671875,ok,469.0715835830197
76,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,nnClassifier,tanh,None,18.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.990234375,ok,482.1837608150672
77,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,nnClassifier,identity,None,19.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.990234375,ok,485.5911778071895
78,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,86,auto,16,2,None,None,None,None,0.076171875,ok,493.86530677601695
79,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,nnClassifier,logistic,None,23.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,0.986328125,ok,495.30207270011306
80,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,11.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.990234375,ok,514.2500255731866
81,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,1.0,None,uniform,0.005859375,ok,514.3215587341692
82,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,nnClassifier,identity,None,29.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.990234375,ok,516.5921649290249
83,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,nnClassifier,identity,None,14.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.990234375,ok,520.488524248125
84,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,19,sqrt,4,39,None,None,None,None,0.609375,ok,522.8107333600055
85,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,nnClassifier,relu,None,21.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.990234375,ok,533.4282319280319
86,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,nnClassifier,relu,None,16.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.98828125,ok,546.6508683860302
87,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,4.0,None,uniform,0.01171875,ok,546.7522164420225
88,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,63,log2,8,12,None,None,None,None,0.4453125,ok,555.816203400027
89,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,nnClassifier,tanh,None,10.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.990234375,ok,576.6582881461363
90,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,nnClassifier,tanh,None,9.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.984375,ok,593.1566868422087
91,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,nnClassifier,relu,None,14.0,None,None,invscaling,None,None,None,None,1.0,None,sgd,None,0.990234375,ok,607.432752561057
92,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,nnClassifier,relu,None,31.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,0.990234375,ok,614.0272641340271
93,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,24.0,None,None,None,None,None,None,9.0,None,distance,0.021484375,ok,614.0945317130536
94,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,75,log2,19,18,None,None,None,None,0.03125,ok,616.0894573740661
95,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,nnClassifier,relu,None,9.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.990234375,ok,638.0557203830685
96,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,nnClassifier,relu,None,19.0,None,None,constant,None,None,None,None,4.0,None,lbfgs,None,0.98828125,ok,640.4660055630375
97,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,nnClassifier,identity,None,16.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.986328125,ok,640.8507890200708
98,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,3.0,None,distance,0.015625,ok,640.9176379840355
99,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,nnClassifier,identity,None,21.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.990234375,ok,642.701402669074
