,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,59.0,log2,13.0,18.0,None,None,None,None,0.033203125,ok,65.99582495191135
13,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,kneighborsClassifier,None,auto,None,None,29.0,None,None,None,None,None,None,2.0,None,distance,0.0078125,ok,66.03951813210733
14,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,24.0,sqrt,17.0,36.0,None,None,None,None,0.05078125,ok,67.59941823594272
15,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,nnClassifier,tanh,None,10,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,0.994140625,ok,69.16792258108035
16,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,6.0,None,distance,0.0078125,ok,69.21000891108997
17,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,32.0,sqrt,8.0,15.0,None,None,None,None,0.212890625,ok,77.39539833599702
18,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,nnClassifier,identity,None,20,None,None,adaptive,None,None,None,None,3,None,adam,None,0.994140625,ok,79.48898421111517
19,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,kneighborsClassifier,None,kd_tree,None,None,22.0,None,None,None,None,None,None,3.0,None,uniform,0.0078125,ok,79.53485378110781
20,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,31,None,None,constant,None,None,None,None,2,None,sgd,None,0.99609375,ok,83.26307286391966
21,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,24,None,None,constant,None,None,None,None,4,None,sgd,None,0.99609375,ok,85.98285793000832
22,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,10,None,None,constant,None,None,None,None,1,None,sgd,None,0.99609375,ok,91.1601980929263
23,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,16,None,None,constant,None,None,None,None,1,None,sgd,None,0.99609375,ok,95.53434402798302
24,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,24,None,None,constant,None,None,None,None,3,None,lbfgs,None,0.984375,ok,96.32816889393143
25,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,9,None,None,invscaling,None,None,None,None,1,None,sgd,None,0.99609375,ok,118.04187492001802
26,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,relu,None,15,None,None,constant,None,None,None,None,1,None,sgd,None,0.99609375,ok,124.61480488092639
27,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,14,None,None,constant,None,None,None,None,2,None,sgd,None,0.99609375,ok,129.32482525799423
28,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,9,None,None,invscaling,None,None,None,None,3,None,lbfgs,None,0.99609375,ok,129.6175493421033
29,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,relu,None,13,None,None,constant,None,None,None,None,2,None,sgd,None,0.9921875,ok,138.72745397896506
30,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,20,None,None,constant,None,None,None,None,4,None,sgd,None,0.99609375,ok,141.45206300006248
31,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,8,None,None,invscaling,None,None,None,None,3,None,lbfgs,None,0.99609375,ok,141.65002994798124
32,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,nnClassifier,identity,None,12,None,None,invscaling,None,None,None,None,6,None,lbfgs,None,0.984375,ok,141.89082150091417
33,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,32,None,None,constant,None,None,None,None,10,None,sgd,None,0.99609375,ok,143.89672254608013
34,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,17,None,None,invscaling,None,None,None,None,4,None,lbfgs,None,0.99609375,ok,144.0718285779003
35,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,2.0,auto,3.0,38.0,None,None,None,None,0.080078125,ok,144.8133806309197
36,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,3.0,None,None,None,None,None,None,10.0,None,uniform,0.009765625,ok,144.90996829303913
37,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,nnClassifier,logistic,None,18,None,None,invscaling,None,None,None,None,4,None,lbfgs,None,0.99609375,ok,145.08259233902209
38,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,identity,None,23,None,None,invscaling,None,None,None,None,6,None,lbfgs,None,0.984375,ok,145.26554848905653
39,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,7.0,auto,2.0,2.0,None,None,None,None,0.5078125,ok,146.7625149730593
40,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,9.0,None,None,None,None,None,None,10.0,None,uniform,0.01171875,ok,146.84285177988932
41,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,nnClassifier,tanh,None,22,None,None,invscaling,None,None,None,None,4,None,adam,None,0.986328125,ok,152.01722646411508
42,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,nnClassifier,relu,None,18,None,None,invscaling,None,None,None,None,2,None,lbfgs,None,0.984375,ok,152.84205927001312
43,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,63.0,auto,17.0,30.0,None,None,None,None,0.427734375,ok,160.41305699711666
44,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,7.0,None,uniform,0.017578125,ok,160.51678577810526
45,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,nnClassifier,logistic,None,26,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,0.984375,ok,161.22850812389515
46,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,41.0,auto,6.0,2.0,None,None,None,None,0.5234375,ok,164.29764042096213
47,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,15.0,None,None,None,None,None,None,9.0,None,uniform,0.0078125,ok,164.38214034191333
48,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,nnClassifier,logistic,None,21,None,None,invscaling,None,None,None,None,3,None,adam,None,0.984375,ok,174.24398339306936
49,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,nnClassifier,identity,None,27,None,None,constant,None,None,None,None,8,None,sgd,None,0.994140625,ok,176.9129211390391
50,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,79.0,sqrt,15.0,14.0,None,None,None,None,0.369140625,ok,185.80283299391158
51,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,7.0,None,None,None,None,None,None,5.0,None,distance,0.0234375,ok,185.99604515405372
52,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,nnClassifier,logistic,None,19,None,None,invscaling,None,None,None,None,7,None,lbfgs,None,0.984375,ok,186.79584388597868
53,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,nnClassifier,tanh,None,17,None,None,adaptive,None,None,None,None,6,None,adam,None,0.984375,ok,192.90604398096912
54,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,nnClassifier,relu,None,12,None,None,invscaling,None,None,None,None,8,None,lbfgs,None,0.990234375,ok,194.31403010501526
55,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,19.0,log2,20.0,32.0,None,None,None,None,0.40625,ok,196.31921011093073
56,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,17.0,None,None,None,None,None,None,1.0,None,uniform,0.01953125,ok,196.39118952001445
57,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,nnClassifier,identity,None,14,None,None,invscaling,None,None,None,None,2,None,adam,None,0.9921875,ok,203.5881608899217
58,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,nnClassifier,tanh,None,16,None,None,adaptive,None,None,None,None,5,None,lbfgs,None,0.984375,ok,204.2153164560441
59,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,nnClassifier,logistic,None,29,None,None,constant,None,None,None,None,4,None,sgd,None,0.99609375,ok,206.884947309969
60,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,46.0,auto,10.0,8.0,None,None,None,None,0.060546875,ok,218.02576810703613
61,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,nnClassifier,tanh,None,11,None,None,adaptive,None,None,None,None,5,None,adam,None,0.984375,ok,226.84692955901846
62,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,6.0,None,distance,0.03125,ok,227.01559976791032
63,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,nnClassifier,relu,None,29,None,None,constant,None,None,None,None,8,None,sgd,None,0.984375,ok,233.61938759195618
64,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,nnClassifier,logistic,None,25,None,None,constant,None,None,None,None,7,None,sgd,None,0.99609375,ok,235.80241089500487
65,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,nnClassifier,logistic,None,19,None,None,constant,None,None,None,None,4,None,sgd,None,0.99609375,ok,238.8454552469775
66,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,nnClassifier,logistic,None,21,None,None,constant,None,None,None,None,3,None,sgd,None,0.99609375,ok,242.8906555538997
67,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,nnClassifier,logistic,None,29,None,None,constant,None,None,None,None,7,None,sgd,None,0.99609375,ok,244.9553686811123
68,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,15,None,None,constant,None,None,None,None,1,None,sgd,None,0.99609375,ok,249.47920627705753
69,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,10,None,None,constant,None,None,None,None,1,None,sgd,None,0.99609375,ok,254.75618799799122
70,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,13,None,None,constant,None,None,None,None,1,None,sgd,None,0.99609375,ok,259.4669551360421
71,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,16,None,None,constant,None,None,None,None,2,None,sgd,None,0.99609375,ok,263.90273475903086
72,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,8,None,None,adaptive,None,None,None,None,1,None,sgd,None,0.99609375,ok,278.4832417499274
73,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,relu,None,11,None,None,constant,None,None,None,None,1,None,sgd,None,0.99609375,ok,285.66730545507744
74,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,relu,None,9,None,None,constant,None,None,None,None,2,None,sgd,None,0.99609375,ok,293.65764696896076
75,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,relu,None,14,None,None,invscaling,None,None,None,None,2,None,sgd,None,0.99609375,ok,297.9047773000784
76,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,79.0,log2,5.0,40.0,None,None,None,None,0.521484375,ok,300.3157196410466
77,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,relu,None,19,None,None,invscaling,None,None,None,None,3,None,lbfgs,None,0.984375,ok,301.01442564092577
78,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,8.0,None,distance,0.013671875,ok,301.1092609988991
79,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,nnClassifier,identity,None,31,None,None,constant,None,None,None,None,3,None,sgd,None,0.984375,ok,304.54488824191503
80,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,nnClassifier,logistic,None,17,None,None,invscaling,None,None,None,None,4,None,lbfgs,None,0.984375,ok,305.2374752420001
81,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,9.0,sqrt,10.0,11.0,None,None,None,None,0.44140625,ok,313.9196043689735
82,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,24,None,None,constant,None,None,None,None,2,None,sgd,None,0.99609375,ok,317.84893204201944
83,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,kneighborsClassifier,None,auto,None,None,9.0,None,None,None,None,None,None,5.0,None,uniform,0.013671875,ok,317.9243541150354
84,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,nnClassifier,tanh,None,32,None,None,constant,None,None,None,None,9,None,sgd,None,0.984375,ok,326.6940415510908
85,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,nnClassifier,logistic,None,28,None,None,constant,None,None,None,None,3,None,sgd,None,0.99609375,ok,330.4495265260339
86,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,gini,None,None,60.0,log2,4.0,29.0,None,None,None,None,0.58203125,ok,333.13301310292445
87,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,13,None,None,constant,None,None,None,None,1,None,sgd,None,0.99609375,ok,337.732743161032
88,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,21.0,None,None,None,None,None,None,1.0,None,uniform,0.013671875,ok,337.8055140420329
89,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,nnClassifier,relu,None,14,None,None,invscaling,None,None,None,None,2,None,lbfgs,None,0.984375,ok,338.88395034498535
90,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,nnClassifier,identity,None,23,None,None,constant,None,None,None,None,5,None,adam,None,0.98828125,ok,341.6066268829163
91,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,17,None,None,adaptive,None,None,None,None,10,None,lbfgs,None,0.986328125,ok,342.4669459410943
92,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,87.0,sqrt,18.0,21.0,None,None,None,None,0.326171875,ok,350.5823005300481
93,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,kneighborsClassifier,None,brute,None,None,36.0,None,None,None,None,None,None,7.0,None,distance,0.01953125,ok,350.6821999459062
94,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,nnClassifier,relu,None,15,None,None,constant,None,None,None,None,2,None,sgd,None,0.994140625,ok,363.98433955106884
95,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,9,None,None,invscaling,None,None,None,None,6,None,lbfgs,None,0.984375,ok,364.9644107839558
96,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,nnClassifier,logistic,None,13,None,None,constant,None,None,None,None,3,None,sgd,None,0.99609375,ok,368.53831445099786
97,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,nnClassifier,tanh,None,20,None,None,invscaling,None,None,None,None,4,None,adam,None,0.986328125,ok,375.53106870898046
98,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,36.0,auto,14.0,5.0,None,None,None,None,0.14453125,ok,377.5635525889229
99,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,26.0,None,None,None,None,None,None,9.0,None,distance,0.015625,ok,377.65926008392125
