,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
17,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,kneighborsClassifier,None,auto,None,None,17,None,None,None,None,None,None,2,None,distance,0.013671875,ok,27.8846941140946
18,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,nnClassifier,relu,None,30.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.99609375,ok,32.99719583103433
19,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,10,None,None,None,None,None,None,3,None,distance,0.01953125,ok,33.043011241126806
20,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,nnClassifier,relu,None,18.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.98828125,ok,34.30244790902361
21,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,31.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.99609375,ok,36.32083047903143
22,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,nnClassifier,relu,None,32.0,None,None,constant,None,None,None,None,7.0,None,sgd,None,0.990234375,ok,44.16581441019662
23,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,nnClassifier,tanh,None,32.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.990234375,ok,51.80438321107067
24,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.99609375,ok,56.89695331407711
25,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,10.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.99609375,ok,67.92120539001189
26,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,9.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.99609375,ok,80.07107673515566
27,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,9.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.99609375,ok,92.93492510798387
28,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,14.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.99609375,ok,108.22165539301932
29,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,nnClassifier,relu,None,15.0,None,None,invscaling,None,None,None,None,10.0,None,lbfgs,None,0.98828125,ok,108.77584172203206
30,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,96.0,log2,20.0,22.0,None,None,None,None,0.341796875,ok,115.97353642899543
31,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,nnClassifier,tanh,None,13.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.99609375,ok,132.71087083709426
32,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,sqrt,20.0,3.0,None,None,None,None,0.36328125,ok,141.14163790014572
33,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,nnClassifier,relu,None,22.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.98828125,ok,151.33082269714214
34,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,19.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.99609375,ok,158.39491781010292
35,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,81.0,log2,3.0,23.0,None,None,None,None,0.03125,ok,172.46804406214505
36,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,nnClassifier,logistic,None,11.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.99609375,ok,187.116958522005
37,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,nnClassifier,relu,None,18.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.98828125,ok,188.30201585404575
38,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,4.0,sqrt,11.0,40.0,None,None,None,None,0.15234375,ok,194.6673849611543
39,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,nnClassifier,tanh,None,16.0,None,None,invscaling,None,None,None,None,8.0,None,sgd,None,0.99609375,ok,208.45441894303076
40,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,nnClassifier,tanh,None,16.0,None,None,invscaling,None,None,None,None,9.0,None,sgd,None,0.99609375,ok,219.4774492790457
41,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,nnClassifier,tanh,None,22.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.99609375,ok,230.76601979415864
42,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,73.0,auto,2.0,14.0,None,None,None,None,0.517578125,ok,241.8667632350698
43,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,nnClassifier,tanh,None,25.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.9921875,ok,253.74841655720957
44,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,nnClassifier,tanh,None,23.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.98828125,ok,255.1563321731519
45,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,6.0,log2,17.0,28.0,None,None,None,None,0.091796875,ok,256.5075534270145
46,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,2,None,None,None,None,None,None,8,None,uniform,0.00390625,ok,256.5747418550309
47,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,nnClassifier,tanh,None,20.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.994140625,ok,269.89777155919
48,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,nnClassifier,logistic,None,12.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.99609375,ok,279.5024120330345
49,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,40,None,None,None,None,None,None,10,None,uniform,0.005859375,ok,279.57541047921404
50,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,nnClassifier,logistic,None,28.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.99609375,ok,288.8034564810805
51,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,kneighborsClassifier,None,brute,None,None,3,None,None,None,None,None,None,1,None,uniform,0.01171875,ok,288.8761053441558
52,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,68.0,sqrt,9.0,2.0,None,None,None,None,0.53125,ok,291.4328147440683
53,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,8.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.99609375,ok,313.4875997591298
54,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,nnClassifier,identity,None,27.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.994140625,ok,314.96182647906244
55,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,22,None,None,None,None,None,None,7,None,uniform,0.0078125,ok,315.0260517890565
56,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,nnClassifier,relu,None,30.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.99609375,ok,322.8927545840852
57,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,nnClassifier,identity,None,8.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.99609375,ok,325.5629904551897
58,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,nnClassifier,logistic,None,14.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.9921875,ok,326.9030454941094
59,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,28.0,auto,12.0,16.0,None,None,None,None,0.427734375,ok,335.3026021970436
60,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,40,None,None,None,None,None,None,5,None,distance,0.015625,ok,335.4019766941201
61,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,nnClassifier,logistic,None,28.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.99609375,ok,342.14279056410305
62,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,nnClassifier,identity,None,24.0,None,None,invscaling,None,None,None,None,2.0,None,adam,None,0.994140625,ok,343.42045340221375
63,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,nnClassifier,relu,None,12.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.990234375,ok,353.1040911800228
64,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,60.0,sqrt,5.0,40.0,None,None,None,None,0.404296875,ok,363.63378455210477
65,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,nnClassifier,tanh,None,21.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.99609375,ok,375.50615756912157
66,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,nnClassifier,tanh,None,16.0,None,None,invscaling,None,None,None,None,9.0,None,sgd,None,0.99609375,ok,390.2562733280938
67,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,nnClassifier,tanh,None,12.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,0.986328125,ok,398.00319065200165
68,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,nnClassifier,relu,None,17.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.98828125,ok,404.6894167640712
69,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,nnClassifier,tanh,None,19.0,None,None,invscaling,None,None,None,None,8.0,None,sgd,None,0.99609375,ok,417.27447891118936
70,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,10.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.99609375,ok,428.26598916202784
71,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,9.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.99609375,ok,440.32585690403357
72,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,10.0,None,None,adaptive,None,None,None,None,5.0,None,sgd,None,0.99609375,ok,451.3489914149977
73,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,9.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.99609375,ok,475.65931585407816
74,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,11.0,None,None,invscaling,None,None,None,None,3.0,None,adam,None,0.99609375,ok,488.749618638074
75,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,11.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.99609375,ok,507.65355747309513
76,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,34,None,None,None,None,None,None,9,None,uniform,0.02734375,ok,507.72460969607346
77,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,nnClassifier,logistic,None,31.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.98828125,ok,509.19368320400827
78,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,gini,None,None,91.0,auto,18.0,28.0,None,None,None,None,0.0390625,ok,510.8417577021755
79,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,nnClassifier,identity,None,13.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.986328125,ok,524.0006527681835
80,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,nnClassifier,identity,None,15.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.99609375,ok,530.9245684661437
81,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,6,None,None,None,None,None,None,10,None,distance,0.0234375,ok,530.9942117810715
82,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,nnClassifier,tanh,None,9.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.99609375,ok,538.2613375000656
83,1,0,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,nnClassifier,tanh,None,21.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.98828125,ok,549.984958659159
84,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,16.0,log2,9.0,17.0,None,None,None,None,0.107421875,ok,560.563158712117
85,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,nnClassifier,tanh,None,18.0,None,None,invscaling,None,None,None,None,8.0,None,lbfgs,None,0.984375,ok,561.2445900139865
86,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,29,None,None,None,None,None,None,4,None,uniform,0.021484375,ok,561.3150846650824
87,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,nnClassifier,logistic,None,13.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,0.98828125,ok,572.9013133381959
88,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,nnClassifier,logistic,None,14.0,None,None,constant,None,None,None,None,10.0,None,sgd,None,0.99609375,ok,575.5877238900866
89,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,nnClassifier,logistic,None,26.0,None,None,constant,None,None,None,None,10.0,None,adam,None,0.9921875,ok,582.7326057681348
90,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,55.0,log2,4.0,7.0,None,None,None,None,0.67578125,ok,586.7886705410201
91,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,nnClassifier,logistic,None,24.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.99609375,ok,592.9204426680226
92,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,kneighborsClassifier,None,brute,None,None,20,None,None,None,None,None,None,7,None,distance,0.0078125,ok,593.0142183022108
93,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,nnClassifier,logistic,None,11.0,None,None,constant,None,None,None,None,5.0,None,adam,None,0.99609375,ok,604.3574430951849
94,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,nnClassifier,identity,None,15.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,0.986328125,ok,604.6406694820616
95,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,37.0,auto,14.0,37.0,None,None,None,None,0.044921875,ok,614.1942962971516
96,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,nnClassifier,logistic,None,8.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,0.99609375,ok,626.7470963532105
97,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,nnClassifier,logistic,None,20.0,None,None,adaptive,None,None,None,None,2.0,None,lbfgs,None,0.99609375,ok,626.9256155751646
98,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,37,None,None,None,None,None,None,1,None,uniform,0.017578125,ok,626.9892695411108
99,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,nnClassifier,logistic,None,10.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.99609375,ok,637.1705564651638
