,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
35,0,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,36,None,None,None,None,None,None,10,None,distance,0.8816046966731899,ok,104.05794396321289
36,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,27.0,sqrt,7.0,2.0,None,None,None,None,0.6438356164383562,ok,105.62581211118959
37,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,10,None,distance,0.8776908023483366,ok,105.81547495000996
38,0,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,36,None,None,None,None,None,None,8,None,distance,0.8659491193737769,ok,106.00593385403045
39,0,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,10,None,distance,0.8816046966731899,ok,106.1949408641085
40,0,1,1,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,92.0,log2,18.0,31.0,None,None,None,None,0.5039138943248532,ok,107.13332952000201
41,1,0,1,1,1,1,0,kneighborsClassifier,None,brute,None,None,30,None,None,None,None,None,None,8,None,uniform,0.5352250489236791,ok,107.34759260620922
42,0,0,1,1,1,1,1,nnClassifier,tanh,None,22.0,None,None,adaptive,None,None,None,None,1.0,None,adam,None,0.008806262230919765,ok,132.62902282411233
43,0,1,1,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,39,None,None,None,None,None,None,9,None,distance,0.6565557729941291,ok,132.68936056410894
44,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,auto,8.0,2.0,None,None,None,None,0.6800391389432485,ok,134.0313585200347
45,0,1,1,0,1,1,1,nnClassifier,logistic,None,10.0,None,None,invscaling,None,None,None,None,3.0,None,adam,None,0.036203522504892366,ok,182.4280393749941
46,1,0,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,35,None,None,None,None,None,None,10,None,distance,0.7534246575342466,ok,182.6168555021286
47,0,0,1,1,1,0,1,nnClassifier,tanh,None,21.0,None,None,adaptive,None,None,None,None,7.0,None,lbfgs,None,0.03424657534246575,ok,189.97451106319204
48,0,1,1,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,26,None,None,None,None,None,None,9,None,distance,0.6575342465753424,ok,190.0334551089909
49,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,21.0,sqrt,6.0,26.0,None,None,None,None,0.6829745596868885,ok,191.00871737115085
50,0,0,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,8,None,uniform,0.42563600782778865,ok,191.21066592703573
51,1,1,1,0,0,1,0,nnClassifier,relu,None,16.0,None,None,invscaling,None,None,None,None,4.0,None,sgd,None,0.0,ok,205.17577976803295
52,0,0,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,37,None,None,None,None,None,None,10,None,distance,0.87279843444227,ok,205.35790119809099
53,0,0,0,1,1,1,1,kneighborsClassifier,None,brute,None,None,33,None,None,None,None,None,None,9,None,uniform,0.48336594911937375,ok,205.56618056702428
54,0,0,1,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,69.0,log2,17.0,10.0,None,None,None,None,0.45107632093933464,ok,206.23153361910954
55,1,1,0,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,23,None,None,None,None,None,None,3,None,distance,0.7915851272015656,ok,206.28406908316538
56,0,0,1,1,1,1,1,nnClassifier,logistic,None,25.0,None,None,adaptive,None,None,None,None,10.0,None,lbfgs,None,0.03424657534246575,ok,212.11377818812616
57,0,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,8,None,uniform,0.538160469667319,ok,212.19880053400993
58,1,0,0,0,1,0,0,kneighborsClassifier,None,brute,None,None,37,None,None,None,None,None,None,6,None,uniform,0.3150684931506849,ok,212.39780383417383
59,0,1,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,10,None,distance,0.8776908023483366,ok,212.45305450703017
60,0,0,1,1,0,1,1,nnClassifier,logistic,None,12.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.0,ok,228.87861623615026
61,0,0,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,22,None,None,None,None,None,None,9,None,distance,0.8669275929549902,ok,228.92998103704304
62,0,0,1,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,52.0,auto,9.0,31.0,None,None,None,None,0.410958904109589,ok,229.615523514105
63,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28,None,None,None,None,None,None,1,None,uniform,0.8864970645792564,ok,229.69827596005052
64,1,1,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,27,None,None,None,None,None,None,1,None,uniform,0.8806262230919765,ok,229.78480491111986
65,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,29,None,None,None,None,None,None,2,None,uniform,0.7093933463796478,ok,229.86842418601736
66,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,33,None,None,None,None,None,None,3,None,uniform,0.5616438356164384,ok,229.95716215413995
67,1,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,20,None,None,None,None,None,None,5,None,uniform,0.5998043052837574,ok,230.16544291516766
68,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,25,None,None,None,None,None,None,3,None,uniform,0.5655577299412916,ok,230.25129472604021
69,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,10,None,None,None,None,None,None,2,None,uniform,0.7103718199608611,ok,230.33400466409512
70,1,0,1,1,1,1,1,kneighborsClassifier,None,auto,None,None,16,None,None,None,None,None,None,7,None,uniform,0.5792563600782779,ok,230.5040000511799
71,1,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,35,None,None,None,None,None,None,1,None,uniform,0.8864970645792564,ok,230.63293050508946
72,1,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,32,None,None,None,None,None,None,1,None,uniform,0.8864970645792564,ok,230.76149080507457
73,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,1,None,uniform,0.8864970645792564,ok,230.84418329317123
74,1,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,31,None,None,None,None,None,None,1,None,uniform,0.8864970645792564,ok,230.97330043418333
75,1,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,33,None,None,None,None,None,None,2,None,uniform,0.7093933463796478,ok,231.11699536000378
76,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,76.0,log2,4.0,40.0,None,None,None,None,0.6428571428571429,ok,232.52558025904
77,1,0,1,1,0,1,1,kneighborsClassifier,None,auto,None,None,24,None,None,None,None,None,None,2,None,uniform,0.6859099804305284,ok,232.6005419511348
78,1,0,1,1,1,1,1,nnClassifier,tanh,None,18.0,None,None,invscaling,None,None,None,None,6.0,None,adam,None,0.049902152641878667,ok,264.21972716320306
79,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,19,None,None,None,None,None,None,1,None,uniform,0.8864970645792564,ok,264.30504035716876
80,1,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,19,None,None,None,None,None,None,3,None,uniform,0.5900195694716243,ok,264.383246203186
81,1,0,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,35,None,None,None,None,None,None,1,None,uniform,0.8874755381604696,ok,264.5103656852152
82,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,gini,None,None,18.0,sqrt,10.0,18.0,None,None,None,None,0.5440313111545988,ok,265.4041206401307
83,1,0,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,36,None,None,None,None,None,None,2,None,uniform,0.7084148727984344,ok,265.5444801580161
84,1,0,1,1,1,0,1,nnClassifier,relu,None,24.0,None,None,constant,None,None,None,None,9.0,None,lbfgs,None,0.04403131115459882,ok,270.0007078021299
85,1,0,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,22,None,None,None,None,None,None,1,None,uniform,0.639921722113503,ok,270.06857369909994
86,1,1,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,32,None,None,None,None,None,None,4,None,uniform,0.48336594911937375,ok,270.27948162402026
87,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,39.0,auto,14.0,6.0,None,None,None,None,0.6311154598825832,ok,271.16978630214
88,1,0,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,16,None,None,None,None,None,None,3,None,uniform,0.5684931506849316,ok,271.3262055441737
89,1,0,1,0,1,0,0,nnClassifier,tanh,None,12.0,None,None,invscaling,None,None,None,None,6.0,None,sgd,None,0.0,ok,290.6147317031864
90,1,1,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,2,None,uniform,0.7181996086105675,ok,290.7073994311504
91,1,0,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,4,None,uniform,0.45303326810176126,ok,290.9171924770344
92,1,0,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,31,None,None,None,None,None,None,1,None,uniform,0.8835616438356164,ok,290.99174369010143
93,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,99.0,log2,5.0,30.0,None,None,None,None,0.6545988258317026,ok,292.2256052941084
94,1,0,1,0,1,0,0,nnClassifier,relu,None,19.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.021526418786692758,ok,319.6058603581041
95,1,1,1,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,11,None,None,None,None,None,None,2,None,uniform,0.6790606653620352,ok,319.6871719490737
96,1,0,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,26,None,None,None,None,None,None,6,None,uniform,0.5489236790606654,ok,319.8902645132039
97,1,0,1,1,1,0,1,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,3,None,uniform,0.5684931506849316,ok,320.13937053619884
98,1,0,1,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,38,None,None,None,None,None,None,5,None,uniform,0.5743639921722113,ok,320.20918948412873
99,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,61.0,auto,20.0,19.0,None,None,None,None,0.6262230919765166,ok,321.0926969482098
