,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
15,0,0,1,0,0,1,1,nnClassifier,tanh,None,31.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,0.016634050880626222,ok,126.42727569793351
16,1,1,1,0,1,0,0,nnClassifier,identity,None,8.0,None,None,adaptive,None,None,None,None,8.0,None,lbfgs,None,0.0029354207436399216,ok,128.58285276498646
17,1,0,1,1,1,0,1,nnClassifier,tanh,None,14.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.053816046966731895,ok,166.05552850780077
18,0,0,0,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,11,None,None,None,None,None,None,3,None,uniform,0.39823874755381605,ok,166.10561137390323
19,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,77.0,auto,8.0,2.0,None,None,None,None,0.7377690802348337,ok,167.08524025883526
20,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,2,None,None,None,None,None,None,10,None,distance,0.9050880626223092,ok,167.26489762589335
21,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,4,None,None,None,None,None,None,10,None,distance,0.9050880626223092,ok,167.44246256886981
22,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,2,None,None,None,None,None,None,10,None,distance,0.9050880626223092,ok,167.62127301096916
23,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,8,None,distance,0.901174168297456,ok,167.79979565693066
24,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,7,None,None,None,None,None,None,7,None,distance,0.9041095890410958,ok,167.97742175892927
25,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,21,None,None,None,None,None,None,10,None,distance,0.9050880626223092,ok,168.15623777080327
26,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,23,None,None,None,None,None,None,6,None,distance,0.901174168297456,ok,168.33424798585474
27,1,1,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,3,None,None,None,None,None,None,10,None,distance,0.9050880626223092,ok,168.5138464840129
28,1,1,0,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,29,None,None,None,None,None,None,8,None,uniform,0.5567514677103719,ok,168.58432876481675
29,1,1,0,1,1,0,1,kneighborsClassifier,None,auto,None,None,17,None,None,None,None,None,None,9,None,distance,0.9060665362035225,ok,168.63187126582488
30,1,1,0,1,1,0,1,kneighborsClassifier,None,auto,None,None,15,None,None,None,None,None,None,5,None,distance,0.898238747553816,ok,168.6801470539067
31,1,1,0,1,1,0,1,kneighborsClassifier,None,auto,None,None,33,None,None,None,None,None,None,8,None,distance,0.901174168297456,ok,168.7276738048531
32,1,1,0,1,1,0,1,kneighborsClassifier,None,auto,None,None,17,None,None,None,None,None,None,5,None,uniform,0.576320939334638,ok,168.79538017394952
33,1,1,0,1,1,0,1,kneighborsClassifier,None,auto,None,None,8,None,None,None,None,None,None,9,None,distance,0.9050880626223092,ok,168.84475600300357
34,1,1,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,9,None,None,None,None,None,None,7,None,distance,0.837573385518591,ok,168.894267590018
35,1,1,0,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,20,None,None,None,None,None,None,9,None,distance,0.9060665362035225,ok,168.9426801649388
36,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,10.0,sqrt,2.0,39.0,None,None,None,None,0.589041095890411,ok,170.04364815400913
37,0,1,0,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,18,None,None,None,None,None,None,9,None,uniform,0.5009784735812133,ok,170.1133519578725
38,1,1,0,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,26,None,None,None,None,None,None,6,None,distance,0.901174168297456,ok,170.1608024209272
39,0,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,30.0,sqrt,20.0,27.0,None,None,None,None,0.4735812133072407,ok,171.13797398889437
40,1,1,0,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,19,None,None,None,None,None,None,7,None,distance,0.9041095890410958,ok,171.18760917289183
41,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,36.0,auto,4.0,40.0,None,None,None,None,0.6007827788649707,ok,172.550610271981
42,0,0,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,32,None,None,None,None,None,None,9,None,distance,0.41682974559686886,ok,172.5917805240024
43,1,1,1,1,1,0,1,nnClassifier,relu,None,22.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.0,ok,176.43511306587607
44,0,0,0,0,0,1,0,kneighborsClassifier,None,ball_tree,None,None,24,None,None,None,None,None,None,8,None,distance,0.23679060665362034,ok,176.47600485291332
45,1,1,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,62.0,log2,20.0,26.0,None,None,None,None,0.6585127201565558,ok,177.28720843489282
46,1,1,1,1,1,1,0,nnClassifier,identity,None,19.0,None,None,invscaling,None,None,None,None,3.0,None,sgd,None,0.0,ok,184.25992660899647
47,0,0,0,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,14,None,None,None,None,None,None,6,None,uniform,0.636986301369863,ok,184.32023182790726
48,1,1,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,4,None,distance,0.9060665362035225,ok,184.36778719793074
49,1,1,1,0,1,1,0,nnClassifier,logistic,None,27.0,None,None,constant,None,None,None,None,8.0,None,sgd,None,0.0009784735812133072,ok,202.36890826490708
50,0,0,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,100.0,sqrt,14.0,35.0,None,None,None,None,0.4755381604696673,ok,203.32591544487514
51,1,1,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,4,None,distance,0.8111545988258317,ok,203.3726021607872
52,1,1,1,0,1,1,1,nnClassifier,relu,None,19.0,None,None,adaptive,None,None,None,None,1.0,None,lbfgs,None,0.0,ok,207.43654094496742
53,1,0,1,1,1,0,1,kneighborsClassifier,None,auto,None,None,33,None,None,None,None,None,None,2,None,uniform,0.713307240704501,ok,207.50452818884514
54,0,1,1,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,4.0,log2,4.0,22.0,None,None,None,None,0.436399217221135,ok,208.07217185897753
55,1,1,1,0,0,0,0,kneighborsClassifier,None,auto,None,None,39,None,None,None,None,None,None,4,None,distance,0.5459882583170255,ok,208.1238935869187
56,1,1,0,1,1,1,1,nnClassifier,relu,None,11.0,None,None,constant,None,None,None,None,9.0,None,sgd,None,0.04598825831702544,ok,245.98128743679263
57,1,0,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,36,None,None,None,None,None,None,2,None,uniform,0.713307240704501,ok,246.05865262798034
58,1,1,1,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,29,None,None,None,None,None,None,1,None,distance,0.9060665362035225,ok,246.1060984309297
59,0,1,1,0,1,0,0,kneighborsClassifier,None,auto,None,None,16,None,None,None,None,None,None,3,None,distance,0.6487279843444227,ok,246.15043684793636
60,1,1,1,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,24.0,auto,16.0,31.0,None,None,None,None,0.6389432485322897,ok,247.21682600979693
61,1,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28,None,None,None,None,None,None,2,None,distance,0.9080234833659491,ok,247.2764871288091
62,1,0,1,1,1,1,1,nnClassifier,logistic,None,23.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.03816046966731898,ok,271.1877976008691
63,1,0,1,1,1,1,0,kneighborsClassifier,None,ball_tree,None,None,29,None,None,None,None,None,None,3,None,uniform,0.6046966731898239,ok,271.26490728580393
64,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,26,None,None,None,None,None,None,2,None,distance,0.9060665362035225,ok,271.31421371595934
65,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,25,None,None,None,None,None,None,1,None,distance,0.9070450097847358,ok,271.3616591389291
66,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,26,None,None,None,None,None,None,1,None,distance,0.9070450097847358,ok,271.40914976084605
67,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,22,None,None,None,None,None,None,1,None,distance,0.9070450097847358,ok,271.4567962598521
68,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,22,None,None,None,None,None,None,1,None,distance,0.9070450097847358,ok,271.5047854129225
69,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28,None,None,None,None,None,None,1,None,distance,0.9070450097847358,ok,271.55269917682745
70,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,2,None,distance,0.9060665362035225,ok,271.69817891996354
71,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,22,None,None,None,None,None,None,1,None,distance,0.9070450097847358,ok,271.74625434190966
72,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,3,None,distance,0.9021526418786693,ok,271.7983932318166
73,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28,None,None,None,None,None,None,2,None,distance,0.9060665362035225,ok,271.8486482359003
74,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,24,None,None,None,None,None,None,3,None,distance,0.901174168297456,ok,271.8997609538492
75,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,21,None,None,None,None,None,None,1,None,distance,0.9070450097847358,ok,271.9487605600152
76,0,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,38.0,sqrt,12.0,2.0,None,None,None,None,0.6174168297455969,ok,273.435095337918
77,0,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,36,None,None,None,None,None,None,2,None,distance,0.8747553816046967,ok,273.485490038991
78,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,13,None,None,None,None,None,None,1,None,distance,0.9070450097847358,ok,273.5342888778541
79,0,0,1,0,1,1,1,nnClassifier,identity,None,17.0,None,None,invscaling,None,None,None,None,7.0,None,sgd,None,0.0,ok,282.69307843688875
80,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,31,None,None,None,None,None,None,3,None,distance,0.901174168297456,ok,282.74575115786865
81,0,0,1,0,1,1,0,kneighborsClassifier,None,brute,None,None,12,None,None,None,None,None,None,4,None,uniform,0.49902152641878667,ok,282.9386684538331
82,0,0,1,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,84.0,auto,18.0,8.0,None,None,None,None,0.5185909980430529,ok,283.6821122679394
83,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,24,None,None,None,None,None,None,2,None,distance,0.9060665362035225,ok,283.73447064496577
84,0,0,1,0,1,1,1,nnClassifier,identity,None,27.0,None,None,constant,None,None,None,None,2.0,None,lbfgs,None,0.0029354207436399216,ok,285.7927648879122
85,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,18,None,None,None,None,None,None,5,None,distance,0.7074363992172211,ok,285.841945619788
86,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,20,None,None,None,None,None,None,1,None,distance,0.87573385518591,ok,285.9424027178902
87,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,28,None,None,None,None,None,None,3,None,distance,0.901174168297456,ok,285.99615753092803
88,0,0,1,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,63.0,log2,3.0,19.0,None,None,None,None,0.6898238747553816,ok,287.1347991619259
89,0,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,27,None,None,None,None,None,None,2,None,uniform,0.6829745596868885,ok,287.2101901078131
90,0,0,1,0,1,1,0,nnClassifier,relu,None,11.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.026418786692759294,ok,331.35563912196085
91,0,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,34,None,None,None,None,None,None,1,None,distance,0.87573385518591,ok,331.40464580687694
92,0,0,1,0,1,1,1,kneighborsClassifier,None,brute,None,None,22,None,None,None,None,None,None,4,None,distance,0.9041095890410958,ok,331.57445561583154
93,0,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,17.0,sqrt,6.0,24.0,None,None,None,None,0.6360078277886497,ok,333.16122392192483
94,0,0,1,0,1,1,0,kneighborsClassifier,None,ball_tree,None,None,23,None,None,None,None,None,None,5,None,distance,0.7074363992172211,ok,333.2126881449949
95,1,0,1,1,0,1,1,nnClassifier,logistic,None,27.0,None,None,invscaling,None,None,None,None,3.0,None,adam,None,0.026418786692759294,ok,354.01139433681965
96,0,0,1,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,30,None,None,None,None,None,None,3,None,uniform,0.576320939334638,ok,354.0939018679783
97,1,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,37,None,None,None,None,None,None,1,None,distance,0.9099804305283757,ok,354.24455668986775
98,1,0,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,37,None,None,None,None,None,None,2,None,distance,0.9070450097847358,ok,354.3591729809996
99,1,0,1,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,51.0,auto,11.0,36.0,None,None,None,None,0.6135029354207436,ok,355.3378347028047
