activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,31,auto,5,21,nnClassifier,10,9,adam,distance,0.49592760180995477,1633.6255040869582
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,30,auto,4,37,nnClassifier,2,2,adam,distance,0.5013574660633484,1633.6255675058346
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,43,auto,5,17,nnClassifier,10,5,adam,distance,0.49592760180995477,1633.6256389848422
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,67,auto,5,16,nnClassifier,8,7,adam,distance,0.497737556561086,1633.6257023038343
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,67,auto,3,35,nnClassifier,10,2,adam,distance,0.49321266968325794,1633.6257651038468
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,74,auto,8,27,nnClassifier,9,4,adam,distance,0.4968325791855204,1633.6258280428592
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,18,auto,10,13,nnClassifier,7,5,adam,distance,0.49411764705882355,1633.6258912018966
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,78,auto,10,20,nnClassifier,9,5,adam,distance,0.497737556561086,2433.988043618854
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,71,auto,3,17,nnClassifier,6,6,adam,distance,0.497737556561086,2433.98812860786
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,constant,42,auto,11,30,nnClassifier,3,5,adam,distance,0.49502262443438916,2433.9881927468814
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,72,auto,5,8,nnClassifier,10,5,adam,distance,0.497737556561086,2433.988255675882
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,45,auto,3,18,nnClassifier,10,5,adam,distance,0.497737556561086,2433.9883180758916
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,57,auto,5,20,nnClassifier,10,7,adam,distance,0.49411764705882355,2433.988380424911
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,83,auto,2,21,nnClassifier,9,6,adam,distance,0.49592760180995477,2433.9884424239863
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,25,auto,5,24,nnClassifier,9,2,adam,distance,0.497737556561086,2433.988504963927
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,63,auto,3,35,nnClassifier,10,4,adam,distance,0.49411764705882355,2433.9885664829053
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,71,auto,2,20,nnClassifier,2,6,adam,distance,0.4968325791855204,2433.9886389619205
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,64,auto,9,24,nnClassifier,10,6,adam,distance,0.497737556561086,2433.9887012608815
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,70,auto,2,24,nnClassifier,8,5,adam,distance,0.49049773755656106,2433.988762971014
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,49,auto,7,26,nnClassifier,9,5,adam,distance,0.4968325791855204,2433.9888246299233
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,35,auto,2,25,nnClassifier,7,6,adam,distance,0.49502262443438916,2433.9888863088563
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,34,auto,4,37,nnClassifier,6,5,adam,distance,0.497737556561086,2433.98894810793
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,47,auto,9,20,nnClassifier,9,6,adam,distance,0.49411764705882355,2433.989009527955
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,63,auto,5,20,nnClassifier,7,3,adam,distance,0.497737556561086,2433.989071586868
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,66,auto,2,34,nnClassifier,7,1,adam,distance,0.497737556561086,2433.989132925868
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,70,auto,6,28,nnClassifier,5,8,adam,distance,0.4995475113122172,2433.9891945258714
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,22,auto,6,17,nnClassifier,5,5,adam,distance,0.4995475113122172,2433.9892562648747
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,74,auto,6,24,nnClassifier,10,5,adam,distance,0.4995475113122172,3244.4301993600093
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,71,auto,3,21,nnClassifier,10,5,adam,distance,0.5004524886877828,3244.430281838868
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,38,auto,15,34,nnClassifier,7,5,adam,distance,0.4995475113122172,3244.4303453979082
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,76,auto,3,12,nnClassifier,10,6,adam,distance,0.497737556561086,3244.4304077678826
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,41,auto,3,22,nnClassifier,8,4,adam,distance,0.5004524886877828,3244.430469726911
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,59,auto,7,23,nnClassifier,6,5,adam,distance,0.4995475113122172,3244.4305311560165
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,79,auto,3,25,nnClassifier,10,8,adam,distance,0.49230769230769234,3244.4306015949696
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,29,auto,9,27,nnClassifier,9,4,adam,distance,0.4986425339366516,3244.4306634638924
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,65,auto,4,34,nnClassifier,10,5,adam,distance,0.49411764705882355,3244.4307252839208
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,73,auto,4,16,nnClassifier,6,4,adam,distance,0.49592760180995477,3244.430787272984
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,60,auto,13,21,nnClassifier,9,4,adam,distance,0.49321266968325794,3244.4308489419054
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,70,auto,5,28,nnClassifier,10,3,adam,distance,0.49049773755656106,3244.4309109908063
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,53,auto,3,22,nnClassifier,10,4,adam,distance,0.49592760180995477,3244.4309729509987
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,31,auto,6,29,nnClassifier,10,9,adam,distance,0.49321266968325794,3244.4310423498973
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,33,auto,3,36,nnClassifier,10,3,adam,distance,0.5013574660633484,3244.4311040889006
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,51,auto,13,24,nnClassifier,5,7,adam,distance,0.49411764705882355,3244.431165307993
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,67,auto,7,24,nnClassifier,7,4,adam,distance,0.4986425339366516,3244.4312267978676
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,67,auto,2,30,nnClassifier,10,5,adam,distance,0.49321266968325794,3244.4312881769147
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,73,auto,8,25,nnClassifier,9,5,adam,distance,0.5004524886877828,3244.4313498658594
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,26,auto,2,13,nnClassifier,1,5,adam,distance,0.49049773755656106,3244.431411084952
