activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,73,auto,6,15,nnClassifier,6,9,adam,distance,0.9583710407239819,340.0338953679893
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,51,auto,11,32,nnClassifier,8,9,adam,distance,0.9484162895927601,340.0339582168963
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,89,auto,11,32,nnClassifier,9,6,adam,distance,0.9366515837104072,340.03402141598053
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,70,auto,9,12,nnClassifier,9,8,adam,distance,0.9438914027149321,340.03408414591104
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,25,auto,5,34,nnClassifier,10,6,adam,distance,0.9529411764705882,340.0341463650111
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,39,auto,9,35,nnClassifier,9,5,adam,distance,0.9466063348416289,340.03420839388855
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,38,auto,9,27,nnClassifier,9,4,adam,distance,0.9312217194570136,340.0342701829504
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,52,auto,6,10,nnClassifier,8,9,adam,distance,0.9502262443438914,340.03433193289675
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,65,auto,10,23,nnClassifier,10,5,adam,distance,0.5194570135746607,340.034393891925
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,68,auto,8,11,nnClassifier,10,6,adam,distance,0.9402714932126697,340.03445573104545
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,20,auto,7,34,nnClassifier,9,6,adam,distance,0.9529411764705882,340.034516840009
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,28,auto,10,10,nnClassifier,7,6,adam,distance,0.5149321266968325,340.0345879790839
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,40,auto,8,13,nnClassifier,10,9,adam,distance,0.9411764705882353,340.0346501590684
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,22,auto,5,32,nnClassifier,4,5,adam,distance,0.5185520361990951,340.03471149806865
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,77,auto,7,24,nnClassifier,9,6,adam,distance,0.9447963800904977,340.034772797022
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,51,auto,6,33,nnClassifier,8,8,adam,distance,0.9610859728506788,340.03483399609104
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,54,auto,7,33,nnClassifier,10,7,adam,distance,0.9538461538461539,340.03489548596554
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,79,auto,8,23,nnClassifier,10,4,adam,distance,0.9520361990950226,340.0349565448705
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,12,auto,4,21,nnClassifier,8,2,adam,distance,0.5203619909502263,1033.5467273530085
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,54,auto,12,32,nnClassifier,8,6,adam,distance,0.5140271493212669,1033.546807632083
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,69,auto,6,19,nnClassifier,6,6,adam,distance,0.5212669683257919,1033.546871941071
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,53,auto,11,33,nnClassifier,10,7,adam,distance,0.5230769230769231,1033.546934719896
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,85,auto,7,36,nnClassifier,9,7,adam,distance,0.5176470588235295,1033.5470056789927
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,71,auto,7,16,nnClassifier,9,4,adam,distance,0.5230769230769231,1033.5470694079995
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,29,auto,6,34,nnClassifier,9,6,adam,distance,0.5239819004524887,1033.5471322869416
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,43,auto,5,35,nnClassifier,9,6,adam,distance,0.5221719457013575,1033.5471943658777
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,42,auto,8,31,nnClassifier,8,8,adam,distance,0.5266968325791855,1033.547256476013
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,54,auto,7,14,nnClassifier,5,8,adam,distance,0.5221719457013575,1033.5473193349317
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,61,auto,6,27,nnClassifier,10,4,adam,distance,0.5239819004524887,1033.5473817039747
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,64,auto,8,15,nnClassifier,10,7,adam,distance,0.5185520361990951,1033.5474439230748
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,24,auto,9,38,nnClassifier,6,6,adam,distance,0.5149321266968325,1033.5475058918819
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,32,auto,7,14,nnClassifier,7,6,adam,distance,0.5276018099547511,1033.5475759110413
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,44,auto,6,17,nnClassifier,8,6,adam,distance,0.5239819004524887,1033.547638260061
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,26,auto,9,28,nnClassifier,8,5,adam,distance,0.5212669683257919,1033.5477003790438
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,73,auto,11,28,nnClassifier,9,7,adam,distance,0.5194570135746607,1033.5477624579798
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,52,auto,8,37,nnClassifier,10,4,adam,distance,0.5230769230769231,1033.5478247380815
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,52,auto,9,37,nnClassifier,9,7,adam,distance,0.5140271493212669,1033.547886986984
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,75,auto,11,20,nnClassifier,9,5,adam,distance,0.5185520361990951,1033.5479490060825
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,16,auto,2,17,nnClassifier,4,6,adam,distance,0.5230769230769231,1694.784453549888
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,50,auto,11,31,nnClassifier,6,4,adam,distance,0.5185520361990951,1694.7845336890314
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,65,auto,6,23,nnClassifier,8,7,adam,distance,0.5212669683257919,1694.7846070078667
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,50,auto,8,32,nnClassifier,10,3,adam,distance,0.5239819004524887,1694.784670457011
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,81,auto,11,35,nnClassifier,9,6,adam,distance,0.5194570135746607,1694.7847337159328
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,71,auto,7,20,nnClassifier,9,8,adam,distance,0.5194570135746607,1694.7847971150186
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,33,auto,9,34,nnClassifier,8,7,adam,distance,0.5176470588235295,1694.7848601839505
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,47,auto,8,33,nnClassifier,9,7,adam,distance,0.5149321266968325,1694.7849233238958
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,40,auto,7,29,nnClassifier,7,5,adam,distance,0.5248868778280543,1694.7849866030738
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,58,auto,7,18,nnClassifier,8,4,adam,distance,0.5203619909502263,1694.7850497919135
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,57,auto,8,24,nnClassifier,8,7,adam,distance,0.5140271493212669,1694.78511287109
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,60,auto,12,19,nnClassifier,6,6,adam,distance,0.5185520361990951,1694.785175899975
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,28,auto,7,34,nnClassifier,6,7,adam,distance,0.5203619909502263,1694.785239259014
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,36,auto,8,13,nnClassifier,9,6,adam,distance,0.5248868778280543,1694.7853024480864
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,48,auto,6,13,nnClassifier,6,5,adam,distance,0.5221719457013575,1694.7853655070066
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,30,auto,11,25,nnClassifier,6,6,adam,distance,0.5230769230769231,1694.785428206902
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,69,auto,8,27,nnClassifier,9,8,adam,distance,0.5185520361990951,1694.7854915459175
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,55,auto,9,36,nnClassifier,10,7,adam,distance,0.5140271493212669,1694.7855622449424
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,56,auto,8,35,nnClassifier,10,6,adam,distance,0.5194570135746607,1694.785625393968
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,71,auto,8,21,nnClassifier,8,7,adam,distance,0.5176470588235295,1694.7856883029453
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,20,auto,6,15,nnClassifier,8,6,adam,distance,0.5185520361990951,2311.098364175996
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,51,auto,11,33,nnClassifier,10,6,adam,distance,0.5212669683257919,2311.098443484865
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,69,auto,8,27,nnClassifier,4,8,adam,distance,0.5221719457013575,2311.098507324001
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,54,auto,12,32,nnClassifier,8,6,adam,distance,0.5239819004524887,2311.098577182973
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,77,auto,15,31,nnClassifier,9,6,adam,distance,0.5185520361990951,2311.0986407620367
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,67,auto,6,24,nnClassifier,9,7,adam,distance,0.5230769230769231,2311.09870378091
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,37,auto,8,31,nnClassifier,9,8,adam,distance,0.5230769230769231,2311.0987667609006
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,51,auto,8,32,nnClassifier,9,7,adam,distance,0.5221719457013575,2311.0988298999146
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,44,auto,5,25,nnClassifier,4,5,adam,distance,0.5221719457013575,2311.0988925590646
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,54,auto,6,22,nnClassifier,7,6,adam,distance,0.5185520361990951,2311.09895520797
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,61,auto,12,28,nnClassifier,9,5,adam,distance,0.5185520361990951,2311.0990178468637
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,56,auto,8,23,nnClassifier,5,6,adam,distance,0.5239819004524887,2311.0990803660825
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,32,auto,8,35,nnClassifier,5,8,adam,distance,0.5212669683257919,2311.099156005075
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,40,auto,11,17,nnClassifier,8,6,adam,distance,0.5230769230769231,2311.0992195340805
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,52,auto,7,10,nnClassifier,7,6,adam,distance,0.5212669683257919,2311.099283053074
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,34,auto,8,29,nnClassifier,4,5,adam,distance,0.5185520361990951,2311.099346271949
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,73,auto,11,28,nnClassifier,9,7,adam,distance,0.5230769230769231,2311.099408972077
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,55,auto,8,34,nnClassifier,8,5,adam,distance,0.5140271493212669,2311.099471790949
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,57,auto,9,34,nnClassifier,10,6,adam,distance,0.5185520361990951,2311.099534630077
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,67,auto,10,25,nnClassifier,10,4,adam,distance,0.5185520361990951,2311.099604558898
