activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,ball_tree,9,gini,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,6,invscaling,79,sqrt,15,6,nnClassifier,8,9,adam,distance,0.170018281535649
relu,kd_tree,15,gini,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,31,constant,30,sqrt,12,18,nnClassifier,5,4,sgd,uniform,0.24405850091407677
relu,kd_tree,32,gini,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,24,invscaling,66,auto,20,27,randomForestClassifier,7,9,lbfgs,uniform,0.5539305301645339
identity,ball_tree,17,entropy,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,40,adaptive,99,log2,2,37,nnClassifier,7,7,sgd,uniform,0.056672760511883
identity,kd_tree,29,entropy,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,16,invscaling,72,sqrt,12,9,randomForestClassifier,6,1,adam,uniform,0.6261425959780622
relu,ball_tree,15,gini,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,30,constant,26,log2,18,37,nnClassifier,5,6,lbfgs,distance,0.22394881170018283
logistic,auto,24,gini,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,29,adaptive,24,auto,17,36,nnClassifier,10,2,sgd,uniform,0.008226691042047532
logistic,brute,14,gini,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,38,invscaling,96,sqrt,2,3,nnClassifier,10,2,lbfgs,uniform,0.0923217550274223
tanh,brute,21,gini,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,11,adaptive,40,log2,5,2,kneighborsClassifier,6,9,adam,uniform,0.3930530164533821
tanh,auto,23,entropy,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,13,invscaling,8,sqrt,5,4,randomForestClassifier,8,4,lbfgs,uniform,0.5127970749542962
relu,ball_tree,22,gini,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,16,invscaling,42,auto,16,6,nnClassifier,7,3,sgd,distance,0.04753199268738574
identity,ball_tree,10,gini,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,24,adaptive,8,auto,8,38,nnClassifier,8,7,sgd,uniform,0.054844606946983544
tanh,ball_tree,18,gini,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,13,adaptive,64,log2,19,15,kneighborsClassifier,5,10,adam,uniform,0.46983546617915906
logistic,ball_tree,31,gini,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,21,invscaling,83,log2,15,35,kneighborsClassifier,8,2,lbfgs,uniform,0.44424131627056673
relu,kd_tree,21,gini,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,13,adaptive,81,auto,8,7,nnClassifier,7,8,adam,distance,0.2623400365630713
logistic,brute,17,gini,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,28,adaptive,96,sqrt,18,20,nnClassifier,3,6,adam,distance,0.09049360146252285
logistic,auto,12,gini,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,39,invscaling,88,auto,17,25,kneighborsClassifier,9,9,sgd,uniform,0.4369287020109689
relu,auto,9,gini,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,8,constant,73,log2,14,22,kneighborsClassifier,2,2,adam,uniform,0.40950639853747717
logistic,brute,26,gini,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,30,constant,39,auto,2,34,nnClassifier,9,8,sgd,uniform,0.037477148080438755
identity,ball_tree,27,entropy,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,31,constant,14,log2,18,36,kneighborsClassifier,2,9,adam,distance,0.4570383912248629
identity,brute,21,gini,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,29,adaptive,72,log2,18,13,kneighborsClassifier,6,8,sgd,distance,0.3903107861060329
identity,brute,27,gini,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,24,invscaling,44,sqrt,9,12,kneighborsClassifier,6,5,adam,distance,0.5630712979890311
identity,auto,8,gini,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,2,constant,76,auto,3,3,randomForestClassifier,4,3,adam,uniform,0.6179159049360147
identity,brute,26,entropy,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,33,constant,78,auto,8,15,kneighborsClassifier,4,7,sgd,distance,0.40585009140767825
logistic,ball_tree,24,entropy,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,25,invscaling,99,log2,17,22,randomForestClassifier,9,10,lbfgs,distance,0.5137111517367459
tanh,kd_tree,9,entropy,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,25,invscaling,24,log2,19,38,randomForestClassifier,10,7,sgd,uniform,0.5027422303473492
logistic,kd_tree,13,gini,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,13,invscaling,62,auto,11,16,randomForestClassifier,8,4,adam,uniform,0.5594149908592322
tanh,kd_tree,28,gini,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,30,constant,92,log2,20,7,kneighborsClassifier,2,9,sgd,distance,0.47714808043875684
tanh,ball_tree,26,entropy,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,38,adaptive,70,sqrt,17,5,randomForestClassifier,5,6,lbfgs,uniform,0.506398537477148
tanh,brute,25,gini,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,39,constant,97,log2,20,39,nnClassifier,2,10,sgd,distance,0.05850091407678245
tanh,kd_tree,9,entropy,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,39,invscaling,37,auto,18,17,nnClassifier,1,7,adam,uniform,0.055758683729433274
tanh,ball_tree,10,gini,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,27,constant,82,sqrt,18,11,kneighborsClassifier,4,4,adam,uniform,0.4323583180987203
tanh,auto,9,gini,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,27,invscaling,82,auto,3,38,kneighborsClassifier,7,6,lbfgs,uniform,0.41224862888482633
relu,ball_tree,22,entropy,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,10,invscaling,14,log2,7,6,randomForestClassifier,9,6,lbfgs,uniform,0.6179159049360147
logistic,brute,15,entropy,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,19,adaptive,69,sqrt,12,15,nnClassifier,1,6,adam,distance,0.13528336380255943
relu,ball_tree,11,gini,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,22,invscaling,70,auto,4,32,randomForestClassifier,1,2,sgd,uniform,0.6590493601462523
tanh,brute,8,gini,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,14,constant,41,auto,11,7,randomForestClassifier,5,10,sgd,uniform,0.5420475319926874
relu,kd_tree,13,entropy,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,28,constant,96,log2,3,37,nnClassifier,1,6,sgd,uniform,0.011882998171846435
tanh,auto,11,gini,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,21,invscaling,46,auto,13,28,kneighborsClassifier,5,3,sgd,uniform,0.42047531992687387
identity,auto,30,entropy,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,29,invscaling,39,log2,6,40,nnClassifier,6,5,lbfgs,uniform,0.02010968921389397
logistic,auto,21,gini,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,3,adaptive,43,auto,10,27,randomForestClassifier,4,7,sgd,distance,0.5923217550274223
tanh,kd_tree,9,gini,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,32,invscaling,76,sqrt,7,13,kneighborsClassifier,5,6,sgd,uniform,0.4890310786106033
tanh,kd_tree,10,gini,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,38,invscaling,33,auto,4,6,kneighborsClassifier,4,9,adam,distance,0.42321755027422303
relu,kd_tree,20,gini,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,40,constant,66,sqrt,14,36,nnClassifier,1,3,adam,distance,0.24223034734917734
tanh,ball_tree,27,entropy,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,40,invscaling,43,log2,8,34,kneighborsClassifier,5,2,sgd,distance,0.453382084095064
identity,auto,17,gini,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,24,invscaling,8,sqrt,13,25,nnClassifier,3,6,adam,distance,0.08409506398537477
tanh,brute,15,gini,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,34,constant,50,auto,20,13,kneighborsClassifier,9,5,sgd,uniform,0.4195612431444241
relu,auto,8,entropy,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,29,invscaling,11,log2,7,20,nnClassifier,2,5,lbfgs,distance,0.10146252285191956
tanh,ball_tree,27,gini,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,38,invscaling,32,auto,17,38,randomForestClassifier,6,3,sgd,distance,0.546617915904936
logistic,brute,20,gini,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,29,adaptive,73,log2,12,28,kneighborsClassifier,4,3,sgd,distance,0.48720292504570384
