activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,brute,21,entropy,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,14,invscaling,58,auto,19,2,kneighborsClassifier,4,2,sgd,distance,0.5676416819012797
tanh,brute,20,gini,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,27,constant,32,log2,10,18,nnClassifier,1,1,lbfgs,uniform,0.10968921389396709
tanh,brute,8,gini,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,17,invscaling,62,auto,15,22,kneighborsClassifier,6,2,adam,distance,0.48720292504570384
relu,ball_tree,32,entropy,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,22,invscaling,93,auto,18,35,nnClassifier,1,6,lbfgs,distance,0.0
logistic,kd_tree,21,gini,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,26,adaptive,10,auto,19,14,kneighborsClassifier,9,6,sgd,distance,0.5127970749542962
relu,kd_tree,30,gini,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,10,invscaling,70,log2,13,29,kneighborsClassifier,7,4,lbfgs,uniform,0.44515539305301643
tanh,auto,18,entropy,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,12,constant,98,log2,6,35,randomForestClassifier,1,8,sgd,uniform,0.553016453382084
relu,ball_tree,32,gini,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,39,invscaling,68,log2,14,39,randomForestClassifier,5,2,adam,distance,0.6361974405850092
tanh,brute,20,gini,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,28,adaptive,10,auto,3,29,randomForestClassifier,10,10,sgd,uniform,0.5941499085923218
tanh,ball_tree,30,entropy,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,11,constant,98,auto,11,13,randomForestClassifier,4,8,lbfgs,uniform,0.6096892138939671
tanh,brute,12,entropy,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,14,adaptive,59,log2,14,6,randomForestClassifier,3,2,lbfgs,distance,0.5402193784277879
relu,ball_tree,23,gini,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,34,constant,59,log2,6,22,nnClassifier,3,10,lbfgs,distance,0.23583180987202926
relu,kd_tree,13,entropy,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,23,adaptive,59,auto,7,6,nnClassifier,7,6,sgd,uniform,0.273308957952468
tanh,kd_tree,9,gini,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,3,constant,26,auto,7,24,kneighborsClassifier,2,10,sgd,uniform,0.4643510054844607
relu,auto,11,entropy,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,12,constant,70,sqrt,9,27,kneighborsClassifier,1,9,adam,uniform,0.3921389396709324
logistic,ball_tree,11,gini,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,21,constant,11,sqrt,7,10,nnClassifier,2,7,sgd,uniform,0.04661791590493602
tanh,auto,24,gini,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,2,adaptive,50,auto,13,16,randomForestClassifier,4,6,lbfgs,distance,0.5338208409506399
tanh,kd_tree,22,entropy,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,14,adaptive,16,sqrt,3,32,nnClassifier,10,10,lbfgs,distance,0.2449725776965265
identity,kd_tree,20,entropy,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,22,constant,51,sqrt,10,21,randomForestClassifier,3,10,lbfgs,uniform,0.5658135283363802
identity,auto,27,entropy,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,23,adaptive,80,auto,14,6,randomForestClassifier,4,1,sgd,uniform,0.5393053016453382
logistic,ball_tree,29,entropy,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,20,constant,100,log2,14,23,nnClassifier,2,5,lbfgs,distance,0.21389396709323583
logistic,auto,16,entropy,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,9,invscaling,79,auto,10,9,nnClassifier,8,4,sgd,uniform,0.0
tanh,ball_tree,21,entropy,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,16,adaptive,75,sqrt,2,20,kneighborsClassifier,7,3,sgd,uniform,0.4259597806215722
logistic,kd_tree,21,entropy,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,38,adaptive,82,log2,19,39,kneighborsClassifier,5,5,lbfgs,uniform,0.40950639853747717
logistic,brute,18,entropy,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,32,constant,83,sqrt,18,33,nnClassifier,9,9,sgd,distance,0.1206581352833638
logistic,brute,32,gini,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,18,constant,62,log2,6,36,kneighborsClassifier,1,6,adam,uniform,0.45612431444241314
relu,auto,22,entropy,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,30,constant,88,sqrt,5,16,randomForestClassifier,4,4,sgd,distance,0.6160877513711152
logistic,brute,27,gini,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,32,adaptive,27,auto,19,2,randomForestClassifier,1,3,lbfgs,distance,0.553016453382084
logistic,brute,31,gini,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,8,constant,54,sqrt,4,36,kneighborsClassifier,2,6,adam,uniform,0.376599634369287
relu,auto,15,entropy,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,19,invscaling,13,log2,19,34,nnClassifier,4,6,adam,uniform,0.24040219378427788
tanh,kd_tree,28,entropy,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,26,invscaling,18,log2,17,27,kneighborsClassifier,9,7,adam,distance,0.41316270566727603
relu,ball_tree,26,gini,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,16,constant,56,sqrt,5,2,nnClassifier,3,2,adam,distance,0.29981718464351004
logistic,ball_tree,12,entropy,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,20,adaptive,85,auto,14,5,nnClassifier,6,4,adam,distance,0.21663619744058502
identity,kd_tree,27,gini,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,36,invscaling,40,auto,7,22,randomForestClassifier,4,9,adam,uniform,0.5493601462522852
logistic,auto,9,gini,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,6,adaptive,81,log2,13,22,kneighborsClassifier,10,7,sgd,uniform,0.39579524680073125
tanh,auto,23,gini,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,19,adaptive,48,sqrt,11,27,kneighborsClassifier,7,3,lbfgs,distance,0.5073126142595978
relu,ball_tree,22,entropy,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,16,invscaling,89,log2,3,24,nnClassifier,8,5,sgd,uniform,0.016453382084095063
identity,auto,20,entropy,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,31,adaptive,81,log2,4,10,nnClassifier,4,1,adam,distance,0.025594149908592323
identity,brute,18,gini,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,31,invscaling,39,auto,9,7,kneighborsClassifier,1,9,lbfgs,uniform,0.3756855575868373
relu,kd_tree,19,gini,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,11,constant,20,log2,9,15,nnClassifier,9,7,lbfgs,uniform,0.253199268738574
tanh,ball_tree,32,gini,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,34,invscaling,83,sqrt,17,34,nnClassifier,4,1,lbfgs,uniform,0.2970749542961609
tanh,kd_tree,15,gini,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,32,adaptive,29,sqrt,17,21,nnClassifier,4,8,lbfgs,uniform,0.24588665447897623
tanh,auto,15,gini,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,5,adaptive,98,auto,14,25,randomForestClassifier,10,9,sgd,distance,0.5027422303473492
relu,ball_tree,26,entropy,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,3,invscaling,56,sqrt,20,2,randomForestClassifier,3,4,sgd,uniform,0.576782449725777
identity,ball_tree,17,gini,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,6,constant,47,log2,18,30,kneighborsClassifier,6,9,lbfgs,distance,0.4579524680073126
relu,kd_tree,21,entropy,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,31,adaptive,77,log2,6,40,kneighborsClassifier,9,1,sgd,uniform,0.47074954296160876
relu,auto,14,gini,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,13,invscaling,92,auto,4,36,nnClassifier,8,2,adam,uniform,0.24405850091407677
identity,ball_tree,19,entropy,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,38,constant,97,sqrt,4,13,nnClassifier,3,2,sgd,uniform,0.04021937842778794
tanh,kd_tree,25,entropy,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,10,adaptive,43,auto,2,27,kneighborsClassifier,10,3,adam,distance,0.5155393053016454
identity,auto,18,gini,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,24,invscaling,55,sqrt,5,2,kneighborsClassifier,2,2,adam,uniform,0.44881170018281535
relu,brute,23,gini,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,37,constant,47,auto,12,13,nnClassifier,5,7,adam,distance,0.26508226691042047
relu,ball_tree,11,gini,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,17,constant,80,auto,5,10,kneighborsClassifier,8,2,sgd,uniform,0.3820840950639854
tanh,brute,10,gini,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,27,adaptive,40,sqrt,13,9,randomForestClassifier,8,9,lbfgs,uniform,0.5438756855575868
relu,brute,11,entropy,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,4,constant,32,log2,13,16,kneighborsClassifier,6,7,lbfgs,distance,0.48811700182815354
logistic,brute,15,gini,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,6,adaptive,36,auto,5,34,nnClassifier,9,5,adam,uniform,0.16179159049360145
identity,brute,26,gini,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,4,invscaling,35,auto,11,39,randomForestClassifier,10,2,sgd,uniform,0.6243144424131627
relu,ball_tree,8,entropy,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,40,adaptive,90,log2,19,14,kneighborsClassifier,3,7,sgd,uniform,0.453382084095064
relu,auto,30,gini,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,9,adaptive,31,sqrt,2,9,randomForestClassifier,3,5,lbfgs,distance,0.576782449725777
tanh,brute,28,entropy,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,27,constant,42,auto,18,39,randomForestClassifier,2,3,sgd,uniform,0.5210237659963437
identity,kd_tree,31,entropy,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,20,invscaling,35,auto,7,20,kneighborsClassifier,5,7,sgd,distance,0.4753199268738574
tanh,auto,29,entropy,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,6,constant,96,auto,8,26,kneighborsClassifier,7,6,sgd,uniform,0.396709323583181
logistic,ball_tree,22,gini,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,27,constant,38,sqrt,14,17,nnClassifier,9,4,lbfgs,distance,0.16179159049360145
relu,kd_tree,23,entropy,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,24,constant,91,auto,5,22,randomForestClassifier,10,4,lbfgs,distance,0.6809872029250457
logistic,ball_tree,26,gini,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,23,adaptive,22,auto,18,19,nnClassifier,2,4,adam,distance,0.06855575868372943
relu,ball_tree,31,gini,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,12,invscaling,47,auto,9,31,nnClassifier,8,6,adam,distance,0.21480804387568556
tanh,kd_tree,23,entropy,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,11,invscaling,24,auto,9,26,nnClassifier,8,7,adam,uniform,0.26416819012797077
logistic,auto,14,entropy,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,11,adaptive,80,log2,15,35,kneighborsClassifier,7,9,lbfgs,uniform,0.42413162705667273
identity,auto,19,gini,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,12,adaptive,37,sqrt,16,22,kneighborsClassifier,7,9,adam,uniform,0.5018281535648994
tanh,kd_tree,30,entropy,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,28,constant,89,sqrt,8,29,kneighborsClassifier,2,2,lbfgs,uniform,0.4113345521023766
identity,auto,9,gini,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,30,constant,1,auto,18,24,randomForestClassifier,10,5,lbfgs,uniform,0.5310786106032906
relu,ball_tree,28,entropy,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,37,adaptive,9,auto,12,10,randomForestClassifier,2,4,adam,uniform,0.5621572212065814
logistic,brute,29,gini,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,15,constant,50,log2,14,32,randomForestClassifier,5,5,adam,uniform,0.5639853747714808
logistic,kd_tree,27,gini,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,40,invscaling,85,sqrt,12,35,nnClassifier,5,4,adam,distance,0.13711151736745886
identity,brute,21,gini,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,35,invscaling,11,log2,18,5,kneighborsClassifier,3,2,adam,uniform,0.40676416819012795
tanh,ball_tree,10,entropy,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,31,adaptive,70,sqrt,9,29,nnClassifier,5,10,adam,uniform,0.15722120658135283
logistic,auto,27,gini,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,9,constant,15,auto,6,37,randomForestClassifier,7,2,lbfgs,distance,0.5978062157221207
logistic,auto,17,entropy,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,34,adaptive,92,sqrt,4,9,randomForestClassifier,8,5,lbfgs,distance,0.5621572212065814
logistic,ball_tree,17,entropy,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,20,constant,27,log2,15,32,randomForestClassifier,5,3,adam,distance,0.5722120658135283
relu,auto,16,entropy,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,26,constant,35,sqrt,13,19,randomForestClassifier,6,9,sgd,distance,0.5886654478976234
identity,brute,21,gini,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,26,invscaling,98,log2,4,20,nnClassifier,9,3,adam,distance,0.031078610603290677
logistic,brute,14,entropy,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,3,adaptive,5,log2,15,24,kneighborsClassifier,2,9,sgd,uniform,0.46983546617915906
relu,kd_tree,23,entropy,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,38,constant,86,sqrt,12,13,nnClassifier,1,5,sgd,uniform,0.12157221206581353
relu,kd_tree,26,gini,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,9,constant,72,sqrt,8,19,nnClassifier,8,4,lbfgs,distance,0.2659963436928702
logistic,ball_tree,20,gini,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13,invscaling,70,auto,19,32,randomForestClassifier,2,8,adam,distance,0.47989031078610606
identity,auto,22,gini,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,2,constant,69,log2,11,15,randomForestClassifier,1,4,sgd,uniform,0.5310786106032906
tanh,kd_tree,23,entropy,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,21,constant,95,log2,19,14,nnClassifier,7,7,sgd,uniform,0.2340036563071298
relu,brute,26,entropy,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,17,invscaling,29,sqrt,19,32,randomForestClassifier,4,3,lbfgs,uniform,0.6078610603290676
identity,auto,26,entropy,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,40,invscaling,1,log2,15,23,nnClassifier,10,4,lbfgs,uniform,0.04753199268738574
tanh,auto,13,entropy,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,30,constant,12,log2,6,6,nnClassifier,10,2,lbfgs,distance,0.3007312614259598
