activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,32,gini,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,35,adaptive,35,sqrt,10,33,kneighborsClassifier,5,9,lbfgs,uniform,0.42778793418647165
identity,ball_tree,32,entropy,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,34,adaptive,28,sqrt,12,4,kneighborsClassifier,9,10,lbfgs,distance,0.4716636197440585
relu,auto,23,entropy,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,21,adaptive,79,sqrt,10,23,nnClassifier,7,5,sgd,uniform,0.21023765996343693
identity,auto,9,gini,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,6,invscaling,42,auto,11,38,kneighborsClassifier,3,8,adam,uniform,0.45521023765996343
identity,kd_tree,24,gini,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,17,adaptive,6,sqrt,5,9,randomForestClassifier,2,9,lbfgs,uniform,0.4926873857404022
logistic,ball_tree,24,entropy,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,20,invscaling,87,sqrt,7,31,kneighborsClassifier,4,7,lbfgs,distance,0.47074954296160876
logistic,brute,16,entropy,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,29,invscaling,95,auto,15,16,nnClassifier,9,4,lbfgs,uniform,0.2449725776965265
tanh,auto,23,entropy,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,36,adaptive,26,log2,3,38,nnClassifier,7,10,adam,distance,0.226691042047532
identity,ball_tree,15,entropy,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,12,adaptive,96,sqrt,20,34,kneighborsClassifier,8,7,adam,uniform,0.47074954296160876
logistic,auto,21,gini,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,5,invscaling,53,auto,5,7,nnClassifier,3,4,lbfgs,distance,0.11425959780621572
relu,brute,19,gini,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,8,invscaling,77,log2,18,23,kneighborsClassifier,10,2,adam,distance,0.44789762340036565
identity,brute,8,gini,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,10,invscaling,87,sqrt,6,22,nnClassifier,4,4,sgd,uniform,0.05393053016453382
relu,ball_tree,31,entropy,1,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,23,constant,34,log2,19,32,kneighborsClassifier,6,8,sgd,uniform,0.4789762340036563
identity,ball_tree,24,entropy,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,32,invscaling,92,auto,19,27,nnClassifier,4,8,lbfgs,uniform,0.025594149908592323
logistic,kd_tree,27,entropy,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,21,adaptive,99,log2,12,36,randomForestClassifier,8,6,adam,uniform,0.5301645338208409
identity,brute,15,gini,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,19,adaptive,6,auto,5,35,nnClassifier,8,7,adam,uniform,0.06581352833638025
relu,brute,19,gini,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,35,invscaling,87,auto,18,21,nnClassifier,2,5,sgd,uniform,0.005484460694698354
tanh,kd_tree,18,gini,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,36,constant,92,sqrt,13,12,randomForestClassifier,10,1,sgd,uniform,0.5658135283363802
identity,kd_tree,12,entropy,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,32,invscaling,55,sqrt,9,36,kneighborsClassifier,5,1,lbfgs,distance,0.40493601462522855
identity,ball_tree,19,entropy,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,5,adaptive,56,sqrt,13,28,nnClassifier,2,8,sgd,uniform,0.08409506398537477
tanh,brute,30,entropy,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,27,invscaling,6,log2,3,11,randomForestClassifier,10,2,adam,uniform,0.5127970749542962
identity,brute,9,entropy,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,15,invscaling,43,auto,3,18,randomForestClassifier,3,3,sgd,uniform,0.576782449725777
relu,ball_tree,26,gini,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,6,invscaling,31,log2,2,39,randomForestClassifier,10,2,sgd,uniform,0.5521023765996343
identity,auto,26,gini,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,23,adaptive,58,log2,7,29,randomForestClassifier,9,7,lbfgs,distance,0.5127970749542962
tanh,auto,22,entropy,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,28,constant,13,sqrt,20,38,kneighborsClassifier,6,10,adam,uniform,0.453382084095064
logistic,auto,16,gini,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,36,constant,75,auto,15,28,nnClassifier,9,6,sgd,distance,0.09872029250457039
tanh,kd_tree,9,entropy,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,29,adaptive,22,auto,5,18,kneighborsClassifier,2,3,adam,distance,0.5740402193784278
logistic,ball_tree,26,gini,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,28,constant,32,log2,11,27,kneighborsClassifier,6,3,sgd,uniform,0.41224862888482633
relu,brute,10,gini,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,30,adaptive,84,auto,3,4,nnClassifier,7,1,lbfgs,uniform,0.23583180987202926
identity,brute,12,gini,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,20,invscaling,5,sqrt,3,3,randomForestClassifier,7,8,lbfgs,distance,0.4744058500914077
relu,brute,31,gini,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,37,adaptive,88,sqrt,7,9,randomForestClassifier,3,10,lbfgs,uniform,0.5420475319926874
identity,brute,13,entropy,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,28,invscaling,61,log2,11,19,nnClassifier,4,3,sgd,distance,0.05758683729433273
logistic,brute,18,entropy,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,29,invscaling,12,sqrt,10,24,kneighborsClassifier,6,5,sgd,distance,0.526508226691042
relu,brute,32,entropy,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,22,adaptive,27,log2,9,8,nnClassifier,6,5,lbfgs,uniform,0.10786106032906764
identity,brute,8,entropy,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,11,adaptive,1,sqrt,16,7,nnClassifier,7,6,sgd,uniform,0.033820840950639856
relu,auto,14,entropy,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,30,constant,19,sqrt,6,38,kneighborsClassifier,6,1,adam,uniform,0.37842778793418647
logistic,kd_tree,28,entropy,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,2,constant,51,sqrt,15,30,nnClassifier,3,7,lbfgs,distance,0.1956124314442413
tanh,auto,21,gini,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,13,adaptive,60,auto,12,40,randomForestClassifier,8,8,sgd,distance,0.4954296160877514
identity,kd_tree,31,gini,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,4,adaptive,17,log2,9,13,kneighborsClassifier,5,9,adam,uniform,0.4826325411334552
relu,auto,18,gini,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,18,adaptive,30,auto,7,13,randomForestClassifier,5,8,lbfgs,uniform,0.5310786106032906
relu,kd_tree,23,gini,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,20,invscaling,63,auto,17,30,randomForestClassifier,4,6,sgd,distance,0.489945155393053
logistic,brute,11,entropy,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,17,adaptive,37,sqrt,12,7,kneighborsClassifier,9,4,adam,distance,0.45886654478976235
tanh,brute,13,entropy,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,3,invscaling,58,log2,2,12,nnClassifier,3,2,lbfgs,distance,0.27696526508226693
relu,kd_tree,19,entropy,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,constant,75,auto,20,21,nnClassifier,5,10,adam,uniform,0.22577696526508226
relu,ball_tree,23,entropy,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,3,invscaling,20,log2,13,37,kneighborsClassifier,2,6,adam,distance,0.42687385740402195
logistic,kd_tree,24,entropy,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,35,constant,46,log2,12,20,randomForestClassifier,9,7,lbfgs,distance,0.546617915904936
logistic,kd_tree,22,gini,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,10,adaptive,19,auto,2,13,nnClassifier,4,6,adam,distance,0.05758683729433273
identity,auto,24,entropy,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,36,adaptive,57,log2,17,40,nnClassifier,6,7,sgd,distance,0.04296160877513711
tanh,kd_tree,32,entropy,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,8,invscaling,70,sqrt,11,37,nnClassifier,9,8,sgd,uniform,0.04204753199268738
tanh,ball_tree,18,entropy,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,35,constant,94,sqrt,13,19,kneighborsClassifier,8,5,adam,distance,0.43784277879341865
identity,auto,11,entropy,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,11,adaptive,47,sqrt,15,28,nnClassifier,6,2,adam,uniform,0.07952468007312614
relu,kd_tree,31,gini,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,25,invscaling,10,log2,9,15,kneighborsClassifier,1,9,sgd,distance,0.49817184643510054
logistic,ball_tree,13,gini,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,37,invscaling,20,auto,16,16,randomForestClassifier,9,3,adam,uniform,0.5301645338208409
tanh,auto,29,gini,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,36,constant,5,log2,13,25,randomForestClassifier,2,10,lbfgs,uniform,0.5027422303473492
identity,ball_tree,11,entropy,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,40,adaptive,19,sqrt,16,16,kneighborsClassifier,3,8,sgd,uniform,0.43418647166361973
tanh,auto,11,gini,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,15,invscaling,5,log2,6,29,randomForestClassifier,5,9,lbfgs,uniform,0.5127970749542962
relu,auto,11,entropy,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,39,adaptive,50,sqrt,18,11,kneighborsClassifier,6,2,lbfgs,distance,0.49085923217550276
tanh,brute,25,gini,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,36,constant,88,auto,10,40,kneighborsClassifier,4,9,lbfgs,uniform,0.3930530164533821
logistic,ball_tree,15,entropy,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,10,constant,33,sqrt,3,2,nnClassifier,9,10,sgd,uniform,0.08043875685557587
relu,auto,17,gini,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,13,invscaling,90,log2,13,19,randomForestClassifier,2,8,lbfgs,distance,0.5987202925045704
logistic,kd_tree,9,gini,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,31,adaptive,75,sqrt,7,28,kneighborsClassifier,2,5,adam,uniform,0.44149908592321757
logistic,kd_tree,14,gini,0,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,31,adaptive,21,auto,9,29,nnClassifier,9,9,adam,uniform,0.2595978062157221
logistic,kd_tree,14,gini,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9,constant,29,sqrt,3,25,kneighborsClassifier,4,6,lbfgs,uniform,0.42230347349177333
tanh,auto,12,entropy,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,adaptive,8,log2,14,30,kneighborsClassifier,8,5,lbfgs,distance,0.4040219378427788
identity,auto,27,entropy,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,11,invscaling,14,sqrt,3,12,kneighborsClassifier,10,1,lbfgs,distance,0.4287020109689214
logistic,kd_tree,9,entropy,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,29,constant,15,sqrt,12,17,kneighborsClassifier,2,9,sgd,uniform,0.42047531992687387
relu,ball_tree,29,entropy,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,28,constant,28,auto,17,3,nnClassifier,4,9,lbfgs,uniform,0.22851919561243145
logistic,ball_tree,8,gini,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,16,adaptive,24,sqrt,13,5,nnClassifier,10,2,adam,uniform,0.23583180987202926
identity,kd_tree,30,entropy,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,25,constant,81,auto,6,9,nnClassifier,4,9,lbfgs,distance,0.044789762340036565
logistic,auto,12,gini,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,34,invscaling,65,sqrt,7,22,nnClassifier,2,3,sgd,uniform,0.0
tanh,kd_tree,23,gini,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,14,constant,92,auto,12,35,randomForestClassifier,4,10,sgd,distance,0.5950639853747715
relu,brute,13,entropy,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,19,constant,18,sqrt,7,8,randomForestClassifier,7,10,lbfgs,uniform,0.5027422303473492
relu,brute,26,entropy,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,28,adaptive,82,log2,20,5,kneighborsClassifier,3,10,sgd,distance,0.46526508226691043
identity,kd_tree,11,entropy,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,3,invscaling,23,log2,20,33,randomForestClassifier,9,8,adam,uniform,0.5776965265082267
logistic,kd_tree,24,entropy,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,13,constant,40,log2,13,19,randomForestClassifier,3,5,adam,distance,0.5996343692870201
relu,kd_tree,20,gini,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,23,adaptive,50,log2,16,36,randomForestClassifier,9,5,adam,distance,0.596892138939671
