,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
58,1,0,0,1,0,1,nnClassifier,identity,None,22.0,None,None,invscaling,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,198.071808579145
59,0,1,0,0,1,0,nnClassifier,logistic,None,27.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,1.0,ok,212.28189758001827
60,0,1,0,0,1,0,kneighborsClassifier,None,brute,None,None,13,None,None,None,None,None,None,4,None,uniform,0.9821109123434705,ok,212.50900179310702
61,1,1,1,0,0,0,nnClassifier,relu,None,31.0,None,None,adaptive,None,None,None,None,10.0,None,sgd,None,1.0,ok,221.22542466106825
62,1,1,0,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,47.0,log2,6.0,36.0,None,None,None,None,0.981216457960644,ok,221.96757492399774
63,0,1,1,1,0,1,nnClassifier,tanh,None,30.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,1.0,ok,225.81357695511542
64,1,1,0,1,0,1,nnClassifier,relu,None,24.0,None,None,adaptive,None,None,None,None,2.0,None,sgd,None,1.0,ok,236.15475024608895
65,0,0,1,1,0,1,nnClassifier,relu,None,25.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,1.0,ok,240.79994349111803
66,0,0,1,0,1,0,nnClassifier,tanh,None,16.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,241.32553414907306
67,0,0,1,0,1,0,nnClassifier,tanh,None,14.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,241.80792166292667
68,0,0,1,0,1,0,nnClassifier,relu,None,14.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,242.05558798811398
69,1,1,0,1,0,1,nnClassifier,relu,None,32.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,1.0,ok,244.06551431212574
70,1,1,0,1,0,1,nnClassifier,logistic,None,32.0,None,None,adaptive,None,None,None,None,9.0,None,adam,None,1.0,ok,248.78301283414476
71,1,1,0,0,0,0,nnClassifier,logistic,None,29.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,1.0,ok,262.33665550593287
72,1,1,0,0,0,0,nnClassifier,logistic,None,28.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,1.0,ok,276.20786423701793
73,1,1,0,1,0,1,nnClassifier,relu,None,30.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,1.0,ok,278.29909416893497
74,1,1,0,1,0,1,nnClassifier,logistic,None,27.0,None,None,invscaling,None,None,None,None,2.0,None,adam,None,1.0,ok,284.29501187615097
75,1,1,0,0,0,0,kneighborsClassifier,None,kd_tree,None,None,22,None,None,None,None,None,None,5,None,uniform,0.9785330948121646,ok,284.3849939289503
76,1,1,0,1,0,1,nnClassifier,tanh,None,30.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,1.0,ok,288.2256740599405
77,0,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,84.0,sqrt,17.0,26.0,None,None,None,None,0.981216457960644,ok,288.8139780370984
78,1,1,0,0,1,0,nnClassifier,tanh,None,9.0,None,None,adaptive,None,None,None,None,7.0,None,sgd,None,1.0,ok,315.8601017340552
79,0,0,1,0,1,1,nnClassifier,tanh,None,20.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,316.3904976861086
80,0,0,1,0,1,0,nnClassifier,tanh,None,9.0,None,None,constant,None,None,None,None,7.0,None,lbfgs,None,1.0,ok,316.86581552005373
81,1,1,0,0,0,0,kneighborsClassifier,None,auto,None,None,2,None,None,None,None,None,None,8,None,distance,0.9758497316636852,ok,316.9609833180439
82,1,1,0,0,0,0,nnClassifier,logistic,None,28.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,1.0,ok,330.78613372310065
83,1,1,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,12.0,log2,2.0,7.0,None,None,None,None,0.9794275491949911,ok,331.5001794749405
84,1,1,0,0,0,0,nnClassifier,relu,None,30.0,None,None,adaptive,None,None,None,None,9.0,None,sgd,None,1.0,ok,340.32162128109485
85,0,0,1,0,1,0,nnClassifier,identity,None,18.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,340.50724491500296
86,1,1,0,0,0,0,nnClassifier,identity,None,23.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,1.0,ok,340.6812466310803
87,1,1,1,0,1,0,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,1,None,distance,0.9803220035778175,ok,340.85781424702145
88,1,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,41.0,sqrt,10.0,17.0,None,None,None,None,0.9794275491949911,ok,341.8258567349985
89,1,0,1,1,0,1,nnClassifier,relu,None,26.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,1.0,ok,343.9992002500221
90,1,1,0,1,0,1,nnClassifier,relu,None,26.0,None,None,invscaling,None,None,None,None,3.0,None,adam,None,1.0,ok,346.2966198879294
91,0,1,1,1,0,1,nnClassifier,tanh,None,31.0,None,None,adaptive,None,None,None,None,10.0,None,adam,None,1.0,ok,349.56043968512677
92,0,1,0,1,0,1,nnClassifier,tanh,None,24.0,None,None,adaptive,None,None,None,None,8.0,None,adam,None,1.0,ok,353.5682894401252
93,0,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,9,None,None,None,None,None,None,2,None,uniform,0.9865831842576028,ok,353.6859615610447
94,0,0,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,64.0,auto,8.0,13.0,None,None,None,None,0.9847942754919499,ok,354.5051149050705
95,0,0,1,0,1,0,nnClassifier,tanh,None,10.0,None,None,constant,None,None,None,None,6.0,None,lbfgs,None,1.0,ok,355.0049976040609
96,0,0,1,0,1,0,nnClassifier,tanh,None,16.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,1.0,ok,355.53560475003906
97,0,0,1,1,0,1,nnClassifier,logistic,None,13.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,1.0,ok,363.26289190212265
98,0,0,1,0,1,0,nnClassifier,tanh,None,14.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,1.0,ok,363.7551939920522
99,0,0,1,0,1,0,kneighborsClassifier,None,kd_tree,None,None,19,None,None,None,None,None,None,7,None,distance,0.9785330948121646,ok,363.83101996104233
