,feature_0,feature_1,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
20,1,1,randomForestClassifier,None,None,None,entropy,None,None,62,sqrt,2,5,None,None,None,None,0.8830188679245283,ok,18.600761863868684
21,1,1,randomForestClassifier,None,None,None,gini,None,None,2,auto,6,4,None,None,None,None,0.769811320754717,ok,18.96775507600978
22,1,1,randomForestClassifier,None,None,None,entropy,None,None,61,sqrt,20,14,None,None,None,None,0.9056603773584906,ok,19.612268650904298
23,1,1,randomForestClassifier,None,None,None,gini,None,None,36,sqrt,19,13,None,None,None,None,0.9037735849056604,ok,20.157095385016873
24,1,1,randomForestClassifier,None,None,None,gini,None,None,26,sqrt,17,13,None,None,None,None,0.9018867924528302,ok,20.70943927881308
25,1,1,randomForestClassifier,None,None,None,entropy,None,None,60,sqrt,14,14,None,None,None,None,0.909433962264151,ok,21.37572814989835
26,1,1,randomForestClassifier,None,None,None,entropy,None,None,62,sqrt,15,21,None,None,None,None,0.9056603773584906,ok,22.039363259915262
27,1,1,randomForestClassifier,None,None,None,entropy,None,None,59,sqrt,14,23,None,None,None,None,0.909433962264151,ok,22.70557170198299
28,1,1,randomForestClassifier,None,None,None,entropy,None,None,77,sqrt,13,23,None,None,None,None,0.9056603773584906,ok,23.376006995793432
29,1,1,randomForestClassifier,None,None,None,entropy,None,None,49,log2,16,25,None,None,None,None,0.909433962264151,ok,24.1205026358366
30,1,1,randomForestClassifier,None,None,None,entropy,None,None,46,log2,17,26,None,None,None,None,0.9056603773584906,ok,24.743160825921223
31,1,1,randomForestClassifier,None,None,None,entropy,None,None,27,sqrt,13,17,None,None,None,None,0.9056603773584906,ok,25.381157820811495
32,1,1,randomForestClassifier,None,None,None,entropy,None,None,76,log2,16,28,None,None,None,None,0.909433962264151,ok,26.00782285700552
33,1,1,randomForestClassifier,None,None,None,entropy,None,None,99,log2,17,29,None,None,None,None,0.9056603773584906,ok,26.628058411879465
34,1,1,kneighborsClassifier,None,auto,None,None,40,None,None,None,None,None,None,9,None,uniform,0.8962264150943396,ok,26.670247050002217
35,1,1,randomForestClassifier,None,None,None,entropy,None,None,77,log2,11,38,None,None,None,None,0.9037735849056604,ok,27.305077763972804
36,1,1,randomForestClassifier,None,None,None,entropy,None,None,54,log2,19,25,None,None,None,None,0.9056603773584906,ok,27.917893045814708
37,1,0,nnClassifier,logistic,None,23,None,None,invscaling,None,None,None,None,1,None,adam,None,0.5452830188679245,ok,33.70715410890989
38,1,1,kneighborsClassifier,None,brute,None,None,11,None,None,None,None,None,None,7,None,distance,0.8905660377358491,ok,33.77230052091181
39,0,1,randomForestClassifier,None,None,None,entropy,None,None,34,auto,11,8,None,None,None,None,0.7018867924528301,ok,34.39245740696788
40,1,1,nnClassifier,tanh,None,24,None,None,adaptive,None,None,None,None,3,None,adam,None,0.5132075471698113,ok,46.314034287817776
41,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
42,1,1,kneighborsClassifier,None,auto,None,None,31,None,None,None,None,None,None,10,None,uniform,0.9037735849056604,ok,46.38063923292793
43,1,1,randomForestClassifier,None,None,None,entropy,None,None,66,sqrt,14,10,None,None,None,None,0.909433962264151,ok,47.016765942797065
44,1,0,nnClassifier,identity,None,8,None,None,invscaling,None,None,None,None,10,None,sgd,None,0.5320754716981132,ok,49.02294888999313
45,0,1,randomForestClassifier,None,None,None,entropy,None,None,51,log2,18,33,None,None,None,None,0.7226415094339622,ok,49.599021633854136
46,1,1,kneighborsClassifier,None,brute,None,None,2,None,None,None,None,None,None,7,None,distance,0.8905660377358491,ok,49.66456805798225
47,0,1,randomForestClassifier,None,None,None,entropy,None,None,68,sqrt,12,10,None,None,None,None,0.7,ok,50.28903026483022
48,1,0,nnClassifier,logistic,None,20,None,None,adaptive,None,None,None,None,3,None,sgd,None,0.5433962264150943,ok,55.50382938282564
49,1,1,randomForestClassifier,None,None,None,entropy,None,None,85,log2,16,27,None,None,None,None,0.909433962264151,ok,56.13326174695976
50,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
51,1,1,randomForestClassifier,None,None,None,entropy,None,None,70,auto,8,18,None,None,None,None,0.8981132075471698,ok,56.81393261090852
52,1,1,nnClassifier,identity,None,32,None,None,invscaling,None,None,None,None,8,None,adam,None,0.5226415094339623,ok,57.903486870927736
53,0,1,randomForestClassifier,None,None,None,gini,None,None,85,log2,20,28,None,None,None,None,0.7188679245283018,ok,58.39218816580251
54,1,0,kneighborsClassifier,None,auto,None,None,13,None,None,None,None,None,None,6,None,uniform,0.569811320754717,ok,58.43551728199236
55,1,1,randomForestClassifier,None,None,None,entropy,None,None,94,auto,15,21,None,None,None,None,0.9056603773584906,ok,59.06647535786033
56,1,1,randomForestClassifier,None,None,None,entropy,None,None,81,log2,12,35,None,None,None,None,0.909433962264151,ok,59.7036706879735
57,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
58,1,1,randomForestClassifier,None,None,None,entropy,None,None,99,log2,5,2,None,None,None,None,0.8943396226415095,ok,60.40751527179964
59,1,1,randomForestClassifier,None,None,None,gini,None,None,18,log2,9,40,None,None,None,None,0.9075471698113208,ok,60.94154809694737
60,1,1,kneighborsClassifier,None,kd_tree,None,None,36,None,None,None,None,None,None,9,None,distance,0.8981132075471698,ok,60.974818418966606
61,1,1,randomForestClassifier,None,None,None,entropy,None,None,80,log2,12,36,None,None,None,None,0.9056603773584906,ok,61.60951523599215
62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
63,1,1,nnClassifier,tanh,None,18,None,None,invscaling,None,None,None,None,7,None,lbfgs,None,0.5094339622641509,ok,65.17710754997097
64,1,1,randomForestClassifier,None,None,None,entropy,None,None,69,auto,18,10,None,None,None,None,0.9018867924528302,ok,65.79917423985898
65,1,1,randomForestClassifier,None,None,None,entropy,None,None,74,log2,12,34,None,None,None,None,0.9075471698113208,ok,66.43701979890466
66,1,1,randomForestClassifier,None,None,None,entropy,None,None,82,log2,16,36,None,None,None,None,0.909433962264151,ok,67.06184729887173
67,1,1,randomForestClassifier,None,None,None,entropy,None,None,41,log2,14,23,None,None,None,None,0.909433962264151,ok,67.69965369789861
68,1,1,randomForestClassifier,None,None,None,entropy,None,None,42,sqrt,10,24,None,None,None,None,0.8981132075471698,ok,68.35083757783286
69,1,1,randomForestClassifier,None,None,None,entropy,None,None,38,log2,14,15,None,None,None,None,0.909433962264151,ok,68.9879662299063
70,1,1,randomForestClassifier,None,None,None,entropy,None,None,53,sqrt,13,20,None,None,None,None,0.9056603773584906,ok,69.68958588480018
71,1,1,randomForestClassifier,None,None,None,gini,None,None,57,sqrt,18,38,None,None,None,None,0.9018867924528302,ok,70.23914626101032
72,1,1,randomForestClassifier,None,None,None,entropy,None,None,64,sqrt,15,30,None,None,None,None,0.9056603773584906,ok,70.8731554208789
73,1,1,randomForestClassifier,None,None,None,entropy,None,None,13,log2,19,16,None,None,None,None,0.9056603773584906,ok,71.48967594490387
74,1,1,randomForestClassifier,None,None,None,entropy,None,None,29,auto,16,26,None,None,None,None,0.909433962264151,ok,72.11831431393512
75,1,1,randomForestClassifier,None,None,None,gini,None,None,30,auto,10,27,None,None,None,None,0.9018867924528302,ok,72.6541916038841
76,1,1,kneighborsClassifier,None,brute,None,None,27,None,None,None,None,None,None,1,None,uniform,0.8622641509433963,ok,72.71088348189369
77,1,1,randomForestClassifier,None,None,None,entropy,None,None,57,sqrt,3,19,None,None,None,None,0.8943396226415095,ok,73.4156898278743
78,1,0,randomForestClassifier,None,None,None,entropy,None,None,74,sqrt,7,3,None,None,None,None,0.5849056603773585,ok,74.30010348279029
79,0,1,nnClassifier,identity,None,12,None,None,adaptive,None,None,None,None,9,None,adam,None,0.5339622641509434,ok,81.35937822679989
80,1,1,randomForestClassifier,None,None,None,entropy,None,None,46,log2,14,14,None,None,None,None,0.909433962264151,ok,82.00380728300661
81,1,1,randomForestClassifier,None,None,None,entropy,None,None,22,log2,17,22,None,None,None,None,0.9056603773584906,ok,82.63895844179206
82,1,1,kneighborsClassifier,None,brute,None,None,16,None,None,None,None,None,None,5,None,uniform,0.8849056603773585,ok,82.71848938590847
83,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
84,1,1,nnClassifier,logistic,None,31,None,None,constant,None,None,None,None,4,None,sgd,None,0.5433962264150943,ok,83.78247464890592
85,1,1,randomForestClassifier,None,None,None,entropy,None,None,48,log2,16,31,None,None,None,None,0.909433962264151,ok,84.42013295181096
86,1,1,randomForestClassifier,None,None,None,entropy,None,None,61,sqrt,13,31,None,None,None,None,0.9018867924528302,ok,85.06363542797044
87,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
88,1,1,randomForestClassifier,None,None,None,entropy,None,None,57,sqrt,11,9,None,None,None,None,0.8981132075471698,ok,85.73816538392566
89,1,1,nnClassifier,relu,None,20,None,None,constant,None,None,None,None,2,None,adam,None,0.47547169811320755,ok,91.78849098086357
90,1,1,randomForestClassifier,None,None,None,entropy,None,None,34,auto,15,12,None,None,None,None,0.9056603773584906,ok,92.42866499791853
91,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
92,1,1,randomForestClassifier,None,None,None,gini,None,None,89,log2,18,7,None,None,None,None,0.9075471698113208,ok,92.98568752896972
93,1,1,kneighborsClassifier,None,kd_tree,None,None,25,None,None,None,None,None,None,5,None,uniform,0.8849056603773585,ok,93.0316307079047
94,1,1,nnClassifier,identity,None,11,None,None,adaptive,None,None,None,None,6,None,lbfgs,None,0.5245283018867924,ok,93.11450135800987
95,1,1,randomForestClassifier,None,None,None,entropy,None,None,48,log2,10,13,None,None,None,None,0.9,ok,93.77611893694848
96,1,1,randomForestClassifier,None,None,None,entropy,None,None,40,auto,17,22,None,None,None,None,0.9056603773584906,ok,94.49209850188345
97,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
98,1,1,kneighborsClassifier,None,ball_tree,None,None,17,None,None,None,None,None,None,1,None,distance,0.8622641509433963,ok,94.55642456794158
99,1,1,randomForestClassifier,None,None,None,entropy,None,None,83,sqrt,8,35,None,None,None,None,0.9037735849056604,ok,95.21053727297112
