,feature_0,feature_1,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
36,1,1,nnClassifier,tanh,None,21.0,None,None,constant,None,None,None,None,10.0,None,sgd,None,0.5226415094339623,ok,68.52541696210392
37,1,1,kneighborsClassifier,None,kd_tree,None,None,2.0,None,None,None,None,None,None,9.0,None,distance,0.8867924528301887,ok,68.55927361198701
38,1,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,10.0,None,distance,0.8924528301886793,ok,68.59075845498592
39,1,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,8.0,None,distance,0.8811320754716981,ok,68.62279790802859
40,1,1,kneighborsClassifier,None,kd_tree,None,None,20.0,None,None,None,None,None,None,7.0,None,distance,0.8811320754716981,ok,68.65362909412943
41,1,1,kneighborsClassifier,None,kd_tree,None,None,2.0,None,None,None,None,None,None,10.0,None,distance,0.8924528301886793,ok,68.68677437701263
42,0,1,kneighborsClassifier,None,kd_tree,None,None,9.0,None,None,None,None,None,None,10.0,None,distance,0.6528301886792452,ok,68.7169468740467
43,1,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,9.0,None,distance,0.8867924528301887,ok,68.7485342361033
44,1,1,kneighborsClassifier,None,kd_tree,None,None,14.0,None,None,None,None,None,None,8.0,None,distance,0.8811320754716981,ok,68.77935495204292
45,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
46,1,1,kneighborsClassifier,None,kd_tree,None,None,16.0,None,None,None,None,None,None,9.0,None,distance,0.8867924528301887,ok,68.83104556892067
47,1,0,kneighborsClassifier,None,brute,None,None,6.0,None,None,None,None,None,None,7.0,None,distance,0.5490566037735849,ok,68.90330512309447
48,1,1,kneighborsClassifier,None,ball_tree,None,None,24.0,None,None,None,None,None,None,8.0,None,distance,0.8811320754716981,ok,68.93875752296299
49,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
50,1,1,kneighborsClassifier,None,kd_tree,None,None,40.0,None,None,None,None,None,None,6.0,None,distance,0.8886792452830189,ok,68.9910453890916
51,0,1,kneighborsClassifier,None,kd_tree,None,None,24.0,None,None,None,None,None,None,9.0,None,distance,0.6415094339622641,ok,69.02235159510747
52,1,0,kneighborsClassifier,None,auto,None,None,6.0,None,None,None,None,None,None,7.0,None,distance,0.560377358490566,ok,69.05307934293523
53,1,1,kneighborsClassifier,None,ball_tree,None,None,3.0,None,None,None,None,None,None,5.0,None,distance,0.8924528301886793,ok,69.08692726306617
54,0,1,kneighborsClassifier,None,ball_tree,None,None,8.0,None,None,None,None,None,None,4.0,None,distance,0.6528301886792452,ok,69.11767266993411
55,1,0,nnClassifier,logistic,None,9.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.5415094339622641,ok,69.22784910700284
56,1,1,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,5.0,None,distance,0.8924528301886793,ok,69.26115059712902
57,1,1,kneighborsClassifier,None,ball_tree,None,None,24.0,None,None,None,None,None,None,5.0,None,distance,0.8924528301886793,ok,69.29510511504486
58,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
59,1,1,nnClassifier,relu,None,17.0,None,None,invscaling,None,None,None,None,8.0,None,adam,None,0.5283018867924528,ok,76.31579909194261
60,1,1,kneighborsClassifier,None,ball_tree,None,None,28.0,None,None,None,None,None,None,3.0,None,uniform,0.8849056603773585,ok,76.36306058196351
61,1,1,kneighborsClassifier,None,ball_tree,None,None,35.0,None,None,None,None,None,None,1.0,None,distance,0.8830188679245283,ok,76.39801879110746
62,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.0,ok,None
63,1,1,kneighborsClassifier,None,brute,None,None,12.0,None,None,None,None,None,None,8.0,None,uniform,0.8905660377358491,ok,76.5093475470785
64,1,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,6.0,None,uniform,0.8924528301886793,ok,76.59658053191379
65,1,1,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,6.0,None,uniform,0.8924528301886793,ok,76.68400435312651
66,1,1,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,6.0,None,uniform,0.8924528301886793,ok,76.77173584909178
67,1,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,6.0,None,uniform,0.8924528301886793,ok,76.86017080210149
68,1,1,kneighborsClassifier,None,brute,None,None,5.0,None,None,None,None,None,None,10.0,None,uniform,0.8924528301886793,ok,76.94799199607223
69,1,1,kneighborsClassifier,None,brute,None,None,37.0,None,None,None,None,None,None,7.0,None,uniform,0.8830188679245283,ok,77.03662403509952
70,1,1,kneighborsClassifier,None,ball_tree,None,None,27.0,None,None,None,None,None,None,5.0,None,uniform,0.8905660377358491,ok,77.08559116208926
71,1,1,kneighborsClassifier,None,ball_tree,None,None,17.0,None,None,None,None,None,None,5.0,None,distance,0.8924528301886793,ok,77.1231076340191
72,1,1,kneighborsClassifier,None,ball_tree,None,None,11.0,None,None,None,None,None,None,3.0,None,distance,0.8849056603773585,ok,77.15952368499711
73,1,1,nnClassifier,tanh,None,21.0,None,None,adaptive,None,None,None,None,3.0,None,sgd,None,0.5283018867924528,ok,88.58080382202752
74,1,1,kneighborsClassifier,None,brute,None,None,33.0,None,None,None,None,None,None,6.0,None,uniform,0.8924528301886793,ok,88.66611530911177
75,1,1,kneighborsClassifier,None,kd_tree,None,None,32.0,None,None,None,None,None,None,9.0,None,uniform,0.8886792452830189,ok,88.71229489101097
76,1,1,kneighborsClassifier,None,ball_tree,None,None,17.0,None,None,None,None,None,None,4.0,None,uniform,0.8754716981132076,ok,88.75980307999998
77,1,1,nnClassifier,logistic,None,12.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.49056603773584906,ok,109.1963060759008
78,0,1,kneighborsClassifier,None,kd_tree,None,None,3.0,None,None,None,None,None,None,1.0,None,distance,0.6094339622641509,ok,109.23181549203582
79,1,1,kneighborsClassifier,None,auto,None,None,8.0,None,None,None,None,None,None,2.0,None,uniform,0.8849056603773585,ok,109.27994166593999
80,1,1,kneighborsClassifier,None,ball_tree,None,None,22.0,None,None,None,None,None,None,5.0,None,distance,0.8924528301886793,ok,109.31638584495522
81,1,0,kneighborsClassifier,None,kd_tree,None,None,20.0,None,None,None,None,None,None,10.0,None,distance,0.5584905660377358,ok,109.35049032699317
82,1,1,nnClassifier,relu,None,16.0,None,None,invscaling,None,None,None,None,9.0,None,sgd,None,0.5415094339622641,ok,110.67786615202203
83,0,1,kneighborsClassifier,None,ball_tree,None,None,14.0,None,None,None,None,None,None,3.0,None,distance,0.630188679245283,ok,110.80463189911097
84,1,0,randomForestClassifier,None,None,None,entropy,None,None,6,auto,8,34,None,None,None,None,0.6,ok,111.35615346604027
85,1,1,kneighborsClassifier,None,auto,None,None,22.0,None,None,None,None,None,None,5.0,None,uniform,0.8905660377358491,ok,111.40232636593282
86,1,1,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,4.0,None,distance,0.8811320754716981,ok,111.438342763111
87,0,1,kneighborsClassifier,None,ball_tree,None,None,4.0,None,None,None,None,None,None,7.0,None,distance,0.6547169811320754,ok,111.47314979298972
88,1,1,randomForestClassifier,None,None,None,entropy,None,None,23,log2,18,35,None,None,None,None,0.8830188679245283,ok,112.09822495607659
89,1,0,nnClassifier,tanh,None,29.0,None,None,adaptive,None,None,None,None,6.0,None,lbfgs,None,0.5433962264150943,ok,114.77525714598596
90,1,1,kneighborsClassifier,None,brute,None,None,38.0,None,None,None,None,None,None,8.0,None,uniform,0.8905660377358491,ok,114.86097585805692
91,1,1,kneighborsClassifier,None,brute,None,None,29.0,None,None,None,None,None,None,4.0,None,distance,0.8811320754716981,ok,114.93570446199737
92,0,1,kneighborsClassifier,None,kd_tree,None,None,26.0,None,None,None,None,None,None,7.0,None,uniform,0.660377358490566,ok,114.9825784789864
93,1,0,randomForestClassifier,None,None,None,entropy,None,None,15,auto,4,25,None,None,None,None,0.5811320754716981,ok,115.77648624498397
94,1,1,kneighborsClassifier,None,brute,None,None,31.0,None,None,None,None,None,None,6.0,None,uniform,0.8924528301886793,ok,115.86382357706316
95,1,1,nnClassifier,identity,None,24.0,None,None,adaptive,None,None,None,None,5.0,None,lbfgs,None,0.5415094339622641,ok,115.94898452912457
96,1,1,kneighborsClassifier,None,ball_tree,None,None,18.0,None,None,None,None,None,None,5.0,None,distance,0.8924528301886793,ok,115.98595241899602
97,0,1,kneighborsClassifier,None,auto,None,None,30.0,None,None,None,None,None,None,3.0,None,distance,0.6320754716981132,ok,116.01900953007862
98,1,0,kneighborsClassifier,None,brute,None,None,34.0,None,None,None,None,None,None,9.0,None,uniform,0.5773584905660377,ok,116.108678689925
99,1,1,randomForestClassifier,None,None,None,entropy,None,None,56,log2,13,32,None,None,None,None,0.8886792452830189,ok,116.75112531310879
