activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,ball_tree,9,gini,0,1,1,1,0,18,invscaling,86,sqrt,15,23,kneighborsClassifier,6,2,adam,distance,0.6914446002805049
tanh,kd_tree,20,gini,0,0,0,0,1,26,constant,21,sqrt,15,2,kneighborsClassifier,2,1,sgd,uniform,0.5960729312762973
relu,ball_tree,32,entropy,0,0,1,0,0,19,constant,20,log2,9,11,randomForestClassifier,7,6,lbfgs,uniform,0.5750350631136045
identity,brute,15,gini,1,0,1,1,1,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,9,entropy,1,0,1,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,10,sgd,uniform,0.9214586255259467
relu,kd_tree,12,gini,1,1,0,1,0,15,constant,44,auto,13,3,randomForestClassifier,1,6,sgd,distance,0.9214586255259467
relu,ball_tree,19,gini,1,1,1,0,0,16,constant,44,auto,2,7,randomForestClassifier,9,7,sgd,uniform,0.9116409537166901
tanh,ball_tree,23,gini,1,0,0,0,0,6,adaptive,27,log2,17,34,kneighborsClassifier,3,1,adam,uniform,0.884992987377279
tanh,ball_tree,26,entropy,1,1,1,1,1,37,adaptive,95,sqrt,20,4,kneighborsClassifier,3,3,sgd,uniform,0.9200561009817672
identity,ball_tree,31,entropy,0,1,1,1,0,18,invscaling,86,sqrt,15,23,kneighborsClassifier,6,2,adam,distance,0.6914446002805049
identity,ball_tree,9,gini,0,1,1,1,1,26,constant,21,sqrt,15,2,kneighborsClassifier,2,1,sgd,uniform,0.7124824684431977
tanh,kd_tree,20,gini,0,0,1,0,0,19,constant,20,log2,9,11,randomForestClassifier,7,6,lbfgs,uniform,0.5750350631136045
relu,ball_tree,32,entropy,0,0,1,1,1,34,invscaling,75,sqrt,13,26,kneighborsClassifier,8,6,sgd,uniform,0.7812061711079944
identity,brute,15,gini,1,0,1,1,1,34,invscaling,75,sqrt,13,26,kneighborsClassifier,8,6,sgd,uniform,0.9270687237026648
identity,brute,15,gini,1,0,1,1,1,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
tanh,brute,9,entropy,1,0,1,1,0,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9242636746143057
relu,kd_tree,12,gini,1,1,0,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,7,sgd,uniform,0.9214586255259467
identity,brute,9,entropy,1,0,1,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,10,sgd,uniform,0.9214586255259467
relu,kd_tree,12,gini,1,1,0,1,0,15,constant,44,auto,13,3,randomForestClassifier,1,6,sgd,distance,0.9214586255259467
tanh,ball_tree,26,entropy,1,1,1,1,1,37,adaptive,95,sqrt,20,4,kneighborsClassifier,3,3,sgd,uniform,0.9200561009817672
relu,ball_tree,19,gini,1,1,1,0,0,15,constant,44,auto,13,3,randomForestClassifier,1,6,sgd,distance,0.9116409537166901
relu,ball_tree,19,gini,1,1,1,0,0,16,constant,44,auto,2,7,randomForestClassifier,9,7,sgd,uniform,0.9116409537166901
tanh,ball_tree,23,gini,1,0,0,0,0,16,constant,44,auto,2,7,randomForestClassifier,9,7,sgd,uniform,0.9102384291725105
identity,brute,15,gini,1,0,1,1,1,28,constant,88,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,15,gini,0,0,1,1,1,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.8499298737727911
tanh,brute,9,entropy,1,0,1,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,7,sgd,uniform,0.9214586255259467
relu,brute,12,gini,1,1,0,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,10,sgd,uniform,0.9214586255259467
identity,brute,9,entropy,1,0,1,1,0,15,constant,44,auto,13,3,randomForestClassifier,1,6,sgd,distance,0.9200561009817672
relu,kd_tree,12,gini,1,1,0,1,0,37,adaptive,95,sqrt,20,4,randomForestClassifier,3,3,sgd,uniform,0.9186535764375876
relu,ball_tree,26,entropy,1,1,1,1,1,15,constant,44,auto,13,3,randomForestClassifier,1,6,sgd,distance,0.9200561009817672
relu,ball_tree,19,gini,1,1,1,0,0,16,constant,44,auto,2,7,randomForestClassifier,9,7,lbfgs,uniform,0.9116409537166901
relu,ball_tree,19,gini,1,0,0,0,0,16,constant,44,auto,2,7,randomForestClassifier,9,7,sgd,uniform,0.9102384291725105
tanh,ball_tree,23,gini,1,0,0,0,0,34,invscaling,75,sqrt,13,26,kneighborsClassifier,9,6,sgd,uniform,0.8976157082748948
identity,brute,15,gini,1,0,1,1,1,34,invscaling,75,sqrt,13,26,kneighborsClassifier,8,6,sgd,uniform,0.9270687237026648
identity,brute,15,gini,1,0,1,1,1,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,15,gini,1,0,1,1,1,28,constant,88,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
tanh,brute,9,entropy,1,0,1,1,0,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9242636746143057
relu,kd_tree,12,gini,1,1,0,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,7,sgd,uniform,0.9214586255259467
identity,brute,9,entropy,1,0,1,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,10,sgd,uniform,0.9214586255259467
relu,kd_tree,12,gini,1,1,0,1,0,15,constant,44,auto,13,3,randomForestClassifier,1,6,sgd,distance,0.9214586255259467
tanh,brute,9,entropy,1,0,1,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,7,sgd,uniform,0.9214586255259467
relu,brute,12,gini,1,1,0,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,10,sgd,uniform,0.9214586255259467
tanh,ball_tree,26,entropy,1,1,1,1,1,37,adaptive,95,sqrt,20,4,kneighborsClassifier,3,3,sgd,uniform,0.9200561009817672
identity,brute,15,gini,1,0,1,1,1,28,constant,90,auto,14,11,randomForestClassifier,2,3,sgd,distance,0.9214586255259467
identity,brute,15,gini,1,0,1,1,1,28,constant,88,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,15,gini,1,0,1,1,0,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9242636746143057
tanh,brute,9,entropy,1,0,1,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,7,sgd,uniform,0.9214586255259467
relu,kd_tree,12,gini,1,1,0,1,0,8,adaptive,32,log2,4,36,randomForestClassifier,2,10,sgd,uniform,0.9214586255259467
identity,ball_tree,9,entropy,1,0,1,1,0,15,constant,44,auto,13,3,randomForestClassifier,1,6,sgd,distance,0.9200561009817672
relu,kd_tree,12,gini,1,1,0,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,7,sgd,uniform,0.9214586255259467
tanh,brute,9,entropy,1,0,1,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,10,sgd,uniform,0.9214586255259467
relu,brute,12,gini,1,1,0,0,1,23,adaptive,95,sqrt,20,35,kneighborsClassifier,3,3,sgd,uniform,0.9102384291725105
tanh,ball_tree,26,entropy,1,1,1,1,1,34,invscaling,75,sqrt,13,26,kneighborsClassifier,8,6,sgd,uniform,0.9284712482468443
tanh,ball_tree,26,entropy,1,1,1,1,1,34,invscaling,75,sqrt,13,26,kneighborsClassifier,8,6,sgd,uniform,0.9284712482468443
identity,brute,15,gini,1,0,1,1,1,34,invscaling,75,sqrt,13,26,kneighborsClassifier,8,6,sgd,uniform,0.9270687237026648
identity,brute,15,gini,1,0,1,1,1,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,15,gini,1,0,1,1,1,28,constant,88,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,15,gini,1,0,1,1,1,28,constant,88,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
tanh,brute,9,entropy,1,0,1,1,0,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9242636746143057
identity,brute,15,gini,1,0,1,1,0,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9242636746143057
relu,kd_tree,12,gini,1,1,0,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,7,sgd,uniform,0.9214586255259467
identity,brute,9,entropy,1,0,1,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,10,sgd,uniform,0.9214586255259467
relu,kd_tree,12,gini,1,1,0,1,0,15,constant,44,auto,13,3,randomForestClassifier,1,6,sgd,distance,0.9214586255259467
tanh,ball_tree,26,entropy,1,1,1,1,1,34,invscaling,75,sqrt,13,26,kneighborsClassifier,10,6,sgd,uniform,0.9284712482468443
identity,brute,15,gini,1,0,1,1,1,28,constant,90,log2,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,15,gini,1,0,1,1,1,28,constant,88,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,15,gini,1,0,1,1,1,28,constant,88,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
identity,brute,15,gini,1,0,1,1,1,20,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9256661991584852
tanh,brute,9,entropy,1,0,1,0,0,28,constant,90,auto,4,11,randomForestClassifier,2,3,sgd,distance,0.9116409537166901
identity,brute,15,gini,1,0,1,1,0,8,adaptive,32,log2,4,6,randomForestClassifier,2,7,sgd,uniform,0.9242636746143057
relu,brute,21,gini,1,1,0,1,0,8,adaptive,32,log2,4,37,randomForestClassifier,2,10,sgd,distance,0.9214586255259467
identity,brute,9,entropy,1,0,1,1,0,15,constant,44,auto,13,3,randomForestClassifier,8,6,sgd,distance,0.9200561009817672
relu,kd_tree,12,gini,1,1,0,1,0,34,invscaling,75,auto,13,26,kneighborsClassifier,8,6,sgd,uniform,0.9172510518934082
