feature_0,feature_1,feature_2,feature_3,feature_4,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9438990182328191,86.35440468788147
1,0,1,1,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.94109396914446,91.25591444969177
1,1,1,1,1,nnClassifier,tanh,NA,10,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.517531556802244,114.83056950569153
1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,16,auto,7,10,nan,nan,NA,NA,0.9396914446002805,120.07129883766174
1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,sqrt,3,25,nan,nan,NA,NA,0.9424964936886395,125.32973885536194
1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,sqrt,19,7,nan,nan,NA,NA,0.9424964936886395,130.7255096435547
1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9074333800841514,135.10024333000183
1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9298737727910238,139.56102466583252
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9424964936886395,144.4625027179718
1,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9200561009817672,148.74194288253784
1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,2,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9354838709677419,153.86499190330505
1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9424964936886395,159.2315330505371
1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,3,39,nan,nan,NA,NA,0.9424964936886395,164.57608270645142
1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,sqrt,4,7,nan,nan,NA,NA,0.94109396914446,170.091144323349
1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9424964936886395,174.71184945106506
1,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9368863955119214,179.1916208267212
1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,sqrt,14,27,nan,nan,NA,NA,0.9424964936886395,184.59427762031555
1,1,1,1,0,nnClassifier,relu,NA,30,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.49789621318373073,200.8299708366394
1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9102384291725105,205.95382404327393
1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,47,auto,20,22,nan,nan,NA,NA,0.9438990182328191,212.18136525154114
1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.94109396914446,216.85784029960632
1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9172510518934082,221.8326222896576
1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9396914446002805,226.59780979156494
1,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9453015427769986,231.62806344032288
1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,32,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9326788218793829,236.2544367313385
1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9396914446002805,240.86338639259338
1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9424964936886395,246.10357022285461
1,0,0,1,1,kneighborsClassifier,NA,auto,nan,NA,13,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9326788218793829,251.5120894908905
1,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9368863955119214,256.4073987007141
1,1,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9354838709677419,261.2826352119446
1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.94109396914446,266.13034892082214
1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,auto,19,19,nan,nan,NA,NA,0.94109396914446,272.0261754989624
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9424964936886395,277.1269643306732
1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,41,auto,20,30,nan,nan,NA,NA,0.9424964936886395,283.1019971370697
1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9396914446002805,288.10524010658264
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,6,NA,distance,0.94109396914446,293.6631031036377
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.94109396914446,298.28420972824097
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.94109396914446,303.39445781707764
1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9340813464235624,308.74662590026855
1,1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,log2,18,22,nan,nan,NA,NA,0.9438990182328191,314.2463045120239
1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,log2,7,23,nan,nan,NA,NA,0.9424964936886395,319.3758029937744
1,1,1,0,1,nnClassifier,relu,NA,10,NA,nan,adaptive,nan,NA,nan,nan,7,nan,lbfgs,NA,0.5189340813464236,326.4494204521179
1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9172510518934082,331.40638065338135
1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9396914446002805,336.3465769290924
1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,16,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9368863955119214,340.94710659980774
1,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9368863955119214,345.70355105400085
1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9130434782608695,350.1168541908264
1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9438990182328191,355.0743176937103
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9438990182328191,359.8230962753296
1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.94109396914446,365.0721185207367
1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9074333800841514,369.68915367126465
1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,log2,19,20,nan,nan,NA,NA,0.94109396914446,374.962819814682
1,0,1,1,1,nnClassifier,logistic,NA,30,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.5357643758765779,380.6673927307129
1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9200561009817672,385.8379259109497
1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.94109396914446,390.9594874382019
1,1,0,1,0,kneighborsClassifier,NA,brute,nan,NA,35,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9438990182328191,395.8596224784851
1,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9298737727910238,400.5310637950897
1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,10,NA,distance,0.938288920056101,404.87072134017944
1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,9,NA,distance,0.938288920056101,410.01718401908875
1,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9438990182328191,414.9732668399811
1,1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.938288920056101,419.4317729473114
1,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9396914446002805,423.93210649490356
1,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9396914446002805,428.9532482624054
1,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9326788218793829,434.39617395401
1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,21,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9270687237026648,439.42686915397644
1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9396914446002805,444.0089077949524
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9340813464235624,448.62178802490234
1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9200561009817672,453.61863350868225
1,1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9354838709677419,458.28281116485596
1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9396914446002805,462.9964714050293
1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9396914446002805,467.51908683776855
1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9368863955119214,472.37346386909485
1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9312762973352033,476.73435521125793
1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9368863955119214,480.90652346611023
1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9438990182328191,485.2193167209625
1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,63,auto,20,35,nan,nan,NA,NA,0.9424964936886395,490.5632629394531
1,0,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9284712482468443,495.1443223953247
1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9396914446002805,499.25031876564026
1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9396914446002805,503.87934255599976
1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9438990182328191,508.65333104133606
1,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9354838709677419,513.5335865020752
0,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,9,NA,distance,0.5091164095371669,517.940468788147
1,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,10,NA,distance,0.938288920056101,522.5753877162933
1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9326788218793829,527.2637732028961
