activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,13,gini,1,1,1,1,1,36,constant,71,auto,5,20,nnClassifier,4,9,adam,distance,0.485273492286115,1193.5563220069744
relu,auto,15,gini,1,1,1,1,1,36,constant,17,auto,6,20,nnClassifier,3,9,adam,distance,0.48807854137447404,1193.5563557869755
relu,auto,20,gini,1,1,1,1,1,36,constant,67,auto,8,33,nnClassifier,3,9,adam,distance,0.48667601683029454,1193.5563893371727
relu,auto,16,gini,1,1,1,1,1,38,constant,42,auto,6,25,nnClassifier,4,7,adam,distance,0.48807854137447404,1193.5564231360331
relu,auto,28,gini,1,1,1,1,1,23,constant,39,auto,12,17,nnClassifier,4,7,adam,distance,0.4838709677419355,1193.556456706021
relu,auto,23,gini,1,1,1,1,1,35,constant,39,auto,7,21,nnClassifier,2,5,adam,distance,0.48807854137447404,1193.5564905649517
relu,auto,15,gini,1,1,1,1,1,36,constant,42,auto,11,24,nnClassifier,3,9,adam,distance,0.485273492286115,1193.5565242150333
relu,auto,21,gini,1,1,1,1,1,35,constant,78,auto,10,22,nnClassifier,1,9,adam,distance,0.4838709677419355,1193.5565578541718
relu,auto,19,gini,1,1,1,1,1,21,constant,37,auto,12,25,nnClassifier,2,9,adam,distance,0.48807854137447404,1193.5565918341745
relu,auto,18,gini,1,1,1,1,1,35,constant,23,auto,8,26,nnClassifier,3,10,adam,distance,0.4838709677419355,1193.5566255231388
relu,auto,20,gini,1,1,1,1,1,28,constant,59,auto,14,15,nnClassifier,6,8,adam,distance,0.485273492286115,1939.1869325791486
relu,auto,21,gini,1,1,1,1,1,36,constant,89,auto,4,28,nnClassifier,7,9,adam,distance,0.4796633941093969,1939.186985037988
relu,auto,17,gini,1,1,1,1,1,21,constant,44,auto,10,15,nnClassifier,4,8,adam,distance,0.4838709677419355,1939.1870206580497
relu,auto,19,gini,1,1,1,1,1,28,constant,71,auto,9,27,nnClassifier,5,9,adam,distance,0.48667601683029454,1939.1870666269679
relu,auto,19,gini,1,1,1,1,1,36,constant,71,auto,7,13,nnClassifier,9,9,adam,distance,0.48106591865357645,1939.1871011969633
relu,auto,23,gini,1,1,1,1,1,19,constant,41,auto,7,18,nnClassifier,7,6,adam,distance,0.48106591865357645,1939.1871465961449
relu,auto,18,gini,1,1,1,1,1,19,constant,74,auto,9,24,nnClassifier,1,10,adam,distance,0.4838709677419355,1939.1871806459967
relu,auto,17,gini,1,1,1,1,1,19,constant,45,auto,6,18,nnClassifier,2,5,adam,distance,0.4838709677419355,1939.1872143549845
relu,auto,18,gini,1,1,1,1,1,36,constant,68,auto,6,22,nnClassifier,4,9,adam,distance,0.48807854137447404,1939.1872489049565
relu,auto,12,gini,1,1,1,1,1,26,constant,65,auto,6,25,nnClassifier,2,9,adam,distance,0.48667601683029454,1939.1872829240747
relu,auto,17,gini,1,1,1,1,1,35,constant,75,auto,7,22,nnClassifier,5,9,adam,distance,0.48807854137447404,1939.187316734111
relu,auto,12,gini,1,1,1,1,1,36,constant,21,auto,9,17,nnClassifier,7,10,adam,distance,0.4894810659186536,1939.1873503830284
relu,auto,16,gini,1,1,1,1,1,33,constant,70,auto,6,33,nnClassifier,2,8,adam,distance,0.485273492286115,1939.1873843129724
relu,auto,15,gini,1,1,1,1,1,35,constant,46,auto,10,21,nnClassifier,1,6,adam,distance,0.48807854137447404,1939.1874180419836
relu,auto,24,gini,1,1,1,1,1,25,constant,43,auto,16,21,nnClassifier,2,6,adam,distance,0.48667601683029454,1939.1874519020785
relu,auto,24,gini,1,1,1,1,1,35,constant,40,auto,10,21,nnClassifier,1,9,adam,distance,0.4894810659186536,1939.1874856411014
relu,auto,11,gini,1,1,1,1,1,36,constant,46,auto,11,28,nnClassifier,2,9,adam,distance,0.4894810659186536,1939.187519110972
relu,auto,20,gini,1,1,1,1,1,34,constant,74,auto,11,26,nnClassifier,2,10,adam,distance,0.4894810659186536,1939.1875526399817
relu,auto,16,gini,1,1,1,1,1,17,constant,41,auto,8,24,nnClassifier,2,10,adam,distance,0.4838709677419355,1939.1875861401204
relu,auto,20,gini,1,1,1,1,1,35,constant,27,auto,8,23,nnClassifier,5,7,adam,distance,0.485273492286115,1939.1876197601669
relu,auto,18,gini,1,1,1,1,1,29,constant,55,auto,12,19,nnClassifier,4,7,adam,distance,0.485273492286115,2702.449159373995
relu,auto,17,gini,1,1,1,1,1,36,constant,93,auto,8,26,nnClassifier,3,9,adam,distance,0.49368863955119213,2702.449211772997
relu,auto,21,gini,1,1,1,1,1,17,constant,40,auto,9,17,nnClassifier,4,6,adam,distance,0.48807854137447404,2702.4492472230922
relu,auto,21,gini,1,1,1,1,1,28,constant,75,auto,10,28,nnClassifier,5,9,adam,distance,0.48667601683029454,2702.449281552108
relu,auto,15,gini,1,1,1,1,1,34,constant,75,auto,9,17,nnClassifier,7,9,adam,distance,0.4838709677419355,2702.449315592181
relu,auto,27,gini,1,1,1,1,1,23,constant,37,auto,7,14,nnClassifier,8,10,adam,distance,0.4796633941093969,2702.4493493910413
relu,auto,14,gini,1,1,1,1,1,21,constant,72,auto,13,26,nnClassifier,5,10,adam,distance,0.4838709677419355,2702.4493832411245
relu,auto,17,gini,1,1,1,1,1,22,constant,41,auto,10,14,nnClassifier,2,9,adam,distance,0.485273492286115,2702.4494169401005
relu,auto,18,gini,1,1,1,1,1,36,constant,67,auto,8,21,nnClassifier,2,9,adam,distance,0.48807854137447404,2702.44945077016
relu,auto,16,gini,1,1,1,1,1,30,constant,65,auto,10,24,nnClassifier,2,9,adam,distance,0.48807854137447404,2702.449484559009
relu,auto,17,gini,1,1,1,1,1,36,constant,76,auto,9,23,nnClassifier,1,9,adam,distance,0.485273492286115,2702.4495182090905
relu,auto,11,gini,1,1,1,1,1,36,constant,25,auto,10,16,nnClassifier,3,10,adam,distance,0.4908835904628331,2702.449552068021
relu,auto,12,gini,1,1,1,1,1,37,constant,74,auto,10,31,nnClassifier,1,10,adam,distance,0.48667601683029454,2702.4495856480207
relu,auto,18,gini,1,1,1,1,1,37,constant,44,auto,10,25,nnClassifier,1,6,adam,distance,0.48667601683029454,2702.449619377032
relu,auto,21,gini,1,1,1,1,1,29,constant,47,auto,12,17,nnClassifier,3,6,adam,distance,0.48667601683029454,2702.449653047137
relu,auto,20,gini,1,1,1,1,1,36,constant,44,auto,12,21,nnClassifier,3,10,adam,distance,0.4908835904628331,2702.4496866159607
relu,auto,11,gini,1,1,1,1,1,36,constant,50,auto,7,31,nnClassifier,2,9,adam,distance,0.4838709677419355,2702.449720316101
relu,auto,22,gini,1,1,1,1,1,38,constant,70,auto,7,27,nnClassifier,1,10,adam,distance,0.48807854137447404,2702.4497541850433
relu,auto,17,gini,1,1,1,1,1,18,constant,45,auto,12,28,nnClassifier,3,10,adam,distance,0.48667601683029454,2702.4497879950795
relu,auto,22,gini,1,1,1,1,1,36,constant,24,auto,10,27,nnClassifier,6,7,adam,distance,0.4838709677419355,2702.449821754126
