activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,25,gini,1,1,1,1,1,34,constant,12,auto,4,4,nnClassifier,4,10,adam,distance,0.5161290322580645,936.3314543389715
relu,auto,24,gini,1,1,1,1,1,28,constant,16,auto,8,6,nnClassifier,4,4,adam,distance,0.514726507713885,936.3314873289783
relu,auto,20,gini,1,1,1,1,1,15,constant,13,auto,7,27,nnClassifier,5,10,adam,distance,0.5133239831697055,936.3315203480888
relu,auto,28,gini,1,1,1,1,1,35,constant,21,auto,7,28,nnClassifier,5,7,adam,distance,0.520336605890603,936.3315537280869
relu,auto,23,gini,1,1,1,1,1,18,constant,12,auto,4,19,nnClassifier,7,10,adam,distance,0.5161290322580645,936.3315870279912
relu,auto,20,gini,1,1,1,1,1,22,constant,80,auto,7,21,nnClassifier,7,10,adam,distance,0.5105189340813464,936.3316200270783
relu,auto,24,gini,1,1,1,1,1,14,constant,80,auto,10,10,nnClassifier,5,10,adam,distance,0.5105189340813464,936.3316532368772
relu,auto,26,gini,1,1,1,1,1,36,constant,23,auto,2,21,nnClassifier,2,10,adam,distance,0.5133239831697055,936.3316861670464
relu,auto,26,gini,1,1,1,1,1,34,constant,44,auto,11,3,nnClassifier,5,10,adam,distance,0.5133239831697055,936.3317192869727
relu,auto,24,gini,1,1,1,1,1,31,constant,73,auto,4,23,nnClassifier,4,10,adam,distance,0.517531556802244,936.3317525258753
relu,auto,26,gini,1,1,1,1,1,24,constant,16,auto,5,8,nnClassifier,3,10,adam,distance,0.5091164095371669,936.3317857959773
relu,auto,28,gini,1,1,1,1,1,34,constant,49,auto,10,11,nnClassifier,4,10,adam,distance,0.5133239831697055,1581.2802489479072
relu,auto,27,gini,1,1,1,1,1,26,constant,79,auto,5,12,nnClassifier,6,10,adam,distance,0.511921458625526,1581.2803021979053
relu,auto,24,gini,1,1,1,1,1,36,constant,12,auto,14,8,nnClassifier,4,10,adam,distance,0.511921458625526,1581.2803373069037
relu,auto,20,gini,1,1,1,1,1,35,constant,65,auto,3,2,nnClassifier,2,10,adam,distance,0.5133239831697055,1581.280371736968
relu,auto,25,gini,1,1,1,1,1,34,constant,13,auto,3,4,nnClassifier,4,10,adam,distance,0.517531556802244,1581.2804060070775
relu,auto,19,gini,1,1,1,1,1,20,constant,82,auto,5,6,nnClassifier,7,8,adam,distance,0.5133239831697055,1581.2804532558657
relu,auto,22,gini,1,1,1,1,1,30,constant,83,auto,5,19,nnClassifier,3,10,adam,distance,0.5189340813464236,1581.2804871560074
relu,auto,24,gini,1,1,1,1,1,34,constant,13,auto,4,4,nnClassifier,5,10,adam,distance,0.5161290322580645,1581.2805209860671
relu,auto,28,gini,1,1,1,1,1,24,constant,82,auto,5,11,nnClassifier,5,10,adam,distance,0.517531556802244,1581.2805542759597
relu,auto,25,gini,1,1,1,1,1,34,constant,12,auto,4,4,nnClassifier,4,10,adam,distance,0.5161290322580645,1581.2805877949577
relu,auto,25,gini,1,1,1,1,1,30,constant,16,auto,5,7,nnClassifier,3,8,adam,distance,0.5133239831697055,1581.2806215949822
relu,auto,21,gini,1,1,1,1,1,19,constant,13,auto,5,23,nnClassifier,4,10,adam,distance,0.5161290322580645,1581.28065516497
relu,auto,27,gini,1,1,1,1,1,35,constant,21,auto,10,24,nnClassifier,5,7,adam,distance,0.511921458625526,1581.2806885140017
relu,auto,22,gini,1,1,1,1,1,17,constant,13,auto,4,15,nnClassifier,7,10,adam,distance,0.5091164095371669,1581.2807219838724
relu,auto,16,gini,1,1,1,1,1,21,constant,76,auto,10,17,nnClassifier,7,6,adam,distance,0.5077138849929874,1581.2807554639876
relu,auto,22,gini,1,1,1,1,1,18,constant,76,auto,14,6,nnClassifier,8,10,adam,distance,0.511921458625526,1581.2807888539974
relu,auto,24,gini,1,1,1,1,1,33,constant,19,auto,6,17,nnClassifier,5,10,adam,distance,0.5091164095371669,1581.2808223629836
relu,auto,27,gini,1,1,1,1,1,30,constant,41,auto,10,6,nnClassifier,4,7,adam,distance,0.5161290322580645,1581.2808557930402
relu,auto,25,gini,1,1,1,1,1,35,constant,69,auto,4,19,nnClassifier,4,10,adam,distance,0.5133239831697055,1581.2808890528977
relu,auto,25,gini,1,1,1,1,1,28,constant,12,auto,3,4,nnClassifier,5,10,adam,distance,0.5161290322580645,1581.2809223420918
relu,auto,24,gini,1,1,1,1,1,37,constant,45,auto,8,15,nnClassifier,4,10,adam,distance,0.5105189340813464,2208.4596485290676
relu,auto,23,gini,1,1,1,1,1,24,constant,75,auto,3,8,nnClassifier,8,10,adam,distance,0.517531556802244,2208.459704458015
relu,auto,28,gini,1,1,1,1,1,32,constant,10,auto,10,7,nnClassifier,3,8,adam,distance,0.5133239831697055,2208.4597399379127
relu,auto,22,gini,1,1,1,1,1,34,constant,61,auto,7,3,nnClassifier,5,10,adam,distance,0.5063113604488079,2208.4597747479565
relu,auto,21,gini,1,1,1,1,1,34,constant,10,auto,6,4,nnClassifier,4,10,adam,distance,0.5161290322580645,2208.4598087868653
relu,auto,23,gini,1,1,1,1,1,24,constant,82,auto,7,6,nnClassifier,3,9,adam,distance,0.514726507713885,2208.4598422369454
relu,auto,25,gini,1,1,1,1,1,30,constant,79,auto,2,22,nnClassifier,6,8,adam,distance,0.514726507713885,2208.4598758369684
relu,auto,21,gini,1,1,1,1,1,34,constant,12,auto,4,7,nnClassifier,4,10,adam,distance,0.511921458625526,2208.4599093270954
relu,auto,24,gini,1,1,1,1,1,28,constant,78,auto,4,7,nnClassifier,6,10,adam,distance,0.511921458625526,2208.459942816058
relu,auto,25,gini,1,1,1,1,1,34,constant,12,auto,4,4,nnClassifier,4,10,adam,distance,0.5161290322580645,2208.4599761560094
relu,auto,26,gini,1,1,1,1,1,33,constant,19,auto,9,11,nnClassifier,7,7,adam,distance,0.514726507713885,2208.460009776056
relu,auto,24,gini,1,1,1,1,1,23,constant,13,auto,4,19,nnClassifier,4,10,adam,distance,0.5133239831697055,2208.460052084876
relu,auto,23,gini,1,1,1,1,1,34,constant,25,auto,7,20,nnClassifier,4,6,adam,distance,0.517531556802244,2208.4600858548656
relu,auto,21,gini,1,1,1,1,1,21,constant,17,auto,4,11,nnClassifier,3,10,adam,distance,0.5049088359046283,2208.460119544994
relu,auto,15,gini,1,1,1,1,1,17,constant,72,auto,14,21,nnClassifier,3,5,adam,distance,0.511921458625526,2208.460153423948
relu,auto,21,gini,1,1,1,1,1,20,constant,78,auto,10,9,nnClassifier,7,10,adam,distance,0.5105189340813464,2208.4601869739126
relu,auto,24,gini,1,1,1,1,1,37,constant,22,auto,4,13,nnClassifier,5,10,adam,distance,0.511921458625526,2208.460220783949
relu,auto,25,gini,1,1,1,1,1,26,constant,37,auto,6,5,nnClassifier,7,7,adam,distance,0.5105189340813464,2208.46025437396
relu,auto,23,gini,1,1,1,1,1,36,constant,65,auto,3,15,nnClassifier,4,10,adam,distance,0.5161290322580645,2208.4602881430183
relu,auto,25,gini,1,1,1,1,1,28,constant,15,auto,3,8,nnClassifier,2,10,adam,distance,0.5133239831697055,2208.460321943043
