activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,14,gini,1,1,1,1,1,23,constant,16,auto,11,15,nnClassifier,8,4,adam,distance,0.4908835904628331,1132.047015588032
relu,auto,20,gini,1,1,1,1,1,17,constant,63,auto,11,25,nnClassifier,10,5,adam,distance,0.4964936886395512,1132.0470488071442
relu,auto,14,gini,1,1,1,1,1,21,constant,43,auto,14,18,nnClassifier,8,5,adam,distance,0.4950911640953717,1132.0470817671157
relu,auto,13,gini,1,1,1,1,1,15,constant,90,auto,12,30,nnClassifier,9,3,adam,distance,0.4908835904628331,1132.0471149559598
relu,auto,15,gini,1,1,1,1,1,19,constant,91,auto,11,26,nnClassifier,8,2,adam,distance,0.4964936886395512,1132.047148464946
relu,auto,22,gini,1,1,1,1,1,17,constant,29,auto,5,29,nnClassifier,5,3,adam,distance,0.4992987377279102,1132.0471815951169
relu,auto,14,gini,1,1,1,1,1,21,constant,20,auto,11,20,nnClassifier,1,4,adam,distance,0.48667601683029454,2056.657158858143
relu,auto,15,gini,1,1,1,1,1,22,constant,70,auto,7,27,nnClassifier,10,3,adam,distance,0.4908835904628331,2056.6572174469475
relu,auto,17,gini,1,1,1,1,1,21,constant,92,auto,12,28,nnClassifier,7,7,adam,distance,0.4992987377279102,2056.6572657860816
relu,auto,18,gini,1,1,1,1,1,20,constant,33,auto,9,22,nnClassifier,7,2,adam,distance,0.49368863955119213,2056.6573004750535
relu,auto,18,gini,1,1,1,1,1,16,constant,58,auto,8,22,nnClassifier,3,6,adam,distance,0.49228611500701264,2056.657334465068
relu,auto,18,gini,1,1,1,1,1,12,constant,89,auto,10,13,nnClassifier,8,5,adam,distance,0.49228611500701264,2056.6574042530265
relu,auto,13,gini,1,1,1,1,1,31,constant,31,auto,12,27,nnClassifier,3,1,adam,distance,0.4908835904628331,2056.657438863069
relu,auto,13,gini,1,1,1,1,1,22,constant,41,auto,8,25,nnClassifier,10,3,adam,distance,0.4964936886395512,2056.65747387195
relu,auto,10,gini,1,1,1,1,1,35,constant,88,auto,15,21,nnClassifier,9,6,adam,distance,0.4992987377279102,2056.6575072710402
relu,auto,11,gini,1,1,1,1,1,19,constant,64,auto,8,24,nnClassifier,5,2,adam,distance,0.4964936886395512,2056.6575419399887
relu,auto,13,gini,1,1,1,1,1,21,constant,90,auto,8,25,nnClassifier,9,4,adam,distance,0.4964936886395512,2056.6575770899653
relu,auto,11,gini,1,1,1,1,1,29,constant,20,auto,11,16,nnClassifier,6,4,adam,distance,0.4950911640953717,2056.6576114790514
relu,auto,15,gini,1,1,1,1,1,24,constant,23,auto,6,22,nnClassifier,10,6,adam,distance,0.49368863955119213,2056.657645998057
relu,auto,18,gini,1,1,1,1,1,22,constant,67,auto,10,27,nnClassifier,9,4,adam,distance,0.49368863955119213,2056.657680338016
relu,auto,15,gini,1,1,1,1,1,24,constant,20,auto,8,19,nnClassifier,5,3,adam,distance,0.49228611500701264,2056.6577146770433
relu,auto,16,gini,1,1,1,1,1,18,constant,67,auto,7,22,nnClassifier,6,4,adam,distance,0.4908835904628331,2056.6577482861467
relu,auto,18,gini,1,1,1,1,1,17,constant,47,auto,10,22,nnClassifier,4,5,adam,distance,0.49228611500701264,2056.6577816661447
relu,auto,13,gini,1,1,1,1,1,11,constant,89,auto,11,30,nnClassifier,10,4,adam,distance,0.4894810659186536,2056.6578148249537
relu,auto,14,gini,1,1,1,1,1,23,constant,87,auto,10,25,nnClassifier,8,5,adam,distance,0.4992987377279102,2056.657848324161
relu,auto,20,gini,1,1,1,1,1,21,constant,33,auto,2,31,nnClassifier,6,3,adam,distance,0.49368863955119213,2056.6578840829898
relu,auto,10,gini,1,1,1,1,1,21,constant,24,auto,9,22,nnClassifier,5,3,adam,distance,0.49368863955119213,3044.497030585073
relu,auto,15,gini,1,1,1,1,1,22,constant,74,auto,8,27,nnClassifier,9,4,adam,distance,0.4908835904628331,3044.4970905431546
relu,auto,21,gini,1,1,1,1,1,23,constant,95,auto,16,29,nnClassifier,6,3,adam,distance,0.49228611500701264,3044.4971267429646
relu,auto,14,gini,1,1,1,1,1,24,constant,37,auto,7,18,nnClassifier,8,5,adam,distance,0.48807854137447404,3044.497161372099
relu,auto,17,gini,1,1,1,1,1,18,constant,62,auto,8,18,nnClassifier,6,3,adam,distance,0.4908835904628331,3044.4971968410537
relu,auto,15,gini,1,1,1,1,1,16,constant,87,auto,10,17,nnClassifier,10,4,adam,distance,0.4964936886395512,3044.4972315400373
relu,auto,12,gini,1,1,1,1,1,27,constant,35,auto,13,25,nnClassifier,7,4,adam,distance,0.4894810659186536,3044.4972721000668
relu,auto,12,gini,1,1,1,1,1,21,constant,45,auto,7,24,nnClassifier,10,2,adam,distance,0.4992987377279102,3044.497305908939
relu,auto,14,gini,1,1,1,1,1,31,constant,84,auto,11,17,nnClassifier,9,4,adam,distance,0.4950911640953717,3044.4973404279444
relu,auto,15,gini,1,1,1,1,1,22,constant,68,auto,8,25,nnClassifier,9,6,adam,distance,0.4894810659186536,3044.4973742479924
relu,auto,13,gini,1,1,1,1,1,21,constant,88,auto,11,26,nnClassifier,9,4,adam,distance,0.4894810659186536,3044.497408516938
relu,auto,15,gini,1,1,1,1,1,33,constant,24,auto,7,20,nnClassifier,9,4,adam,distance,0.4992987377279102,3044.4974423660897
relu,auto,14,gini,1,1,1,1,1,27,constant,27,auto,10,18,nnClassifier,6,4,adam,distance,0.4908835904628331,3044.497475956101
relu,auto,14,gini,1,1,1,1,1,24,constant,71,auto,10,23,nnClassifier,5,4,adam,distance,0.49228611500701264,3044.4975096751004
relu,auto,19,gini,1,1,1,1,1,20,constant,24,auto,9,22,nnClassifier,9,3,adam,distance,0.4950911640953717,3044.497543253936
relu,auto,12,gini,1,1,1,1,1,22,constant,71,auto,9,23,nnClassifier,7,4,adam,distance,0.49789621318373073,3044.4975764930714
relu,auto,21,gini,1,1,1,1,1,16,constant,51,auto,14,18,nnClassifier,3,4,adam,distance,0.49789621318373073,3044.497609643033
relu,auto,14,gini,1,1,1,1,1,8,constant,86,auto,9,28,nnClassifier,8,6,adam,distance,0.4992987377279102,3044.4976429820526
relu,auto,13,gini,1,1,1,1,1,19,constant,83,auto,9,24,nnClassifier,4,2,adam,distance,0.49228611500701264,3044.497676341096
relu,auto,20,gini,1,1,1,1,1,17,constant,37,auto,6,27,nnClassifier,6,3,adam,distance,0.4992987377279102,3044.4977093811613
