activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,kd_tree,18,entropy,0,0,1,1,1,1,1,1,1,1,0,1,22,constant,85,sqrt,11,16,randomForestClassifier,6,2,lbfgs,distance,0.8742368742368742,213.6193990400061
relu,kd_tree,20,entropy,1,0,1,1,1,1,1,0,1,1,0,1,9,constant,31,sqrt,6,38,kneighborsClassifier,6,3,lbfgs,distance,0.757020757020757,213.61943985894322
logistic,kd_tree,25,entropy,0,0,1,1,1,1,1,0,1,1,0,1,11,adaptive,86,sqrt,4,38,randomForestClassifier,3,3,lbfgs,distance,0.9108669108669109,213.61948063899763
identity,auto,15,gini,1,0,1,1,1,1,1,0,1,1,1,1,36,constant,50,sqrt,13,37,randomForestClassifier,3,3,lbfgs,distance,0.8742368742368742,213.61952100787312
logistic,kd_tree,20,entropy,1,0,1,1,1,1,1,1,1,1,1,1,12,adaptive,30,sqrt,6,18,randomForestClassifier,8,4,sgd,distance,0.9023199023199023,213.6195624070242
relu,kd_tree,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,21,invscaling,63,sqrt,10,28,randomForestClassifier,2,4,adam,distance,0.8681318681318682,213.6196031968575
relu,kd_tree,24,entropy,0,0,1,1,1,1,1,1,1,1,0,1,7,adaptive,87,sqrt,13,39,kneighborsClassifier,3,6,adam,distance,0.7948717948717948,213.61964416597039
relu,kd_tree,24,gini,1,0,1,1,1,1,1,1,1,1,1,1,28,adaptive,16,sqrt,6,26,nnClassifier,4,1,sgd,distance,0.6068376068376068,213.61969635495916
relu,kd_tree,23,entropy,1,1,1,1,1,1,1,1,1,1,0,1,20,constant,56,auto,5,38,kneighborsClassifier,2,2,sgd,distance,0.7667887667887668,213.6197370039299
logistic,kd_tree,24,gini,1,1,1,1,1,1,1,1,1,1,0,1,6,constant,5,sqrt,4,38,nnClassifier,3,5,sgd,distance,0.5836385836385837,213.61977760400623
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,59,auto,2,18,nnClassifier,1,9,adam,distance,0.9145299145299145,411.6547834118828
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,38,auto,2,26,nnClassifier,3,4,adam,distance,0.9084249084249084,411.65484505100176
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,83,auto,11,31,nnClassifier,4,4,adam,distance,0.9047619047619048,411.65488900989294
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,95,auto,7,33,nnClassifier,3,10,adam,distance,0.5982905982905983,411.65493177995086
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,44,auto,8,12,nnClassifier,1,5,adam,distance,0.5921855921855922,411.65497356886044
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,65,auto,3,31,nnClassifier,2,1,adam,distance,0.9120879120879121,411.65501566790044
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,75,auto,6,34,nnClassifier,5,6,adam,distance,0.5934065934065934,411.6550562880002
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,75,auto,2,16,nnClassifier,2,4,adam,distance,0.9120879120879121,411.6550971569959
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,86,auto,2,22,nnClassifier,6,7,adam,distance,0.5946275946275946,411.65513760596514
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,91,auto,4,16,nnClassifier,4,4,adam,distance,0.9108669108669109,411.65517832594924
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,81,auto,7,18,nnClassifier,3,3,adam,distance,0.9035409035409036,411.65521961497143
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,35,auto,2,35,nnClassifier,2,7,adam,distance,0.7619047619047619,411.6552604639437
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,82,auto,2,34,nnClassifier,3,7,adam,distance,0.9108669108669109,411.6553006840404
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,54,auto,9,34,nnClassifier,2,7,adam,distance,0.905982905982906,411.6553410929628
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,34,auto,2,19,nnClassifier,4,7,adam,distance,0.9096459096459096,411.6553816718515
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,59,auto,8,24,nnClassifier,4,2,adam,distance,0.9072039072039072,411.6554218418896
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,83,auto,9,35,nnClassifier,3,6,adam,distance,0.7851037851037851,411.65546215092763
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,20,auto,4,22,nnClassifier,2,5,adam,distance,0.5848595848595849,411.65550245996565
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,53,auto,5,34,nnClassifier,4,6,adam,distance,0.7655677655677655,411.6555424500257
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,9,auto,2,34,nnClassifier,3,9,adam,distance,0.5970695970695971,411.6555824489333
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,57,auto,2,17,nnClassifier,5,9,adam,distance,0.6068376068376068,1225.3966835660394
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,42,auto,2,22,nnClassifier,3,7,adam,distance,0.5848595848595849,1225.3967515348922
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,79,auto,7,27,nnClassifier,3,8,adam,distance,0.6007326007326007,1225.3967945240438
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,91,auto,3,29,nnClassifier,7,6,adam,distance,0.5848595848595849,1225.3968364528846
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,48,auto,4,16,nnClassifier,1,8,adam,distance,0.5885225885225885,1225.396877852967
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,61,auto,6,27,nnClassifier,5,5,adam,distance,0.5897435897435898,1225.3969189820345
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,72,auto,10,30,nnClassifier,3,4,adam,distance,0.5946275946275946,1225.3969606510364
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,71,auto,2,13,nnClassifier,4,8,adam,distance,0.6019536019536019,1225.397002120968
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,82,auto,2,18,nnClassifier,5,4,adam,distance,0.590964590964591,1225.3970427298918
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,87,auto,2,12,nnClassifier,3,8,adam,distance,0.5995115995115995,1225.3970836589579
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,77,auto,3,14,nnClassifier,5,7,adam,distance,0.5934065934065934,1225.3971243188716
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,39,auto,6,31,nnClassifier,2,7,adam,distance,0.5897435897435898,1225.3971653280314
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,78,auto,2,30,nnClassifier,3,5,adam,distance,0.5934065934065934,1225.3972067569848
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,58,auto,5,30,nnClassifier,3,7,adam,distance,0.57997557997558,1225.3972480669618
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,38,auto,6,16,nnClassifier,8,10,adam,distance,0.5934065934065934,1225.3972894258332
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,59,auto,7,22,nnClassifier,3,6,adam,distance,0.6043956043956044,1225.3973305248655
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,79,auto,13,31,nnClassifier,3,10,adam,distance,0.5921855921855922,1225.397384803975
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,24,auto,4,18,nnClassifier,3,9,adam,distance,0.5885225885225885,1225.3974260538816
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,57,auto,2,30,nnClassifier,1,5,adam,distance,0.6043956043956044,1225.397467772942
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,13,auto,3,30,nnClassifier,3,9,adam,distance,0.5860805860805861,1225.397509181872
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,56,auto,2,16,nnClassifier,4,9,adam,distance,0.5946275946275946,2024.5858963108622
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,39,auto,6,25,nnClassifier,3,10,adam,distance,0.5921855921855922,2024.5859606799204
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,75,auto,11,29,nnClassifier,4,9,adam,distance,0.5873015873015873,2024.5860038390383
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,87,auto,7,25,nnClassifier,3,7,adam,distance,0.5726495726495726,2024.586045337841
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,52,auto,2,18,nnClassifier,3,10,adam,distance,0.6019536019536019,2024.5860866180155
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,57,auto,4,23,nnClassifier,1,7,adam,distance,0.5982905982905983,2024.5861278669909
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,68,auto,13,26,nnClassifier,3,8,adam,distance,0.5934065934065934,2024.5861691059545
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,67,auto,5,13,nnClassifier,1,9,adam,distance,0.6043956043956044,2024.5862101458479
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,78,auto,2,14,nnClassifier,2,2,adam,distance,0.5946275946275946,2024.5862513049506
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,83,auto,6,11,nnClassifier,2,4,adam,distance,0.5934065934065934,2024.5862919939682
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,73,auto,7,16,nnClassifier,6,7,adam,distance,0.5946275946275946,2024.5863328438718
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,43,auto,2,27,nnClassifier,6,6,adam,distance,0.5897435897435898,2024.58637321298
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,74,auto,2,30,nnClassifier,3,9,adam,distance,0.5958485958485958,2024.5864140619524
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,54,auto,5,26,nnClassifier,3,6,adam,distance,0.5958485958485958,2024.5864552319981
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,42,auto,2,16,nnClassifier,9,9,adam,distance,0.5824175824175825,2024.5864957908634
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,60,auto,3,19,nnClassifier,2,9,adam,distance,0.5824175824175825,2024.5865362898912
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,75,auto,9,27,nnClassifier,3,6,adam,distance,0.5970695970695971,2024.586577130016
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,20,auto,4,14,nnClassifier,5,7,adam,distance,0.5921855921855922,2024.586617878871
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,54,auto,6,26,nnClassifier,1,5,adam,distance,0.6019536019536019,2024.5866591278464
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,17,auto,5,34,nnClassifier,3,5,adam,distance,0.5958485958485958,2024.5867116379086
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,59,auto,2,15,nnClassifier,1,9,adam,distance,0.6043956043956044,2809.2715404878836
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,43,auto,2,25,nnClassifier,3,7,adam,distance,0.5873015873015873,2809.271605327027
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,71,auto,7,25,nnClassifier,4,5,adam,distance,0.6056166056166056,2809.271648555994
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,87,auto,11,23,nnClassifier,1,10,adam,distance,0.5873015873015873,2809.271696544951
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,53,auto,3,16,nnClassifier,1,6,adam,distance,0.590964590964591,2809.2717379848473
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,56,auto,5,19,nnClassifier,3,10,adam,distance,0.6007326007326007,2809.2717789739836
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,34,constant,64,auto,9,25,nnClassifier,5,8,adam,distance,0.5860805860805861,2809.2718199428637
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,65,auto,2,17,nnClassifier,1,5,adam,distance,0.6007326007326007,2809.2718607429415
relu,auto,31,gini,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,74,auto,4,18,nnClassifier,6,6,adam,distance,0.5958485958485958,2809.2719019318465
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,87,auto,6,15,nnClassifier,3,1,adam,distance,0.5885225885225885,2809.271943210857
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,69,auto,3,17,nnClassifier,3,3,adam,distance,0.5946275946275946,2809.271984579973
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,39,auto,6,31,nnClassifier,7,6,adam,distance,0.5860805860805861,2809.272025489947
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,73,auto,3,26,nnClassifier,3,7,adam,distance,0.5970695970695971,2809.2720666190144
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,53,auto,2,30,nnClassifier,3,5,adam,distance,0.5873015873015873,2809.2721074279398
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,41,auto,4,17,nnClassifier,7,5,adam,distance,0.5738705738705738,2809.2721485178918
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,58,auto,5,23,nnClassifier,3,10,adam,distance,0.5873015873015873,2809.2721893070266
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,71,auto,12,27,nnClassifier,3,7,adam,distance,0.5970695970695971,2809.2722301960457
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,24,auto,4,18,nnClassifier,3,5,adam,distance,0.5946275946275946,2809.272271304857
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,51,auto,5,22,nnClassifier,4,6,adam,distance,0.6007326007326007,2809.27231194498
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,21,auto,2,30,nnClassifier,3,3,adam,distance,0.5934065934065934,2809.272352444008
