,feature_0,feature_1,feature_2,feature_3,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
56,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,5,None,None,None,None,None,None,5,None,distance,0.9826388888888888,ok,83.36208165995777
57,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,38,None,None,None,None,None,None,1,None,distance,1.0,ok,83.47723423806019
58,1,1,0,0,nnClassifier,relu,None,31.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.5150462962962963,ok,98.31567716295831
59,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,7,None,None,None,None,None,None,7,None,uniform,1.0,ok,98.3830281291157
60,0,1,1,1,kneighborsClassifier,None,brute,None,None,12,None,None,None,None,None,None,6,None,distance,0.7673611111111112,ok,98.53012224193662
61,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,2,None,None,None,None,None,None,4,None,distance,1.0,ok,98.58066174411215
62,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,8,None,None,None,None,None,None,8,None,distance,1.0,ok,98.62955410010181
63,1,0,0,0,nnClassifier,tanh,None,16.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.5138888888888888,ok,117.70767962001264
64,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,10,None,None,None,None,None,None,5,None,uniform,1.0,ok,117.77665417105891
65,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,35,None,None,None,None,None,None,7,None,uniform,1.0,ok,117.84766139509156
66,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,30,None,None,None,None,None,None,8,None,uniform,1.0,ok,117.9175209288951
67,1,0,0,1,kneighborsClassifier,None,auto,None,None,19,None,None,None,None,None,None,6,None,uniform,1.0,ok,117.98579725599848
68,1,0,0,1,kneighborsClassifier,None,brute,None,None,23,None,None,None,None,None,None,7,None,uniform,1.0,ok,118.14543229108676
69,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,14,None,None,None,None,None,None,2,None,distance,1.0,ok,118.19575959490612
70,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,4,None,None,None,None,None,None,1,None,distance,1.0,ok,118.24648623494431
71,1,0,0,1,kneighborsClassifier,None,auto,None,None,36,None,None,None,None,None,None,3,None,uniform,1.0,ok,118.31594835198484
72,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,40,None,None,None,None,None,None,2,None,uniform,1.0,ok,118.38683325704187
73,1,0,0,1,kneighborsClassifier,None,auto,None,None,33,None,None,None,None,None,None,1,None,uniform,1.0,ok,118.4552908630576
74,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,20,None,None,None,None,None,None,9,None,uniform,1.0,ok,118.52631254703738
75,1,0,0,1,kneighborsClassifier,None,auto,None,None,29,None,None,None,None,None,None,8,None,distance,1.0,ok,118.57760237203911
76,0,0,0,1,nnClassifier,logistic,None,25.0,None,None,invscaling,None,None,None,None,2.0,None,lbfgs,None,0.47685185185185186,ok,119.14289991208352
77,1,0,1,1,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,5,None,uniform,0.9803240740740741,ok,119.3107724499423
78,1,1,0,1,kneighborsClassifier,None,kd_tree,None,None,7,None,None,None,None,None,None,3,None,distance,1.0,ok,119.36111670103855
79,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,24,None,None,None,None,None,None,10,None,distance,0.9641203703703703,ok,119.40857621189207
80,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,2.0,log2,5.0,4.0,None,None,None,None,0.7106481481481481,ok,119.83910670201294
81,1,1,1,1,nnClassifier,relu,None,20.0,None,None,adaptive,None,None,None,None,5.0,None,adam,None,0.5081018518518519,ok,126.61732492502779
82,1,0,0,1,kneighborsClassifier,None,auto,None,None,30,None,None,None,None,None,None,8,None,uniform,1.0,ok,126.68732481193729
83,1,1,0,0,kneighborsClassifier,None,brute,None,None,16,None,None,None,None,None,None,4,None,distance,0.9641203703703703,ok,127.03148335102014
84,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,88.0,log2,14.0,24.0,None,None,None,None,1.0,ok,127.45466142008081
85,0,1,0,1,kneighborsClassifier,None,brute,None,None,11,None,None,None,None,None,None,9,None,distance,0.6608796296296297,ok,127.6032963139005
86,1,0,1,1,kneighborsClassifier,None,brute,None,None,9,None,None,None,None,None,None,9,None,uniform,0.9722222222222222,ok,127.7729062018916
87,1,0,0,0,nnClassifier,identity,None,11.0,None,None,adaptive,None,None,None,None,10.0,None,sgd,None,0.5173611111111112,ok,140.8441213259939
88,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,39,None,None,None,None,None,None,2,None,distance,1.0,ok,140.96048303809948
89,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,1.0,auto,5.0,17.0,None,None,None,None,0.6435185185185185,ok,142.67237723898143
90,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,2,None,None,None,None,None,None,3,None,distance,0.9814814814814815,ok,142.72512139193714
91,1,0,0,1,kneighborsClassifier,None,brute,None,None,3,None,None,None,None,None,None,5,None,uniform,1.0,ok,142.88049240899272
92,1,1,0,0,nnClassifier,tanh,None,16.0,None,None,constant,None,None,None,None,7.0,None,adam,None,0.5150462962962963,ok,170.36919778794982
93,1,0,0,1,kneighborsClassifier,None,auto,None,None,33,None,None,None,None,None,None,1,None,distance,1.0,ok,170.41898396005854
94,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,97.0,sqrt,2.0,23.0,None,None,None,None,0.7662037037037037,ok,171.29170472407714
95,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,27,None,None,None,None,None,None,1,None,distance,1.0,ok,171.34245785605162
96,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,51.0,sqrt,10.0,35.0,None,None,None,None,1.0,ok,171.80701655196026
97,1,1,0,0,randomForestClassifier,None,None,None,gini,None,None,57.0,sqrt,3.0,26.0,None,None,None,None,0.9849537037037037,ok,172.4752555510495
98,1,0,0,1,kneighborsClassifier,None,auto,None,None,14,None,None,None,None,None,None,2,None,distance,1.0,ok,172.5247738850303
99,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,34.0,sqrt,19.0,19.0,None,None,None,None,0.7777777777777778,ok,173.23443925590254
