activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,19,auto,2,37,nnClassifier,5,9,adam,distance,0.984375,296.89626443502493
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,14,auto,3,27,nnClassifier,5,10,adam,distance,0.986328125,296.89631528407335
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,41,auto,12,20,nnClassifier,4,8,adam,distance,0.986328125,296.89636539295316
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,25,auto,11,24,nnClassifier,6,10,adam,distance,0.990234375,296.8964156929869
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,22,auto,2,23,nnClassifier,5,8,adam,distance,0.98828125,296.89646555203944
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,90,auto,6,34,nnClassifier,6,10,adam,distance,0.986328125,296.89651508117095
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,10,auto,2,34,nnClassifier,5,10,adam,distance,0.990234375,296.89656530111097
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,14,auto,2,38,nnClassifier,3,10,adam,distance,0.98828125,296.8966151000932
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,9,auto,2,21,nnClassifier,4,9,adam,distance,0.990234375,296.8966645989567
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,87,auto,2,34,nnClassifier,6,10,adam,distance,0.990234375,296.8967143681366
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,42,auto,11,35,nnClassifier,3,9,adam,distance,0.984375,296.896763517987
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,70,auto,7,27,nnClassifier,2,9,adam,distance,0.984375,296.89681288716383
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,46,auto,2,37,nnClassifier,5,10,adam,distance,0.986328125,296.8968620861415
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,8,auto,2,36,nnClassifier,5,9,adam,distance,0.990234375,296.89691123599187
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,78,auto,9,35,nnClassifier,5,10,adam,distance,0.990234375,296.8969611050561
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,34,auto,8,15,nnClassifier,5,10,adam,distance,0.98828125,296.8970114940312
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,58,auto,9,24,nnClassifier,5,10,adam,distance,0.984375,296.89707630313933
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,43,auto,9,12,nnClassifier,4,9,adam,distance,0.984375,296.89712627301924
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,8,auto,2,35,nnClassifier,5,10,adam,distance,0.990234375,442.87353678396903
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,9,auto,2,18,nnClassifier,3,10,adam,distance,0.98828125,442.8736095330678
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,15,auto,2,37,nnClassifier,5,8,adam,distance,0.990234375,442.87366123194806
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,11,auto,2,31,nnClassifier,4,8,adam,distance,0.990234375,442.87371187098324
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,37,auto,10,24,nnClassifier,6,8,adam,distance,0.98828125,442.8737623200286
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,21,auto,7,27,nnClassifier,3,7,adam,distance,0.990234375,442.8738131800201
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,18,auto,2,27,nnClassifier,5,10,adam,distance,0.990234375,442.8738636691123
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,86,auto,2,38,nnClassifier,5,10,adam,distance,0.990234375,442.87391341803595
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,7,auto,2,37,nnClassifier,5,6,adam,distance,0.990234375,442.87396349711344
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,10,auto,2,37,nnClassifier,3,10,adam,distance,0.990234375,442.8740133570973
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,6,auto,3,25,nnClassifier,6,8,adam,distance,0.990234375,442.8740818661172
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,83,auto,2,38,nnClassifier,4,9,adam,distance,0.990234375,442.8741322851274
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,38,auto,7,35,nnClassifier,5,10,adam,distance,0.990234375,442.8741824240424
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,66,auto,5,31,nnClassifier,6,9,adam,distance,0.990234375,442.87423201301135
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,42,auto,2,35,nnClassifier,6,10,adam,distance,0.990234375,442.8742937131319
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,8,auto,2,36,nnClassifier,5,9,adam,distance,0.990234375,442.8743446019944
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,74,auto,5,38,nnClassifier,5,10,adam,distance,0.990234375,442.87439555116
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,30,auto,4,19,nnClassifier,5,10,adam,distance,0.990234375,442.8744460500311
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,54,auto,5,28,nnClassifier,5,10,adam,distance,0.990234375,442.87449645996094
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,39,auto,5,16,nnClassifier,4,9,adam,distance,0.990234375,442.8745470889844
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,10,auto,2,36,nnClassifier,5,9,adam,distance,0.990234375,571.8873810679652
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,7,auto,2,22,nnClassifier,5,10,adam,distance,0.990234375,571.8874523970298
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,11,auto,2,36,nnClassifier,5,10,adam,distance,0.990234375,571.8875053559896
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,9,auto,2,30,nnClassifier,5,9,adam,distance,0.98828125,571.8875581650063
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,33,auto,6,28,nnClassifier,7,9,adam,distance,0.990234375,571.8876096741296
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,17,auto,3,31,nnClassifier,6,10,adam,distance,0.990234375,571.8876605839469
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,14,auto,2,31,nnClassifier,5,9,adam,distance,0.990234375,571.8877115631476
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,82,auto,4,36,nnClassifier,6,10,adam,distance,0.990234375,571.8877621020656
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,8,auto,2,34,nnClassifier,5,10,adam,distance,0.990234375,571.8878123720642
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,7,auto,2,37,nnClassifier,6,10,adam,distance,0.990234375,571.8878628010862
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,8,auto,3,21,nnClassifier,5,8,adam,distance,0.990234375,571.887913450133
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,79,auto,2,34,nnClassifier,5,8,adam,distance,0.990234375,571.8879642691463
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,34,auto,11,36,nnClassifier,5,8,adam,distance,0.990234375,571.8880305991042
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,62,auto,2,33,nnClassifier,6,9,adam,distance,0.990234375,571.8880818281323
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,38,auto,2,38,nnClassifier,5,10,adam,distance,0.990234375,571.8881324070971
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,8,auto,2,36,nnClassifier,5,9,adam,distance,0.990234375,571.8881830461323
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,70,auto,9,34,nnClassifier,5,8,adam,distance,0.990234375,571.8882333859801
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,26,auto,8,23,nnClassifier,5,10,adam,distance,0.990234375,571.8882841251325
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,50,auto,5,32,nnClassifier,5,9,adam,distance,0.990234375,571.8883346240036
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,35,auto,3,20,nnClassifier,5,9,adam,distance,0.98828125,571.888385304017
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,10,auto,2,35,nnClassifier,5,9,adam,distance,0.990234375,680.3252976930235
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,9,auto,2,26,nnClassifier,4,8,adam,distance,0.990234375,680.3253685019445
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,9,auto,2,37,nnClassifier,5,9,adam,distance,0.990234375,680.3254205710255
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,13,auto,2,34,nnClassifier,6,10,adam,distance,0.990234375,680.3254716610536
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,29,auto,2,32,nnClassifier,6,9,adam,distance,0.990234375,680.3255229101051
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,21,auto,7,27,nnClassifier,4,9,adam,distance,0.990234375,680.3255741391331
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,10,auto,2,34,nnClassifier,5,7,adam,distance,0.990234375,680.3256243690848
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,78,auto,3,34,nnClassifier,6,9,adam,distance,0.990234375,680.3256747580599
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,9,auto,2,34,nnClassifier,5,6,adam,distance,0.990234375,680.3257252571639
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,11,auto,2,37,nnClassifier,2,10,adam,distance,0.990234375,680.3257755660452
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,9,auto,2,25,nnClassifier,5,10,adam,distance,0.990234375,680.3258257859852
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36,constant,75,auto,2,35,nnClassifier,5,9,adam,distance,0.990234375,680.3258763551712
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,30,auto,11,36,nnClassifier,1,10,adam,distance,0.990234375,680.3259266240057
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,58,auto,5,31,nnClassifier,2,9,adam,distance,0.990234375,680.3259767640848
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,34,auto,2,37,nnClassifier,5,8,adam,distance,0.990234375,680.3260389631614
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,8,auto,2,36,nnClassifier,5,9,adam,distance,0.990234375,680.326089772163
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,66,auto,8,35,nnClassifier,5,8,adam,distance,0.990234375,680.3261404009536
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,22,auto,5,27,nnClassifier,5,9,adam,distance,0.990234375,680.3261904909741
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,46,auto,2,35,nnClassifier,5,9,adam,distance,0.990234375,680.326240590075
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,31,auto,5,19,nnClassifier,5,9,adam,distance,0.990234375,680.3262908491306
