activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,76,auto,8,28,nnClassifier,10,4,adam,distance,0.34615384615384615,227.02183086099103
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,39,auto,9,30,nnClassifier,8,8,adam,distance,0.8846153846153846,227.0219031199813
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,77,auto,14,27,nnClassifier,9,8,adam,distance,0.8846153846153846,227.02195880911313
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,90,auto,13,14,nnClassifier,9,4,adam,distance,0.3516483516483517,227.02201362792403
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,74,auto,7,11,nnClassifier,10,6,adam,distance,0.989010989010989,227.02206761809066
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,51,auto,12,27,nnClassifier,9,4,adam,distance,0.9871794871794872,227.02212168695405
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,81,auto,8,24,nnClassifier,10,6,adam,distance,0.989010989010989,227.022175216116
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,76,auto,10,16,nnClassifier,8,7,adam,distance,0.9945054945054945,227.02222874504514
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,42,auto,10,29,nnClassifier,10,3,adam,distance,0.9945054945054945,227.02228196407668
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,77,auto,10,20,nnClassifier,8,3,adam,distance,0.9908424908424909,227.0223357139621
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,75,auto,9,31,nnClassifier,10,4,adam,distance,0.336996336996337,227.02238913299516
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,18,auto,8,29,nnClassifier,9,7,adam,distance,0.989010989010989,227.0224428619258
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,45,auto,7,28,nnClassifier,8,5,adam,distance,0.8864468864468864,227.02249689097516
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,76,auto,9,26,nnClassifier,5,3,adam,distance,0.8498168498168498,227.02255080011673
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,23,auto,11,26,nnClassifier,10,4,adam,distance,0.8663003663003663,227.02260484010912
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,81,auto,11,16,nnClassifier,9,7,adam,distance,0.989010989010989,227.02265874901786
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,67,auto,10,16,nnClassifier,9,9,adam,distance,0.8846153846153846,227.02271285792813
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,69,auto,14,23,nnClassifier,5,3,adam,distance,0.86996336996337,227.02276631700806
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,73,auto,9,27,nnClassifier,9,7,adam,distance,0.8937728937728938,227.0228295759298
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,59,auto,10,16,nnClassifier,10,3,adam,distance,0.9945054945054945,227.02288371510804
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,80,auto,11,29,nnClassifier,8,7,adam,distance,0.34615384615384615,686.323300313903
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,43,auto,8,27,nnClassifier,10,7,adam,distance,0.3516483516483517,686.3233760620933
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,78,auto,10,23,nnClassifier,9,6,adam,distance,0.336996336996337,686.3234329719562
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,86,auto,9,13,nnClassifier,9,7,adam,distance,0.336996336996337,686.3234886811115
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,75,auto,11,9,nnClassifier,9,6,adam,distance,0.34798534798534797,686.3235437199473
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,55,auto,8,28,nnClassifier,9,8,adam,distance,0.34798534798534797,686.3235988391098
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,77,auto,10,20,nnClassifier,9,4,adam,distance,0.3424908424908425,686.323653869098
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,80,auto,8,14,nnClassifier,9,7,adam,distance,0.34615384615384615,686.3237170579378
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,46,auto,6,25,nnClassifier,7,7,adam,distance,0.3424908424908425,686.3237721670885
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,78,auto,8,16,nnClassifier,9,6,adam,distance,0.3443223443223443,686.3238347060978
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,77,auto,7,27,nnClassifier,9,6,adam,distance,0.34065934065934067,686.3238895249087
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,22,auto,8,25,nnClassifier,9,3,adam,distance,0.3424908424908425,686.3239444349892
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,49,auto,6,30,nnClassifier,7,1,adam,distance,0.336996336996337,686.3240000139922
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,80,auto,5,22,nnClassifier,5,4,adam,distance,0.34065934065934067,686.3240556831006
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,27,auto,7,22,nnClassifier,7,7,adam,distance,0.3424908424908425,686.3241111219395
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,80,auto,10,13,nnClassifier,8,6,adam,distance,0.3424908424908425,686.3241658720654
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,71,auto,6,12,nnClassifier,9,7,adam,distance,0.336996336996337,686.3242209809832
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,72,auto,10,19,nnClassifier,8,7,adam,distance,0.34065934065934067,686.3242759599816
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,77,auto,8,23,nnClassifier,5,5,adam,distance,0.3424908424908425,686.3243309489917
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,63,auto,9,14,nnClassifier,6,7,adam,distance,0.34065934065934067,686.3243858590722
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,76,auto,11,25,nnClassifier,10,4,adam,distance,0.3443223443223443,1186.1785651950631
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,47,auto,9,31,nnClassifier,7,3,adam,distance,0.34798534798534797,1186.1786490341183
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,79,auto,6,27,nnClassifier,5,5,adam,distance,0.33882783882783885,1186.1787067831028
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,82,auto,9,13,nnClassifier,9,4,adam,distance,0.3424908424908425,1186.1787628119346
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,77,auto,13,12,nnClassifier,9,4,adam,distance,0.3424908424908425,1186.1788276410662
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,59,auto,8,24,nnClassifier,9,7,adam,distance,0.3424908424908425,1186.178883641027
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,77,auto,12,17,nnClassifier,10,3,adam,distance,0.33882783882783885,1186.1789391199127
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,76,auto,7,13,nnClassifier,10,3,adam,distance,0.33882783882783885,1186.1789946390782
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,50,auto,7,25,nnClassifier,7,6,adam,distance,0.34798534798534797,1186.1790502779186
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,75,auto,6,12,nnClassifier,9,4,adam,distance,0.33882783882783885,1186.1791056881193
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,79,auto,8,23,nnClassifier,9,5,adam,distance,0.3424908424908425,1186.1791611169465
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,26,auto,11,23,nnClassifier,9,5,adam,distance,0.336996336996337,1186.1792166859377
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,constant,53,auto,8,26,nnClassifier,7,4,adam,distance,0.3553113553113553,1186.1792717350181
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,76,auto,6,26,nnClassifier,9,7,adam,distance,0.3534798534798535,1186.179327283986
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,31,auto,6,23,nnClassifier,6,6,adam,distance,0.3553113553113553,1186.1793822241016
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,78,auto,13,14,nnClassifier,7,5,adam,distance,0.3516483516483517,1186.1794373029843
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,75,auto,8,12,nnClassifier,9,4,adam,distance,0.3424908424908425,1186.179492671974
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,68,auto,14,17,nnClassifier,10,8,adam,distance,0.34615384615384615,1186.1795482409652
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,78,auto,9,25,nnClassifier,6,7,adam,distance,0.3424908424908425,1186.1796037410386
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,59,auto,9,14,nnClassifier,7,7,adam,distance,0.34065934065934067,1186.1796588099096
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,75,auto,8,21,nnClassifier,10,4,adam,distance,0.34798534798534797,1677.4591631470248
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,51,auto,8,27,nnClassifier,4,7,adam,distance,0.34798534798534797,1677.4592380160466
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,78,auto,10,27,nnClassifier,6,5,adam,distance,0.33882783882783885,1677.4592952160165
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,86,auto,11,13,nnClassifier,9,6,adam,distance,0.336996336996337,1677.4593513850123
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,74,auto,9,8,nnClassifier,9,7,adam,distance,0.3424908424908425,1677.4594062641263
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,63,auto,12,20,nnClassifier,9,5,adam,distance,0.336996336996337,1677.4594616030809
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,81,auto,10,21,nnClassifier,10,7,adam,distance,0.3424908424908425,1677.4595161229372
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,77,auto,7,14,nnClassifier,7,7,adam,distance,0.34065934065934067,1677.459571741987
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,54,auto,7,29,nnClassifier,9,3,adam,distance,0.34798534798534797,1677.4596266909502
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,78,auto,5,16,nnClassifier,8,4,adam,distance,0.3424908424908425,1677.4596814999823
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,76,auto,7,19,nnClassifier,9,5,adam,distance,0.33882783882783885,1677.459736389108
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,30,auto,10,26,nnClassifier,9,6,adam,distance,0.3424908424908425,1677.4598030981142
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,49,auto,8,29,nnClassifier,9,3,adam,distance,0.3498168498168498,1677.4598580980673
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,75,auto,8,22,nnClassifier,6,3,adam,distance,0.336996336996337,1677.4599124770612
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,35,auto,9,27,nnClassifier,6,3,adam,distance,0.34065934065934067,1677.4599673161283
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,82,auto,13,15,nnClassifier,8,6,adam,distance,0.3498168498168498,1677.4600220050197
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,71,auto,9,13,nnClassifier,9,7,adam,distance,0.336996336996337,1677.460076964926
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,72,auto,17,21,nnClassifier,6,4,adam,distance,0.34065934065934067,1677.4601319339126
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,74,auto,9,23,nnClassifier,8,4,adam,distance,0.34065934065934067,1677.4601936130784
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,63,auto,10,14,nnClassifier,8,3,adam,distance,0.3498168498168498,1677.4602484719362
