activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,kd_tree,22,gini,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,36,invscaling,71,auto,10,11,kneighborsClassifier,6,8,adam,distance,0.8992673992673993,109.01845204900019
identity,kd_tree,9,gini,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,15,invscaling,57,auto,15,12,nnClassifier,3,8,adam,distance,0.27289377289377287,109.01850757794455
identity,kd_tree,13,gini,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,20,invscaling,22,auto,15,29,nnClassifier,4,3,adam,distance,0.21245421245421245,109.01856350782327
relu,ball_tree,19,gini,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,34,invscaling,28,auto,10,11,kneighborsClassifier,3,8,adam,distance,0.8663003663003663,109.01861901697703
relu,ball_tree,17,gini,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,12,invscaling,47,auto,10,12,randomForestClassifier,2,7,adam,distance,0.9560439560439561,109.01867481693625
identity,kd_tree,10,gini,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,36,invscaling,71,auto,10,12,randomForestClassifier,2,8,adam,distance,0.9798534798534798,109.0187306359876
identity,ball_tree,26,gini,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,25,invscaling,89,auto,9,17,kneighborsClassifier,3,10,adam,distance,0.8223443223443223,109.01878631580621
tanh,auto,22,gini,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,36,invscaling,15,auto,10,35,randomForestClassifier,4,6,adam,distance,0.9542124542124543,109.01884226500988
identity,kd_tree,11,gini,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,12,constant,35,auto,10,27,randomForestClassifier,1,8,adam,distance,0.9468864468864469,109.01889798487537
identity,auto,22,gini,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,36,invscaling,45,auto,7,7,nnClassifier,6,8,adam,distance,0.2032967032967033,109.01895390381105
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,48,auto,8,16,nnClassifier,2,6,adam,distance,0.8754578754578755,264.697956035845
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,62,auto,10,16,nnClassifier,2,8,adam,distance,0.3021978021978022,264.69802996586077
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,34,auto,10,11,nnClassifier,4,9,adam,distance,0.8809523809523809,264.69808817491867
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,89,auto,11,20,nnClassifier,1,6,adam,distance,0.8736263736263736,264.6981440449599
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,65,auto,15,19,nnClassifier,5,7,adam,distance,0.8809523809523809,264.6981992039364
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,44,auto,9,30,nnClassifier,1,7,adam,distance,0.8717948717948718,264.6982670139987
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,33,auto,12,32,nnClassifier,1,6,adam,distance,0.8681318681318682,264.6983218428213
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,65,auto,9,23,nnClassifier,2,6,adam,distance,0.31684981684981683,264.6983769929502
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,68,auto,13,10,nnClassifier,2,9,adam,distance,0.3315018315018315,264.69843220198527
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,48,auto,11,13,nnClassifier,2,10,adam,distance,0.9798534798534798,264.69848716189153
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,67,auto,14,13,nnClassifier,3,7,adam,distance,0.8663003663003663,264.6985420009587
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,53,auto,18,12,nnClassifier,2,8,adam,distance,0.25274725274725274,264.69859633082524
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,26,auto,12,25,nnClassifier,1,6,adam,distance,0.26373626373626374,264.69865176989697
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,32,auto,9,14,nnClassifier,1,8,adam,distance,0.8882783882783882,264.6987069498282
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,49,auto,9,12,nnClassifier,1,7,adam,distance,0.9945054945054945,264.69876202894375
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,67,auto,10,12,nnClassifier,2,7,adam,distance,0.9798534798534798,264.6988169089891
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,85,auto,8,15,nnClassifier,1,10,adam,distance,0.8608058608058609,264.698871797882
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,19,auto,9,31,nnClassifier,3,8,adam,distance,0.9798534798534798,264.69892629794776
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,39,auto,10,23,nnClassifier,1,9,adam,distance,0.989010989010989,264.69898104690947
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,49,auto,11,11,nnClassifier,2,9,adam,distance,0.25274725274725274,264.69903557701036
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,46,auto,9,14,nnClassifier,2,8,adam,distance,0.32051282051282054,870.6408834378235
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,58,auto,8,13,nnClassifier,2,8,adam,distance,0.32051282051282054,870.6409604768269
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,38,auto,11,15,nnClassifier,4,5,adam,distance,0.3424908424908425,870.6410184069537
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,85,auto,13,16,nnClassifier,2,6,adam,distance,0.34615384615384615,870.6410749659408
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,61,auto,12,15,nnClassifier,5,8,adam,distance,0.31684981684981683,870.6411314259749
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,44,auto,11,26,nnClassifier,3,7,adam,distance,0.3498168498168498,870.6411869549192
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,35,auto,9,28,nnClassifier,2,9,adam,distance,0.3534798534798535,870.6412577049341
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,61,auto,8,20,nnClassifier,1,5,adam,distance,0.32051282051282054,870.6413224739954
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,64,auto,11,12,nnClassifier,2,5,adam,distance,0.31135531135531136,870.6413793028332
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,45,auto,9,13,nnClassifier,3,8,adam,distance,0.31135531135531136,870.6414356429596
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,70,auto,11,13,nnClassifier,7,8,adam,distance,0.34065934065934067,870.64149197191
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,49,auto,14,12,nnClassifier,2,7,adam,distance,0.32051282051282054,870.6415478920098
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,30,auto,9,21,nnClassifier,1,8,adam,distance,0.3534798534798535,870.6416040209588
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,36,auto,9,13,nnClassifier,2,6,adam,distance,0.3443223443223443,870.6416598008946
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,47,auto,10,12,nnClassifier,3,7,adam,distance,0.3443223443223443,870.6417153498624
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,63,auto,10,12,nnClassifier,2,8,adam,distance,0.32051282051282054,870.6417707498185
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,81,auto,10,11,nnClassifier,2,6,adam,distance,0.3498168498168498,870.641826598905
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,23,auto,11,27,nnClassifier,3,7,adam,distance,0.3241758241758242,870.6418821390253
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,43,auto,10,27,nnClassifier,2,7,adam,distance,0.3443223443223443,870.6419380179141
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,47,auto,12,14,nnClassifier,1,9,adam,distance,0.31684981684981683,870.6419933878351
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,45,auto,13,18,nnClassifier,2,9,adam,distance,0.32234432234432236,1476.4923252710141
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,54,auto,10,14,nnClassifier,2,7,adam,distance,0.31135531135531136,1476.492399920011
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,40,auto,11,11,nnClassifier,4,3,adam,distance,0.33516483516483514,1476.4924572098535
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,81,auto,14,13,nnClassifier,2,7,adam,distance,0.32051282051282054,1476.4925127988681
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,57,auto,11,11,nnClassifier,3,7,adam,distance,0.326007326007326,1476.4925687888172
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,48,auto,7,22,nnClassifier,2,9,adam,distance,0.3241758241758242,1476.492623457918
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,39,auto,8,24,nnClassifier,2,8,adam,distance,0.31135531135531136,1476.4926788178273
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,57,auto,8,16,nnClassifier,3,6,adam,distance,0.3553113553113553,1476.4927336468827
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,68,auto,15,14,nnClassifier,2,7,adam,distance,0.32234432234432236,1476.4927884668577
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,47,auto,8,9,nnClassifier,4,6,adam,distance,0.33516483516483514,1476.492843195796
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,66,auto,12,12,nnClassifier,3,8,adam,distance,0.3241758241758242,1476.4928983158898
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,47,auto,11,12,nnClassifier,2,6,adam,distance,0.32234432234432236,1476.4929527549539
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,34,auto,13,17,nnClassifier,1,5,adam,distance,0.34615384615384615,1476.4930077148601
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,34,auto,11,10,nnClassifier,3,6,adam,distance,0.31135531135531136,1476.4930622638203
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,46,auto,10,12,nnClassifier,2,7,adam,distance,0.34065934065934067,1476.4931169939227
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,59,auto,10,12,nnClassifier,2,7,adam,distance,0.32234432234432236,1476.4931717128493
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,77,auto,10,15,nnClassifier,3,10,adam,distance,0.32234432234432236,1476.493236033013
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,19,auto,9,23,nnClassifier,3,6,adam,distance,0.33516483516483514,1476.4932909118943
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,41,auto,10,23,nnClassifier,2,7,adam,distance,0.32967032967032966,1476.4933456918225
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,46,auto,11,12,nnClassifier,1,9,adam,distance,0.3553113553113553,1476.4933999108616
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,48,auto,12,14,nnClassifier,2,5,adam,distance,0.3241758241758242,2074.2364670338575
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,50,auto,11,14,nnClassifier,2,7,adam,distance,0.32967032967032966,2074.2365419738926
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,37,auto,10,15,nnClassifier,2,7,adam,distance,0.336996336996337,2074.236599033
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,77,auto,13,17,nnClassifier,2,8,adam,distance,0.32051282051282054,2074.2366556229535
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,53,auto,15,13,nnClassifier,4,8,adam,distance,0.3333333333333333,2074.2367115719244
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,45,auto,7,18,nnClassifier,3,7,adam,distance,0.32051282051282054,2074.2367671919055
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,43,auto,12,20,nnClassifier,2,7,adam,distance,0.3241758241758242,2074.236823190935
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,53,auto,12,19,nnClassifier,1,6,adam,distance,0.33516483516483514,2074.236879220931
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,64,auto,11,10,nnClassifier,6,5,adam,distance,0.31684981684981683,2074.236934689805
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,43,auto,12,9,nnClassifier,3,7,adam,distance,0.34065934065934067,2074.236990679987
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,62,auto,11,13,nnClassifier,7,6,adam,distance,0.34065934065934067,2074.237046798924
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,48,auto,12,12,nnClassifier,2,8,adam,distance,0.32051282051282054,2074.2371023688465
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,38,auto,12,13,nnClassifier,2,7,adam,distance,0.3553113553113553,2074.2371580579784
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,38,auto,10,11,nnClassifier,3,9,adam,distance,0.3241758241758242,2074.2372230680194
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,49,auto,10,12,nnClassifier,2,7,adam,distance,0.3241758241758242,2074.2372786868364
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,58,auto,10,12,nnClassifier,2,8,adam,distance,0.32051282051282054,2074.237333956873
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,73,auto,10,15,nnClassifier,3,7,adam,distance,0.32051282051282054,2074.237389905844
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,23,auto,10,19,nnClassifier,3,7,adam,distance,0.34065934065934067,2074.237445635954
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,43,auto,10,19,nnClassifier,1,9,adam,distance,0.32234432234432236,2074.2375141149387
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,48,auto,10,11,nnClassifier,1,9,adam,distance,0.34615384615384615,2074.2375699440017
