activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,28,mae,1,0,1,1,0,1,1,1,0,0,0,1,1,1,3,adaptive,23,log2,3,31,nnRegressor,2,5,lbfgs,distance,0.7790877920315187
tanh,brute,18,mae,1,1,1,1,0,1,1,1,0,0,1,0,0,1,30,constant,99,log2,10,22,nnRegressor,8,1,sgd,distance,0.6725866142169326
identity,kd_tree,16,poisson,1,1,1,0,0,0,0,1,1,0,0,1,1,0,16,constant,43,auto,9,39,kneighborsRegressor,4,8,lbfgs,uniform,0.7239236285128003
tanh,ball_tree,24,mse,1,1,1,0,0,1,0,0,0,1,1,1,1,0,16,invscaling,99,log2,16,5,randomForestRegressor,6,4,lbfgs,uniform,0.7602704705040036
logistic,ball_tree,17,mse,1,1,0,0,1,1,1,1,0,1,0,1,0,1,2,invscaling,23,log2,13,11,kneighborsRegressor,3,4,sgd,uniform,0.7195653468968
identity,auto,13,mse,0,0,0,0,0,1,0,1,1,1,0,0,1,0,24,invscaling,21,auto,8,30,randomForestRegressor,8,2,adam,uniform,0.7036092751942498
relu,ball_tree,15,mse,0,0,0,1,0,1,0,1,1,1,0,0,1,0,40,adaptive,9,log2,3,25,nnRegressor,9,5,lbfgs,distance,0.7120863041160136
tanh,brute,12,mae,1,1,0,1,0,0,0,1,0,0,1,1,0,1,38,adaptive,67,auto,3,23,kneighborsRegressor,10,9,lbfgs,uniform,0.7048052025097586
identity,auto,18,mse,1,0,0,0,1,0,1,0,1,0,1,0,0,1,36,invscaling,14,log2,8,29,kneighborsRegressor,9,5,lbfgs,uniform,0.6255377955449484
relu,auto,21,mae,1,0,0,0,1,1,0,0,0,0,0,0,0,0,17,invscaling,91,sqrt,8,26,randomForestRegressor,6,3,sgd,uniform,0.43245749195023786
relu,auto,15,mse,1,0,1,0,1,1,1,1,0,1,1,0,0,0,34,invscaling,95,sqrt,11,18,randomForestRegressor,8,10,lbfgs,distance,0.6864682281764138
tanh,auto,9,mse,1,0,0,0,1,0,1,0,1,1,0,0,0,0,2,constant,73,auto,17,3,kneighborsRegressor,1,3,lbfgs,uniform,0.5912934796663349
logistic,ball_tree,32,poisson,1,0,0,1,0,1,1,0,1,1,0,1,0,0,14,constant,69,sqrt,17,23,nnRegressor,4,9,sgd,uniform,0.6534073506609733
identity,auto,26,poisson,0,0,1,1,0,1,1,0,0,0,0,0,0,1,31,adaptive,17,log2,7,35,kneighborsRegressor,10,6,sgd,distance,0.5818956085411097
logistic,auto,8,mse,1,0,1,0,0,0,1,0,0,1,0,1,0,0,33,constant,99,auto,9,5,kneighborsRegressor,6,1,lbfgs,uniform,0.4520693252704485
tanh,brute,29,mae,1,0,1,0,0,0,0,0,1,1,0,0,1,1,6,invscaling,9,sqrt,3,39,randomForestRegressor,9,10,sgd,distance,0.7469079313260873
identity,ball_tree,22,mae,0,1,0,0,1,1,1,0,1,0,1,0,1,1,34,adaptive,62,auto,10,2,randomForestRegressor,8,2,sgd,uniform,0.7127089689227998
logistic,brute,24,poisson,1,1,0,1,0,0,1,1,1,1,1,0,0,1,13,invscaling,97,log2,2,15,nnRegressor,4,8,sgd,distance,0.0028553275946742174
relu,brute,10,poisson,0,1,1,1,0,1,0,0,1,0,1,1,0,0,21,adaptive,49,log2,8,19,nnRegressor,2,2,adam,distance,0.7088082450438329
identity,kd_tree,32,mse,0,1,0,0,0,0,0,0,0,1,1,0,0,0,10,invscaling,28,auto,18,8,randomForestRegressor,6,2,adam,distance,0.6668815206928339
identity,kd_tree,14,mse,0,0,1,1,0,0,1,1,1,1,1,0,0,0,35,invscaling,100,auto,6,7,kneighborsRegressor,2,4,adam,uniform,0.5983424223304269
identity,brute,15,mse,1,1,1,1,1,0,0,1,1,1,1,0,1,1,35,constant,11,log2,2,9,kneighborsRegressor,2,7,sgd,distance,0.7422975070173764
identity,brute,12,mse,0,0,0,0,1,1,1,1,1,0,0,0,1,1,12,adaptive,61,auto,6,6,randomForestRegressor,8,9,sgd,distance,0.6824872799520272
relu,kd_tree,12,mae,0,0,1,0,1,0,0,0,0,1,0,1,1,1,6,constant,21,sqrt,14,19,randomForestRegressor,10,4,sgd,distance,0.711494214947204
tanh,auto,19,poisson,0,1,0,1,1,1,1,0,0,1,1,1,1,0,35,adaptive,68,log2,19,11,kneighborsRegressor,6,2,adam,uniform,0.6255785197628071
tanh,ball_tree,17,mse,1,1,0,0,1,0,0,0,1,1,0,0,0,0,10,adaptive,84,log2,10,37,kneighborsRegressor,1,8,sgd,distance,0.6662546138262604
identity,ball_tree,22,mse,1,0,1,1,1,1,1,1,1,0,1,1,1,1,31,constant,2,sqrt,16,33,nnRegressor,6,7,lbfgs,distance,0.7410012113658249
identity,kd_tree,18,mse,1,1,1,0,1,1,1,1,1,1,0,0,1,1,26,constant,23,log2,10,28,randomForestRegressor,10,2,lbfgs,distance,0.7673375231927306
relu,kd_tree,32,mae,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,invscaling,40,auto,20,28,kneighborsRegressor,5,8,adam,distance,0.7365349194068977
identity,kd_tree,32,poisson,0,0,0,0,1,1,1,0,1,0,0,1,1,1,12,adaptive,90,sqrt,14,30,nnRegressor,4,5,lbfgs,distance,0.7245009344156841
tanh,auto,29,mse,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,invscaling,97,auto,9,10,nnRegressor,2,8,lbfgs,distance,0.38236893117790827
logistic,brute,29,poisson,0,0,0,0,1,1,1,0,1,0,0,1,0,1,3,invscaling,95,auto,11,7,randomForestRegressor,10,5,lbfgs,uniform,0.6693570839345064
tanh,brute,23,mae,1,0,0,1,0,1,1,1,0,0,1,0,1,1,12,constant,13,auto,17,36,nnRegressor,7,6,adam,distance,0.7600304314289575
relu,ball_tree,15,poisson,1,0,1,0,1,0,0,0,1,1,0,0,1,0,23,adaptive,23,auto,18,26,randomForestRegressor,7,1,sgd,uniform,0.525990183740331
identity,brute,18,mae,1,1,0,0,0,0,1,0,1,1,0,1,0,0,28,adaptive,83,auto,20,4,randomForestRegressor,8,8,lbfgs,distance,0.7020249568966275
tanh,kd_tree,22,poisson,0,1,1,1,0,0,1,0,0,0,1,1,0,0,24,adaptive,39,sqrt,11,15,randomForestRegressor,2,4,sgd,uniform,0.5999175538016681
tanh,ball_tree,32,mse,0,1,1,1,1,0,0,0,1,1,0,0,0,1,5,constant,54,auto,15,14,kneighborsRegressor,3,1,adam,distance,0.5235266192473655
logistic,brute,10,poisson,1,0,1,0,1,0,0,1,0,1,1,1,0,0,34,constant,7,sqrt,10,12,nnRegressor,4,2,lbfgs,uniform,0.6924750467276485
relu,brute,16,mae,0,1,1,1,1,1,0,0,1,1,0,1,1,1,4,invscaling,31,auto,7,13,randomForestRegressor,3,10,adam,distance,0.7410839771028526
relu,kd_tree,31,poisson,1,0,1,0,1,1,0,1,1,0,0,0,1,1,30,adaptive,46,auto,10,6,kneighborsRegressor,8,4,lbfgs,uniform,0.6836915084175674
relu,auto,23,poisson,1,0,1,1,1,0,1,1,1,1,0,1,1,1,23,constant,1,sqrt,4,28,nnRegressor,3,3,sgd,distance,0.7816202455993138
tanh,auto,17,mse,1,0,0,0,0,0,1,1,0,0,1,0,1,1,2,constant,37,auto,17,22,nnRegressor,5,9,lbfgs,uniform,0.743471546011166
tanh,auto,10,poisson,0,1,1,1,1,1,1,0,0,1,1,0,0,1,18,adaptive,78,log2,19,25,randomForestRegressor,10,10,lbfgs,uniform,0.6668514205017192
tanh,auto,9,mse,0,0,0,1,1,1,1,0,1,0,0,0,0,0,20,constant,59,auto,20,37,randomForestRegressor,10,1,adam,distance,0.5407482180033663
relu,brute,23,mae,1,0,0,0,0,1,0,0,0,1,0,1,0,0,19,invscaling,41,sqrt,5,11,nnRegressor,5,1,adam,uniform,0.6961667188976648
tanh,auto,25,poisson,1,0,0,0,1,1,1,1,1,1,1,1,0,1,31,adaptive,39,sqrt,4,21,kneighborsRegressor,1,3,adam,uniform,0.6901653591682433
relu,ball_tree,10,mae,1,1,1,1,0,1,1,0,0,0,0,1,1,1,19,adaptive,92,auto,4,38,randomForestRegressor,4,10,lbfgs,uniform,0.769133580236061
tanh,auto,9,mse,0,0,0,1,1,1,1,0,0,1,1,0,1,0,12,adaptive,91,log2,7,6,nnRegressor,8,9,lbfgs,uniform,0.7175580944080753
identity,ball_tree,31,mse,1,0,1,1,0,1,1,0,1,0,1,1,0,0,24,constant,83,log2,4,21,randomForestRegressor,5,4,sgd,uniform,0.672451978271328
identity,brute,10,poisson,0,1,1,1,1,0,1,1,1,0,1,0,1,0,28,invscaling,75,log2,8,27,nnRegressor,5,1,lbfgs,distance,0.6825147647704521
identity,ball_tree,24,mae,1,1,0,1,0,1,0,1,0,1,0,1,1,0,18,invscaling,28,log2,14,14,kneighborsRegressor,5,10,lbfgs,distance,0.7548153358253389
relu,brute,24,mae,1,1,1,0,1,1,1,0,1,1,1,1,0,1,16,constant,24,sqrt,6,7,kneighborsRegressor,3,7,sgd,distance,0.7256118636622796
logistic,kd_tree,28,mae,0,1,0,0,0,1,1,0,0,1,0,0,1,0,5,adaptive,86,auto,19,15,kneighborsRegressor,6,1,lbfgs,uniform,0.4069044882985572
tanh,auto,27,mae,1,1,1,0,0,1,1,0,0,1,0,1,1,0,30,adaptive,21,log2,6,15,randomForestRegressor,9,6,adam,uniform,0.7669250502675753
tanh,kd_tree,11,mae,1,0,1,0,0,0,1,1,0,1,1,0,0,0,22,invscaling,91,auto,8,15,nnRegressor,9,3,lbfgs,uniform,0.6858131016719182
identity,auto,17,mse,1,0,1,0,0,1,0,0,1,1,1,1,1,0,23,invscaling,64,log2,11,31,kneighborsRegressor,9,3,adam,uniform,0.693434137989194
