activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
logistic,auto,17,gini,1,0,0,0,0,19,invscaling,74,auto,19,13,kneighborsClassifier,7,9,sgd,distance,0.9368863955119214
tanh,ball_tree,10,entropy,0,0,0,1,1,27,adaptive,34,sqrt,18,20,nnClassifier,4,3,lbfgs,distance,0.5273492286115007
logistic,kd_tree,27,entropy,0,1,0,0,1,5,adaptive,76,sqrt,9,37,nnClassifier,8,10,sgd,distance,0.5357643758765779
identity,auto,28,gini,1,0,1,0,0,29,invscaling,12,sqrt,15,22,nnClassifier,9,4,sgd,uniform,0.5315568022440392
identity,brute,12,entropy,1,1,0,1,1,4,constant,73,log2,10,34,kneighborsClassifier,5,3,adam,uniform,0.9340813464235624
relu,brute,8,gini,1,0,0,0,0,34,adaptive,56,sqrt,10,35,kneighborsClassifier,4,9,adam,uniform,0.9242636746143057
logistic,auto,16,gini,0,0,1,1,0,13,invscaling,53,auto,19,23,nnClassifier,6,4,adam,distance,0.5385694249649369
identity,brute,23,entropy,1,1,1,0,1,38,constant,23,auto,12,15,randomForestClassifier,4,5,sgd,distance,0.9340813464235624
relu,kd_tree,22,entropy,1,0,1,0,0,22,invscaling,92,sqrt,16,16,randomForestClassifier,5,3,adam,distance,0.9340813464235624
tanh,kd_tree,30,gini,1,1,0,1,0,31,invscaling,38,sqrt,7,34,nnClassifier,4,10,sgd,uniform,0.5301542776998598
relu,auto,26,entropy,1,0,0,1,0,30,invscaling,3,log2,2,4,randomForestClassifier,10,1,adam,distance,0.9368863955119214
tanh,brute,11,gini,0,1,1,0,0,4,constant,31,sqrt,11,34,kneighborsClassifier,5,1,sgd,distance,0.541374474053296
logistic,brute,17,gini,0,1,0,0,0,7,invscaling,12,auto,13,12,nnClassifier,4,4,lbfgs,uniform,0.5105189340813464
relu,ball_tree,10,gini,0,0,0,1,1,15,invscaling,75,auto,13,33,nnClassifier,8,10,lbfgs,distance,0.5329593267882188
relu,brute,17,entropy,0,0,1,0,1,2,constant,44,log2,10,19,randomForestClassifier,2,7,sgd,distance,0.6661991584852734
identity,kd_tree,11,gini,1,0,0,0,0,13,adaptive,5,log2,13,7,randomForestClassifier,1,6,adam,distance,0.9340813464235624
logistic,auto,18,gini,1,0,0,1,0,5,invscaling,23,log2,9,27,nnClassifier,6,3,adam,uniform,0.5301542776998598
tanh,auto,15,gini,1,0,0,0,0,39,adaptive,85,log2,12,23,randomForestClassifier,10,1,lbfgs,uniform,0.9340813464235624
relu,brute,10,entropy,0,0,0,0,0,24,constant,77,auto,9,34,randomForestClassifier,4,3,sgd,uniform,0
relu,auto,18,gini,1,1,1,0,1,28,invscaling,35,sqrt,11,26,nnClassifier,1,2,lbfgs,distance,0.5315568022440392
identity,kd_tree,8,gini,0,0,0,1,1,25,invscaling,27,log2,18,20,nnClassifier,10,3,lbfgs,distance,0.5231416549789621
logistic,kd_tree,26,gini,0,1,0,1,0,22,invscaling,2,sqrt,20,38,randomForestClassifier,4,4,adam,uniform,0.7054698457223001
relu,kd_tree,11,gini,1,1,0,0,1,21,adaptive,96,auto,3,3,kneighborsClassifier,2,8,lbfgs,uniform,0.9312762973352033
identity,brute,24,gini,1,0,1,1,1,16,invscaling,61,auto,19,11,randomForestClassifier,1,4,lbfgs,uniform,0.9396914446002805
relu,auto,10,entropy,1,0,1,0,1,2,invscaling,9,auto,12,20,nnClassifier,1,8,lbfgs,distance,0.5343618513323983
relu,ball_tree,19,gini,1,0,1,1,0,3,invscaling,17,sqrt,14,4,nnClassifier,1,1,adam,distance,0.5315568022440392
identity,auto,10,gini,0,1,1,1,1,9,adaptive,13,sqrt,5,36,nnClassifier,6,5,sgd,uniform,0.5259467040673211
relu,ball_tree,21,entropy,0,0,0,1,1,20,constant,91,sqrt,9,38,kneighborsClassifier,7,5,lbfgs,uniform,0.8555399719495091
identity,brute,15,gini,0,1,0,0,1,38,constant,74,auto,6,23,kneighborsClassifier,4,5,lbfgs,distance,0.6072931276297335
identity,kd_tree,20,gini,1,1,0,0,1,18,adaptive,76,auto,18,40,nnClassifier,1,6,lbfgs,distance,0.5301542776998598
tanh,auto,21,entropy,0,0,0,0,0,18,constant,55,sqrt,9,40,kneighborsClassifier,9,4,lbfgs,distance,0
logistic,brute,11,entropy,0,0,0,0,0,19,constant,18,auto,12,38,kneighborsClassifier,3,4,sgd,uniform,0
identity,brute,21,gini,0,1,0,1,0,37,constant,70,sqrt,19,11,nnClassifier,6,9,lbfgs,distance,0.49228611500701264
tanh,brute,20,entropy,1,1,1,1,0,39,constant,72,log2,18,17,kneighborsClassifier,9,7,adam,uniform,0.9438990182328191
relu,kd_tree,29,entropy,1,1,0,0,1,7,adaptive,48,auto,3,4,kneighborsClassifier,9,4,sgd,uniform,0.9172510518934082
logistic,auto,17,gini,1,1,1,0,1,39,invscaling,7,sqrt,18,21,nnClassifier,5,2,lbfgs,uniform,0.5273492286115007
tanh,kd_tree,31,gini,0,1,0,1,1,7,constant,38,log2,7,5,randomForestClassifier,8,6,adam,uniform,0.8751753155680224
tanh,ball_tree,20,entropy,1,1,1,1,0,22,invscaling,92,log2,13,34,randomForestClassifier,7,4,sgd,uniform,0.938288920056101
relu,kd_tree,9,gini,1,1,0,0,0,34,invscaling,53,auto,3,11,randomForestClassifier,5,9,lbfgs,distance,0.9284712482468443
