activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_2,feature_3,feature_4,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,9,gini,0,1,0,0,1,14,invscaling,97,sqrt,5,6,kneighborsClassifier,7,2,lbfgs,distance,0.6115007012622721
logistic,auto,27,entropy,0,1,1,0,1,35,adaptive,3,sqrt,13,23,randomForestClassifier,8,5,adam,uniform,0.7223001402524544
identity,ball_tree,15,gini,1,1,1,1,0,40,constant,46,auto,4,25,kneighborsClassifier,4,9,lbfgs,uniform,0.9509116409537167
tanh,auto,25,entropy,1,0,1,0,1,15,constant,80,sqrt,20,9,nnClassifier,3,6,adam,distance,0.45582047685834504
identity,ball_tree,20,gini,0,0,1,1,0,26,invscaling,50,log2,7,38,nnClassifier,9,10,adam,distance,0.5035063113604488
tanh,ball_tree,27,entropy,0,1,0,1,1,2,invscaling,11,auto,17,19,randomForestClassifier,3,10,lbfgs,distance,0.8723702664796634
logistic,auto,22,gini,0,1,1,0,0,34,invscaling,6,log2,12,22,kneighborsClassifier,2,4,sgd,distance,0.5287517531556802
tanh,kd_tree,18,entropy,1,1,0,1,0,2,invscaling,70,log2,2,27,nnClassifier,5,8,lbfgs,uniform,0.45722300140252453
relu,auto,14,entropy,1,0,1,0,0,11,adaptive,82,log2,7,5,kneighborsClassifier,7,10,lbfgs,distance,0.9270687237026648
relu,auto,8,entropy,0,1,0,1,1,28,constant,8,sqrt,19,12,kneighborsClassifier,10,4,sgd,distance,0.8162692847124825
relu,kd_tree,19,gini,0,1,1,0,0,40,invscaling,57,auto,17,37,nnClassifier,7,6,sgd,distance,0.37307152875175315
relu,kd_tree,23,entropy,0,1,1,1,1,27,invscaling,60,log2,6,16,kneighborsClassifier,2,5,adam,distance,0.7812061711079944
relu,ball_tree,19,gini,1,0,0,0,0,29,adaptive,13,sqrt,9,30,randomForestClassifier,8,1,adam,uniform,0.9467040673211781
logistic,auto,10,gini,1,1,0,1,0,30,invscaling,43,auto,8,21,kneighborsClassifier,6,7,sgd,distance,0.9509116409537167
relu,auto,30,gini,0,1,0,0,1,38,constant,26,sqrt,17,18,kneighborsClassifier,10,1,adam,uniform,0.5918653576437588
identity,ball_tree,9,gini,0,1,0,0,0,11,constant,97,auto,14,36,kneighborsClassifier,3,8,lbfgs,distance,0.48246844319775595
tanh,auto,31,entropy,0,0,0,0,0,34,adaptive,38,auto,7,7,kneighborsClassifier,6,4,lbfgs,uniform,0
tanh,brute,8,gini,0,1,1,0,0,26,constant,81,log2,2,35,kneighborsClassifier,3,3,adam,distance,0.5385694249649369
relu,auto,23,entropy,1,1,1,0,0,18,adaptive,42,auto,10,27,kneighborsClassifier,6,2,lbfgs,distance,0.9116409537166901
tanh,kd_tree,12,entropy,1,0,0,0,1,22,constant,44,log2,6,31,nnClassifier,10,6,sgd,distance,0.45582047685834504
tanh,ball_tree,27,entropy,1,1,0,0,1,31,constant,18,sqrt,3,40,kneighborsClassifier,8,5,sgd,distance,0.938288920056101
identity,kd_tree,10,entropy,0,1,0,0,0,28,adaptive,21,auto,9,39,nnClassifier,9,5,sgd,distance,0.5624123422159888
tanh,kd_tree,24,entropy,0,0,1,0,1,12,invscaling,79,sqrt,12,19,randomForestClassifier,8,2,lbfgs,distance,0.7026647966339411
identity,kd_tree,15,entropy,0,0,1,1,0,37,adaptive,78,log2,8,33,nnClassifier,8,1,lbfgs,distance,0.5077138849929874
relu,kd_tree,26,gini,1,1,1,1,1,8,adaptive,30,sqrt,7,9,kneighborsClassifier,4,2,lbfgs,uniform,0.9242636746143057
logistic,auto,25,entropy,1,1,0,1,1,10,invscaling,94,log2,7,17,randomForestClassifier,1,2,adam,uniform,0.9579242636746143
logistic,brute,10,gini,1,1,0,0,0,39,invscaling,84,log2,18,33,nnClassifier,9,2,sgd,distance,0.5624123422159888
identity,ball_tree,15,entropy,1,1,1,1,0,24,adaptive,21,sqrt,8,31,randomForestClassifier,9,3,adam,distance,0.9551192145862553
logistic,auto,10,gini,1,0,0,0,1,17,constant,26,log2,12,24,randomForestClassifier,2,9,adam,uniform,0.9481065918653576
identity,ball_tree,24,entropy,0,1,1,0,1,17,adaptive,49,log2,11,39,randomForestClassifier,6,5,adam,uniform,0.7082748948106592
logistic,brute,9,gini,1,1,0,1,1,19,invscaling,38,auto,11,27,kneighborsClassifier,4,2,adam,distance,0.9298737727910238
identity,auto,20,gini,1,1,0,1,0,26,adaptive,11,sqrt,10,2,randomForestClassifier,4,1,lbfgs,uniform,0.9537166900420757
identity,brute,15,entropy,0,1,0,0,0,26,invscaling,3,sqrt,19,40,nnClassifier,7,1,lbfgs,uniform,0.5624123422159888
relu,brute,24,entropy,1,0,0,0,1,35,constant,15,auto,6,14,randomForestClassifier,8,10,lbfgs,distance,0.9467040673211781
logistic,ball_tree,9,gini,0,0,0,0,1,10,invscaling,30,sqrt,11,26,randomForestClassifier,4,1,sgd,distance,0.7251051893408135
relu,ball_tree,16,entropy,1,1,0,1,1,16,adaptive,25,auto,15,40,randomForestClassifier,9,3,adam,uniform,0.9537166900420757
identity,auto,24,gini,0,0,0,0,1,40,invscaling,95,auto,10,16,kneighborsClassifier,1,7,sgd,distance,0.7082748948106592
logistic,ball_tree,17,gini,0,0,1,0,0,12,invscaling,92,auto,15,15,randomForestClassifier,7,6,adam,uniform,0.5806451612903226
tanh,kd_tree,15,gini,0,0,0,1,1,16,invscaling,55,log2,20,2,nnClassifier,5,8,adam,uniform,0.46143057503506313
tanh,ball_tree,30,entropy,0,0,1,1,0,3,invscaling,27,sqrt,2,36,kneighborsClassifier,4,9,adam,uniform,0.7798036465638148
relu,kd_tree,19,entropy,1,1,0,0,0,39,constant,26,auto,8,27,kneighborsClassifier,7,6,sgd,uniform,0.9368863955119214
logistic,auto,16,gini,1,1,0,0,0,33,constant,30,sqrt,6,8,kneighborsClassifier,2,2,adam,distance,0.9032258064516129
identity,auto,29,entropy,1,0,0,1,1,20,constant,38,log2,2,7,kneighborsClassifier,1,2,adam,uniform,0.9130434782608695
identity,auto,31,gini,1,1,1,1,1,14,constant,98,auto,14,13,kneighborsClassifier,2,5,lbfgs,uniform,0.9523141654978962
identity,kd_tree,9,gini,0,1,0,1,0,4,adaptive,59,sqrt,7,30,kneighborsClassifier,10,6,lbfgs,distance,0.7489481065918654
logistic,kd_tree,10,gini,1,1,1,1,0,17,invscaling,21,log2,11,27,nnClassifier,1,7,sgd,uniform,0.5624123422159888
identity,kd_tree,30,gini,0,0,1,0,1,7,adaptive,44,sqrt,8,23,nnClassifier,6,9,adam,uniform,0.5035063113604488
tanh,ball_tree,23,gini,0,1,1,1,0,5,adaptive,42,auto,18,34,nnClassifier,9,9,adam,uniform,0.43899018232819076
logistic,auto,18,entropy,0,1,0,0,0,36,invscaling,43,log2,15,4,nnClassifier,10,3,adam,uniform,0.5624123422159888
logistic,ball_tree,23,entropy,1,1,0,0,0,8,invscaling,51,sqrt,14,5,kneighborsClassifier,1,4,sgd,distance,0.9200561009817672
tanh,ball_tree,29,entropy,1,1,1,0,1,37,constant,45,auto,7,2,nnClassifier,3,6,lbfgs,distance,0.45722300140252453
identity,auto,24,gini,1,0,1,0,0,5,adaptive,32,sqrt,5,30,kneighborsClassifier,3,1,adam,distance,0.9018232819074333
identity,ball_tree,25,gini,0,0,0,1,0,9,constant,56,sqrt,10,18,kneighborsClassifier,6,5,sgd,distance,0.7699859747545582
identity,kd_tree,22,entropy,0,0,1,0,1,23,constant,88,log2,3,16,randomForestClassifier,1,9,sgd,uniform,0.7026647966339411
identity,kd_tree,27,gini,0,1,0,1,0,11,constant,4,auto,17,21,kneighborsClassifier,3,2,sgd,distance,0.7279102384291725
tanh,brute,30,gini,0,0,0,1,0,35,adaptive,83,log2,15,9,nnClassifier,10,3,adam,uniform,0.39691444600280507
logistic,ball_tree,20,entropy,1,1,1,0,1,4,adaptive,39,log2,16,13,nnClassifier,6,8,sgd,distance,0.4431977559607293
logistic,brute,25,entropy,0,0,0,0,1,23,adaptive,45,auto,16,37,nnClassifier,5,7,sgd,uniform,0.5133239831697055
tanh,ball_tree,18,gini,0,0,1,1,0,26,constant,69,log2,18,39,nnClassifier,6,5,lbfgs,distance,0.4431977559607293
logistic,ball_tree,32,entropy,0,1,1,1,1,3,invscaling,39,sqrt,5,27,kneighborsClassifier,8,10,adam,uniform,0.7938288920056101
identity,auto,28,entropy,1,1,0,1,0,21,adaptive,15,log2,12,39,kneighborsClassifier,2,3,sgd,distance,0.9495091164095372
identity,kd_tree,15,entropy,0,0,0,1,1,11,adaptive,82,log2,9,3,nnClassifier,6,8,adam,uniform,0.49368863955119213
logistic,ball_tree,19,gini,1,0,0,0,0,16,constant,2,auto,5,33,randomForestClassifier,2,1,adam,uniform,0.9467040673211781
logistic,kd_tree,28,gini,0,1,1,1,1,40,invscaling,12,log2,20,19,randomForestClassifier,5,6,sgd,uniform,0.8821879382889201
logistic,brute,30,gini,0,1,0,0,0,20,constant,82,log2,11,7,kneighborsClassifier,4,3,sgd,distance,0.5007012622720898
identity,brute,30,gini,1,0,1,1,1,30,invscaling,87,log2,11,3,kneighborsClassifier,1,1,lbfgs,uniform,0.9228611500701263
identity,brute,12,entropy,1,1,0,1,0,16,constant,41,log2,7,4,nnClassifier,4,8,adam,distance,0.45021037868162694
tanh,kd_tree,19,entropy,1,0,1,0,1,23,constant,40,log2,3,15,randomForestClassifier,10,2,sgd,distance,0.9481065918653576
