activation,algorithm,batchSize,criterion,feature_0,feature_1,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,16,entropy,1,1,21,constant,66,sqrt,19,12,kneighborsClassifier,2,2,lbfgs,distance,0.8679245283018868
relu,ball_tree,23,gini,0,1,38,invscaling,69,auto,4,4,randomForestClassifier,4,10,sgd,uniform,0.6754716981132075
tanh,ball_tree,15,entropy,1,0,34,invscaling,64,sqrt,2,12,randomForestClassifier,7,2,adam,distance,0.5641509433962264
logistic,ball_tree,24,entropy,1,0,16,constant,56,auto,12,28,randomForestClassifier,4,8,lbfgs,distance,0.5433962264150943
logistic,auto,11,gini,0,0,25,adaptive,77,log2,18,32,nnClassifier,3,5,sgd,uniform,0
logistic,ball_tree,10,gini,0,1,17,invscaling,74,auto,19,19,kneighborsClassifier,7,8,lbfgs,distance,0.6566037735849056
tanh,auto,29,gini,0,0,7,adaptive,72,sqrt,3,15,nnClassifier,1,10,adam,uniform,0
logistic,brute,30,entropy,1,0,39,constant,17,auto,17,25,randomForestClassifier,10,8,sgd,distance,0.5509433962264151
relu,ball_tree,20,gini,0,0,40,adaptive,36,log2,15,34,kneighborsClassifier,8,1,sgd,distance,0
identity,brute,22,gini,0,0,6,invscaling,23,sqrt,10,29,nnClassifier,9,2,adam,uniform,0
relu,auto,15,entropy,1,0,39,invscaling,65,log2,11,32,randomForestClassifier,6,10,adam,uniform,0.5509433962264151
identity,ball_tree,20,gini,0,1,34,constant,76,log2,2,40,kneighborsClassifier,10,7,lbfgs,distance,0.6339622641509434
relu,ball_tree,32,gini,0,1,9,constant,87,auto,13,27,randomForestClassifier,5,10,lbfgs,distance,0.7018867924528301
logistic,brute,19,gini,0,0,10,adaptive,98,auto,7,6,nnClassifier,8,7,lbfgs,uniform,0
relu,ball_tree,32,entropy,1,0,19,adaptive,31,sqrt,20,28,randomForestClassifier,7,7,sgd,distance,0.5528301886792453
logistic,auto,18,entropy,1,0,34,adaptive,78,log2,8,33,randomForestClassifier,3,10,adam,distance,0.5528301886792453
identity,ball_tree,24,entropy,1,1,8,constant,99,auto,10,40,nnClassifier,6,5,sgd,uniform,0.4716981132075472
identity,brute,26,gini,1,0,2,constant,48,sqrt,19,35,randomForestClassifier,8,4,adam,uniform,0.5509433962264151
identity,ball_tree,13,entropy,0,1,19,adaptive,4,sqrt,3,40,randomForestClassifier,2,3,lbfgs,uniform,0.7188679245283018
logistic,auto,16,entropy,0,0,19,invscaling,17,auto,16,22,kneighborsClassifier,9,5,adam,distance,0
tanh,brute,14,gini,0,0,17,invscaling,20,log2,6,23,randomForestClassifier,9,10,adam,uniform,0
identity,ball_tree,30,gini,0,1,30,invscaling,1,auto,5,10,kneighborsClassifier,2,9,adam,uniform,0.6773584905660377
tanh,auto,18,entropy,1,1,37,constant,16,sqrt,18,22,nnClassifier,4,9,sgd,distance,0.49245283018867925
relu,kd_tree,31,gini,0,0,17,adaptive,54,auto,16,18,nnClassifier,7,7,adam,distance,0
logistic,ball_tree,21,entropy,0,1,31,invscaling,65,auto,4,40,kneighborsClassifier,6,8,adam,distance,0.6566037735849056
identity,kd_tree,17,gini,0,1,25,adaptive,77,log2,2,25,nnClassifier,10,4,sgd,distance,0.4830188679245283
logistic,ball_tree,19,entropy,0,0,6,constant,53,log2,19,14,nnClassifier,8,1,lbfgs,distance,0
tanh,ball_tree,9,entropy,0,1,34,adaptive,33,sqrt,8,18,randomForestClassifier,7,6,lbfgs,distance,0.6943396226415094
identity,brute,25,entropy,1,1,2,adaptive,46,log2,14,23,kneighborsClassifier,5,1,lbfgs,distance,0.8679245283018868
identity,ball_tree,20,gini,0,1,6,adaptive,95,sqrt,8,11,randomForestClassifier,10,8,lbfgs,uniform,0.6962264150943396
logistic,kd_tree,11,entropy,0,0,26,constant,77,sqrt,15,3,randomForestClassifier,6,9,lbfgs,uniform,0
identity,ball_tree,28,gini,1,0,9,constant,68,sqrt,6,9,nnClassifier,1,2,lbfgs,distance,0.5018867924528302
logistic,auto,11,gini,1,1,12,constant,89,sqrt,8,5,nnClassifier,6,1,adam,distance,0.49245283018867925
tanh,kd_tree,27,gini,0,0,10,invscaling,35,log2,5,7,kneighborsClassifier,3,7,lbfgs,uniform,0
relu,brute,29,entropy,0,0,12,invscaling,88,auto,4,32,nnClassifier,1,2,sgd,distance,0
identity,brute,29,gini,0,0,30,constant,27,log2,13,39,randomForestClassifier,10,6,lbfgs,uniform,0
logistic,brute,8,gini,1,1,7,invscaling,23,sqrt,7,16,nnClassifier,3,10,lbfgs,distance,0.4867924528301887
tanh,brute,18,gini,1,0,5,invscaling,1,auto,8,39,randomForestClassifier,7,5,sgd,uniform,0.5509433962264151
identity,ball_tree,23,entropy,1,1,25,adaptive,51,log2,8,11,kneighborsClassifier,8,1,lbfgs,distance,0.8679245283018868
logistic,ball_tree,22,gini,0,1,13,constant,35,sqrt,20,15,nnClassifier,7,2,adam,uniform,0.5169811320754717
identity,kd_tree,14,gini,0,1,38,adaptive,69,log2,2,15,randomForestClassifier,7,6,lbfgs,distance,0.6716981132075471
identity,ball_tree,28,entropy,0,1,7,adaptive,85,log2,20,19,kneighborsClassifier,9,3,sgd,uniform,0.6320754716981132
identity,ball_tree,10,gini,0,1,30,constant,25,auto,7,34,randomForestClassifier,3,3,lbfgs,distance,0.7056603773584905
identity,kd_tree,18,entropy,1,1,34,constant,94,log2,11,26,nnClassifier,2,8,adam,uniform,0.41320754716981134
tanh,brute,25,gini,0,0,26,constant,28,sqrt,7,27,kneighborsClassifier,2,1,sgd,distance,0
identity,auto,10,entropy,1,0,29,adaptive,100,sqrt,15,18,kneighborsClassifier,7,5,sgd,distance,0.539622641509434
logistic,brute,16,gini,0,0,31,invscaling,99,log2,10,30,randomForestClassifier,10,6,adam,uniform,0
logistic,kd_tree,25,entropy,1,0,27,invscaling,92,auto,12,38,nnClassifier,5,9,adam,uniform,0.5056603773584906
identity,auto,11,entropy,0,0,37,constant,94,log2,9,31,kneighborsClassifier,1,6,adam,uniform,0
logistic,kd_tree,19,entropy,0,0,13,invscaling,34,auto,10,31,randomForestClassifier,8,5,sgd,distance,0
logistic,brute,30,gini,0,0,18,invscaling,83,log2,3,15,kneighborsClassifier,8,6,adam,distance,0
relu,auto,24,gini,0,0,6,constant,4,auto,2,22,kneighborsClassifier,2,10,sgd,distance,0
identity,auto,26,entropy,1,0,31,adaptive,24,auto,19,5,kneighborsClassifier,2,7,adam,uniform,0.5811320754716981
tanh,ball_tree,15,entropy,1,0,35,adaptive,81,log2,5,3,nnClassifier,7,2,lbfgs,distance,0.5056603773584906
relu,brute,15,entropy,1,1,21,adaptive,27,log2,19,37,kneighborsClassifier,1,2,sgd,distance,0.8679245283018868
logistic,auto,25,entropy,1,0,36,invscaling,54,auto,12,24,kneighborsClassifier,3,1,adam,uniform,0.49433962264150944
relu,auto,27,gini,1,1,25,adaptive,11,auto,2,2,randomForestClassifier,9,5,adam,distance,0.8867924528301887
logistic,auto,14,gini,1,1,19,adaptive,18,sqrt,15,10,randomForestClassifier,10,9,sgd,uniform,0.8830188679245283
relu,ball_tree,25,gini,1,1,30,invscaling,96,log2,17,26,kneighborsClassifier,4,9,sgd,distance,0.879245283018868
relu,auto,15,entropy,0,0,4,invscaling,1,log2,13,23,kneighborsClassifier,9,4,sgd,distance,0
identity,ball_tree,12,gini,1,0,13,invscaling,75,sqrt,16,29,kneighborsClassifier,2,6,sgd,distance,0.5509433962264151
tanh,brute,31,gini,0,0,38,adaptive,86,sqrt,4,17,randomForestClassifier,7,3,sgd,uniform,0
tanh,ball_tree,15,entropy,1,0,17,constant,82,sqrt,11,30,nnClassifier,5,1,lbfgs,uniform,0.5075471698113208
relu,kd_tree,27,entropy,0,0,40,invscaling,96,log2,10,9,nnClassifier,3,6,sgd,distance,0
logistic,ball_tree,24,gini,0,1,13,adaptive,89,sqrt,8,22,randomForestClassifier,9,9,sgd,uniform,0.7018867924528301
logistic,auto,27,gini,1,1,29,constant,6,sqrt,19,40,nnClassifier,2,2,adam,uniform,0.4660377358490566
identity,brute,15,entropy,1,0,5,invscaling,53,log2,5,15,nnClassifier,4,7,sgd,distance,0.4641509433962264
tanh,auto,12,entropy,0,0,17,constant,7,log2,4,36,nnClassifier,1,4,adam,uniform,0
tanh,auto,9,gini,1,0,36,constant,76,sqrt,10,33,nnClassifier,6,5,adam,uniform,0.5056603773584906
relu,ball_tree,25,gini,0,1,20,adaptive,47,auto,4,14,kneighborsClassifier,5,4,adam,distance,0.6471698113207547
identity,ball_tree,19,entropy,1,0,12,invscaling,90,auto,19,32,kneighborsClassifier,6,5,adam,uniform,0.5735849056603773
identity,kd_tree,29,entropy,1,1,11,invscaling,9,auto,6,38,kneighborsClassifier,7,9,lbfgs,uniform,0.8811320754716981
logistic,kd_tree,20,entropy,1,0,38,invscaling,76,sqrt,15,16,nnClassifier,1,5,adam,distance,0.5075471698113208
logistic,kd_tree,13,entropy,1,0,5,constant,21,auto,18,32,nnClassifier,3,5,adam,distance,0.5113207547169811
relu,kd_tree,32,gini,0,0,29,adaptive,79,auto,10,30,randomForestClassifier,4,4,sgd,uniform,0
tanh,brute,23,entropy,0,0,34,adaptive,57,auto,12,13,nnClassifier,2,3,lbfgs,uniform,0
identity,kd_tree,12,gini,0,1,36,invscaling,64,log2,4,28,randomForestClassifier,4,1,sgd,uniform,0.7113207547169811
relu,ball_tree,24,gini,1,0,36,adaptive,21,log2,9,28,nnClassifier,7,6,lbfgs,uniform,0.5056603773584906
identity,kd_tree,17,gini,1,0,22,invscaling,41,log2,16,30,randomForestClassifier,10,3,sgd,uniform,0.5641509433962264
tanh,auto,14,entropy,1,0,22,adaptive,80,log2,13,39,nnClassifier,1,4,sgd,distance,0.5113207547169811
