activation,algorithm,batchSize,criterion,feature_0,feature_1,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,ball_tree,22,gini,1,0,30,invscaling,58,sqrt,11,38,kneighborsClassifier,1,7,adam,uniform,0.5452830188679245
tanh,auto,28,gini,1,1,5,adaptive,97,sqrt,7,10,randomForestClassifier,2,4,adam,uniform,0.8773584905660378
relu,ball_tree,13,gini,0,0,18,invscaling,48,auto,8,23,randomForestClassifier,10,5,lbfgs,distance,0
tanh,kd_tree,15,entropy,0,0,27,invscaling,12,sqrt,9,19,kneighborsClassifier,5,4,lbfgs,distance,0
relu,kd_tree,30,entropy,1,0,30,constant,65,log2,12,4,kneighborsClassifier,1,5,adam,distance,0.5547169811320755
tanh,auto,12,gini,0,1,17,constant,4,sqrt,14,15,nnClassifier,2,6,adam,uniform,0.5207547169811321
identity,auto,21,gini,1,0,36,constant,86,log2,17,4,kneighborsClassifier,8,7,sgd,uniform,0.560377358490566
logistic,ball_tree,31,entropy,1,1,37,constant,45,auto,10,30,kneighborsClassifier,1,9,lbfgs,uniform,0.8830188679245283
tanh,brute,29,gini,0,0,28,constant,12,sqrt,16,18,kneighborsClassifier,10,8,lbfgs,uniform,0
identity,brute,13,gini,1,1,11,constant,21,log2,11,10,nnClassifier,2,4,sgd,distance,0.5320754716981132
relu,auto,20,gini,0,0,4,adaptive,87,sqrt,19,19,randomForestClassifier,10,7,sgd,uniform,0
identity,ball_tree,15,entropy,1,0,26,invscaling,19,sqrt,19,2,randomForestClassifier,8,4,lbfgs,uniform,0.5547169811320755
logistic,ball_tree,17,gini,0,1,29,invscaling,12,auto,7,18,kneighborsClassifier,5,1,sgd,distance,0.5867924528301887
tanh,auto,32,entropy,0,1,2,invscaling,15,auto,19,14,randomForestClassifier,3,8,lbfgs,uniform,0.6867924528301886
tanh,brute,8,gini,1,0,33,invscaling,93,log2,3,37,randomForestClassifier,10,1,sgd,distance,0.5415094339622641
relu,auto,20,gini,1,1,7,adaptive,3,sqrt,16,6,kneighborsClassifier,3,6,lbfgs,uniform,0.8716981132075472
relu,kd_tree,14,gini,1,1,6,adaptive,8,sqrt,20,38,nnClassifier,8,8,lbfgs,uniform,0.5169811320754717
tanh,brute,17,entropy,1,1,17,invscaling,22,auto,12,10,kneighborsClassifier,5,9,lbfgs,distance,0.8660377358490566
relu,ball_tree,16,entropy,0,1,20,invscaling,25,log2,11,5,kneighborsClassifier,1,9,adam,distance,0.6
relu,brute,25,entropy,1,0,25,constant,17,log2,8,16,nnClassifier,3,5,sgd,uniform,0.5566037735849056
identity,auto,28,gini,1,1,26,adaptive,81,auto,12,9,kneighborsClassifier,8,5,lbfgs,distance,0.8660377358490566
tanh,auto,31,entropy,1,0,22,adaptive,51,log2,16,10,nnClassifier,2,1,adam,distance,0.5528301886792453
identity,kd_tree,12,gini,0,1,5,adaptive,43,auto,14,20,nnClassifier,7,2,adam,distance,0.5509433962264151
tanh,brute,21,entropy,0,0,17,constant,22,log2,20,11,nnClassifier,10,6,lbfgs,uniform,0
identity,brute,8,entropy,1,1,3,constant,95,log2,20,13,nnClassifier,4,6,adam,uniform,0.5169811320754717
logistic,ball_tree,25,entropy,1,1,22,adaptive,61,sqrt,4,17,nnClassifier,8,1,lbfgs,uniform,0.5113207547169811
relu,auto,10,entropy,1,0,30,constant,99,log2,16,2,nnClassifier,2,8,lbfgs,uniform,0.5754716981132075
relu,kd_tree,18,entropy,1,1,20,adaptive,1,auto,6,14,nnClassifier,1,10,sgd,distance,0.5754716981132075
identity,auto,30,gini,0,1,33,adaptive,38,auto,11,5,nnClassifier,5,9,sgd,uniform,0.5660377358490566
relu,kd_tree,21,entropy,0,1,40,invscaling,85,auto,6,38,nnClassifier,1,6,adam,distance,0.5207547169811321
identity,brute,20,gini,1,1,12,invscaling,98,auto,8,12,randomForestClassifier,3,7,lbfgs,uniform,0.8754716981132076
logistic,auto,8,gini,0,1,11,adaptive,9,log2,4,37,nnClassifier,3,10,lbfgs,distance,0.5283018867924528
identity,ball_tree,18,entropy,1,0,33,invscaling,36,log2,19,2,kneighborsClassifier,7,5,adam,distance,0.5528301886792453
tanh,auto,23,gini,0,1,23,adaptive,83,log2,18,5,kneighborsClassifier,8,9,sgd,distance,0.6
relu,auto,30,entropy,0,0,39,invscaling,34,sqrt,15,11,randomForestClassifier,9,7,lbfgs,distance,0
logistic,auto,31,gini,0,0,40,invscaling,3,log2,10,22,nnClassifier,1,3,adam,distance,0
identity,ball_tree,14,gini,1,0,21,constant,60,sqrt,11,26,randomForestClassifier,6,4,sgd,uniform,0.5584905660377358
tanh,brute,16,entropy,0,0,13,adaptive,60,log2,9,34,kneighborsClassifier,3,4,lbfgs,uniform,0
relu,auto,26,gini,0,0,29,constant,58,sqrt,2,2,kneighborsClassifier,8,1,lbfgs,uniform,0
logistic,auto,21,entropy,1,0,16,constant,29,log2,16,4,kneighborsClassifier,7,4,adam,distance,0.5528301886792453
identity,ball_tree,27,entropy,0,0,31,invscaling,51,sqrt,4,16,nnClassifier,1,5,lbfgs,distance,0
identity,kd_tree,9,entropy,0,1,10,constant,12,auto,12,15,randomForestClassifier,5,3,sgd,uniform,0.6830188679245283
identity,brute,12,entropy,0,1,26,invscaling,1,log2,11,30,kneighborsClassifier,8,1,adam,distance,0.5943396226415094
identity,ball_tree,22,entropy,1,1,12,invscaling,81,log2,5,34,randomForestClassifier,1,4,lbfgs,distance,0.8773584905660378
tanh,brute,11,gini,1,1,29,constant,72,auto,16,14,randomForestClassifier,4,8,lbfgs,uniform,0.8754716981132076
tanh,auto,13,gini,0,0,31,adaptive,31,sqrt,10,11,randomForestClassifier,5,1,lbfgs,distance,0
logistic,auto,32,entropy,1,0,26,constant,92,log2,8,6,kneighborsClassifier,6,8,adam,distance,0.5584905660377358
relu,auto,30,entropy,1,0,15,invscaling,16,auto,5,31,kneighborsClassifier,6,8,lbfgs,uniform,0.5283018867924528
tanh,ball_tree,10,entropy,1,1,29,adaptive,94,sqrt,20,11,kneighborsClassifier,7,2,adam,distance,0.8490566037735849
identity,ball_tree,27,entropy,1,0,20,adaptive,37,log2,11,34,nnClassifier,6,7,sgd,uniform,0.5754716981132075
identity,kd_tree,8,entropy,1,0,34,constant,2,auto,8,4,nnClassifier,7,10,adam,uniform,0.5679245283018868
tanh,ball_tree,31,entropy,0,1,30,adaptive,4,sqrt,5,10,kneighborsClassifier,4,8,sgd,distance,0.6
identity,auto,20,gini,0,0,9,constant,91,auto,2,9,kneighborsClassifier,8,9,adam,uniform,0
tanh,auto,18,entropy,0,1,11,adaptive,75,sqrt,19,19,kneighborsClassifier,9,8,adam,distance,0.6037735849056604
relu,brute,27,gini,0,0,12,invscaling,62,log2,15,31,nnClassifier,9,10,sgd,uniform,0
