feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,nnClassifier,tanh,NA,19,NA,nan,adaptive,nan,NA,nan,nan,10,nan,sgd,NA,0.5067873303167421,118.24774122238159
1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9493212669683257,123.7190990447998
1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,27,log2,13,24,nan,nan,NA,NA,0.9294117647058824,129.37957453727722
1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,17,auto,3,30,nan,nan,NA,NA,0.9158371040723982,135.01241874694824
0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,33,NA,nan,NA,nan,nan,nan,8,NA,distance,0.7737556561085973,140.04714369773865
1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9049773755656109,145.40447282791138
1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,8,NA,distance,0.8950226244343892,151.03804183006287
0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,nnClassifier,logistic,NA,24,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.4986425339366516,177.3439700603485
0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,sqrt,4,25,nan,nan,NA,NA,0.9420814479638009,182.66403579711914
1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,nnClassifier,tanh,NA,22,NA,nan,adaptive,nan,NA,nan,nan,9,nan,lbfgs,NA,0.4995475113122172,195.782408952713
1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,log2,13,15,nan,nan,NA,NA,0.8868778280542986,201.90850257873535
0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,sqrt,18,34,nan,nan,NA,NA,0.9285067873303168,207.35099601745605
0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,7,24,nan,nan,NA,NA,0.9085972850678733,212.97235894203186
1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,sqrt,3,12,nan,nan,NA,NA,0.9276018099547512,219.01596975326538
1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,39,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8361990950226245,224.2745759487152
0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,22,auto,17,20,nan,nan,NA,NA,0.9438914027149321,230.17232537269592
0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,7,NA,distance,0.9384615384615385,235.39149141311646
0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,59,sqrt,9,26,nan,nan,NA,NA,0.9502262443438914,241.12664270401
0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,sqrt,18,13,nan,nan,NA,NA,0.9411764705882353,246.96841168403625
0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,log2,5,40,nan,nan,NA,NA,0.9321266968325792,252.35063815116882
1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,log2,10,10,nan,nan,NA,NA,0.9466063348416289,257.9830801486969
0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,45,auto,15,22,nan,nan,NA,NA,0.92579185520362,263.6654062271118
1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,25,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9140271493212669,269.0851454734802
1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9058823529411765,274.4202444553375
0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,27,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9366515837104072,279.8037631511688
0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9104072398190045,285.5138463973999
1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9366515837104072,290.93665885925293
0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,log2,12,17,nan,nan,NA,NA,0.930316742081448,296.61777544021606
0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,nnClassifier,logistic,NA,23,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.502262443438914,326.8004310131073
1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9067873303167421,332.0876157283783
1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9366515837104072,337.77204847335815
0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9248868778280543,343.2585256099701
1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,auto,16,21,nan,nan,NA,NA,0.918552036199095,348.7522699832916
0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,32,sqrt,14,33,nan,nan,NA,NA,0.934841628959276,354.18073296546936
1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9230769230769231,359.68252396583557
1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,4,32,nan,nan,NA,NA,0.9375565610859729,365.282026052475
0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9384615384615385,370.80235719680786
1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.92579185520362,376.4950957298279
0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,sqrt,14,27,nan,nan,NA,NA,0.9230769230769231,382.4418201446533
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9294117647058824,387.5111484527588
0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9402714932126697,392.55288076400757
1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9366515837104072,397.92169070243835
1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,sqrt,9,29,nan,nan,NA,NA,0.9375565610859729,403.4776656627655
1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,auto,11,22,nan,nan,NA,NA,0.934841628959276,408.7312581539154
0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,sqrt,2,5,nan,nan,NA,NA,0.9312217194570136,414.0787034034729
0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9375565610859729,419.3864207267761
0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,45,sqrt,7,37,nan,nan,NA,NA,0.9366515837104072,425.3408122062683
1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,log2,2,6,nan,nan,NA,NA,0.9502262443438914,431.55173563957214
1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,kneighborsClassifier,NA,brute,nan,NA,28,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9321266968325792,436.3974995613098
1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,29,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9592760180995475,441.4973421096802
0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9321266968325792,446.94830894470215
0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9447963800904977,452.7498025894165
0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.930316742081448,458.0251302719116
1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,sqrt,6,11,nan,nan,NA,NA,0.8542986425339366,463.4095060825348
0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,36,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9176470588235294,468.60736179351807
1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9239819004524887,474.09823989868164
1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9149321266968325,479.5026707649231
1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9248868778280543,485.0458483695984
0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,42,auto,12,35,nan,nan,NA,NA,0.7710407239819005,490.8271749019623
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,auto,20,20,nan,nan,NA,NA,0.9366515837104072,496.36490416526794
0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9457013574660633,501.6571605205536
1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9248868778280543,506.5476567745209
1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,log2,9,29,nan,nan,NA,NA,0.865158371040724,511.90799260139465
0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,kneighborsClassifier,NA,auto,nan,NA,37,NA,nan,NA,nan,nan,nan,8,NA,distance,0.92579185520362,517.2098486423492
1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,auto,4,26,nan,nan,NA,NA,0.8950226244343892,522.4519464969635
0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,log2,2,35,nan,nan,NA,NA,0.934841628959276,527.9400572776794
1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,6,NA,distance,0.893212669683258,533.4549026489258
0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,sqrt,20,22,nan,nan,NA,NA,0.8841628959276018,539.1525242328644
0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,38,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.934841628959276,544.182944059372
0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,18,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.8778280542986425,548.9898602962494
1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9176470588235294,553.9836354255676
1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,log2,6,20,nan,nan,NA,NA,0.9366515837104072,559.4607968330383
0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,4,NA,distance,0.8850678733031674,564.122011423111
1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9266968325791856,569.0357539653778
1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9411764705882353,573.6493406295776
0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.8751131221719457,578.4487767219543
1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,sqrt,5,38,nan,nan,NA,NA,0.9049773755656109,583.4817404747009
1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,nnClassifier,logistic,NA,12,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.497737556561086,633.0522563457489
1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9420814479638009,637.7955422401428
1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.8778280542986425,642.3446357250214
1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,53,log2,15,9,nan,nan,NA,NA,0.8769230769230769,647.2460744380951
1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9592760180995475,651.5784108638763
0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9294117647058824,656.0672538280487
1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,7,NA,distance,0.930316742081448,660.4633147716522
1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9384615384615385,664.7625904083252
1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9457013574660633,669.1358420848846
0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,8,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9502262443438914,673.5756916999817
0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.8769230769230769,677.9906766414642
