feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,kneighborsClassifier,NA,brute,nan,NA,33,NA,nan,NA,nan,nan,nan,3,NA,distance,0.8760180995475113,102.72633719444275
0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,auto,10,19,nan,nan,NA,NA,0.881447963800905,108.16217064857483
0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,nnClassifier,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.5004524886877828,129.90241646766663
1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,sqrt,1,8,nan,nan,NA,NA,0.9502262443438914,135.82208442687988
0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,13,auto,6,12,nan,nan,NA,NA,0.9176470588235294,141.38653469085693
1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,kneighborsClassifier,NA,auto,nan,NA,32,NA,nan,NA,nan,nan,nan,5,NA,distance,0.92579185520362,147.0822811126709
1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,67,sqrt,6,27,nan,nan,NA,NA,0.9529411764705882,153.01952290534973
1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,log2,4,33,nan,nan,NA,NA,0.9384615384615385,158.93503427505493
0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,22,log2,12,31,nan,nan,NA,NA,0.9411764705882353,164.60698246955872
1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,log2,12,34,nan,nan,NA,NA,0.9438914027149321,170.10809469223022
0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,78,sqrt,6,10,nan,nan,NA,NA,0.8950226244343892,175.83790707588196
1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,nnClassifier,logistic,NA,18,NA,nan,constant,nan,NA,nan,nan,8,nan,lbfgs,NA,0.4968325791855204,187.19094562530518
1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,auto,4,36,nan,nan,NA,NA,0.9366515837104072,192.88540315628052
1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,sqrt,7,39,nan,nan,NA,NA,0.9402714932126697,198.4666085243225
1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,auto,11,37,nan,nan,NA,NA,0.934841628959276,204.11902117729187
1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9429864253393665,209.39602994918823
0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,sqrt,10,19,nan,nan,NA,NA,0.9411764705882353,214.8214976787567
0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,sqrt,13,35,nan,nan,NA,NA,0.9366515837104072,220.76637625694275
0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,sqrt,3,7,nan,nan,NA,NA,0.9375565610859729,226.4015302658081
0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,log2,5,3,nan,nan,NA,NA,0.9085972850678733,232.32685732841492
0,0,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.934841628959276,237.9889681339264
0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,auto,11,31,nan,nan,NA,NA,0.9438914027149321,243.52654933929443
1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9429864253393665,248.9886748790741
0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,58,auto,8,24,nan,nan,NA,NA,0.9402714932126697,254.0360198020935
1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,sqrt,14,34,nan,nan,NA,NA,0.9085972850678733,259.58402156829834
0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,sqrt,4,11,nan,nan,NA,NA,0.816289592760181,264.9858829975128
1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.8841628959276018,270.4351227283478
0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,27,auto,18,37,nan,nan,NA,NA,0.897737556561086,275.4508788585663
1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,sqrt,19,11,nan,nan,NA,NA,0.8588235294117647,280.83195066452026
0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,71,sqrt,1,4,nan,nan,NA,NA,0.9375565610859729,286.384206533432
0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,93,sqrt,8,22,nan,nan,NA,NA,0.8778280542986425,291.77676582336426
1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,sqrt,2,36,nan,nan,NA,NA,0.8850678733031674,297.2949585914612
0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,auto,15,19,nan,nan,NA,NA,0.8968325791855204,303.01524686813354
0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,sqrt,5,20,nan,nan,NA,NA,0.9457013574660633,308.994265794754
1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,71,log2,8,13,nan,nan,NA,NA,0.9447963800904977,314.7679064273834
0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,sqrt,18,31,nan,nan,NA,NA,0.902262443438914,320.4241602420807
1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,nnClassifier,identity,NA,25,NA,nan,constant,nan,NA,nan,nan,4,nan,lbfgs,NA,0.49502262443438916,326.2662990093231
1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,95,sqrt,1,2,nan,nan,NA,NA,0.9429864253393665,332.2587139606476
1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9122171945701357,337.6167035102844
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,log2,17,29,nan,nan,NA,NA,0.8760180995475113,343.16009616851807
0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,nnClassifier,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.5067873303167421,370.64866876602173
1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,43,log2,4,13,nan,nan,NA,NA,0.9457013574660633,376.32948565483093
1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9466063348416289,381.9099540710449
0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,auto,17,21,nan,nan,NA,NA,0.9031674208144796,387.735848903656
1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,sqrt,3,23,nan,nan,NA,NA,0.9357466063348416,393.5163543224335
0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,sqrt,17,38,nan,nan,NA,NA,0.9004524886877828,399.344619512558
1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9176470588235294,404.83458375930786
0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,93,log2,15,33,nan,nan,NA,NA,0.9457013574660633,410.37911081314087
1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,13,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8389140271493213,415.81298780441284
0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,74,sqrt,6,40,nan,nan,NA,NA,0.9366515837104072,421.8984878063202
0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9375565610859729,427.0629472732544
0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,auto,13,3,nan,nan,NA,NA,0.9384615384615385,432.9752552509308
1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9049773755656109,438.02423548698425
0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,15,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8180995475113122,443.12639474868774
1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,nnClassifier,tanh,NA,24,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.49230769230769234,474.92316007614136
0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.934841628959276,480.4417164325714
1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,sqrt,16,5,nan,nan,NA,NA,0.9393665158371041,485.6370441913605
0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9095022624434389,490.6317503452301
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9484162895927601,496.06512117385864
1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,4,NA,distance,0.930316742081448,500.9478006362915
0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,14,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9411764705882353,506.361314535141
0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,log2,20,5,nan,nan,NA,NA,0.934841628959276,511.66491889953613
0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,9,NA,distance,0.951131221719457,516.603524684906
0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,35,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9330316742081448,521.3430354595184
0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9266968325791856,526.4162676334381
0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,1,NA,distance,0.8760180995475113,531.7497022151947
0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9493212669683257,537.3877875804901
1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,26,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9375565610859729,542.5901231765747
0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9076923076923077,547.7012066841125
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.934841628959276,552.5747141838074
0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9321266968325792,557.4794025421143
0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9583710407239819,562.3795158863068
0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,log2,1,21,nan,nan,NA,NA,0.930316742081448,567.6169934272766
0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9212669683257918,572.8453686237335
1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9266968325791856,577.6762344837189
1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9221719457013575,582.7576866149902
1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9330316742081448,587.707435131073
1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9411764705882353,592.5811314582825
0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9176470588235294,597.3304901123047
0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9411764705882353,601.9589703083038
1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9239819004524887,607.0713582038879
0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,36,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9393665158371041,611.9460778236389
0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,13,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9312217194570136,616.6489970684052
0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9411764705882353,621.3005931377411
0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9276018099547512,625.9013211727142
0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,30,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.902262443438914,630.3298895359039
0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9420814479638009,634.8448839187622
1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,5,NA,distance,0.9375565610859729,639.7754456996918
1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9411764705882353,644.3659493923187
0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9475113122171945,648.8868086338043
