activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,23,auto,11,11,nnClassifier,8,8,adam,distance,0.5429616087751371,614.4387359039392
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,12,auto,10,27,nnClassifier,6,9,adam,distance,0.3171846435100548,614.4387941930909
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,29,auto,11,10,nnClassifier,7,8,adam,distance,0.5338208409506399,614.4388521721121
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,75,auto,9,16,nnClassifier,9,6,adam,distance,0.26782449725776963,614.4389104500879
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,15,auto,10,23,nnClassifier,8,7,adam,distance,0.33638025594149906,1838.5072739499155
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,85,auto,12,10,nnClassifier,6,7,adam,distance,0.3117001828153565,1838.5073575179558
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,84,auto,11,18,nnClassifier,9,6,adam,distance,0.33089579524680074,1838.5074181170203
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,80,auto,9,15,nnClassifier,5,6,adam,distance,0.30895795246800734,1838.5074783859309
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,20,auto,5,20,nnClassifier,10,8,adam,distance,0.32449725776965266,1838.5075377649628
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,20,auto,12,21,nnClassifier,5,9,adam,distance,0.23217550274223034,1838.5075967430603
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,80,auto,9,8,nnClassifier,4,7,adam,distance,0.31352833638025596,1838.5076702919323
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,57,auto,11,31,nnClassifier,6,7,adam,distance,0.29981718464351004,1838.5077301410493
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,78,auto,10,22,nnClassifier,5,3,adam,distance,0.23217550274223034,1838.5077888499945
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,29,auto,13,19,nnClassifier,5,5,adam,distance,0.3171846435100548,1838.5078476979397
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,43,auto,6,8,nnClassifier,6,9,adam,distance,0.3007312614259598,1838.5079071070068
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,58,auto,13,12,nnClassifier,4,6,adam,distance,0.32449725776965266,1838.5079656860325
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,55,auto,11,14,nnClassifier,4,6,adam,distance,0.3062157221206581,1838.5080241949763
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,19,auto,10,14,nnClassifier,5,9,adam,distance,0.2806215722120658,1838.5080855940469
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,39,auto,11,10,nnClassifier,4,9,adam,distance,0.3126142595978062,1838.508145611966
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,18,auto,9,21,nnClassifier,5,8,adam,distance,0.2760511882998172,1838.5082043509465
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,27,auto,12,7,nnClassifier,4,8,adam,distance,0.29981718464351004,1838.508277660003
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,16,auto,12,23,nnClassifier,7,10,adam,distance,0.3062157221206581,1838.5083364690654
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,27,auto,15,7,nnClassifier,5,6,adam,distance,0.23217550274223034,1838.508394896984
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,79,auto,11,16,nnClassifier,5,9,adam,distance,0.26691042047531993,1838.5084532659966
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,19,auto,14,19,nnClassifier,8,8,adam,distance,0.3171846435100548,3068.4239864279516
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,89,auto,14,6,nnClassifier,5,7,adam,distance,0.32449725776965266,3068.4240725259297
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,83,auto,7,14,nnClassifier,5,5,adam,distance,0.2915904936014625,3068.4241346549243
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,83,auto,10,17,nnClassifier,6,7,adam,distance,0.3016453382084095,3068.424196043052
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,16,auto,9,17,nnClassifier,6,8,adam,distance,0.29890310786106034,3068.424264471978
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,24,auto,10,17,nnClassifier,9,9,adam,distance,0.3126142595978062,3068.424324691063
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,82,auto,13,8,nnClassifier,6,6,adam,distance,0.31992687385740404,3068.4243850600906
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,61,auto,10,27,nnClassifier,5,6,adam,distance,0.3327239488117002,3068.4244453380816
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,80,auto,13,18,nnClassifier,5,1,adam,distance,0.3126142595978062,3068.4245057469234
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,33,auto,15,23,nnClassifier,9,9,adam,distance,0.27879341864716634,3068.424566155998
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,47,auto,6,12,nnClassifier,6,9,adam,distance,0.3062157221206581,3068.4246268249117
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,62,auto,9,12,nnClassifier,6,9,adam,distance,0.2943327239488117,3068.424686443992
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,59,auto,12,10,nnClassifier,7,8,adam,distance,0.2943327239488117,3068.4247461520135
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,23,auto,8,18,nnClassifier,4,8,adam,distance,0.3126142595978062,3068.4248059210368
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,43,auto,8,7,nnClassifier,6,7,adam,distance,0.3053016453382084,3068.4248652700335
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,22,auto,12,25,nnClassifier,9,8,adam,distance,0.31078610603290674,3068.4249247990083
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,31,auto,12,11,nnClassifier,5,6,adam,distance,0.32541133455210236,3068.424984616926
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,20,auto,8,19,nnClassifier,10,6,adam,distance,0.28884826325411334,3068.425043775933
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,31,auto,15,8,nnClassifier,6,7,adam,distance,0.2870201096892139,3068.425102964975
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,83,auto,12,15,nnClassifier,4,7,adam,distance,0.3016453382084095,3068.4251626539044
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,23,auto,12,21,nnClassifier,7,8,adam,distance,0.3190127970749543,4299.156527709914
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,91,auto,15,8,nnClassifier,7,7,adam,distance,0.31078610603290674,4299.156614457956
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,81,auto,5,18,nnClassifier,9,7,adam,distance,0.3126142595978062,4299.156677566934
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,81,auto,12,13,nnClassifier,6,8,adam,distance,0.3117001828153565,4299.15673874598
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,20,auto,11,14,nnClassifier,7,8,adam,distance,0.32449725776965266,4299.156799684046
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,28,auto,6,21,nnClassifier,9,8,adam,distance,0.26691042047531993,4299.156860382995
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,80,auto,10,8,nnClassifier,7,7,adam,distance,0.32449725776965266,4299.156920752022
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,65,auto,11,23,nnClassifier,4,8,adam,distance,0.2897623400365631,4299.156980741071
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,81,auto,9,14,nnClassifier,6,5,adam,distance,0.3126142595978062,4299.157040488906
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,37,auto,16,19,nnClassifier,10,10,adam,distance,0.2522851919561243,4299.157100598095
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,51,auto,10,16,nnClassifier,7,6,adam,distance,0.3117001828153565,4299.15716127702
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,64,auto,10,8,nnClassifier,7,8,adam,distance,0.3117001828153565,4299.1572276561055
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,63,auto,11,12,nnClassifier,6,8,adam,distance,0.23217550274223034,4299.157287233975
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,27,auto,8,20,nnClassifier,6,10,adam,distance,0.31078610603290674,4299.157347233035
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,47,auto,8,11,nnClassifier,6,10,adam,distance,0.3016453382084095,4299.1574064421
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,26,auto,11,21,nnClassifier,10,7,adam,distance,0.2915904936014625,4299.157478431007
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,35,auto,8,12,nnClassifier,7,8,adam,distance,0.2851919561243144,4299.157538159052
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,23,auto,12,15,nnClassifier,6,5,adam,distance,0.32084095063985374,4299.157597817946
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,35,auto,11,11,nnClassifier,10,8,adam,distance,0.3117001828153565,4299.157656736905
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,79,auto,11,15,nnClassifier,7,8,adam,distance,0.2943327239488117,4299.157715305919
