activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
tanh,ball_tree,22,gini,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,20,constant,29,sqrt,4,33,kneighborsClassifier,9,5,adam,distance,0.4579524680073126,439.9681925768964
tanh,ball_tree,28,gini,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,7,constant,14,auto,3,8,kneighborsClassifier,7,5,adam,distance,0.4506398537477148,439.9682499959599
tanh,ball_tree,17,gini,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,23,constant,40,auto,4,27,kneighborsClassifier,8,4,adam,uniform,0.44149908592321757,439.96830716496333
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,41,auto,8,15,nnClassifier,9,5,adam,distance,0.5813528336380256,935.7512078799773
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,42,auto,14,31,nnClassifier,9,3,adam,distance,0.5703839122486288,935.7512891090009
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,86,auto,4,15,nnClassifier,10,5,adam,distance,0.2513711151736746,935.7513491180725
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,60,auto,7,16,nnClassifier,10,7,adam,distance,0.2477148080438757,935.7514187269844
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,52,auto,14,30,nnClassifier,10,4,adam,distance,0.6096892138939671,935.7514776159078
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,61,auto,10,32,nnClassifier,9,5,adam,distance,0.2522851919561243,935.751536516007
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,78,auto,6,28,nnClassifier,10,6,adam,distance,0.4926873857404022,935.7515942049213
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,33,auto,14,16,nnClassifier,10,7,adam,distance,0.2870201096892139,935.7516522440128
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,92,auto,8,27,nnClassifier,9,3,adam,distance,0.31444241316270566,935.7517095729709
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,46,auto,9,16,nnClassifier,10,5,adam,distance,0.31078610603290674,935.7517668819055
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,67,auto,9,31,nnClassifier,8,6,adam,distance,0.2687385740402194,935.751824010862
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,19,auto,10,17,nnClassifier,9,6,adam,distance,0.4835466179159049,935.7518820608966
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,constant,17,auto,9,15,nnClassifier,10,5,adam,distance,0.506398537477148,935.7519398699515
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,22,auto,11,15,nnClassifier,10,5,adam,distance,0.5091407678244972,935.7519978289492
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,18,auto,13,16,nnClassifier,10,6,adam,distance,0.5859232175502742,935.7520553579088
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,13,auto,15,32,nnClassifier,10,6,adam,distance,0.2961608775137112,935.7521127068903
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,67,auto,8,21,nnClassifier,10,6,adam,distance,0.4826325411334552,935.7521704360843
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,33,auto,5,31,nnClassifier,9,6,adam,distance,0.49817184643510054,935.7522278560791
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,18,auto,7,12,nnClassifier,10,6,adam,distance,0.5073126142595978,935.7522852348629
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,44,auto,8,31,nnClassifier,10,6,adam,distance,0.4826325411334552,935.7523429340217
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,45,auto,10,19,nnClassifier,9,4,adam,distance,0.27056672760511885,2274.8946760538965
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,46,auto,15,33,nnClassifier,10,3,adam,distance,0.2687385740402194,2274.8947532628663
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,82,auto,8,19,nnClassifier,10,6,adam,distance,0.3190127970749543,2274.8948122919537
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,56,auto,11,20,nnClassifier,9,7,adam,distance,0.3290676416819013,2274.8948709410615
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,54,auto,14,32,nnClassifier,8,6,adam,distance,0.31352833638025596,2274.894929429982
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,57,auto,13,34,nnClassifier,9,6,adam,distance,0.273308957952468,2274.8949876299594
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,74,auto,10,32,nnClassifier,8,6,adam,distance,0.3190127970749543,2274.89505340904
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,37,auto,16,20,nnClassifier,10,8,adam,distance,0.31352833638025596,2274.895112158032
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,88,auto,12,31,nnClassifier,8,3,adam,distance,0.3071297989031079,2274.895171276992
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,50,auto,13,20,nnClassifier,9,5,adam,distance,0.3263254113345521,2274.895229965914
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,63,auto,13,34,nnClassifier,8,6,adam,distance,0.2797074954296161,2274.8952881658915
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,23,auto,14,21,nnClassifier,9,6,adam,distance,0.2979890310786106,2274.8953465649392
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,21,auto,13,19,nnClassifier,9,5,adam,distance,0.31352833638025596,2274.8954154239036
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,23,auto,8,19,nnClassifier,9,5,adam,distance,0.31352833638025596,2274.8954743929207
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,22,auto,15,12,nnClassifier,7,2,adam,distance,0.30438756855575866,2274.89553343202
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,17,auto,16,33,nnClassifier,9,6,adam,distance,0.3263254113345521,2274.8955923910253
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,63,auto,12,25,nnClassifier,9,5,adam,distance,0.329981718464351,2274.895650510909
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,37,auto,9,34,nnClassifier,9,6,adam,distance,0.273308957952468,2274.8957090398762
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,22,auto,11,16,nnClassifier,10,3,adam,distance,0.3171846435100548,2274.895767028909
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,48,auto,9,32,nnClassifier,7,5,adam,distance,0.3372943327239488,2274.8958255779
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,49,auto,7,23,nnClassifier,9,5,adam,distance,0.2906764168190128,3820.4965721268672
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,50,auto,11,35,nnClassifier,9,5,adam,distance,0.30438756855575866,3820.496648675995
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,78,auto,6,23,nnClassifier,8,6,adam,distance,0.31444241316270566,3820.496707604965
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,53,auto,13,24,nnClassifier,10,6,adam,distance,0.2906764168190128,3820.496765934862
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,53,auto,16,33,nnClassifier,10,4,adam,distance,0.2952468007312614,3820.4968234640546
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,54,auto,17,32,nnClassifier,9,5,adam,distance,0.2952468007312614,3820.496881332947
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,70,auto,8,28,nnClassifier,8,4,adam,distance,0.2760511882998172,3820.4969385319855
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,41,auto,12,24,nnClassifier,8,5,adam,distance,0.31352833638025596,3820.49699589191
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,84,auto,16,27,nnClassifier,8,4,adam,distance,0.27879341864716634,3820.497052820865
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,54,auto,9,24,nnClassifier,10,5,adam,distance,0.3071297989031079,3820.4971104699653
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,59,auto,16,33,nnClassifier,10,5,adam,distance,0.2952468007312614,3820.497167448979
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,25,auto,16,25,nnClassifier,9,10,adam,distance,0.3071297989031079,3820.4972249378916
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,25,auto,9,23,nnClassifier,8,5,adam,distance,0.3126142595978062,3820.4972821378615
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,27,auto,12,23,nnClassifier,8,3,adam,distance,0.31444241316270566,3820.4973395669367
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,26,auto,13,11,nnClassifier,6,1,adam,distance,0.2952468007312614,3820.497402105946
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,21,auto,15,31,nnClassifier,10,4,adam,distance,0.3053016453382084,3820.4974599750713
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,59,auto,16,29,nnClassifier,7,4,adam,distance,0.2906764168190128,3820.4975170840044
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,41,auto,12,32,nnClassifier,9,2,adam,distance,0.2952468007312614,3820.4975744239055
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,26,auto,14,18,nnClassifier,6,5,adam,distance,0.3327239488117002,3820.497631402919
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,44,auto,9,28,nnClassifier,10,5,adam,distance,0.3007312614259598,3820.497688911855
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,45,auto,11,27,nnClassifier,9,5,adam,distance,0.27056672760511885,5414.922340482939
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,51,auto,14,32,nnClassifier,9,3,adam,distance,0.2961608775137112,5414.922438650858
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,74,auto,8,22,nnClassifier,10,5,adam,distance,0.3016453382084095,5414.922500009881
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,56,auto,12,26,nnClassifier,10,5,adam,distance,0.3290676416819013,5414.922558940016
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,52,auto,14,32,nnClassifier,8,5,adam,distance,0.329981718464351,5414.92261769902
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,51,auto,19,31,nnClassifier,9,5,adam,distance,0.3071297989031079,5414.9226758379955
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,66,auto,6,30,nnClassifier,7,4,adam,distance,0.30438756855575866,5414.922733906889
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,45,auto,16,20,nnClassifier,10,6,adam,distance,0.2760511882998172,5414.922792555997
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,80,auto,12,31,nnClassifier,9,5,adam,distance,0.2970749542961609,5414.922850965988
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,53,auto,13,20,nnClassifier,10,5,adam,distance,0.31444241316270566,5414.922909165034
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,constant,55,auto,16,31,nnClassifier,10,5,adam,distance,0.329981718464351,5414.922967714025
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,27,auto,12,21,nnClassifier,9,10,adam,distance,0.2961608775137112,5414.923025642987
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,29,auto,13,20,nnClassifier,10,5,adam,distance,0.2970749542961609,5414.92308363202
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,31,auto,16,27,nnClassifier,9,3,adam,distance,0.3016453382084095,5414.923141931882
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,30,auto,13,15,nnClassifier,10,2,adam,distance,0.28153564899451555,5414.923200211022
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,17,auto,14,32,nnClassifier,10,5,adam,distance,0.30438756855575866,5414.9232663
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,56,auto,12,25,nnClassifier,10,4,adam,distance,0.2870201096892139,5414.923324778909
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,45,auto,10,33,nnClassifier,9,6,adam,distance,0.3071297989031079,5414.923387428047
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,30,auto,10,22,nnClassifier,6,6,adam,distance,0.30255941499085925,5414.923445506953
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,43,auto,13,29,nnClassifier,8,3,adam,distance,0.31352833638025596,5414.9235036969185
