activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
identity,auto,18,gini,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,29,constant,6,sqrt,6,13,nnClassifier,2,4,sgd,uniform,0.0886654478976234,362.3235111979302
identity,kd_tree,12,gini,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,24,invscaling,35,sqrt,6,26,randomForestClassifier,1,4,sgd,distance,0.5246800731261426,362.32356865680777
relu,kd_tree,13,gini,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,23,constant,70,sqrt,7,24,nnClassifier,3,4,sgd,distance,0.19287020109689215,362.32362615596503
identity,ball_tree,18,gini,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,37,invscaling,70,auto,10,32,kneighborsClassifier,2,3,lbfgs,uniform,0.39853747714808047,362.32368297479115
tanh,ball_tree,27,entropy,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,32,constant,89,sqrt,13,35,randomForestClassifier,4,4,sgd,uniform,0.5137111517367459,362.3237407139968
identity,ball_tree,24,gini,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,0,30,constant,60,sqrt,17,24,randomForestClassifier,5,3,sgd,uniform,0.4570383912248629,362.3237977528479
tanh,ball_tree,28,entropy,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,20,constant,18,auto,7,27,nnClassifier,5,4,sgd,distance,0.09689213893967093,362.3238674518652
identity,kd_tree,29,entropy,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,invscaling,27,auto,11,24,kneighborsClassifier,2,4,sgd,uniform,0.4616087751371115,362.32392445090227
identity,kd_tree,27,gini,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,14,invscaling,7,sqrt,7,9,kneighborsClassifier,6,6,lbfgs,distance,0.4323583180987203,362.3239824899938
relu,kd_tree,18,entropy,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,36,invscaling,17,sqrt,6,7,nnClassifier,1,3,adam,distance,0.2742230347349177,362.3240397889167
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,50,auto,6,35,nnClassifier,1,7,adam,distance,0.4670932358318099,620.5298623337876
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,64,auto,6,23,nnClassifier,1,4,adam,distance,0.09323583180987204,620.5299397627823
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,42,auto,13,28,nnClassifier,2,6,adam,distance,0.5210237659963437,620.5299994319212
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,81,auto,9,21,nnClassifier,1,6,adam,distance,0.06855575868372943,620.530058971839
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,91,auto,7,17,nnClassifier,1,2,adam,distance,0.5914076782449725,620.5301175208297
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,20,auto,8,31,nnClassifier,1,4,adam,distance,0.07952468007312614,620.5301760199945
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,34,auto,14,19,nnClassifier,1,1,adam,distance,0.4689213893967093,620.5302344488446
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,31,auto,6,25,nnClassifier,1,4,adam,distance,0.5804387568555759,620.5302930090111
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,34,auto,14,24,nnClassifier,3,4,adam,distance,0.4625228519195612,620.5303512178361
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,17,auto,9,26,nnClassifier,1,5,adam,distance,0.5978062157221207,620.5304091868456
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,4,auto,7,17,nnClassifier,1,4,adam,distance,0.06672760511882998,620.5304668759927
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,33,auto,4,24,nnClassifier,1,3,adam,distance,0.603290676416819,620.5305251148529
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,66,auto,4,26,nnClassifier,1,3,adam,distance,0.273308957952468,620.5305864647962
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,constant,66,auto,8,28,nnClassifier,1,5,adam,distance,0.4195612431444241,620.5306459239218
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,85,auto,9,31,nnClassifier,1,2,adam,distance,0.5996343692870201,620.5307040028274
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,56,auto,13,28,nnClassifier,1,3,adam,distance,0.5685557586837294,620.5307624719571
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,22,auto,5,25,nnClassifier,1,5,adam,distance,0.22120658135283364,620.5308204819448
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,31,auto,7,25,nnClassifier,1,4,adam,distance,0.47714808043875684,620.5308862708043
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,11,auto,6,13,nnClassifier,2,3,adam,distance,0.4259597806215722,620.5309439799748
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,21,auto,6,11,nnClassifier,1,6,adam,distance,0.3226691042047532,620.5310019389726
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,46,auto,6,31,nnClassifier,4,3,adam,distance,0.1663619744058501,1859.4016256679315
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,60,auto,6,27,nnClassifier,1,4,adam,distance,0.16270566727605118,1859.4017058259342
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,46,auto,11,24,nnClassifier,3,5,adam,distance,0.1526508226691042,1859.4017659549136
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,77,auto,10,25,nnClassifier,1,4,adam,distance,0.1526508226691042,1859.4018250647932
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,87,auto,11,21,nnClassifier,1,5,adam,distance,0.15082266910420475,1859.4018933929037
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,24,auto,9,27,nnClassifier,1,4,adam,distance,0.1526508226691042,1859.4019621619955
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,37,auto,10,23,nnClassifier,1,1,adam,distance,0.15082266910420475,1859.4020203009713
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,34,auto,6,26,nnClassifier,1,4,adam,distance,0.14076782449725778,1859.4020788699854
relu,auto,8,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,38,auto,10,28,nnClassifier,7,4,adam,distance,0.32449725776965266,1859.4021375388838
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,21,auto,6,25,nnClassifier,1,3,adam,distance,0.1526508226691042,1859.4021960778628
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,8,auto,6,21,nnClassifier,1,4,adam,distance,0.1526508226691042,1859.4022546377964
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,36,auto,7,27,nnClassifier,1,4,adam,distance,0.1526508226691042,1859.4023131269496
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,62,auto,8,23,nnClassifier,2,5,adam,distance,0.1526508226691042,1859.402371315984
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,62,auto,6,24,nnClassifier,1,1,adam,distance,0.1526508226691042,1859.4024294749834
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,81,auto,7,34,nnClassifier,1,6,adam,distance,0.15082266910420475,1859.4024879338685
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,52,auto,9,24,nnClassifier,2,4,adam,distance,0.13893967093235832,1859.4025462828577
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,26,auto,9,26,nnClassifier,3,4,adam,distance,0.1745886654478976,1859.4026050018147
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,31,auto,10,25,nnClassifier,1,4,adam,distance,0.16270566727605118,1859.402663230896
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,constant,15,auto,10,10,nnClassifier,3,7,adam,distance,0.25411334552102377,1859.4027216800023
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,24,auto,6,15,nnClassifier,1,6,adam,distance,0.1526508226691042,1859.4027803589124
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,42,auto,6,27,nnClassifier,1,6,adam,distance,0.30255941499085925,3356.1222071319353
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,56,auto,6,23,nnClassifier,1,4,adam,distance,0.16087751371115175,3356.122286079917
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,42,auto,7,26,nnClassifier,7,5,adam,distance,0.29981718464351004,3356.122345138807
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,73,auto,7,26,nnClassifier,3,3,adam,distance,0.15082266910420475,3356.12240312784
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,83,auto,7,17,nnClassifier,1,5,adam,distance,0.1526508226691042,3356.122460676823
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,28,auto,6,24,nnClassifier,1,4,adam,distance,0.1663619744058501,3356.1225182758644
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,33,auto,14,19,nnClassifier,1,4,adam,distance,0.13893967093235832,3356.1225758849178
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,36,auto,6,26,nnClassifier,1,4,adam,distance,0.15082266910420475,3356.1226330338977
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,36,auto,13,26,nnClassifier,3,4,adam,distance,0.2915904936014625,3356.1226899428293
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,23,auto,10,24,nnClassifier,5,3,adam,distance,0.15082266910420475,3356.1227479618974
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,12,auto,6,25,nnClassifier,1,4,adam,distance,0.170018281535649,3356.1228052109946
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,34,auto,7,27,nnClassifier,1,4,adam,distance,0.1636197440585009,3356.1228683898225
relu,auto,14,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,61,auto,8,27,nnClassifier,4,4,adam,distance,0.2376599634369287,3356.1229258989915
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,58,auto,6,28,nnClassifier,2,5,adam,distance,0.1663619744058501,3356.122982777888
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,77,auto,11,30,nnClassifier,3,5,adam,distance,0.15082266910420475,3356.123039956903
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,51,auto,13,25,nnClassifier,3,4,adam,distance,0.24040219378427788,3356.1230978257954
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,30,auto,6,26,nnClassifier,1,3,adam,distance,0.283363802559415,3356.123155204812
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,34,auto,9,25,nnClassifier,1,4,adam,distance,0.16087751371115175,3356.1232129638083
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,constant,19,auto,11,14,nnClassifier,3,7,adam,distance,0.2970749542961609,3356.123270742828
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,constant,20,auto,6,11,nnClassifier,1,4,adam,distance,0.1526508226691042,3356.123328441987
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,38,auto,6,31,nnClassifier,1,2,adam,distance,0.1663619744058501,4837.028851135867
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,52,auto,6,23,nnClassifier,1,4,adam,distance,0.16087751371115175,4837.028934544884
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,39,auto,7,26,nnClassifier,7,8,adam,distance,0.29981718464351004,4837.028994733933
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,69,auto,4,27,nnClassifier,2,3,adam,distance,0.283363802559415,4837.029053512961
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,79,auto,9,13,nnClassifier,1,5,adam,distance,0.1663619744058501,4837.029112151824
relu,auto,10,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,32,auto,5,23,nnClassifier,1,4,adam,distance,0.170018281535649,4837.029170760885
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32,constant,32,auto,10,17,nnClassifier,1,1,adam,distance,0.16727605118829983,4837.029229199979
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,35,auto,6,23,nnClassifier,1,4,adam,distance,0.16087751371115175,4837.029287908925
relu,auto,11,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,36,auto,9,23,nnClassifier,7,4,adam,distance,0.29981718464351004,4837.029346377822
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,27,auto,14,24,nnClassifier,1,3,adam,distance,0.2842778793418647,4837.0294045868795
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,16,auto,6,28,nnClassifier,1,4,adam,distance,0.1663619744058501,4837.029462995939
relu,auto,12,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,36,auto,6,26,nnClassifier,1,4,adam,distance,0.1663619744058501,4837.0295212948695
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,57,auto,6,28,nnClassifier,2,3,adam,distance,0.29341864716636196,4837.029579943977
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,54,auto,10,32,nnClassifier,1,5,adam,distance,0.21572212065813529,4837.02963820193
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,73,auto,13,32,nnClassifier,1,2,adam,distance,0.283363802559415,4837.029696160927
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29,constant,55,auto,9,26,nnClassifier,6,4,adam,distance,0.31078610603290674,4837.0297630399
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,constant,29,auto,8,26,nnClassifier,1,5,adam,distance,0.1663619744058501,4837.029821398901
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,30,auto,7,25,nnClassifier,1,4,adam,distance,0.16270566727605118,4837.029885927914
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,constant,23,auto,7,18,nnClassifier,3,3,adam,distance,0.31352833638025596,4837.0299444368575
relu,auto,13,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,24,auto,6,15,nnClassifier,1,2,adam,distance,0.1636197440585009,4837.030002355808
