activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss,time
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,41,auto,11,19,nnClassifier,2,4,adam,distance,0.11060329067641682,2167.8872970549855
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,constant,43,auto,5,21,nnClassifier,1,5,adam,distance,0.11243144424131626,2167.887356044026
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,82,auto,4,14,nnClassifier,2,4,adam,distance,0.20658135283363802,2167.8874150330666
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,39,auto,6,19,nnClassifier,1,6,adam,distance,0.10877513711151737,2167.8874739229213
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,81,auto,6,28,nnClassifier,4,5,adam,distance,0.1206581352833638,2167.8875329920556
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,35,constant,33,auto,6,15,nnClassifier,1,5,adam,distance,0.09689213893967093,2167.887591891922
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,62,auto,7,19,nnClassifier,1,6,adam,distance,0.10877513711151737,2167.8876511710696
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,75,auto,8,17,nnClassifier,6,5,adam,distance,0.2376599634369287,2167.8877148409374
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,21,auto,5,16,nnClassifier,1,1,adam,distance,0.24314442413162707,2167.8877738900483
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,constant,41,auto,9,17,nnClassifier,1,10,adam,distance,0.10877513711151737,2167.88783281995
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,25,auto,4,17,nnClassifier,1,5,adam,distance,0.24314442413162707,2167.8878917389084
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,constant,64,auto,6,15,nnClassifier,2,4,adam,distance,0.10603290676416818,3223.724954596022
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,21,auto,11,17,nnClassifier,5,6,adam,distance,0.28244972577696525,3223.725036294898
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,34,auto,8,18,nnClassifier,1,5,adam,distance,0.11243144424131626,3223.725107434904
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,38,auto,5,17,nnClassifier,4,6,adam,distance,0.2952468007312614,3223.7251676740125
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,30,auto,4,17,nnClassifier,7,4,adam,distance,0.27696526508226693,3223.725228413008
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,35,auto,5,16,nnClassifier,4,6,adam,distance,0.29250457038391225,3223.7252872730605
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,65,auto,6,22,nnClassifier,1,4,adam,distance,0.113345521023766,3223.7253463319503
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,39,auto,4,20,nnClassifier,1,3,adam,distance,0.3016453382084095,3223.7254049819894
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,28,auto,7,19,nnClassifier,3,6,adam,distance,0.30987202925045704,3223.7254638408776
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,39,auto,10,15,nnClassifier,1,8,adam,distance,0.2413162705667276,3223.7255229009315
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22,constant,43,auto,6,22,nnClassifier,1,2,adam,distance,0.11517367458866545,3223.725581750041
relu,auto,22,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,78,auto,5,10,nnClassifier,3,5,adam,distance,0.20292504570383912,3223.72564079985
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,35,auto,5,19,nnClassifier,1,6,adam,distance,0.10877513711151737,3223.725699529052
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,77,auto,4,24,nnClassifier,1,5,adam,distance,0.28153564899451555,3223.725757668959
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,constant,35,auto,7,16,nnClassifier,5,1,adam,distance,0.11791590493601463,3223.7258166288957
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,58,auto,11,15,nnClassifier,2,5,adam,distance,0.11974405850091407,3223.7258756179363
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,constant,71,auto,7,15,nnClassifier,2,6,adam,distance,0.3016453382084095,3223.7259340879973
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,constant,19,auto,5,18,nnClassifier,5,3,adam,distance,0.113345521023766,3223.725992416963
relu,auto,19,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,15,constant,38,auto,8,19,nnClassifier,1,8,adam,distance,0.11974405850091407,3223.726051067002
relu,auto,17,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,22,auto,6,14,nnClassifier,3,1,adam,distance,0.113345521023766,3223.7261192658916
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24,constant,60,auto,9,16,nnClassifier,1,5,adam,distance,0.0,4169.852152534062
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,constant,25,auto,12,17,nnClassifier,5,4,adam,distance,0.2897623400365631,4169.852231293917
relu,auto,20,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,36,auto,11,22,nnClassifier,1,4,adam,distance,0.11517367458866545,4169.852295543067
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,39,auto,5,21,nnClassifier,1,4,adam,distance,0.2906764168190128,4169.8523562029
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,34,auto,8,15,nnClassifier,3,1,adam,distance,0.24680073126142596,4169.85241689207
relu,auto,23,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,31,auto,3,17,nnClassifier,4,5,adam,distance,0.273308957952468,4169.852476872038
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,61,auto,6,18,nnClassifier,2,1,adam,distance,0.12340036563071298,4169.852536140941
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,35,auto,5,17,nnClassifier,1,6,adam,distance,0.11517367458866545,4169.852595449891
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,32,auto,4,17,nnClassifier,1,5,adam,distance,0.27696526508226693,4169.85265517002
relu,auto,27,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,constant,38,auto,7,15,nnClassifier,1,4,adam,distance,0.1206581352833638,4169.852713949047
relu,auto,18,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,constant,39,auto,6,23,nnClassifier,1,6,adam,distance,0.11060329067641682,4169.8527729890775
relu,auto,26,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,constant,74,auto,4,14,nnClassifier,2,3,adam,distance,0.2870201096892139,4169.85283351806
relu,auto,28,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,36,auto,5,15,nnClassifier,1,4,adam,distance,0.10877513711151737,4169.852892787894
relu,auto,29,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,73,auto,8,22,nnClassifier,4,5,adam,distance,0.10877513711151737,4169.852951976936
relu,auto,16,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,constant,31,auto,8,16,nnClassifier,4,4,adam,distance,0.27056672760511885,4169.85301053687
relu,auto,24,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,constant,54,auto,13,19,nnClassifier,1,2,adam,distance,0.0,4169.853076265892
relu,auto,25,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,constant,67,auto,3,19,nnClassifier,6,4,adam,distance,0.13254113345521024,4169.8531423860695
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,23,auto,5,17,nnClassifier,2,2,adam,distance,0.27879341864716634,4169.853202354861
relu,auto,15,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,constant,37,auto,6,18,nnClassifier,1,4,adam,distance,0.10877513711151737,4169.853262184886
relu,auto,21,gini,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,constant,26,auto,4,18,nnClassifier,1,4,adam,distance,0.19287020109689215,4169.853321413975
