,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
16,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,8.0,None,None,None,None,None,None,8.0,None,distance,0.5751633986928104,ok,88.68249430414289
17,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,kneighborsClassifier,None,brute,None,None,17.0,None,None,None,None,None,None,5.0,None,uniform,0.5473856209150327,ok,88.80211373395287
18,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,nnClassifier,tanh,None,14.0,None,None,invscaling,None,None,None,None,10.0,None,sgd,None,0.08660130718954248,ok,108.5300184590742
19,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,16,log2,5,29,None,None,None,None,0.5555555555555556,ok,109.67010132200085
20,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,39.0,None,None,None,None,None,None,10.0,None,distance,0.5866013071895425,ok,109.81820625509135
21,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,auto,None,None,32.0,None,None,None,None,None,None,10.0,None,distance,0.5866013071895425,ok,110.05621140403673
22,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,37.0,None,None,None,None,None,None,10.0,None,distance,0.5816993464052288,ok,110.21092971600592
23,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,8.0,None,distance,0.5964052287581699,ok,110.39829866704531
24,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,24.0,None,None,None,None,None,None,7.0,None,distance,0.5996732026143791,ok,110.57511319196783
25,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,25.0,None,None,None,None,None,None,7.0,None,distance,0.5964052287581699,ok,110.7599432291463
26,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,22.0,None,None,None,None,None,None,2.0,None,distance,0.576797385620915,ok,110.93922156910412
27,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,29.0,None,None,None,None,None,None,7.0,None,distance,0.5980392156862745,ok,111.21296202996746
28,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,31.0,None,None,None,None,None,None,6.0,None,uniform,0.5620915032679739,ok,111.41549394209869
29,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,15.0,None,None,None,None,None,None,6.0,None,distance,0.5996732026143791,ok,111.58862766507082
30,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,kneighborsClassifier,None,ball_tree,None,None,16.0,None,None,None,None,None,None,4.0,None,distance,0.5702614379084967,ok,111.75972620514221
31,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,14.0,None,None,None,None,None,None,6.0,None,distance,0.5915032679738562,ok,111.93338165804744
32,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,11.0,None,None,None,None,None,None,2.0,None,distance,0.5898692810457516,ok,112.20011839806102
33,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,brute,None,None,20.0,None,None,None,None,None,None,4.0,None,uniform,0.5735294117647058,ok,112.36252356809564
34,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,20.0,None,None,None,None,None,None,5.0,None,distance,0.5915032679738562,ok,112.54695456312038
35,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,26.0,None,None,None,None,None,None,9.0,None,distance,0.5915032679738562,ok,112.69724115706049
36,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,kneighborsClassifier,None,ball_tree,None,None,12.0,None,None,None,None,None,None,7.0,None,distance,0.5980392156862745,ok,112.87109343614429
37,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,98,log2,2,3,None,None,None,None,0.6143790849673203,ok,116.07840664498508
38,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,97,log2,3,40,None,None,None,None,0.553921568627451,ok,118.62531140004285
39,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,97,log2,14,3,None,None,None,None,0.5686274509803921,ok,120.42979982309043
40,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,72,log2,8,2,None,None,None,None,0.5735294117647058,ok,122.6842390820384
41,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,59,auto,3,38,None,None,None,None,0.5718954248366013,ok,125.20493293995969
42,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,97,log2,9,8,None,None,None,None,0.5588235294117647,ok,127.65302143408917
43,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,67,log2,2,26,None,None,None,None,0.5751633986928104,ok,129.91559595405124
44,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,nnClassifier,logistic,None,21.0,None,None,constant,None,None,None,None,2.0,None,adam,None,0.13398692810457516,ok,146.61225049500354
45,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,randomForestClassifier,None,None,None,gini,None,None,1,log2,15,35,None,None,None,None,0.545751633986928,ok,147.67587044509128
46,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,nnClassifier,relu,None,32.0,None,None,constant,None,None,None,None,4.0,None,adam,None,0.1977124183006536,ok,159.34093409893103
47,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,86,auto,10,23,None,None,None,None,0.5424836601307189,ok,162.10608041705564
48,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,48,log2,16,9,None,None,None,None,0.5490196078431373,ok,164.0126378359273
49,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,nnClassifier,relu,None,18.0,None,None,constant,None,None,None,None,5.0,None,lbfgs,None,0.16339869281045752,ok,166.77356916409917
50,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,33,log2,12,20,None,None,None,None,0.5490196078431373,ok,167.88811270496808
51,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,61,auto,4,2,None,None,None,None,0.5996732026143791,ok,170.58701378502883
52,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,62,auto,4,5,None,None,None,None,0.5915032679738562,ok,173.51442494103685
53,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,nnClassifier,logistic,None,23.0,None,None,constant,None,None,None,None,1.0,None,sgd,None,0.0,ok,175.44550883304328
54,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,79,auto,8,2,None,None,None,None,0.5702614379084967,ok,177.8556731629651
55,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,nnClassifier,identity,None,14.0,None,None,adaptive,None,None,None,None,4.0,None,sgd,None,0.11437908496732026,ok,192.85094370692968
56,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,39,sqrt,7,11,None,None,None,None,0.5669934640522876,ok,194.16535839112476
57,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,nnClassifier,relu,None,15.0,None,None,constant,None,None,None,None,6.0,None,adam,None,0.14869281045751634,ok,216.10593945998698
58,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,2.0,None,None,None,None,None,None,3.0,None,uniform,0.5424836601307189,ok,216.31998053309508
59,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,90,log2,16,32,None,None,None,None,0.5571895424836601,ok,218.37481325911358
60,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,1.0,None,uniform,0.5686274509803921,ok,218.49972388101742
61,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,kneighborsClassifier,None,brute,None,None,40.0,None,None,None,None,None,None,9.0,None,uniform,0.5375816993464052,ok,218.6543046780862
62,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,randomForestClassifier,None,None,None,gini,None,None,92,log2,10,23,None,None,None,None,0.5555555555555556,ok,219.9168906349223
63,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,nnClassifier,tanh,None,30.0,None,None,adaptive,None,None,None,None,3.0,None,lbfgs,None,0.18137254901960784,ok,224.33144115912728
64,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,kneighborsClassifier,None,auto,None,None,6.0,None,None,None,None,None,None,1.0,None,uniform,0.5718954248366013,ok,224.456117216032
65,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,53,auto,2,5,None,None,None,None,0.6143790849673203,ok,227.40412475401536
66,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,54,auto,2,5,None,None,None,None,0.6143790849673203,ok,230.30565007403493
67,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,57,auto,2,7,None,None,None,None,0.6258169934640523,ok,233.29486853908747
68,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,51,auto,2,6,None,None,None,None,0.6241830065359477,ok,236.2486247990746
69,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,43,auto,4,13,None,None,None,None,0.5931372549019608,ok,238.93056284706108
70,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,55,auto,3,8,None,None,None,None,0.6029411764705882,ok,241.70402547204867
71,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,69,auto,5,16,None,None,None,None,0.5735294117647058,ok,244.22829096508212
72,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,33,auto,6,10,None,None,None,None,0.5947712418300654,ok,246.8309003910981
73,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,47,auto,2,6,None,None,None,None,0.6241830065359477,ok,249.7118659070693
74,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,47,auto,5,17,None,None,None,None,0.5849673202614379,ok,252.22422570898198
75,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,40,auto,3,7,None,None,None,None,0.6062091503267973,ok,254.9914421760477
76,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,25,sqrt,7,14,None,None,None,None,0.5882352941176471,ok,257.5401666369289
77,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,34,auto,4,18,None,None,None,None,0.5882352941176471,ok,260.03803864796646
78,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,65,auto,20,12,None,None,None,None,0.553921568627451,ok,262.0453169781249
