,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
13,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,nnClassifier,logistic,None,12.0,None,None,constant,None,None,None,None,5.0,None,sgd,None,0.11274509803921569,ok,66.93656122288667
14,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,kneighborsClassifier,None,auto,None,None,4.0,None,None,None,None,None,None,8.0,None,uniform,0.5718954248366013,ok,67.04430919489823
15,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,kneighborsClassifier,None,kd_tree,None,None,10.0,None,None,None,None,None,None,1.0,None,distance,0.553921568627451,ok,67.21862573199905
16,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,nnClassifier,relu,None,15.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.16993464052287582,ok,85.19259823393077
17,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,nnClassifier,tanh,None,25.0,None,None,adaptive,None,None,None,None,2.0,None,sgd,None,0.16830065359477125,ok,98.00992844393477
18,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,nnClassifier,relu,None,27.0,None,None,invscaling,None,None,None,None,9.0,None,lbfgs,None,0.1715686274509804,ok,100.64164634398185
19,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,nnClassifier,identity,None,20.0,None,None,invscaling,None,None,None,None,10.0,None,lbfgs,None,0.10784313725490197,ok,102.12261853087693
20,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,32,auto,4,2,None,None,None,None,0.6258169934640523,ok,103.53915618499741
21,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,48,auto,2,26,None,None,None,None,0.6013071895424836,ok,104.9457234418951
22,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,51,auto,2,38,None,None,None,None,0.5735294117647058,ok,106.20950587606058
23,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,50,auto,6,26,None,None,None,None,0.5898692810457516,ok,107.48004360194318
24,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,31,auto,6,34,None,None,None,None,0.5784313725490197,ok,108.72660465398803
25,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,71,auto,6,2,None,None,None,None,0.5980392156862745,ok,110.15607020398602
26,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,2,auto,2,20,None,None,None,None,0.42483660130718953,ok,110.7116000498645
27,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,30,sqrt,10,29,None,None,None,None,0.5816993464052288,ok,111.9322660008911
28,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,66,auto,4,21,None,None,None,None,0.5964052287581699,ok,114.70188502897508
29,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,15,auto,9,13,None,None,None,None,0.5898692810457516,ok,115.96142335585319
30,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,42,auto,13,39,None,None,None,None,0.5669934640522876,ok,117.25214575207792
31,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,65,sqrt,5,7,None,None,None,None,0.6127450980392157,ok,118.6085688888561
32,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,71,sqrt,8,2,None,None,None,None,0.5996732026143791,ok,120.81769423792139
33,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,59,sqrt,5,8,None,None,None,None,0.6094771241830066,ok,122.18927395204082
34,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,78,sqrt,8,5,None,None,None,None,0.5898692810457516,ok,123.34236953500658
35,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,40.0,None,None,None,None,None,None,10.0,None,distance,0.6013071895424836,ok,123.57862820802256
36,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,randomForestClassifier,None,None,None,gini,None,None,99,sqrt,12,10,None,None,None,None,0.5686274509803921,ok,124.85243374691345
37,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,35,sqrt,4,17,None,None,None,None,0.6078431372549019,ok,127.74358862801455
38,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,9.0,None,distance,0.6160130718954249,ok,127.87621889798902
39,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,9.0,None,distance,0.6143790849673203,ok,128.00894282595254
40,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,35.0,None,None,None,None,None,None,6.0,None,distance,0.6029411764705882,ok,128.23001812188886
41,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,kneighborsClassifier,None,auto,None,None,33.0,None,None,None,None,None,None,10.0,None,distance,0.6045751633986928,ok,128.3629508370068
42,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,kneighborsClassifier,None,auto,None,None,17.0,None,None,None,None,None,None,4.0,None,distance,0.5833333333333334,ok,128.49326928704977
43,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,33.0,None,None,None,None,None,None,8.0,None,distance,0.6176470588235294,ok,128.64099798491225
44,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,4.0,None,None,None,None,None,None,6.0,None,distance,0.6111111111111112,ok,128.83962830994278
45,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,kneighborsClassifier,None,kd_tree,None,None,33.0,None,None,None,None,None,None,3.0,None,distance,0.5996732026143791,ok,129.06219117087312
46,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,kneighborsClassifier,None,kd_tree,None,None,20.0,None,None,None,None,None,None,8.0,None,uniform,0.5555555555555556,ok,129.22505415603518
47,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,kneighborsClassifier,None,ball_tree,None,None,10.0,None,None,None,None,None,None,5.0,None,distance,0.5980392156862745,ok,129.38992591691203
48,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,nnClassifier,logistic,None,8.0,None,None,constant,None,None,None,None,1.0,None,adam,None,0.15196078431372548,ok,165.70762287499383
49,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,11.0,None,None,None,None,None,None,2.0,None,uniform,0.5130718954248366,ok,165.85876208893023
50,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,kneighborsClassifier,None,brute,None,None,36.0,None,None,None,None,None,None,7.0,None,distance,0.6013071895424836,ok,165.98721424886025
51,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,nnClassifier,tanh,None,32.0,None,None,adaptive,None,None,None,None,2.0,None,adam,None,0.13725490196078433,ok,178.48607769585215
52,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,kneighborsClassifier,None,kd_tree,None,None,23.0,None,None,None,None,None,None,5.0,None,distance,0.6045751633986928,ok,178.6194560099393
53,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,nnClassifier,identity,None,15.0,None,None,constant,None,None,None,None,3.0,None,lbfgs,None,0.0915032679738562,ok,180.06390633899719
54,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,kneighborsClassifier,None,ball_tree,None,None,30.0,None,None,None,None,None,None,9.0,None,uniform,0.5735294117647058,ok,180.26251654489897
55,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,nnClassifier,logistic,None,9.0,None,None,constant,None,None,None,None,8.0,None,adam,None,0.1715686274509804,ok,213.90771663584746
56,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,kneighborsClassifier,None,kd_tree,None,None,19.0,None,None,None,None,None,None,7.0,None,distance,0.5996732026143791,ok,214.14809005404823
57,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,2,log2,20,17,None,None,None,None,0.41830065359477125,ok,214.863012655871
58,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,randomForestClassifier,None,None,None,entropy,None,None,19,auto,14,4,None,None,None,None,0.5604575163398693,ok,217.03672337601893
59,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,nnClassifier,identity,None,16.0,None,None,invscaling,None,None,None,None,5.0,None,adam,None,0.10947712418300654,ok,223.01120505994186
60,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,kneighborsClassifier,None,brute,None,None,14.0,None,None,None,None,None,None,8.0,None,distance,0.5931372549019608,ok,223.139153938042
61,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,9,auto,16,16,None,None,None,None,0.545751633986928,ok,225.37471017986536
62,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,randomForestClassifier,None,None,None,gini,None,None,38,log2,8,36,None,None,None,None,0.5702614379084967,ok,226.39358451007865
63,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,37.0,None,None,None,None,None,None,2.0,None,distance,0.576797385620915,ok,226.5313520268537
64,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,82,auto,12,10,None,None,None,None,0.5718954248366013,ok,227.62636880995706
65,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,40.0,None,None,None,None,None,None,9.0,None,distance,0.6160130718954249,ok,227.75815741205588
66,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,30.0,None,None,None,None,None,None,10.0,None,distance,0.6111111111111112,ok,227.9750384988729
67,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,30.0,None,None,None,None,None,None,9.0,None,distance,0.6160130718954249,ok,228.1058648179751
68,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,auto,None,None,30.0,None,None,None,None,None,None,8.0,None,distance,0.6127450980392157,ok,228.2379409240093
69,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,38.0,None,None,None,None,None,None,7.0,None,distance,0.6062091503267973,ok,228.37619836302474
70,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,24.0,None,None,None,None,None,None,9.0,None,distance,0.6160130718954249,ok,228.54836522089317
71,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,brute,None,None,34.0,None,None,None,None,None,None,10.0,None,uniform,0.576797385620915,ok,228.78039664402604
72,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,28.0,None,None,None,None,None,None,6.0,None,distance,0.6209150326797386,ok,228.9223416079767
73,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,kneighborsClassifier,None,kd_tree,None,None,27.0,None,None,None,None,None,None,6.0,None,uniform,0.5833333333333334,ok,229.07825493905693
74,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,94,auto,19,31,None,None,None,None,0.5522875816993464,ok,231.40955223096535
75,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,nnClassifier,tanh,None,30.0,None,None,adaptive,None,None,None,None,9.0,None,lbfgs,None,0.1977124183006536,ok,235.7426901499275
76,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,kneighborsClassifier,None,kd_tree,None,None,22.0,None,None,None,None,None,None,4.0,None,distance,0.6013071895424836,ok,235.96978270006366
77,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,randomForestClassifier,None,None,None,entropy,None,None,59,auto,10,10,None,None,None,None,0.5833333333333334,ok,238.5601706430316
78,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,kneighborsClassifier,None,kd_tree,None,None,27.0,None,None,None,None,None,None,6.0,None,uniform,0.5571895424836601,ok,238.7245478159748
