,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
10,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,7.0,auto,19.0,19.0,None,None,None,None,0.4918300653594771,ok,14.021590342046693
11,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,11,None,None,None,None,None,None,3,None,uniform,0.5441176470588235,ok,14.144942064071074
12,0,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,35,None,None,None,None,None,None,10,None,distance,0.6045751633986928,ok,14.239289026008919
13,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,nnClassifier,tanh,None,15.0,None,None,constant,None,None,None,None,10.0,None,sgd,None,0.20751633986928106,ok,33.823838531039655
14,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,93.0,sqrt,17.0,39.0,None,None,None,None,0.5473856209150327,ok,36.171528740087524
15,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,randomForestClassifier,None,None,None,gini,None,None,4.0,sqrt,15.0,6.0,None,None,None,None,0.4722222222222222,ok,36.94348236406222
16,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,randomForestClassifier,None,None,None,gini,None,None,77.0,sqrt,18.0,30.0,None,None,None,None,0.5375816993464052,ok,37.81306804693304
17,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,nnClassifier,relu,None,18.0,None,None,adaptive,None,None,None,None,6.0,None,sgd,None,0.19281045751633988,ok,52.80638607987203
18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,19,None,None,None,None,None,None,3,None,distance,0.5637254901960784,ok,52.92814044794068
19,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,75.0,log2,14.0,25.0,None,None,None,None,0.5473856209150327,ok,54.83419254794717
20,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,kneighborsClassifier,None,kd_tree,None,None,39,None,None,None,None,None,None,10,None,distance,0.6013071895424836,ok,54.95444255787879
21,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,40,None,None,None,None,None,None,10,None,distance,0.5931372549019608,ok,55.14489354006946
22,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,40,None,None,None,None,None,None,9,None,distance,0.6029411764705882,ok,55.27906264504418
23,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,31,None,None,None,None,None,None,8,None,distance,0.6045751633986928,ok,55.41285296296701
24,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,31,None,None,None,None,None,None,8,None,distance,0.6078431372549019,ok,55.550643235910684
25,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,29,None,None,None,None,None,None,8,None,distance,0.6013071895424836,ok,55.68416650709696
26,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,32,None,None,None,None,None,None,10,None,distance,0.6045751633986928,ok,55.891676507890224
27,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,26,None,None,None,None,None,None,5,None,distance,0.5882352941176471,ok,56.02991323592141
28,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,25,None,None,None,None,None,None,7,None,distance,0.6062091503267973,ok,56.16499175992794
29,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,4,None,None,None,None,None,None,7,None,distance,0.5980392156862745,ok,56.30135098891333
30,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,25,None,None,None,None,None,None,6,None,distance,0.6094771241830066,ok,56.4372711929027
31,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,nnClassifier,logistic,None,30.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.18790849673202614,ok,68.18211798602715
32,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,4,None,distance,0.6062091503267973,ok,68.38739818101749
33,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,27,None,None,None,None,None,None,1,None,distance,0.5669934640522876,ok,68.49083177000284
34,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,nnClassifier,identity,None,8.0,None,None,invscaling,None,None,None,None,10.0,None,adam,None,0.10457516339869281,ok,87.26469287090003
35,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,23,None,None,None,None,None,None,6,None,uniform,0.5392156862745098,ok,87.42074005887844
36,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,37,None,None,None,None,None,None,8,None,distance,0.5931372549019608,ok,87.5658090210054
37,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,nnClassifier,relu,None,32.0,None,None,constant,None,None,None,None,3.0,None,sgd,None,0.19117647058823528,ok,97.33131907787174
38,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,12,None,None,None,None,None,None,4,None,distance,0.5980392156862745,ok,97.4663034460973
39,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,6,None,distance,0.5800653594771242,ok,97.60622172290459
40,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,nnClassifier,tanh,None,9.0,None,None,constant,None,None,None,None,8.0,None,lbfgs,None,0.21568627450980393,ok,102.03595670801587
41,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,kneighborsClassifier,None,brute,None,None,31,None,None,None,None,None,None,9,None,distance,0.5898692810457516,ok,102.17467158404179
42,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,20,None,None,None,None,None,None,7,None,uniform,0.5343137254901961,ok,102.43129634787329
43,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,kneighborsClassifier,None,auto,None,None,5,None,None,None,None,None,None,1,None,distance,0.5702614379084967,ok,102.5360194388777
44,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,45.0,auto,9.0,3.0,None,None,None,None,0.5490196078431373,ok,103.92230444098823
45,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,nnClassifier,relu,None,27.0,None,None,invscaling,None,None,None,None,4.0,None,adam,None,0.19444444444444445,ok,116.97185217798688
46,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,24,None,None,None,None,None,None,5,None,distance,0.5800653594771242,ok,117.11166023509577
47,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,25.0,sqrt,3.0,16.0,None,None,None,None,0.5931372549019608,ok,118.47034695604816
48,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,kneighborsClassifier,None,brute,None,None,12,None,None,None,None,None,None,9,None,distance,0.5898692810457516,ok,118.61063397908583
49,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,nnClassifier,logistic,None,13.0,None,None,constant,None,None,None,None,8.0,None,lbfgs,None,0.20588235294117646,ok,121.90228992095217
50,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,randomForestClassifier,None,None,None,gini,None,None,61.0,auto,12.0,32.0,None,None,None,None,0.5588235294117647,ok,123.19018289702944
51,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,35,None,None,None,None,None,None,8,None,uniform,0.5408496732026143,ok,123.34884663601406
52,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,29,None,None,None,None,None,None,4,None,distance,0.5849673202614379,ok,123.58632718794979
53,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,63.0,auto,6.0,30.0,None,None,None,None,0.5637254901960784,ok,124.95898353401572
54,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,kneighborsClassifier,None,auto,None,None,15,None,None,None,None,None,None,6,None,uniform,0.5441176470588235,ok,125.11973554594442
55,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,kneighborsClassifier,None,ball_tree,None,None,20,None,None,None,None,None,None,7,None,distance,0.5784313725490197,ok,125.27988872909918
56,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,nnClassifier,identity,None,26.0,None,None,invscaling,None,None,None,None,8.0,None,sgd,None,0.10784313725490197,ok,131.8638900630176
57,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,8,None,None,None,None,None,None,6,None,uniform,0.5473856209150327,ok,132.09706463105977
58,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,98.0,sqrt,12.0,14.0,None,None,None,None,0.5686274509803921,ok,133.32829696591944
59,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,16,None,None,None,None,None,None,2,None,distance,0.5620915032679739,ok,133.44184081302956
60,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,kneighborsClassifier,None,ball_tree,None,None,22,None,None,None,None,None,None,9,None,uniform,0.5506535947712419,ok,133.63486542203464
61,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,nnClassifier,tanh,None,12.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.2173202614379085,ok,160.61757346405648
62,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,18,None,None,None,None,None,None,5,None,distance,0.5784313725490197,ok,160.82712485990487
63,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,26.0,log2,9.0,35.0,None,None,None,None,0.5522875816993464,ok,161.92842503800057
64,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,kneighborsClassifier,None,auto,None,None,38,None,None,None,None,None,None,8,None,distance,0.5898692810457516,ok,162.07319944701158
65,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,34,None,None,None,None,None,None,4,None,distance,0.6062091503267973,ok,162.21445488906465
66,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,kneighborsClassifier,None,brute,None,None,33,None,None,None,None,None,None,3,None,distance,0.5816993464052288,ok,162.33109878795221
67,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,25,None,None,None,None,None,None,7,None,distance,0.6062091503267973,ok,162.54633794003166
68,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,30,None,None,None,None,None,None,7,None,distance,0.6062091503267973,ok,162.68874970194884
69,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,30,None,None,None,None,None,None,7,None,distance,0.6062091503267973,ok,162.8317634970881
70,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,37,None,None,None,None,None,None,8,None,distance,0.6062091503267973,ok,162.96292847697623
71,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,kd_tree,None,None,37,None,None,None,None,None,None,10,None,distance,0.6029411764705882,ok,163.09815876791254
72,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,28,None,None,None,None,None,None,6,None,distance,0.6094771241830066,ok,163.2415649399627
73,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,27,None,None,None,None,None,None,5,None,distance,0.5898692810457516,ok,163.4571811479982
74,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,23,None,None,None,None,None,None,6,None,distance,0.6094771241830066,ok,163.59928967198357
75,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,brute,None,None,22,None,None,None,None,None,None,5,None,distance,0.5915032679738562,ok,163.74270806391723
76,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,kneighborsClassifier,None,ball_tree,None,None,18,None,None,None,None,None,None,6,None,uniform,0.5506535947712419,ok,163.91074670897797
77,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,nnClassifier,relu,None,18.0,None,None,constant,None,None,None,None,1.0,None,adam,None,0.0,ok,168.21342199505307
78,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,kneighborsClassifier,None,auto,None,None,25,None,None,None,None,None,None,6,None,distance,0.5947712418300654,ok,168.42850594804622
