feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,distance,0.00390625,151.85758709907532
0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,86,auto,7,18,nan,nan,NA,NA,0.57421875,163.58796405792236
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,24,log2,3,24,nan,nan,NA,NA,0.57421875,176.75268054008484
1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,auto,20,31,nan,nan,NA,NA,0.443359375,188.20216155052185
0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,auto,3,32,nan,nan,NA,NA,0.546875,195.17712211608887
0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,31,log2,6,10,nan,nan,NA,NA,0.560546875,208.23694777488708
0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,auto,11,5,nan,nan,NA,NA,0.5234375,215.43281769752502
1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,log2,2,36,nan,nan,NA,NA,0.37109375,230.0451147556305
0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,sqrt,12,13,nan,nan,NA,NA,0.333984375,241.82504105567932
0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,auto,5,8,nan,nan,NA,NA,0.02734375,249.3248312473297
0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,25,log2,2,15,nan,nan,NA,NA,0.58203125,263.3230195045471
0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,sqrt,2,16,nan,nan,NA,NA,0.41796875,278.0022749900818
0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,auto,5,3,nan,nan,NA,NA,0.5546875,285.3817870616913
1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,auto,12,14,nan,nan,NA,NA,0.31640625,291.93075466156006
0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,53,auto,12,12,nan,nan,NA,NA,0.501953125,302.46785974502563
0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,6,auto,2,19,nan,nan,NA,NA,0.38671875,308.6966230869293
0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,auto,20,9,nan,nan,NA,NA,0.396484375,318.7191619873047
0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,47,auto,12,10,nan,nan,NA,NA,0.53125,331.0389475822449
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,14,auto,12,9,nan,nan,NA,NA,0.470703125,337.02611565589905
1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,81,log2,12,14,nan,nan,NA,NA,0.416015625,349.440066576004
1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,23,log2,14,5,nan,nan,NA,NA,0.58984375,359.5691783428192
0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,sqrt,15,6,nan,nan,NA,NA,0.462890625,372.7093827724457
0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,auto,6,20,nan,nan,NA,NA,0.556640625,380.34978675842285
0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,26,log2,11,4,nan,nan,NA,NA,0.53515625,393.7462751865387
1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,50,auto,6,2,nan,nan,NA,NA,0.455078125,406.7542097568512
0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,auto,10,3,nan,nan,NA,NA,0.55859375,413.72284483909607
0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,log2,13,35,nan,nan,NA,NA,0.521484375,420.0538823604584
0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,24,sqrt,3,17,nan,nan,NA,NA,0.634765625,427.9282376766205
0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,sqrt,18,13,nan,nan,NA,NA,0.4375,433.99053931236267
0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,auto,16,32,nan,nan,NA,NA,0.482421875,440.28977513313293
1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,auto,12,6,nan,nan,NA,NA,0.43359375,447.2752425670624
1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,log2,1,33,nan,nan,NA,NA,0.6015625,455.2063500881195
1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,76,log2,2,5,nan,nan,NA,NA,0.7265625,464.3179314136505
0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,83,log2,13,36,nan,nan,NA,NA,0.494140625,470.55614042282104
1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,65,auto,2,3,nan,nan,NA,NA,0.392578125,487.3684799671173
0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,sqrt,1,30,nan,nan,NA,NA,0.59765625,494.4242105484009
0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,40,auto,2,8,nan,nan,NA,NA,0.396484375,505.447407245636
0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,95,log2,7,16,nan,nan,NA,NA,0.580078125,512.2373569011688
1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,53,auto,2,6,nan,nan,NA,NA,0.69140625,520.5209782123566
1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,sqrt,2,13,nan,nan,NA,NA,0.572265625,528.2322690486908
0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,63,sqrt,3,13,nan,nan,NA,NA,0.634765625,535.6642181873322
0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,sqrt,4,17,nan,nan,NA,NA,0.255859375,541.3707485198975
1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,66,auto,4,6,nan,nan,NA,NA,0.744140625,548.742353439331
1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,auto,3,23,nan,nan,NA,NA,0.689453125,555.2567241191864
1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,sqrt,5,18,nan,nan,NA,NA,0.4921875,561.4647233486176
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,auto,5,2,nan,nan,NA,NA,0.60546875,567.535653591156
1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,68,log2,2,31,nan,nan,NA,NA,0.455078125,578.894992351532
1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,sqrt,3,6,nan,nan,NA,NA,0.603515625,587.2603611946106
0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,41,log2,4,6,nan,nan,NA,NA,0.595703125,594.2704298496246
0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,log2,3,2,nan,nan,NA,NA,0.69921875,602.3290784358978
0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,log2,2,18,nan,nan,NA,NA,0.662109375,609.5666470527649
0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,auto,2,24,nan,nan,NA,NA,0.693359375,616.5730640888214
0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,auto,7,33,nan,nan,NA,NA,0.578125,623.021680355072
1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,sqrt,4,10,nan,nan,NA,NA,0.58984375,630.7087686061859
0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,log2,5,31,nan,nan,NA,NA,0.66796875,637.1226596832275
1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,log2,5,12,nan,nan,NA,NA,0.591796875,643.5942406654358
0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,auto,2,3,nan,nan,NA,NA,0.337890625,649.5224018096924
0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,23,auto,3,8,nan,nan,NA,NA,0.548828125,656.0329673290253
1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,auto,8,8,nan,nan,NA,NA,0.4375,661.7678663730621
1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,log2,5,33,nan,nan,NA,NA,0.4921875,668.5029661655426
1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,18,sqrt,2,23,nan,nan,NA,NA,0.509765625,674.4373149871826
0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,auto,8,34,nan,nan,NA,NA,0.55078125,680.440101146698
0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,16,log2,3,32,nan,nan,NA,NA,0.509765625,691.8740425109863
0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,log2,3,2,nan,nan,NA,NA,0.677734375,699.6260130405426
0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,log2,4,34,nan,nan,NA,NA,0.51953125,706.3042035102844
1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,65,log2,8,7,nan,nan,NA,NA,0.42578125,713.0830862522125
0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,auto,7,2,nan,nan,NA,NA,0.462890625,719.4656794071198
1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,log2,2,26,nan,nan,NA,NA,0.607421875,725.8030247688293
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,100,sqrt,12,28,nan,nan,NA,NA,0.615234375,731.2931270599365
0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,auto,4,3,nan,nan,NA,NA,0.533203125,738.6516404151917
1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,auto,1,3,nan,nan,NA,NA,0.66015625,746.8631503582001
1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,auto,1,35,nan,nan,NA,NA,0.634765625,753.4484612941742
0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,66,log2,3,34,nan,nan,NA,NA,0.625,760.2900738716125
1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,auto,11,24,nan,nan,NA,NA,0.45703125,765.6095175743103
1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,auto,12,40,nan,nan,NA,NA,0.484375,770.9830677509308
0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,38,auto,9,18,nan,nan,NA,NA,0.46875,781.6368865966797
1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,auto,20,10,nan,nan,NA,NA,0.328125,786.8035218715668
0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,90,log2,9,25,nan,nan,NA,NA,0.564453125,795.027834892273
0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,auto,3,16,nan,nan,NA,NA,0.66015625,801.0620775222778
0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,31,auto,8,23,nan,nan,NA,NA,0.517578125,807.7684276103973
0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,85,auto,14,6,nan,nan,NA,NA,0.623046875,813.0912017822266
