feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,8,NA,distance,0.025390625,131.88610243797302
1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1,nnClassifier,tanh,NA,12,NA,nan,constant,nan,NA,nan,nan,7,nan,sgd,NA,0.986328125,146.4507441520691
0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,nnClassifier,tanh,NA,9,NA,nan,constant,nan,NA,nan,nan,7,nan,lbfgs,NA,0.98828125,152.99173045158386
0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,nnClassifier,identity,NA,20,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.986328125,166.03961205482483
1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,nnClassifier,logistic,NA,29,NA,nan,constant,nan,NA,nan,nan,3,nan,adam,NA,0.984375,179.20304679870605
1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,nnClassifier,logistic,NA,15,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.99609375,193.88785767555237
1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,nnClassifier,relu,NA,23,NA,nan,constant,nan,NA,nan,nan,3,nan,lbfgs,NA,0.986328125,200.14631700515747
0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,91,auto,14,8,nan,nan,NA,NA,0.056640625,207.21943831443787
1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,nnClassifier,tanh,NA,15,NA,nan,invscaling,nan,NA,nan,nan,6,nan,sgd,NA,0.99609375,228.17371797561646
0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,nnClassifier,logistic,NA,19,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.99609375,244.57438254356384
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,nnClassifier,tanh,NA,29,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.9921875,257.5921595096588
0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,nnClassifier,logistic,NA,23,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,265.2511076927185
1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,nnClassifier,tanh,NA,13,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.98828125,278.71951818466187
1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,nnClassifier,identity,NA,12,NA,nan,adaptive,nan,NA,nan,nan,3,nan,lbfgs,NA,0.986328125,284.24635672569275
0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,nnClassifier,relu,NA,20,NA,nan,adaptive,nan,NA,nan,nan,8,nan,adam,NA,0.990234375,301.8392035961151
1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,3,NA,distance,0.009765625,307.8617961406708
0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,nnClassifier,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.9921875,314.83552622795105
1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,nnClassifier,logistic,NA,26,NA,nan,constant,nan,NA,nan,nan,1,nan,adam,NA,0.99609375,330.2602593898773
1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,nnClassifier,logistic,NA,14,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,343.7499601840973
0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.99609375,366.52159357070923
0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,nnClassifier,relu,NA,14,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,386.2461459636688
1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,nnClassifier,logistic,NA,30,NA,nan,adaptive,nan,NA,nan,nan,8,nan,lbfgs,NA,0.98828125,393.48226976394653
0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,nnClassifier,tanh,NA,15,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.99609375,412.7565848827362
1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,nnClassifier,relu,NA,25,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.99609375,426.7696590423584
1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,nnClassifier,identity,NA,21,NA,nan,constant,nan,NA,nan,nan,8,nan,sgd,NA,0.9921875,434.57982087135315
0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,nnClassifier,tanh,NA,16,NA,nan,invscaling,nan,NA,nan,nan,7,nan,adam,NA,0.98828125,456.3002293109894
1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,nnClassifier,tanh,NA,20,NA,nan,constant,nan,NA,nan,nan,6,nan,sgd,NA,0.990234375,469.9311077594757
1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,nnClassifier,relu,NA,31,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,482.3579821586609
0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,nnClassifier,tanh,NA,16,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.98828125,500.87105560302734
0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,89,auto,20,40,nan,nan,NA,NA,0.52734375,507.6692125797272
1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,nnClassifier,logistic,NA,27,NA,nan,adaptive,nan,NA,nan,nan,1,nan,sgd,NA,0.99609375,519.1868102550507
0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,nnClassifier,logistic,NA,11,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.99609375,524.4909121990204
0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,log2,20,34,nan,nan,NA,NA,0.14453125,531.0599715709686
0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,nnClassifier,identity,NA,9,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.994140625,549.364283323288
1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,kneighborsClassifier,NA,auto,nan,NA,16,NA,nan,NA,nan,nan,nan,9,NA,distance,0.015625,554.1074392795563
0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,nnClassifier,relu,NA,23,NA,nan,adaptive,nan,NA,nan,nan,3,nan,sgd,NA,0.9921875,568.6942019462585
0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,nnClassifier,relu,NA,17,NA,nan,adaptive,nan,NA,nan,nan,5,nan,lbfgs,NA,0.990234375,574.026528596878
0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,nnClassifier,logistic,NA,15,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.99609375,578.9316973686218
1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,nnClassifier,relu,NA,29,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.99609375,590.8495872020721
1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,nnClassifier,logistic,NA,22,NA,nan,adaptive,nan,NA,nan,nan,6,nan,sgd,NA,0.99609375,602.1713728904724
1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,8,nan,lbfgs,NA,0.9921875,608.0445942878723
0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,nnClassifier,logistic,NA,13,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,628.2132475376129
1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,nnClassifier,identity,NA,25,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.99609375,632.6372835636139
0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,nnClassifier,logistic,NA,12,NA,nan,constant,nan,NA,nan,nan,5,nan,adam,NA,0.98828125,653.3601050376892
1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,nnClassifier,relu,NA,12,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.98828125,674.7767467498779
1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,nnClassifier,relu,NA,15,NA,nan,invscaling,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,692.9171459674835
0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,nnClassifier,tanh,NA,20,NA,nan,invscaling,nan,NA,nan,nan,4,nan,lbfgs,NA,0.98828125,699.6901099681854
1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,nnClassifier,logistic,NA,18,NA,nan,adaptive,nan,NA,nan,nan,4,nan,lbfgs,NA,0.98828125,704.3923397064209
0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,nnClassifier,identity,NA,24,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,715.8765616416931
0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,nnClassifier,logistic,NA,8,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,733.2202024459839
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,nnClassifier,relu,NA,26,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,745.689772605896
0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,nnClassifier,identity,NA,23,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.994140625,752.1375617980957
0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,nnClassifier,tanh,NA,8,NA,nan,constant,nan,NA,nan,nan,10,nan,sgd,NA,0.982421875,769.4312920570374
1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,nnClassifier,relu,NA,8,NA,nan,invscaling,nan,NA,nan,nan,3,nan,lbfgs,NA,0.99609375,776.0198168754578
0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,nnClassifier,relu,NA,11,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.9921875,789.840131521225
1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,nnClassifier,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,6,nan,adam,NA,0.990234375,809.4284453392029
1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,nnClassifier,logistic,NA,18,NA,nan,adaptive,nan,NA,nan,nan,2,nan,adam,NA,0.990234375,827.141655921936
1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,nnClassifier,logistic,NA,10,NA,nan,constant,nan,NA,nan,nan,4,nan,sgd,NA,0.99609375,835.0798232555389
0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,nnClassifier,relu,NA,32,NA,nan,adaptive,nan,NA,nan,nan,10,nan,adam,NA,0.990234375,843.0941557884216
0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,nnClassifier,logistic,NA,32,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.99609375,849.7323904037476
1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,nnClassifier,tanh,NA,18,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.99609375,866.1760420799255
1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,nnClassifier,logistic,NA,12,NA,nan,adaptive,nan,NA,nan,nan,3,nan,adam,NA,0.99609375,889.9373152256012
1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,nnClassifier,relu,NA,19,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,896.854371547699
0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,nnClassifier,identity,NA,9,NA,nan,constant,nan,NA,nan,nan,2,nan,sgd,NA,0.990234375,905.3316385746002
0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,nnClassifier,identity,NA,12,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.986328125,914.2790522575378
0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,nnClassifier,logistic,NA,24,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,927.3268427848816
0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,nnClassifier,logistic,NA,31,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.98828125,940.2103145122528
1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,nnClassifier,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,950.6085000038147
1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,nnClassifier,logistic,NA,15,NA,nan,constant,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,956.9812643527985
0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,nnClassifier,relu,NA,13,NA,nan,constant,nan,NA,nan,nan,1,nan,sgd,NA,0.994140625,976.0367345809937
1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,nnClassifier,logistic,NA,13,NA,nan,adaptive,nan,NA,nan,nan,8,nan,sgd,NA,0.99609375,988.4072325229645
1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,nnClassifier,identity,NA,31,NA,nan,adaptive,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,997.1605131626129
0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,nnClassifier,logistic,NA,25,NA,nan,adaptive,nan,NA,nan,nan,1,nan,adam,NA,0.99609375,1011.0134253501892
1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,nnClassifier,logistic,NA,32,NA,nan,adaptive,nan,NA,nan,nan,6,nan,adam,NA,0.99609375,1023.7937304973602
1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,nnClassifier,tanh,NA,19,NA,nan,constant,nan,NA,nan,nan,5,nan,sgd,NA,0.994140625,1039.8964731693268
0,1,0,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,nnClassifier,tanh,NA,13,NA,nan,adaptive,nan,NA,nan,nan,9,nan,sgd,NA,0.99609375,1060.6565907001495
0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,nnClassifier,identity,NA,11,NA,nan,invscaling,nan,NA,nan,nan,1,nan,adam,NA,0.990234375,1069.5139572620392
0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,nnClassifier,logistic,NA,8,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.99609375,1085.8063361644745
1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,nnClassifier,tanh,NA,19,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.986328125,1091.0338966846466
0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,nnClassifier,identity,NA,24,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.994140625,1096.69602560997
1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,nnClassifier,logistic,NA,18,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.99609375,1100.6218860149384
0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,nnClassifier,logistic,NA,20,NA,nan,constant,nan,NA,nan,nan,1,nan,lbfgs,NA,0.99609375,1104.5167071819305
0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,nnClassifier,relu,NA,13,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.99609375,1121.2826454639435
1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,nnClassifier,logistic,NA,17,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.99609375,1125.250986814499
0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,nnClassifier,identity,NA,14,NA,nan,invscaling,nan,NA,nan,nan,1,nan,sgd,NA,0.99609375,1139.3974993228912
1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,nnClassifier,logistic,NA,26,NA,nan,invscaling,nan,NA,nan,nan,3,nan,adam,NA,0.982421875,1152.9335777759552
0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,nnClassifier,logistic,NA,28,NA,nan,constant,nan,NA,nan,nan,2,nan,adam,NA,0.98828125,1166.4682536125183
1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,nnClassifier,relu,NA,12,NA,nan,invscaling,nan,NA,nan,nan,2,nan,sgd,NA,0.99609375,1176.639126777649
1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,nnClassifier,logistic,NA,28,NA,nan,invscaling,nan,NA,nan,nan,1,nan,lbfgs,NA,0.99609375,1180.5331554412842
