activation,algorithm,batchSize,criterion,feature_0,feature_1,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
relu,auto,21,entropy,0,1,36,adaptive,51,log2,18,9,randomForestClassifier,9,4,sgd,distance,0.7037735849056603
logistic,ball_tree,31,entropy,1,0,10,invscaling,35,sqrt,2,20,kneighborsClassifier,8,1,sgd,distance,0.5094339622641509
tanh,auto,11,gini,1,1,26,invscaling,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
identity,auto,14,entropy,1,1,23,constant,20,log2,12,4,randomForestClassifier,6,9,adam,uniform,0.8981132075471698
logistic,brute,24,gini,1,1,21,invscaling,85,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.8962264150943396
logistic,brute,25,entropy,1,1,2,adaptive,19,auto,15,25,kneighborsClassifier,10,3,sgd,distance,0.8849056603773585
identity,auto,23,gini,0,1,36,adaptive,26,log2,19,21,randomForestClassifier,10,1,lbfgs,distance,0.7037735849056603
relu,auto,21,entropy,0,1,36,adaptive,51,log2,18,9,randomForestClassifier,9,4,sgd,distance,0.7037735849056603
identity,auto,18,gini,0,1,13,adaptive,62,auto,13,30,randomForestClassifier,5,2,adam,distance,0.6943396226415094
logistic,brute,13,gini,1,0,31,adaptive,1,auto,20,33,randomForestClassifier,1,7,sgd,distance,0.590566037735849
logistic,brute,23,entropy,1,0,20,constant,39,sqrt,10,31,randomForestClassifier,7,4,sgd,distance,0.5754716981132075
tanh,auto,10,entropy,1,0,4,constant,75,sqrt,13,20,kneighborsClassifier,9,2,lbfgs,distance,0.569811320754717
tanh,auto,11,gini,1,1,26,constant,20,log2,12,4,randomForestClassifier,9,9,adam,uniform,0.9037735849056604
identity,auto,14,entropy,1,1,23,invscaling,98,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.9
logistic,brute,10,gini,1,1,21,adaptive,19,auto,15,25,kneighborsClassifier,10,3,sgd,distance,0.8849056603773585
logistic,brute,25,entropy,1,1,2,adaptive,26,log2,19,30,randomForestClassifier,10,1,lbfgs,distance,0.8981132075471698
identity,auto,23,gini,0,1,36,adaptive,51,log2,18,9,nnClassifier,9,4,sgd,distance,0.5169811320754717
relu,auto,14,gini,0,1,36,adaptive,62,auto,13,30,randomForestClassifier,5,2,adam,distance,0.6943396226415094
tanh,auto,18,gini,0,1,13,adaptive,1,auto,20,33,randomForestClassifier,1,7,sgd,distance,0.7037735849056603
logistic,brute,13,gini,1,1,31,constant,39,sqrt,10,31,randomForestClassifier,7,4,sgd,distance,0.9056603773584906
logistic,brute,23,entropy,1,0,20,constant,75,sqrt,13,20,kneighborsClassifier,9,2,lbfgs,distance,0.5641509433962264
tanh,auto,10,entropy,1,0,4,invscaling,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.6037735849056604
logistic,brute,13,gini,1,1,31,constant,39,sqrt,10,31,randomForestClassifier,7,4,sgd,distance,0.9056603773584906
tanh,auto,11,gini,1,1,26,constant,20,log2,12,4,randomForestClassifier,9,9,adam,uniform,0.9037735849056604
tanh,auto,11,gini,1,1,26,invscaling,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
identity,auto,14,entropy,1,1,23,invscaling,98,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.9
identity,auto,14,entropy,1,1,23,constant,20,log2,12,4,randomForestClassifier,6,9,adam,uniform,0.8981132075471698
logistic,brute,25,entropy,1,1,2,adaptive,26,log2,19,30,randomForestClassifier,10,1,lbfgs,distance,0.8981132075471698
logistic,brute,24,gini,1,1,21,invscaling,85,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.8962264150943396
logistic,brute,25,entropy,1,1,2,adaptive,19,auto,15,25,kneighborsClassifier,10,3,sgd,distance,0.8849056603773585
logistic,brute,10,gini,1,1,21,adaptive,19,auto,15,25,kneighborsClassifier,10,3,sgd,distance,0.8849056603773585
identity,auto,23,gini,0,1,36,adaptive,26,log2,19,21,randomForestClassifier,10,1,lbfgs,distance,0.7037735849056603
logistic,brute,13,gini,1,1,31,constant,20,log2,7,4,randomForestClassifier,9,9,adam,uniform,0.9018867924528302
tanh,auto,11,gini,1,1,26,constant,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
tanh,auto,11,gini,1,1,26,invscaling,98,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.8962264150943396
identity,auto,14,entropy,1,1,23,invscaling,20,log2,12,4,randomForestClassifier,6,9,adam,uniform,0.8981132075471698
identity,auto,14,entropy,1,1,23,constant,26,log2,19,30,randomForestClassifier,10,1,lbfgs,distance,0.8981132075471698
logistic,brute,25,entropy,1,1,2,adaptive,85,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.9
logistic,brute,24,entropy,1,1,21,invscaling,19,auto,15,25,kneighborsClassifier,10,3,sgd,distance,0.8849056603773585
logistic,ball_tree,25,entropy,1,1,2,adaptive,94,auto,15,25,kneighborsClassifier,10,3,sgd,distance,0.8849056603773585
logistic,brute,10,gini,1,1,21,adaptive,26,log2,19,10,nnClassifier,10,1,lbfgs,distance,0.469811320754717
identity,auto,23,gini,0,1,36,adaptive,39,sqrt,10,31,randomForestClassifier,7,4,sgd,distance,0.6943396226415094
logistic,brute,13,gini,1,1,31,constant,39,sqrt,10,31,randomForestClassifier,7,4,sgd,distance,0.9056603773584906
tanh,auto,11,gini,1,1,26,constant,20,log2,12,4,randomForestClassifier,9,9,adam,uniform,0.9037735849056604
tanh,auto,11,gini,1,1,26,invscaling,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
logistic,brute,13,gini,1,1,31,constant,20,log2,7,4,randomForestClassifier,9,9,adam,uniform,0.9018867924528302
tanh,auto,11,gini,1,1,26,constant,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
identity,auto,14,entropy,1,1,23,invscaling,98,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.9
logistic,brute,25,entropy,1,1,2,adaptive,85,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.9
identity,auto,14,entropy,1,1,23,constant,20,log2,12,4,randomForestClassifier,6,9,adam,uniform,0.8981132075471698
logistic,brute,25,entropy,1,1,2,adaptive,26,log2,19,30,randomForestClassifier,10,1,lbfgs,distance,0.8981132075471698
identity,auto,14,entropy,1,1,23,invscaling,20,log2,12,4,randomForestClassifier,6,9,adam,uniform,0.8981132075471698
logistic,brute,13,gini,1,1,31,constant,20,log2,12,4,randomForestClassifier,9,9,adam,uniform,0.9037735849056604
tanh,auto,11,gini,1,1,26,constant,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
tanh,auto,11,gini,1,1,26,invscaling,20,log2,7,4,randomForestClassifier,9,9,adam,uniform,0.9018867924528302
logistic,brute,13,gini,1,1,31,constant,11,sqrt,5,8,randomForestClassifier,6,8,adam,uniform,0.9056603773584906
tanh,auto,11,gini,1,1,26,constant,98,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.8962264150943396
identity,auto,14,entropy,1,1,23,invscaling,85,sqrt,18,4,randomForestClassifier,6,1,sgd,distance,0.9
logistic,brute,25,gini,1,1,35,adaptive,17,log2,12,4,randomForestClassifier,2,9,adam,uniform,0.9037735849056604
identity,auto,14,entropy,1,1,23,constant,56,log2,19,28,randomForestClassifier,10,1,lbfgs,uniform,0.8981132075471698
logistic,brute,25,entropy,1,1,2,adaptive,20,log2,12,4,randomForestClassifier,6,9,adam,uniform,0.8981132075471698
identity,kd_tree,14,entropy,1,1,23,invscaling,39,sqrt,10,31,randomForestClassifier,7,4,sgd,distance,0.9
logistic,brute,13,gini,1,1,31,constant,39,sqrt,10,31,randomForestClassifier,7,4,sgd,distance,0.9056603773584906
logistic,brute,13,gini,1,1,31,constant,11,sqrt,5,8,randomForestClassifier,6,8,adam,uniform,0.9056603773584906
tanh,auto,11,gini,1,1,26,constant,20,log2,12,4,randomForestClassifier,9,9,adam,uniform,0.9037735849056604
logistic,brute,13,gini,1,1,31,constant,20,log2,12,4,randomForestClassifier,9,9,adam,uniform,0.9037735849056604
logistic,brute,25,gini,1,1,35,adaptive,17,log2,12,4,randomForestClassifier,2,9,adam,uniform,0.9037735849056604
tanh,auto,11,gini,1,1,26,invscaling,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
logistic,brute,13,gini,1,1,31,constant,20,log2,7,4,randomForestClassifier,9,9,adam,uniform,0.9018867924528302
tanh,auto,11,gini,1,1,26,constant,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
tanh,auto,11,gini,1,1,26,constant,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
tanh,auto,11,gini,1,1,26,invscaling,20,log2,7,4,randomForestClassifier,9,9,adam,uniform,0.9018867924528302
logistic,brute,13,gini,1,1,31,constant,11,sqrt,6,8,randomForestClassifier,6,8,adam,uniform,0.9056603773584906
logistic,ball_tree,28,gini,1,1,31,constant,20,log2,12,4,randomForestClassifier,9,9,adam,uniform,0.9037735849056604
tanh,auto,11,gini,1,1,26,constant,52,log2,12,4,randomForestClassifier,9,9,adam,uniform,0.9037735849056604
logistic,brute,13,gini,1,1,31,constant,65,log2,12,10,randomForestClassifier,2,9,adam,uniform,0.9037735849056604
logistic,brute,25,gini,1,1,35,adaptive,11,sqrt,18,8,randomForestClassifier,6,8,adam,uniform,0.8962264150943396
relu,kd_tree,11,gini,1,1,26,invscaling,20,log2,7,4,randomForestClassifier,9,9,adam,uniform,0.9018867924528302
logistic,brute,13,gini,1,1,31,constant,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
tanh,auto,11,gini,1,1,26,constant,11,sqrt,13,8,randomForestClassifier,6,8,adam,uniform,0.9018867924528302
relu,auto,11,gini,1,0,26,constant,20,log2,7,4,randomForestClassifier,9,9,adam,uniform,0.5641509433962264
tanh,auto,11,gini,1,1,27,invscaling,39,sqrt,10,31,randomForestClassifier,7,4,sgd,distance,0.9056603773584906
