feature_0,feature_1,feature_2,feature_3,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,34,sqrt,12,37,nan,nan,NA,NA,1.0,98.41535592079163
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,6,NA,distance,1.0,103.23340129852295
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,42,sqrt,8,29,nan,nan,NA,NA,1.0,108.12668919563293
1,0,0,1,nnClassifier,tanh,NA,9,NA,nan,invscaling,nan,NA,nan,nan,3,nan,sgd,NA,0.5104166666666666,149.95663690567017
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,61,auto,2,30,nan,nan,NA,NA,1.0,155.62473511695862
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,28,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9988425925925926,160.23860692977905
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,uniform,1.0,165.4197154045105
0,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,auto,6,25,nan,nan,NA,NA,0.7766203703703703,170.92439603805542
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,sqrt,2,14,nan,nan,NA,NA,1.0,176.57737183570862
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,23,NA,nan,NA,nan,nan,nan,6,NA,distance,1.0,181.3634536266327
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,186.0021529197693
1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,log2,4,32,nan,nan,NA,NA,0.9189814814814815,191.65712881088257
1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,93,auto,4,12,nan,nan,NA,NA,1.0,196.67454481124878
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,2,sqrt,11,35,nan,nan,NA,NA,1.0,202.21241974830627
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,auto,5,28,nan,nan,NA,NA,1.0,207.53794384002686
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,auto,1,34,nan,nan,NA,NA,1.0,212.85563206672668
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,log2,20,21,nan,nan,NA,NA,1.0,217.81903076171875
1,1,0,1,nnClassifier,relu,NA,11,NA,nan,adaptive,nan,NA,nan,nan,4,nan,adam,NA,0.5057870370370371,230.6824722290039
1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9675925925925926,235.4988875389099
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,94,sqrt,19,38,nan,nan,NA,NA,1.0,240.5576241016388
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,auto,8,24,nan,nan,NA,NA,1.0,245.585102558136
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,auto,11,24,nan,nan,NA,NA,1.0,250.8109016418457
1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,sqrt,4,20,nan,nan,NA,NA,1.0,256.03906321525574
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,99,auto,8,14,nan,nan,NA,NA,1.0,261.01931977272034
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,25,NA,nan,NA,nan,nan,nan,2,NA,uniform,1.0,265.45122623443604
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,3,sqrt,10,29,nan,nan,NA,NA,0.9039351851851852,270.60602831840515
1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,16,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9791666666666666,274.90620374679565
1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,5,sqrt,9,8,nan,nan,NA,NA,0.8969907407407407,279.78814482688904
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,9,NA,distance,1.0,284.5606064796448
1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9710648148148148,289.5626244544983
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,auto,15,13,nan,nan,NA,NA,0.9722222222222222,294.7145962715149
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,log2,1,35,nan,nan,NA,NA,0.9814814814814815,300.2554507255554
1,1,1,1,nnClassifier,logistic,NA,31,NA,nan,invscaling,nan,NA,nan,nan,2,nan,adam,NA,0.5069444444444444,318.8565459251404
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9988425925925926,323.07305335998535
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,71,log2,19,38,nan,nan,NA,NA,1.0,327.83242177963257
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,332.5157606601715
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,35,sqrt,1,7,nan,nan,NA,NA,0.9849537037037037,337.968209028244
1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,59,sqrt,1,11,nan,nan,NA,NA,0.9363425925925926,343.4615557193756
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,sqrt,5,40,nan,nan,NA,NA,0.9803240740740741,348.96857261657715
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,9,NA,distance,1.0,353.9382588863373
1,1,1,1,nnClassifier,relu,NA,30,NA,nan,adaptive,nan,NA,nan,nan,10,nan,lbfgs,NA,0.5046296296296297,359.41429328918457
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,log2,8,31,nan,nan,NA,NA,1.0,364.18323373794556
1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,6,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9803240740740741,368.8277564048767
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,1,NA,uniform,1.0,373.3727355003357
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,377.83837270736694
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,distance,1.0,382.3391890525818
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,6,NA,uniform,1.0,387.1087005138397
1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,8,NA,nan,NA,nan,nan,nan,6,NA,distance,1.0,391.7841012477875
0,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,94,log2,16,8,nan,nan,NA,NA,0.78125,397.2676348686218
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,81,sqrt,3,27,nan,nan,NA,NA,0.9780092592592593,402.4632930755615
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,33,sqrt,8,25,nan,nan,NA,NA,0.9791666666666666,407.69290471076965
1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,4,NA,distance,1.0,412.1304774284363
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,45,sqrt,6,9,nan,nan,NA,NA,0.9826388888888888,417.20455718040466
1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9988425925925926,421.8542754650116
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,43,log2,8,33,nan,nan,NA,NA,0.9756944444444444,427.0051600933075
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,5,NA,nan,NA,nan,nan,nan,9,NA,uniform,1.0,431.8364887237549
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,15,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,436.75548791885376
1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,6,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9988425925925926,441.45646929740906
1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,auto,1,17,nan,nan,NA,NA,0.9120370370370371,446.92885279655457
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,log2,15,3,nan,nan,NA,NA,0.9756944444444444,452.67355132102966
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,29,NA,nan,NA,nan,nan,nan,10,NA,uniform,1.0,457.3272907733917
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,4,NA,nan,NA,nan,nan,nan,9,NA,uniform,1.0,461.60695791244507
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,47,auto,11,19,nan,nan,NA,NA,0.9791666666666666,467.3397982120514
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,auto,2,2,nan,nan,NA,NA,0.9837962962962963,472.6335048675537
1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,10,NA,nan,NA,nan,nan,nan,8,NA,distance,1.0,476.98892855644226
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,3,NA,distance,1.0,481.9056465625763
1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,5,NA,uniform,1.0,486.57206535339355
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,5,23,nan,nan,NA,NA,0.9733796296296297,492.14203453063965
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,2,36,nan,nan,NA,NA,0.9722222222222222,496.9092733860016
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,sqrt,14,9,nan,nan,NA,NA,0.9641203703703703,502.3532841205597
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,4,NA,distance,1.0,506.5509297847748
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,9,NA,distance,1.0,510.7480707168579
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,sqrt,7,30,nan,nan,NA,NA,0.9826388888888888,515.5859260559082
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,4,12,nan,nan,NA,NA,0.9745370370370371,521.09992146492
0,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,79,auto,20,6,nan,nan,NA,NA,0.6793981481481481,525.8627264499664
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,24,NA,nan,NA,nan,nan,nan,4,NA,distance,1.0,530.4265885353088
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,534.6193714141846
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,8,sqrt,9,12,nan,nan,NA,NA,0.9236111111111112,539.9227147102356
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,27,NA,nan,NA,nan,nan,nan,6,NA,distance,1.0,544.2882423400879
1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9791666666666666,548.3907806873322
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,10,NA,nan,NA,nan,nan,nan,10,NA,uniform,1.0,553.0280547142029
1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,36,auto,5,36,nan,nan,NA,NA,0.9571759259259259,558.2546279430389
