feature_0,feature_1,feature_2,feature_3,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,19,log2,2,7,nan,nan,NA,NA,1.0,92.74178910255432
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,9,log2,5,39,nan,nan,NA,NA,0.9641203703703703,97.96262574195862
1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,32,NA,nan,NA,nan,nan,nan,1,NA,distance,1.0,102.5989317893982
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,53,sqrt,5,19,nan,nan,NA,NA,1.0,108.0879282951355
1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,14,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9756944444444444,112.7866063117981
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,84,sqrt,3,28,nan,nan,NA,NA,1.0,118.0158462524414
1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9629629629629629,122.6835687160492
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,8,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,127.61021852493286
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,4,NA,uniform,0.9988425925925926,131.5573115348816
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,32,log2,12,27,nan,nan,NA,NA,1.0,136.4407126903534
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,92,log2,12,18,nan,nan,NA,NA,1.0,141.55597352981567
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,7,NA,distance,1.0,146.54682803153992
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,1,NA,distance,1.0,150.86705684661865
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,3,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9988425925925926,155.33424758911133
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,auto,5,29,nan,nan,NA,NA,1.0,160.33604073524475
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,21,auto,6,9,nan,nan,NA,NA,1.0,165.47790026664734
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,6,NA,distance,1.0,170.0631468296051
1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,29,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9988425925925926,174.57794046401978
1,0,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9745370370370371,179.39981627464294
1,1,0,1,nnClassifier,identity,NA,8,NA,nan,invscaling,nan,NA,nan,nan,4,nan,sgd,NA,0.5011574074074074,197.78266382217407
1,1,0,1,nnClassifier,identity,NA,31,NA,nan,adaptive,nan,NA,nan,nan,5,nan,adam,NA,0.5,207.61145782470703
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,sqrt,12,38,nan,nan,NA,NA,1.0,212.45466232299805
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,59,sqrt,9,19,nan,nan,NA,NA,0.9803240740740741,217.57545256614685
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,uniform,1.0,222.0870201587677
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,4,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9988425925925926,226.89188623428345
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,50,auto,15,4,nan,nan,NA,NA,0.9861111111111112,232.0736494064331
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,10,auto,1,8,nan,nan,NA,NA,1.0,236.7293221950531
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9988425925925926,240.75270533561707
1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,34,NA,nan,NA,nan,nan,nan,3,NA,distance,0.9664351851851852,245.11477732658386
1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,54,auto,20,16,nan,nan,NA,NA,0.8935185185185185,250.55960273742676
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,62,log2,17,40,nan,nan,NA,NA,1.0,255.70535802841187
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,82,log2,20,9,nan,nan,NA,NA,0.9988425925925926,260.4191496372223
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,auto,20,35,nan,nan,NA,NA,1.0,265.6131901741028
1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,26,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.8483796296296297,270.1504192352295
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,21,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9988425925925926,274.53245854377747
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,44,sqrt,1,15,nan,nan,NA,NA,0.9837962962962963,280.2394552230835
1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,91,log2,4,2,nan,nan,NA,NA,0.9305555555555556,286.02396273612976
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,97,sqrt,5,22,nan,nan,NA,NA,1.0,290.7551281452179
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,auto,20,9,nan,nan,NA,NA,1.0,296.0896842479706
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,11,sqrt,1,16,nan,nan,NA,NA,0.9837962962962963,300.9520356655121
1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,9,NA,distance,1.0,305.60026359558105
1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,8,NA,distance,0.9780092592592593,310.45232677459717
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,48,log2,19,7,nan,nan,NA,NA,0.9803240740740741,315.8091809749603
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,68,log2,18,2,nan,nan,NA,NA,0.9756944444444444,320.7561845779419
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,40,NA,nan,NA,nan,nan,nan,6,NA,distance,1.0,325.59584736824036
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,auto,3,33,nan,nan,NA,NA,1.0,331.0458073616028
1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9664351851851852,335.4485523700714
1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,24,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9618055555555556,339.6117172241211
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,2,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9988425925925926,344.51246905326843
1,1,1,0,kneighborsClassifier,NA,ball_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8553240740740741,349.1358542442322
1,1,1,0,kneighborsClassifier,NA,kd_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,6,NA,distance,0.8645833333333334,353.7321448326111
1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,9,NA,distance,1.0,358.00117468833923
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9988425925925926,362.96531987190247
1,0,0,1,nnClassifier,logistic,NA,29,NA,nan,adaptive,nan,NA,nan,nan,2,nan,sgd,NA,0.5,381.01418256759644
1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,23,log2,1,36,nan,nan,NA,NA,1.0,386.09280133247375
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,28,auto,14,15,nan,nan,NA,NA,0.9780092592592593,391.9670670032501
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,auto,20,15,nan,nan,NA,NA,0.9768518518518519,397.21561336517334
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,46,sqrt,20,15,nan,nan,NA,NA,0.9768518518518519,402.23296093940735
1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,20,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9664351851851852,406.9602835178375
1,1,0,0,kneighborsClassifier,NA,kd_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9479166666666666,411.9137260913849
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,6,log2,15,9,nan,nan,NA,NA,0.9131944444444444,417.2991120815277
1,0,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,64,auto,10,5,nan,nan,NA,NA,0.9583333333333334,422.6486225128174
1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,19,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9652777777777778,427.5718035697937
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,432.02601528167725
1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,20,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9652777777777778,436.52670669555664
1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,9,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9710648148148148,441.2443697452545
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,16,sqrt,4,32,nan,nan,NA,NA,0.9803240740740741,446.3741989135742
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,21,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,450.8882863521576
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,5,NA,distance,1.0,455.56279134750366
1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,18,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9606481481481481,460.4481871128082
1,0,0,0,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9513888888888888,465.06074619293213
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,5,NA,nan,NA,nan,nan,nan,1,NA,distance,1.0,469.3920946121216
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,38,log2,18,31,nan,nan,NA,NA,0.9837962962962963,474.3807053565979
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,2,NA,distance,1.0,478.74014019966125
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,483.5055413246155
1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,2,NA,distance,0.9664351851851852,487.99153542518616
1,1,1,0,kneighborsClassifier,NA,brute,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.8553240740740741,492.71696424484253
0,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,67,sqrt,11,19,nan,nan,NA,NA,0.6493055555555556,498.18023562431335
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,53,sqrt,6,24,nan,nan,NA,NA,0.9803240740740741,502.96713423728943
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,38,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,507.4891586303711
1,1,0,0,kneighborsClassifier,NA,ball_tree,nan,NA,28,NA,nan,NA,nan,nan,nan,3,NA,uniform,0.9652777777777778,512.0943098068237
1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,6,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9583333333333334,516.5970931053162
1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,22,NA,nan,NA,nan,nan,nan,10,NA,distance,1.0,521.1590514183044
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,log2,20,20,nan,nan,NA,NA,0.9837962962962963,526.0900812149048
