feature_0,feature_1,feature_2,feature_3,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,0,0,1,nnClassifier,tanh,NA,15,NA,nan,adaptive,nan,NA,nan,nan,7,nan,sgd,NA,0.5324074074074074,139.21807956695557
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,20,NA,nan,NA,nan,nan,nan,8,NA,uniform,1.0,143.82528591156006
1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,auto,10,18,nan,nan,NA,NA,0.9606481481481481,148.93910694122314
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,90,log2,5,10,nan,nan,NA,NA,0.9895833333333334,154.18362164497375
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,auto,8,20,nan,nan,NA,NA,0.9918981481481481,159.63870644569397
0,0,0,0,nnClassifier,logistic,NA,13,NA,nan,constant,nan,NA,nan,nan,3,nan,sgd,NA,0.0,163.89878344535828
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,48,auto,11,33,nan,nan,NA,NA,0.9884259259259259,169.24458813667297
1,0,0,1,nnClassifier,logistic,NA,23,NA,nan,adaptive,nan,NA,nan,nan,1,nan,lbfgs,NA,0.5300925925925926,174.90766215324402
0,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.6261574074074074,179.89890360832214
1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,64,log2,19,25,nan,nan,NA,NA,0.9502314814814815,185.26286959648132
1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,75,sqrt,17,9,nan,nan,NA,NA,1.0,190.00830364227295
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,100,sqrt,19,13,nan,nan,NA,NA,1.0,194.65418076515198
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,10,NA,uniform,1.0,199.31385493278503
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,log2,13,40,nan,nan,NA,NA,1.0,204.06606912612915
1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,96,log2,20,26,nan,nan,NA,NA,1.0,209.11562991142273
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,96,auto,20,17,nan,nan,NA,NA,1.0,213.9363021850586
1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,85,sqrt,6,38,nan,nan,NA,NA,0.9606481481481481,219.31720542907715
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,36,NA,nan,NA,nan,nan,nan,3,NA,uniform,1.0,223.63570761680603
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,65,auto,20,33,nan,nan,NA,NA,0.9849537037037037,228.61069178581238
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,54,auto,12,22,nan,nan,NA,NA,0.9907407407407407,234.15993070602417
1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,34,log2,19,2,nan,nan,NA,NA,1.0,238.69625568389893
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,log2,11,7,nan,nan,NA,NA,0.9918981481481481,243.84450912475586
1,1,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,37,NA,nan,NA,nan,nan,nan,2,NA,uniform,1.0,248.49311804771423
1,1,0,1,nnClassifier,tanh,NA,8,NA,nan,adaptive,nan,NA,nan,nan,4,nan,sgd,NA,0.5300925925925926,295.07793283462524
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,8,NA,distance,1.0,299.864629983902
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,97,sqrt,14,36,nan,nan,NA,NA,1.0,305.1152403354645
1,1,0,0,kneighborsClassifier,NA,brute,nan,NA,12,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9479166666666666,309.8615937232971
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,log2,13,6,nan,nan,NA,NA,0.9895833333333334,314.8906264305115
1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,27,sqrt,19,40,nan,nan,NA,NA,1.0,320.07242584228516
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,99,sqrt,10,14,nan,nan,NA,NA,0.9814814814814815,325.6159484386444
0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,71,sqrt,16,26,nan,nan,NA,NA,0.7893518518518519,330.9526855945587
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,98,log2,1,12,nan,nan,NA,NA,0.9918981481481481,336.2892255783081
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,auto,6,21,nan,nan,NA,NA,0.9120370370370371,341.21087741851807
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,44,sqrt,13,31,nan,nan,NA,NA,0.9918981481481481,346.6933581829071
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,18,sqrt,20,13,nan,nan,NA,NA,0.9872685185185185,352.04072308540344
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,12,sqrt,11,19,nan,nan,NA,NA,0.9884259259259259,356.9012267589569
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,6,NA,distance,1.0,361.4629771709442
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,70,auto,8,35,nan,nan,NA,NA,0.9918981481481481,366.7773873806
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,17,sqrt,2,24,nan,nan,NA,NA,0.9872685185185185,372.1453392505646
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,20,39,nan,nan,NA,NA,0.9120370370370371,377.48490619659424
1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,77,auto,19,39,nan,nan,NA,NA,1.0,382.6142497062683
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,49,log2,17,2,nan,nan,NA,NA,1.0,387.2768187522888
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,63,sqrt,18,22,nan,nan,NA,NA,0.9907407407407407,392.59767603874207
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,77,sqrt,13,38,nan,nan,NA,NA,1.0,397.43818068504333
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,9,sqrt,15,14,nan,nan,NA,NA,0.9548611111111112,403.2609860897064
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,12,sqrt,14,39,nan,nan,NA,NA,1.0,408.3005967140198
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,7,auto,15,6,nan,nan,NA,NA,0.9456018518518519,413.5401954650879
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,72,auto,2,34,nan,nan,NA,NA,0.9918981481481481,419.084091424942
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,15,auto,3,28,nan,nan,NA,NA,0.9884259259259259,424.39587235450745
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,61,log2,20,11,nan,nan,NA,NA,1.0,429.57000184059143
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,37,auto,20,40,nan,nan,NA,NA,1.0,435.0581204891205
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,47,sqrt,14,40,nan,nan,NA,NA,0.9872685185185185,440.23653507232666
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,28,log2,4,35,nan,nan,NA,NA,0.9907407407407407,445.9049687385559
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,log2,16,30,nan,nan,NA,NA,0.9710648148148148,451.18418288230896
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,33,log2,15,2,nan,nan,NA,NA,0.9895833333333334,456.4150905609131
1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,log2,13,8,nan,nan,NA,NA,0.9085648148148148,461.79159665107727
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,log2,2,37,nan,nan,NA,NA,0.9803240740740741,466.85760974884033
1,0,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,log2,4,10,nan,nan,NA,NA,0.8935185185185185,471.2372748851776
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,4,39,nan,nan,NA,NA,1.0,475.92114210128784
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,3,log2,19,4,nan,nan,NA,NA,0.9120370370370371,480.6872947216034
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,45,sqrt,17,13,nan,nan,NA,NA,0.9884259259259259,486.1520116329193
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,16,19,nan,nan,NA,NA,1.0,490.8670554161072
1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,1,auto,15,34,nan,nan,NA,NA,0.9120370370370371,496.11701822280884
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,auto,13,19,nan,nan,NA,NA,0.9768518518518519,501.04899072647095
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,sqrt,20,32,nan,nan,NA,NA,0.9826388888888888,506.1308901309967
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,20,auto,14,19,nan,nan,NA,NA,1.0,511.3192903995514
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,4,log2,11,20,nan,nan,NA,NA,1.0,516.6445419788361
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,10,sqrt,5,26,nan,nan,NA,NA,1.0,521.8279337882996
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,1,sqrt,10,7,nan,nan,NA,NA,0.9884259259259259,526.7715194225311
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,auto,16,3,nan,nan,NA,NA,1.0,531.7508554458618
1,0,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,7,log2,2,16,nan,nan,NA,NA,0.9027777777777778,536.7007431983948
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,2,log2,3,4,nan,nan,NA,NA,0.9108796296296297,541.0780773162842
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,22,sqrt,17,11,nan,nan,NA,NA,1.0,545.5226163864136
0,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,72,sqrt,7,39,nan,nan,NA,NA,0.7881944444444444,550.2433388233185
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,11,auto,7,20,nan,nan,NA,NA,0.9907407407407407,554.9039716720581
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,55,auto,14,19,nan,nan,NA,NA,1.0,559.3342392444611
