feature_0,feature_1,feature_2,feature_3,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,objective,elapsed_sec
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,21,log2,1,3,nan,nan,NA,NA,0.9849537037037037,140.46895051002502
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,60,log2,5,23,nan,nan,NA,NA,1.0,145.71367073059082
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,80,auto,18,12,nan,nan,NA,NA,1.0,150.9416801929474
1,1,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,log2,13,35,nan,nan,NA,NA,1.0,156.3944058418274
1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,39,sqrt,19,9,nan,nan,NA,NA,1.0,161.73397731781006
1,1,0,1,nnClassifier,identity,NA,19,NA,nan,invscaling,nan,NA,nan,nan,6,nan,adam,NA,0.5057870370370371,172.72175478935242
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,83,auto,10,34,nan,nan,NA,NA,1.0,177.6763505935669
1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,87,auto,15,3,nan,nan,NA,NA,1.0,182.70352721214294
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,12,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9988425925925926,187.2666323184967
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,5,NA,nan,NA,nan,nan,nan,3,NA,distance,1.0,191.6698603630066
1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,6,NA,distance,0.9756944444444444,196.46873593330383
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,27,auto,20,40,nan,nan,NA,NA,1.0,201.8803265094757
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,31,NA,nan,NA,nan,nan,nan,1,NA,uniform,1.0,206.5817675590515
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,17,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9988425925925926,211.31071996688843
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,9,NA,uniform,1.0,216.25005650520325
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,39,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9988425925925926,220.8465929031372
1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,19,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9560185185185185,225.49079155921936
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,35,auto,20,21,nan,nan,NA,NA,1.0,230.76116299629211
1,1,1,1,kneighborsClassifier,NA,ball_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,4,NA,distance,0.9826388888888888,235.3466272354126
1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,37,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9699074074074074,239.98894262313843
1,0,1,1,nnClassifier,logistic,NA,17,NA,nan,constant,nan,NA,nan,nan,2,nan,lbfgs,NA,0.5046296296296297,245.77450823783875
1,1,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,56,log2,4,6,nan,nan,NA,NA,0.9837962962962963,251.45092344284058
1,0,1,1,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9629629629629629,256.2306661605835
1,1,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,51,log2,20,22,nan,nan,NA,NA,1.0,261.6024317741394
1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,73,log2,20,5,nan,nan,NA,NA,1.0,266.33247661590576
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,33,NA,nan,NA,nan,nan,nan,5,NA,uniform,0.9988425925925926,270.70350670814514
1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,35,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9733796296296297,275.4274265766144
1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,18,NA,nan,NA,nan,nan,nan,1,NA,uniform,1.0,280.0304617881775
1,0,0,1,kneighborsClassifier,NA,ball_tree,nan,NA,11,NA,nan,NA,nan,nan,nan,1,NA,distance,1.0,284.77803230285645
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,4,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9988425925925926,289.82540130615234
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,40,NA,nan,NA,nan,nan,nan,1,NA,distance,1.0,294.37166929244995
1,1,0,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,log2,20,23,nan,nan,NA,NA,0.9791666666666666,299.78407764434814
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,78,log2,4,17,nan,nan,NA,NA,0.9849537037037037,305.37518072128296
1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,36,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9814814814814815,310.2457308769226
1,0,1,0,randomForestClassifier,NA,NA,nan,entropy,nan,NA,27,log2,8,12,nan,nan,NA,NA,0.9351851851851852,315.5683660507202
1,0,0,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,70,sqrt,17,29,nan,nan,NA,NA,1.0,320.2361671924591
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,auto,13,9,nan,nan,NA,NA,1.0,325.34589314460754
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,69,auto,6,5,nan,nan,NA,NA,0.9849537037037037,331.01325726509094
1,0,1,1,kneighborsClassifier,NA,auto,nan,NA,22,NA,nan,NA,nan,nan,nan,9,NA,uniform,0.9733796296296297,335.6266851425171
1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,3,NA,nan,NA,nan,nan,nan,2,NA,uniform,0.9699074074074074,340.6270613670349
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,59,log2,20,40,nan,nan,NA,NA,1.0,345.908673286438
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,5,auto,18,39,nan,nan,NA,NA,1.0,350.88330817222595
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,22,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9988425925925926,355.67963004112244
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,29,auto,1,12,nan,nan,NA,NA,0.9837962962962963,360.8529763221741
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,7,NA,uniform,0.9988425925925926,365.8700420856476
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,34,NA,nan,NA,nan,nan,nan,10,NA,uniform,0.9988425925925926,370.5728642940521
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,23,log2,7,3,nan,nan,NA,NA,1.0,375.79360461235046
1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,9,NA,nan,NA,nan,nan,nan,8,NA,uniform,0.9988425925925926,380.2802062034607
1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,10,NA,distance,0.9988425925925926,384.9651381969452
1,1,1,1,kneighborsClassifier,NA,brute,nan,NA,27,NA,nan,NA,nan,nan,nan,1,NA,uniform,0.9780092592592593,389.7901973724365
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,7,NA,nan,NA,nan,nan,nan,10,NA,uniform,1.0,394.5336174964905
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,log2,20,22,nan,nan,NA,NA,1.0,399.6154055595398
1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,46,log2,7,35,nan,nan,NA,NA,1.0,404.8800082206726
1,0,0,1,kneighborsClassifier,NA,auto,nan,NA,32,NA,nan,NA,nan,nan,nan,2,NA,distance,1.0,409.79223895072937
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,36,NA,nan,NA,nan,nan,nan,2,NA,distance,1.0,414.32163667678833
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,30,auto,10,4,nan,nan,NA,NA,0.9814814814814815,419.3969955444336
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,39,auto,8,11,nan,nan,NA,NA,1.0,424.2768485546112
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,3,NA,distance,1.0,428.6735727787018
1,1,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,25,auto,9,27,nan,nan,NA,NA,1.0,433.8633279800415
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,8,sqrt,1,20,nan,nan,NA,NA,1.0,439.0602378845215
1,0,1,1,kneighborsClassifier,NA,brute,nan,NA,38,NA,nan,NA,nan,nan,nan,9,NA,distance,0.9780092592592593,444.257199048996
1,1,0,1,kneighborsClassifier,NA,brute,nan,NA,15,NA,nan,NA,nan,nan,nan,1,NA,distance,1.0,448.5991885662079
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,21,NA,nan,NA,nan,nan,nan,10,NA,uniform,1.0,453.6634075641632
1,0,0,1,kneighborsClassifier,NA,brute,nan,NA,7,NA,nan,NA,nan,nan,nan,6,NA,uniform,0.9988425925925926,458.80204939842224
1,1,1,1,kneighborsClassifier,NA,auto,nan,NA,26,NA,nan,NA,nan,nan,nan,1,NA,distance,0.9780092592592593,463.67291164398193
1,1,1,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,86,auto,5,6,nan,nan,NA,NA,0.9861111111111112,468.9345693588257
1,1,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,49,auto,8,31,nan,nan,NA,NA,1.0,474.31979966163635
1,0,1,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,88,sqrt,11,11,nan,nan,NA,NA,1.0,479.377813577652
1,0,0,1,randomForestClassifier,NA,NA,nan,entropy,nan,NA,66,log2,20,14,nan,nan,NA,NA,1.0,484.1255257129669
1,0,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,3,NA,nan,NA,nan,nan,nan,4,NA,distance,1.0,488.33455634117126
1,1,0,1,nnClassifier,tanh,NA,9,NA,nan,invscaling,nan,NA,nan,nan,5,nan,sgd,NA,0.5023148148148148,530.9159958362579
1,1,0,0,randomForestClassifier,NA,NA,nan,gini,nan,NA,57,log2,18,7,nan,nan,NA,NA,0.9791666666666666,535.5907514095306
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,10,NA,nan,NA,nan,nan,nan,8,NA,uniform,1.0,539.5637121200562
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,19,NA,nan,NA,nan,nan,nan,4,NA,distance,1.0,543.9976449012756
1,0,1,1,randomForestClassifier,NA,NA,nan,gini,nan,NA,44,log2,16,15,nan,nan,NA,NA,1.0,548.2195377349854
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,40,NA,nan,NA,nan,nan,nan,6,NA,uniform,1.0,552.2986786365509
1,1,0,1,kneighborsClassifier,NA,kd_tree,nan,NA,17,NA,nan,NA,nan,nan,nan,6,NA,distance,1.0,556.4238188266754
1,1,0,1,kneighborsClassifier,NA,auto,nan,NA,7,NA,nan,NA,nan,nan,nan,9,NA,distance,1.0,560.930103302002
