,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,model,activation,algorithm,batchSize,criterion,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,nLayers,n_neighbors,optimizer,weights,loss,status,time
25,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,29.0,auto,3.0,14.0,None,None,None,None,0.7257769652650823,ok,68.08151223207824
26,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,nnClassifier,identity,None,9.0,None,None,adaptive,None,None,None,None,1.0,None,sgd,None,0.05850091407678245,ok,95.98755042208359
27,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,24.0,auto,2.0,16.0,None,None,None,None,0.706581352833638,ok,98.15787746408023
28,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,3.0,auto,5.0,22.0,None,None,None,None,0.5073126142595978,ok,98.89103098516352
29,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,34.0,auto,4.0,13.0,None,None,None,None,0.6873857404021938,ok,101.02027284214273
30,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,nnClassifier,identity,None,31.0,None,None,invscaling,None,None,None,None,1.0,None,adam,None,0.06307129798903108,ok,106.91729653300717
31,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,40.0,log2,20.0,17.0,None,None,None,None,0.6197440585009141,ok,108.48532311618328
32,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,13.0,auto,8.0,10.0,None,None,None,None,0.6855575868372943,ok,110.07738743117079
33,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,63.0,auto,3.0,28.0,None,None,None,None,0.6663619744058501,ok,112.13492599013261
34,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,nnClassifier,logistic,None,9.0,None,None,constant,None,None,None,None,4.0,None,sgd,None,0.1170018281535649,ok,160.96312923915684
35,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,42.0,auto,19.0,19.0,None,None,None,None,0.6106032906764168,ok,162.7989494469948
36,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,31.0,log2,7.0,9.0,None,None,None,None,0.6910420475319927,ok,164.67840693914331
37,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,nnClassifier,tanh,None,17.0,None,None,adaptive,None,None,None,None,4.0,None,adam,None,0.2915904936014625,ok,199.90385208209045
38,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,2.0,auto,4.0,13.0,None,None,None,None,0.5045703839122486,ok,200.60742415906861
39,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,48.0,auto,9.0,23.0,None,None,None,None,0.6608775137111518,ok,202.26937788515352
40,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,nnClassifier,relu,None,25.0,None,None,constant,None,None,None,None,10.0,None,sgd,None,0.22851919561243145,ok,222.98869715211913
41,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,64.0,auto,17.0,29.0,None,None,None,None,0.5274223034734917,ok,224.92392955720425
42,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,3,None,None,None,None,None,None,1,None,uniform,0.5511882998171846,ok,225.09257413609885
43,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,randomForestClassifier,None,None,None,entropy,None,None,79.0,log2,3.0,16.0,None,None,None,None,0.5164533820840951,ok,228.30801913700998
44,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,nnClassifier,logistic,None,13.0,None,None,invscaling,None,None,None,None,7.0,None,lbfgs,None,0.24040219378427788,ok,233.98498964007013
45,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,14.0,auto,6.0,8.0,None,None,None,None,0.6151736745886655,ok,235.55690861400217
46,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,kneighborsClassifier,None,ball_tree,None,None,9,None,None,None,None,None,None,6,None,uniform,0.4725776965265082,ok,235.7168289241381
47,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,27.0,auto,14.0,19.0,None,None,None,None,0.6334552102376599,ok,237.21018494898453
48,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,41.0,auto,10.0,11.0,None,None,None,None,0.6060329067641682,ok,239.84290877520107
49,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,kneighborsClassifier,None,kd_tree,None,None,35,None,None,None,None,None,None,2,None,uniform,0.4990859232175503,ok,239.97698241099715
50,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,57.0,log2,4.0,26.0,None,None,None,None,0.6106032906764168,ok,242.5329857680481
51,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,nnClassifier,relu,None,24.0,None,None,adaptive,None,None,None,None,3.0,None,adam,None,0.3153564899451554,ok,267.2855267531704
52,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,kneighborsClassifier,None,ball_tree,None,None,24,None,None,None,None,None,None,6,None,uniform,0.473491773308958,ok,267.4338680889923
53,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,randomForestClassifier,None,None,None,entropy,None,None,74.0,auto,13.0,2.0,None,None,None,None,0.6206581352833638,ok,269.43922115513124
54,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,47.0,auto,16.0,6.0,None,None,None,None,0.6215722120658135,ok,271.45662580407225
55,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,8.0,auto,3.0,20.0,None,None,None,None,0.5575868372943327,ok,272.9039426841773
56,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,kneighborsClassifier,None,kd_tree,None,None,8,None,None,None,None,None,None,10,None,distance,0.4936014625228519,ok,273.061888871016
57,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,89.0,log2,6.0,15.0,None,None,None,None,0.6425959780621572,ok,275.7996009280905
58,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,nnClassifier,tanh,None,30.0,None,None,constant,None,None,None,None,2.0,None,sgd,None,0.26416819012797077,ok,295.2989358420018
59,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,gini,None,None,22.0,auto,10.0,31.0,None,None,None,None,0.5776965265082267,ok,296.60485744616017
60,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,gini,None,None,65.0,sqrt,2.0,24.0,None,None,None,None,0.5722120658135283,ok,298.382545205066
61,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,32,None,None,None,None,None,None,1,None,uniform,0.5603290676416819,ok,298.53302936116233
62,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,54.0,auto,7.0,11.0,None,None,None,None,0.6782449725776966,ok,300.43817928014323
63,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,nnClassifier,identity,None,13.0,None,None,invscaling,None,None,None,None,5.0,None,lbfgs,None,0.08683729433272395,ok,301.11707765911706
64,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,randomForestClassifier,None,None,None,gini,None,None,35.0,log2,5.0,6.0,None,None,None,None,0.6672760511882998,ok,302.49185032909736
65,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,70.0,auto,3.0,13.0,None,None,None,None,0.7056672760511883,ok,304.69432429317385
66,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,91.0,auto,4.0,18.0,None,None,None,None,0.6837294332723949,ok,306.75628322712146
67,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,79.0,auto,2.0,13.0,None,None,None,None,0.7111517367458866,ok,308.99775274214335
68,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,85.0,auto,2.0,21.0,None,None,None,None,0.696526508226691,ok,311.16915929410607
69,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,96.0,sqrt,7.0,14.0,None,None,None,None,0.6819012797074955,ok,313.1645314441994
70,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,77.0,auto,3.0,11.0,None,None,None,None,0.7120658135283364,ok,315.36805502604693
71,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,76.0,auto,5.0,7.0,None,None,None,None,0.696526508226691,ok,316.82321329112165
72,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,60.0,sqrt,3.0,3.0,None,None,None,None,0.7184643510054844,ok,319.1324631550815
73,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,58.0,sqrt,9.0,4.0,None,None,None,None,0.6672760511882998,ok,321.0134220130276
74,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,45.0,sqrt,6.0,3.0,None,None,None,None,0.7020109689213894,ok,323.0296238542069
75,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,gini,None,None,60.0,sqrt,12.0,9.0,None,None,None,None,0.6352833638025595,ok,324.3032465099823
76,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,68.0,sqrt,4.0,6.0,None,None,None,None,0.7038391224862889,ok,326.57351037301123
77,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,nnClassifier,logistic,None,13.0,None,None,invscaling,None,None,None,None,9.0,None,adam,None,0.24314442413162707,ok,369.36763089103624
78,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,16,None,None,None,None,None,None,7,None,uniform,0.4926873857404022,ok,369.5425672221463
79,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,53.0,sqrt,5.0,2.0,None,None,None,None,0.6755027422303473,ok,371.838473638054
80,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,34.0,sqrt,8.0,16.0,None,None,None,None,0.6060329067641682,ok,373.8210413681809
81,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,randomForestClassifier,None,None,None,entropy,None,None,86.0,sqrt,2.0,8.0,None,None,None,None,0.6709323583180987,ok,376.4847591770813
82,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,nnClassifier,identity,None,22.0,None,None,constant,None,None,None,None,6.0,None,sgd,None,0.056672760511883,ok,380.4674297031015
83,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,37.0,sqrt,3.0,37.0,None,None,None,None,0.6508226691042047,ok,382.0797568780836
84,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,kneighborsClassifier,None,ball_tree,None,None,40,None,None,None,None,None,None,3,None,distance,0.4625228519195612,ok,382.20211794110946
85,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,29.0,sqrt,7.0,18.0,None,None,None,None,0.6051188299817185,ok,384.4054323739838
86,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,19.0,log2,16.0,26.0,None,None,None,None,0.5585009140767825,ok,386.21862968220375
87,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,66.0,sqrt,18.0,22.0,None,None,None,None,0.5996343692870201,ok,388.7822455810383
88,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,nnClassifier,relu,None,28.0,None,None,adaptive,None,None,None,None,10.0,None,lbfgs,None,0.2376599634369287,ok,393.21791543019935
89,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,kneighborsClassifier,None,auto,None,None,23,None,None,None,None,None,None,9,None,distance,0.5164533820840951,ok,393.4441994011868
90,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,62.0,auto,9.0,10.0,None,None,None,None,0.5776965265082267,ok,395.56012111203745
91,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,52.0,log2,6.0,14.0,None,None,None,None,0.6691042047531993,ok,398.5822275080718
92,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,randomForestClassifier,None,None,None,gini,None,None,43.0,auto,4.0,5.0,None,None,None,None,0.6928702010968921,ok,400.2953346951399
93,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,nnClassifier,tanh,None,16.0,None,None,adaptive,None,None,None,None,7.0,None,adam,None,0.24405850091407677,ok,437.4286845291499
94,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,kneighborsClassifier,None,kd_tree,None,None,13,None,None,None,None,None,None,5,None,uniform,0.4945155393053016,ok,437.65516935498454
95,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,randomForestClassifier,None,None,None,entropy,None,None,49.0,sqrt,5.0,12.0,None,None,None,None,0.5914076782449725,ok,440.02396451402456
96,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,38.0,auto,3.0,17.0,None,None,None,None,0.676416819012797,ok,442.6203883870039
97,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,randomForestClassifier,None,None,None,entropy,None,None,56.0,auto,11.0,15.0,None,None,None,None,0.6334552102376599,ok,444.46325153205544
98,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,randomForestClassifier,None,None,None,entropy,None,None,73.0,log2,10.0,8.0,None,None,None,None,0.5840950639853748,ok,446.7737208001781
99,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,nnClassifier,tanh,None,32.0,None,None,invscaling,None,None,None,None,2.0,None,sgd,None,0.19652650822669104,ok,458.4911850600038
